"객체id","현황도형 관리번호","도형 대분류코드","도형 중분류코드","도형 소분류코드","도형 속성코드","도형 조서관리 코드","결정고시관리코드","라벨명","시군구코드","도면번호","집행상태코드 심볼","현황도형 생성일시","면적(도형)","길이(도형)"
"118657","11000UQ153PS202011160001","UQT200","UQT220"," ","UQT220","11000URZ202011120001","11110NTC202011120005","근린공원","11000"," ","EMA0009","","163544.15532500","6019.92145249"
"118663","11000UQ153PS202011160002","UQT200","UQT220"," ","UQT220","11000URZ202011120001","11110NTC202011120005","근린공원","11000"," ","EMA0009","","163544.15532500","6019.92145249"
"113759","11620UQ153PS202206230001","UQT200","UQT205"," ","UQT205","11620URZ202112090004","11000NTC202206200005","소공원","11620","1","EMA0009","2022-06-23 00:00:00.0","5101.18010853","346.19460464"
"117877","11530UQ153PS202205260016","UQT300","UQT310"," ","UQT310","11530URZ202205180008","11530NTC202205180003","완충녹지","11530","5","EMA0009","2022-05-26 00:00:00.0","4052.02657710","597.43719690"
"116820","11530UQ153PS202205260017","UQT200","UQT220"," ","UQT220","11530URZ202205180005","11530NTC202205180003","제3호근린공원","11530","3","EMA0009","2022-05-26 00:00:00.0","12572.96546650","481.62724118"
"116822","11530UQ153PS202205260019","UQT200","UQT220"," ","UQT220","11530URZ202205180006","11530NTC202205180003","제4호근린공원","11530","4","EMA0009","2022-05-26 00:00:00.0","14104.90359429","915.44716551"
"116821","11530UQ153PS202205260018","UQT300","UQT320"," ","UQT320","11530URZ202205180010","11530NTC202205180003","경관녹지","11530","6","EMA0009","2022-05-26 00:00:00.0","3566.08156638","528.53203459"
"116703","11530UQ153PS202205260008","UQT300","UQT310"," ","UQT310","11530URZ202205180008","11530NTC202205180003","완충녹지","11530","5","EMA0009","2022-05-26 00:00:00.0","4052.02657710","597.43719690"
"116438","11530UQ153PS202205260005","UQT300","UQT320"," ","UQT320","11530URZ202205180011","11530NTC202205180003","경관녹지","11530","7","EMA0009","2022-05-26 00:00:00.0","702.08072897","294.11650402"
"116850","11530UQ153PS202205260006","UQT500","UQT590"," ","UQT590","11530URZ202205180007","11530NTC202205180003","공공공지","11530","14","EMA0009","2022-05-26 00:00:00.0","499.23733462","335.93111378"
"116437","11530UQ153PS202205260004","UQT300","UQT320"," ","UQT320","11530URZ202205180009","11530NTC202205180003","경관녹지","11530","3","EMA0009","2022-05-26 00:00:00.0","1157.42921229","242.81645572"
"113483","11530UQ153PS202205260020","UQT300","UQT320"," ","UQT320","11530URZ202205180009","11530NTC202205180003","경관녹지","11530","3","EMA0009","2022-05-26 00:00:00.0","1157.42921229","242.81645572"
"113484","11530UQ153PS202205260021","UQT300","UQT320"," ","UQT320","11530URZ202205180011","11530NTC202205180003","경관녹지","11530","7","EMA0009","2022-05-26 00:00:00.0","702.08072897","294.11650402"
"113485","11530UQ153PS202205260022","UQT500","UQT590"," ","UQT590","11530URZ202205180007","11530NTC202205180003","공공공지","11530","14","EMA0009","2022-05-26 00:00:00.0","499.23733462","335.93111378"
"113486","11530UQ153PS202205260023","UQT300","UQT330"," ","UQT330","11530URZ202205180012","11530NTC202205180003","연결녹지","11530","3","EMA0009","2022-05-26 00:00:00.0","1146.47220587","173.36169259"
"113487","11530UQ153PS202205260024","UQT300","UQT310"," ","UQT310","11530URZ202205180008","11530NTC202205180003","완충녹지","11530","5","EMA0009","2022-05-26 00:00:00.0","4052.02657710","597.43719690"
"116436","11530UQ153PS202205260003","UQT200","UQT220"," ","UQT220","11530URZ202205180006","11530NTC202205180003","제4호근린공원","11530","4","EMA0009","2022-05-26 00:00:00.0","14104.90359429","915.44716551"
"116435","11530UQ153PS202205260002","UQT300","UQT320"," ","UQT320","11530URZ202205180010","11530NTC202205180003","경관녹지","11530","6","EMA0009","2022-05-26 00:00:00.0","3566.08156638","528.53203459"
"116702","11530UQ153PS202205260007","UQT300","UQT330"," ","UQT330","11530URZ202205180012","11530NTC202205180003","연결녹지","11530","3","EMA0009","2022-05-26 00:00:00.0","1146.47220587","173.36169259"
"117870","11530UQ153PS202205260009","UQT200","UQT220"," ","UQT220","11530URZ202205180005","11530NTC202205180003","제3호근린공원","11530","3","EMA0009","2022-05-26 00:00:00.0","12572.96546650","481.62724118"
"116434","11530UQ153PS202205260001","UQT200","UQT220"," ","UQT220","11530URZ202205180005","11530NTC202205180003","제3호근린공원","11530","3","EMA0009","2022-05-26 00:00:00.0","12572.96546650","481.62724118"
"117871","11530UQ153PS202205260010","UQT300","UQT320"," ","UQT320","11530URZ202205180010","11530NTC202205180003","경관녹지","11530","6","EMA0009","2022-05-26 00:00:00.0","3566.08156638","528.53203459"
"117872","11530UQ153PS202205260011","UQT200","UQT220"," ","UQT220","11530URZ202205180006","11530NTC202205180003","제4호근린공원","11530","4","EMA0009","2022-05-26 00:00:00.0","14104.90359429","915.44716551"
"117873","11530UQ153PS202205260012","UQT300","UQT320"," ","UQT320","11530URZ202205180009","11530NTC202205180003","경관녹지","11530","3","EMA0009","2022-05-26 00:00:00.0","1157.42921229","242.81645572"
"117874","11530UQ153PS202205260013","UQT300","UQT320"," ","UQT320","11530URZ202205180011","11530NTC202205180003","경관녹지","11530","7","EMA0009","2022-05-26 00:00:00.0","702.08072897","294.11650402"
"117875","11530UQ153PS202205260014","UQT500","UQT590"," ","UQT590","11530URZ202205180007","11530NTC202205180003","공공공지","11530","14","EMA0009","2022-05-26 00:00:00.0","499.23733462","335.93111378"
"117876","11530UQ153PS202205260015","UQT300","UQT330"," ","UQT330","11530URZ202205180012","11530NTC202205180003","연결녹지","11530","3","EMA0009","2022-05-26 00:00:00.0","1146.47220587","173.36169259"
"117878","11530UQ153PS202205260025","UQT200","UQT205"," ","UQT205","11530URZ202201100002","11000NTC202205230002","소공원","11530","①","EMA0009","2022-05-26 00:00:00.0","3458.10014098","232.79891211"
"116426","11410UQ153PS202205200014","UQT200","UQT205"," ","UQT205","11410URZ202203020011","11000NTC202204270002","금화공원","11410","5","EMA0009","2022-05-20 00:00:00.0","7322.22137646","789.39926330"
"117757","11410UQ153PS202205200006","UQT200","UQT205"," ","UQT205","11410URZ202203020011","11000NTC202204270002","금화공원","11410","5","EMA0009","2022-05-20 00:00:00.0","7322.22137646","789.39926330"
"114126","11410UQ153PS202205200002","UQT200","UQT205"," ","UQT205","11410URZ202203020011","11000NTC202204270002","금화공원","11410","5","EMA0009","2022-05-20 00:00:00.0","7322.22137646","789.39926330"
"117509","11410UQ153PS202205200005","UQT200","UQT205"," ","UQT205","11410URZ202203020011","11000NTC202204270002","금화공원","11410","5","EMA0009","2022-05-20 00:00:00.0","7322.22137646","789.39926330"
"117263","11410UQ153PS202205200013","UQT200","UQT220"," ","UQT220","11410URZ202203020012","11000NTC202204270002","복주산공원","11410","9","EMA0009","2022-05-20 00:00:00.0","31571.99217983","2675.39843486"
"113756","11410UQ153PS202205200001","UQT200","UQT220"," ","UQT220","11410URZ202203020012","11000NTC202204270002","복주산공원","11410","9","EMA0009","2022-05-20 00:00:00.0","31571.99217983","2675.39843486"
"118708","11410UQ153PS202205200022","UQT200","UQT220"," ","UQT220","11410URZ202203020012","11000NTC202204270002","복주산공원","11410","9","EMA0009","2022-05-20 00:00:00.0","31571.99217983","2675.39843486"
"113757","11410UQ153PS202205200003","UQT200","UQT205"," ","UQT205","11410URZ202203020011","11000NTC202204270002","금화공원","11410","5","EMA0009","2022-05-20 00:00:00.0","7322.22137646","789.39926330"
"113758","11410UQ153PS202205200009","UQT200","UQT205"," ","UQT205","11410URZ202203020011","11000NTC202204270002","금화공원","11410","5","EMA0009","2022-05-20 00:00:00.0","7322.22137646","789.39926330"
"117260","11410UQ153PS202205200011","UQT200","UQT205"," ","UQT205","11410URZ202203020011","11000NTC202204270002","금화공원","11410","5","EMA0009","2022-05-20 00:00:00.0","7322.22137646","789.39926330"
"116433","11410UQ153PS202205200021","UQT200","UQT205"," ","UQT205","11410URZ202203020011","11000NTC202204270002","금화공원","11410","5","EMA0009","2022-05-20 00:00:00.0","7322.22137646","789.39926330"
"116428","11410UQ153PS202205200016","UQT200","UQT220"," ","UQT220","11410URZ202203020012","11000NTC202204270002","복주산공원","11410","9","EMA0009","2022-05-20 00:00:00.0","31571.99217983","2675.39843486"
"117262","11410UQ153PS202205200012","UQT200","UQT205"," ","UQT205","11410URZ202203020011","11000NTC202204270002","금화공원","11410","5","EMA0009","2022-05-20 00:00:00.0","7322.22137646","789.39926330"
"118710","11410UQ153PS202205200024","UQT200","UQT205"," ","UQT205","11410URZ202203020011","11000NTC202204270002","금화공원","11410","5","EMA0009","2022-05-20 00:00:00.0","7322.22137646","789.39926330"
"118709","11410UQ153PS202205200023","UQT200","UQT205"," ","UQT205","11410URZ202203020011","11000NTC202204270002","금화공원","11410","5","EMA0009","2022-05-20 00:00:00.0","7322.22137646","789.39926330"
"117508","11410UQ153PS202205200004","UQT200","UQT220"," ","UQT220","11410URZ202203020012","11000NTC202204270002","복주산공원","11410","9","EMA0009","2022-05-20 00:00:00.0","31571.99217983","2675.39843486"
"116431","11410UQ153PS202205200019","UQT200","UQT220"," ","UQT220","11410URZ202203020012","11000NTC202204270002","복주산공원","11410","9","EMA0009","2022-05-20 00:00:00.0","31571.99217983","2675.39843486"
"117244","11410UQ153PS202205200010","UQT200","UQT220"," ","UQT220","11410URZ202203020012","11000NTC202204270002","복주산공원","11410","9","EMA0009","2022-05-20 00:00:00.0","31571.99217983","2675.39843486"
"117243","11410UQ153PS202205200008","UQT200","UQT205"," ","UQT205","11410URZ202203020011","11000NTC202204270002","금화공원","11410","5","EMA0009","2022-05-20 00:00:00.0","7322.22137646","789.39926330"
"116698","11305UQ153PS202205200001","UQT500","UQT590"," ","UQT590","11305URZ202205190003","11305NTC202205190004","공공공지","11305","②","EMA0009","2022-05-20 00:00:00.0","2139.09496800","212.82730792"
"116432","11410UQ153PS202205200020","UQT200","UQT205"," ","UQT205","11410URZ202203020011","11000NTC202204270002","금화공원","11410","5","EMA0009","2022-05-20 00:00:00.0","7322.22137646","789.39926330"
"116429","11410UQ153PS202205200017","UQT200","UQT205"," ","UQT205","11410URZ202203020011","11000NTC202204270002","금화공원","11410","5","EMA0009","2022-05-20 00:00:00.0","7322.22137646","789.39926330"
"116430","11410UQ153PS202205200018","UQT200","UQT205"," ","UQT205","11410URZ202203020011","11000NTC202204270002","금화공원","11410","5","EMA0009","2022-05-20 00:00:00.0","7322.22137646","789.39926330"
"115510","11410UQ153PS202205200007","UQT200","UQT220"," ","UQT220","11410URZ202203020012","11000NTC202204270002","복주산공원","11410","9","EMA0009","2022-05-20 00:00:00.0","31571.99217983","2675.39843486"
"116427","11410UQ153PS202205200015","UQT200","UQT205"," ","UQT205","11410URZ202203020011","11000NTC202204270002","금화공원","11410","5","EMA0009","2022-05-20 00:00:00.0","7322.22137646","789.39926330"
"115403","11680UQ153PS202205190001","UQT200","UQT220"," ","UQT220","11680URZ202205180001","11000NTC202205180002","근린공원","11680"," ","EMA0009","2022-05-19 00:00:00.0","44914.48965210","1147.71207025"
"115508","11680UQ153PS202205180002","UQT200","UQT205"," ","UQT205","11680URZ202112290004","11000NTC202204270001","개포28","11680","28","EMA0009","2022-05-18 00:00:00.0","1450.53989436","161.75789693"
"115493","11680UQ153PS202205180001","UQT300","UQT330"," ","UQT330","11680URZ202112290006","11000NTC202204270001","연결녹지","11680"," ","EMA0009","2022-05-18 00:00:00.0","2266.96956474","396.12722220"
"116425","11590UQ153PS202205100001","UQT200","UQT210"," ","UQT210","11590URZ202204130005","11000NTC202205020004","어린이공원","11590","①","EMA0009","2022-05-10 00:00:00.0","3257.20044345","415.10410516"
"115486","11170UQ153PS202205060001","UQT200","UQT270"," ","UQT270","11170URZ202205030001","11170NTC202205030001","청파문화공원","11170"," ","EMA0009","2022-05-06 00:00:00.0","4287.80414150","438.45015428"
"118647","11680UQ153PS202204290001","UQT300","UQT330"," ","UQT330","11680URZ200202200002","11000NTC202204270006","연결녹지","11680","①","EMA0009","2022-04-29 00:00:00.0","1864.04103327","346.72558067"
"118649","11680UQ153PS202204290002","UQT290"," "," ","UQT290","11680URZ200202200001","11000NTC202204270006","가로공원","11680","①","EMA0009","2022-04-29 00:00:00.0","1379.45274072","360.94711634"
"116694","11440UQ153PS202204260001","UQT200","UQT205"," ","UQT205","11440URZ202204210006","11440NTC202204210002","소공원","11440"," ","EMA0009","2022-04-26 00:00:00.0","850.40979135","137.16724545"
"116695","11440UQ153PS202204260002","UQT200","UQT210"," ","UQT210","11440URZ202204210005","11440NTC202204210002","어린이공원","11440"," ","EMA0009","2022-04-26 00:00:00.0","1932.13311539","203.77023075"
"115485","11140UQ153PS202204140001","UQT200","UQT205"," ","UQT205","11140URZ202202090003","11140NTC202202090005","소공원","11140","1","EMA0009","2022-04-14 00:00:00.0","2634.35317037","202.71069269"
"117507","11500UQ153PS202204140001","UQT200","UQT210"," ","UQT210","11500URZ202202170004","11000NTC202204060001","어린이공원","11500","①","EMA0009","2022-04-14 00:00:00.0","4076.60000251","318.42334176"
"116692","11305UQ153PS202204110001","UQT200","UQT270"," ","UQT270","11305URZ202104270001","11000NTC202204110001","우이령공원","11305"," ","EMA0009","2022-04-11 00:00:00.0","6135.89561656","402.24693832"
"117273","11000UQ153PS202204060001","UQT300","UQT330"," ","UQT330","11000URZ202204010005","11500NTC202204010001","연결녹지","11000","21","EMA0009","2022-04-06 00:00:00.0","3773.31185000","566.24691885"
"119020","11000UQ153PS202204010001","UQT200","UQT220"," ","UQT220","11000URZ202203250001","11000NTC202203250009","개운산근린공원","11000"," ","EMA0001","2022-04-01 00:00:00.0","208538.57559788","6140.10984393"
"113631","11000UQ153PS202203310001","UQT300","UQT330"," ","UQT330","11000URZ202203280009","11680NTC202203280001","연결녹지","11000","⑫","EMA0009","2022-03-31 00:00:00.0","847.58764966","169.62128183"
"113376","11620UQ153PS202203280001","UQT200","UQT205"," ","UQT205","11620URZ202201260004","11000NTC202203220002","소공원","11620","①","EMA0009","2022-03-28 00:00:00.0","4000.10948334","281.95816822"
"117318","11740UQ153PS202203250001","UQT200","UQT220"," ","UQT220","11740URZ202203210001","11740NTC202203210001","강일3","11740","6","EMA0009","2022-03-25 00:00:00.0","94876.22526039","2886.38341269"
"118646","11650UQ153PS202203230001","UQT200","UQT205"," ","UQT205","11650URZ202201030003","11000NTC202203220006","소공원","11650"," ","EMA0009","2022-03-23 00:00:00.0","840.47691891","116.20023809"
"116968","11260UQ153PS202203210022","UQT300","UQT310"," ","UQT310","11260URZ202112160049","11260NTC202112160004","완충녹지","11260","⑦","EMA0009","2022-03-21 00:00:00.0","652.79426514","126.02059314"
"113628","11260UQ153PS202203210026","UQT500","UQT510"," ","UQT510","11260URZ202112160062","11260NTC202112160004","공공공지","11260","⑦","EMA0009","2022-03-21 00:00:00.0","386.73694478","132.25124290"
"113627","11260UQ153PS202203210025","UQT500","UQT510"," ","UQT510","11260URZ202112160057","11260NTC202112160004","공공공지","11260","②","EMA0009","2022-03-21 00:00:00.0","3626.77142265","468.24187507"
"116969","11260UQ153PS202203210023","UQT300","UQT310"," ","UQT310","11260URZ202112160050","11260NTC202112160004","완충녹지","11260","⑧","EMA0009","2022-03-21 00:00:00.0","1312.79412560","234.41033692"
"116995","11260UQ153PS202203210012","UQT300","UQT320"," ","UQT320","11260URZ202112160055","11260NTC202112160004","경관녹지","11260","④","EMA0009","2022-03-21 00:00:00.0","829.58614750","315.68889086"
"113629","11260UQ153PS202203210027","UQT500","UQT510"," ","UQT510","11260URZ202112160063","11260NTC202112160004","공공공지","11260","⑧","EMA0009","2022-03-21 00:00:00.0","369.79070548","158.33509412"
"117660","11260UQ153PS202203210010","UQT300","UQT320"," ","UQT320","11260URZ202112160054","11260NTC202112160004","경관녹지","11260","③","EMA0009","2022-03-21 00:00:00.0","457.67164452","141.21831087"
"116970","11260UQ153PS202203210024","UQT300","UQT310"," ","UQT310","11260URZ202112160051","11260NTC202112160004","완충녹지","11260","⑨","EMA0009","2022-03-21 00:00:00.0","1402.74458905","256.47650857"
"117523","11260UQ153PS202203210004","UQT300","UQT310"," ","UQT310","11260URZ202112160043","11260NTC202112160004","완충녹지","11260","①","EMA0009","2022-03-21 00:00:00.0","10155.97193846","1166.03547594"
"117661","11260UQ153PS202203210011","UQT300","UQT320"," ","UQT320","11260URZ202112160053","11260NTC202112160004","경관녹지","11260","②","EMA0009","2022-03-21 00:00:00.0","383.56230850","154.33615064"
"117521","11260UQ153PS202203210002","UQT500","UQT510"," ","UQT510","11260URZ202112160059","11260NTC202112160004","공공공지","11260","④","EMA0009","2022-03-21 00:00:00.0","1030.79485774","431.43253264"
"113630","11260UQ153PS202203210028","UQT500","UQT510"," ","UQT510","11260URZ202112160065","11260NTC202112160004","공공공지","11260","⑩","EMA0009","2022-03-21 00:00:00.0","896.17606362","235.52193265"
"116964","11260UQ153PS202203210018","UQT300","UQT310"," ","UQT310","11260URZ202112160044","11260NTC202112160004","완충녹지","11260","②","EMA0009","2022-03-21 00:00:00.0","1925.20085309","222.84519965"
"116963","11260UQ153PS202203210017","UQT500","UQT510"," ","UQT510","11260URZ202112160066","11260NTC202112160004","공공공지","11260","⑪","EMA0009","2022-03-21 00:00:00.0","333.66891148","149.16474095"
"116962","11260UQ153PS202203210016","UQT500","UQT510"," ","UQT510","11260URZ202112160064","11260NTC202112160004","공공공지","11260","⑨","EMA0009","2022-03-21 00:00:00.0","285.37408355","126.41909584"
"116961","11260UQ153PS202203210015","UQT500","UQT510"," ","UQT510","11260URZ202112160060","11260NTC202112160004","공공공지","11260","⑤","EMA0009","2022-03-21 00:00:00.0","163.00863208","75.22597193"
"116960","11260UQ153PS202203210014","UQT500","UQT510"," ","UQT510","11260URZ202112160058","11260NTC202112160004","공공공지","11260","③","EMA0009","2022-03-21 00:00:00.0","573.99035179","184.44426523"
"116959","11260UQ153PS202203210013","UQT500","UQT510"," ","UQT510","11260URZ202112160056","11260NTC202112160004","공공공지","11260","①","EMA0009","2022-03-21 00:00:00.0","2459.59890418","457.52445169"
"117528","11260UQ153PS202203210009","UQT300","UQT310"," ","UQT310","11260URZ202112160045","11260NTC202112160004","완충녹지","11260","③","EMA0009","2022-03-21 00:00:00.0","1257.93212304","178.83822100"
"117527","11260UQ153PS202203210008","UQT200","UQT205"," ","UQT205","11260URZ202112160042","11260NTC202112160004","소공원","11260","⑤","EMA0009","2022-03-21 00:00:00.0","1088.47765106","150.47888905"
"117526","11260UQ153PS202203210007","UQT200","UQT205"," ","UQT205","11260URZ202112160041","11260NTC202112160004","소공원","11260","②","EMA0009","2022-03-21 00:00:00.0","6899.00845521","684.05773463"
"117525","11260UQ153PS202203210006","UQT200","UQT205"," ","UQT205","11260URZ202112160040","11260NTC202112160004","소공원","11260","①","EMA0009","2022-03-21 00:00:00.0","5204.63670007","784.18150819"
"116965","11260UQ153PS202203210019","UQT300","UQT310"," ","UQT310","11260URZ202112160047","11260NTC202112160004","완충녹지","11260","⑤","EMA0009","2022-03-21 00:00:00.0","764.52963882","174.83357500"
"116966","11260UQ153PS202203210020","UQT300","UQT310"," ","UQT310","11260URZ202112160046","11260NTC202112160004","완충녹지","11260","④","EMA0009","2022-03-21 00:00:00.0","1791.63324550","241.09109554"
"117520","11260UQ153PS202203210001","UQT300","UQT320"," ","UQT320","11260URZ202112160052","11260NTC202112160004","경관녹지","11260","①","EMA0009","2022-03-21 00:00:00.0","575.69803800","198.09187653"
"116967","11260UQ153PS202203210021","UQT300","UQT310"," ","UQT310","11260URZ202112160048","11260NTC202112160004","완충녹지","11260","⑥","EMA0009","2022-03-21 00:00:00.0","1273.84343800","280.71010860"
"117522","11260UQ153PS202203210003","UQT500","UQT510"," ","UQT510","11260URZ202112160061","11260NTC202112160004","공공공지","11260","⑥","EMA0009","2022-03-21 00:00:00.0","1060.37576748","354.19777650"
"117524","11260UQ153PS202203210005","UQT200","UQT220"," ","UQT220","11260URZ202112160039","11260NTC202112160004","근린공원","11260","①","EMA0009","2022-03-21 00:00:00.0","32778.48573660","2013.03965116"
"117199","11305UQ153PS202203180001","UQT500","UQT510"," ","UQT510","11000URZ202112140001","11305NTC202202250002","공공공지","11305","①","EMA0009","2022-03-18 00:00:00.0","97.36895000","39.83700738"
"116580","11260UQ153PS202203170035","UQT200","UQT205"," ","UQT205","11260URZ202112160041","11260NTC202112160004","소공원","11260","②","EMA0009","2022-03-17 00:00:00.0","6899.00845521","684.05773463"
"116581","11260UQ153PS202203170036","UQT200","UQT205"," ","UQT205","11260URZ202112160042","11260NTC202112160004","소공원","11260","⑤","EMA0009","2022-03-17 00:00:00.0","1088.47765106","150.47888905"
"116517","11260UQ153PS202203170034","UQT200","UQT205"," ","UQT205","11260URZ202112160040","11260NTC202112160004","소공원","11260","①","EMA0009","2022-03-17 00:00:00.0","5204.63670007","784.18150819"
"116511","11260UQ153PS202203170033","UQT200","UQT220"," ","UQT220","11260URZ202112160039","11260NTC202112160004","근린공원","11260","①","EMA0009","2022-03-17 00:00:00.0","32778.48573660","2013.03965116"
"117055","11260UQ153PS202203170023","UQT300","UQT310"," ","UQT310","11260URZ202112160050","11260NTC202112160004","완충녹지","11260","⑧","EMA0009","2022-03-17 00:00:00.0","1312.79412560","234.41033692"
"118542","11260UQ153PS202203170017","UQT500","UQT510"," ","UQT510","11260URZ202112160066","11260NTC202112160004","공공공지","11260","⑪","EMA0009","2022-03-17 00:00:00.0","333.66891148","149.16474095"
"118543","11260UQ153PS202203170018","UQT300","UQT310"," ","UQT310","11260URZ202112160044","11260NTC202112160004","완충녹지","11260","②","EMA0009","2022-03-17 00:00:00.0","1925.20085309","222.84519965"
"118544","11260UQ153PS202203170019","UQT300","UQT310"," ","UQT310","11260URZ202112160047","11260NTC202112160004","완충녹지","11260","⑤","EMA0009","2022-03-17 00:00:00.0","764.52963882","174.83357500"
"118545","11260UQ153PS202203170020","UQT300","UQT310"," ","UQT310","11260URZ202112160046","11260NTC202112160004","완충녹지","11260","④","EMA0009","2022-03-17 00:00:00.0","1791.63324550","241.09109554"
"118546","11260UQ153PS202203170021","UQT300","UQT310"," ","UQT310","11260URZ202112160048","11260NTC202112160004","완충녹지","11260","⑥","EMA0009","2022-03-17 00:00:00.0","1273.84343800","280.71010860"
"118547","11260UQ153PS202203170022","UQT300","UQT310"," ","UQT310","11260URZ202112160049","11260NTC202112160004","완충녹지","11260","⑦","EMA0009","2022-03-17 00:00:00.0","652.79426514","126.02059314"
"113921","11260UQ153PS202203170049","UQT300","UQT310"," ","UQT310","11260URZ202112160048","11260NTC202112160004","완충녹지","11260","⑥","EMA0009","2022-03-17 00:00:00.0","1273.84343800","280.71010860"
"113920","11260UQ153PS202203170048","UQT300","UQT310"," ","UQT310","11260URZ202112160046","11260NTC202112160004","완충녹지","11260","④","EMA0009","2022-03-17 00:00:00.0","1791.63324550","241.09109554"
"113919","11260UQ153PS202203170047","UQT300","UQT310"," ","UQT310","11260URZ202112160047","11260NTC202112160004","완충녹지","11260","⑤","EMA0009","2022-03-17 00:00:00.0","764.52963882","174.83357500"
"113918","11260UQ153PS202203170046","UQT300","UQT310"," ","UQT310","11260URZ202112160044","11260NTC202112160004","완충녹지","11260","②","EMA0009","2022-03-17 00:00:00.0","1925.20085309","222.84519965"
"117576","11260UQ153PS202203170028","UQT500","UQT510"," ","UQT510","11260URZ202112160065","11260NTC202112160004","공공공지","11260","⑩","EMA0009","2022-03-17 00:00:00.0","896.17606362","235.52193265"
"117575","11260UQ153PS202203170027","UQT500","UQT510"," ","UQT510","11260URZ202112160063","11260NTC202112160004","공공공지","11260","⑧","EMA0009","2022-03-17 00:00:00.0","369.79070548","158.33509412"
"117574","11260UQ153PS202203170026","UQT500","UQT510"," ","UQT510","11260URZ202112160062","11260NTC202112160004","공공공지","11260","⑦","EMA0009","2022-03-17 00:00:00.0","386.73694478","132.25124290"
"113917","11260UQ153PS202203170045","UQT500","UQT510"," ","UQT510","11260URZ202112160066","11260NTC202112160004","공공공지","11260","⑪","EMA0009","2022-03-17 00:00:00.0","333.66891148","149.16474095"
"117573","11260UQ153PS202203170025","UQT500","UQT510"," ","UQT510","11260URZ202112160057","11260NTC202112160004","공공공지","11260","②","EMA0009","2022-03-17 00:00:00.0","3626.77142265","468.24187507"
"113916","11260UQ153PS202203170044","UQT500","UQT510"," ","UQT510","11260URZ202112160064","11260NTC202112160004","공공공지","11260","⑨","EMA0009","2022-03-17 00:00:00.0","285.37408355","126.41909584"
"113915","11260UQ153PS202203170043","UQT500","UQT510"," ","UQT510","11260URZ202112160060","11260NTC202112160004","공공공지","11260","⑤","EMA0009","2022-03-17 00:00:00.0","163.00863208","75.22597193"
"113923","11260UQ153PS202203170051","UQT300","UQT310"," ","UQT310","11260URZ202112160050","11260NTC202112160004","완충녹지","11260","⑧","EMA0009","2022-03-17 00:00:00.0","1312.79412560","234.41033692"
"117572","11260UQ153PS202203170024","UQT300","UQT310"," ","UQT310","11260URZ202112160051","11260NTC202112160004","완충녹지","11260","⑨","EMA0009","2022-03-17 00:00:00.0","1402.74458905","256.47650857"
"113922","11260UQ153PS202203170050","UQT300","UQT310"," ","UQT310","11260URZ202112160049","11260NTC202112160004","완충녹지","11260","⑦","EMA0009","2022-03-17 00:00:00.0","652.79426514","126.02059314"
"118122","11260UQ153PS202203170016","UQT500","UQT510"," ","UQT510","11260URZ202112160064","11260NTC202112160004","공공공지","11260","⑨","EMA0009","2022-03-17 00:00:00.0","285.37408355","126.41909584"
"118121","11260UQ153PS202203170015","UQT500","UQT510"," ","UQT510","11260URZ202112160060","11260NTC202112160004","공공공지","11260","⑤","EMA0009","2022-03-17 00:00:00.0","163.00863208","75.22597193"
"118120","11260UQ153PS202203170014","UQT500","UQT510"," ","UQT510","11260URZ202112160058","11260NTC202112160004","공공공지","11260","③","EMA0009","2022-03-17 00:00:00.0","573.99035179","184.44426523"
"118119","11260UQ153PS202203170013","UQT500","UQT510"," ","UQT510","11260URZ202112160056","11260NTC202112160004","공공공지","11260","①","EMA0009","2022-03-17 00:00:00.0","2459.59890418","457.52445169"
"118118","11260UQ153PS202203170012","UQT300","UQT320"," ","UQT320","11260URZ202112160055","11260NTC202112160004","경관녹지","11260","④","EMA0009","2022-03-17 00:00:00.0","829.58614750","315.68889086"
"118117","11260UQ153PS202203170011","UQT300","UQT320"," ","UQT320","11260URZ202112160053","11260NTC202112160004","경관녹지","11260","②","EMA0009","2022-03-17 00:00:00.0","383.56230850","154.33615064"
"115193","11260UQ153PS202203170029","UQT300","UQT320"," ","UQT320","11260URZ202112160052","11260NTC202112160004","경관녹지","11260","①","EMA0009","2022-03-17 00:00:00.0","575.69803800","198.09187653"
"116475","11260UQ153PS202203170030","UQT500","UQT510"," ","UQT510","11260URZ202112160059","11260NTC202112160004","공공공지","11260","④","EMA0009","2022-03-17 00:00:00.0","1030.79485774","431.43253264"
"115474","11260UQ153PS202203170006","UQT200","UQT205"," ","UQT205","11260URZ202112160040","11260NTC202112160004","소공원","11260","①","EMA0009","2022-03-17 00:00:00.0","5204.63670007","784.18150819"
"114975","11260UQ153PS202203170003","UQT500","UQT510"," ","UQT510","11260URZ202112160061","11260NTC202112160004","공공공지","11260","⑥","EMA0009","2022-03-17 00:00:00.0","1060.37576748","354.19777650"
"114976","11260UQ153PS202203170004","UQT300","UQT310"," ","UQT310","11260URZ202112160043","11260NTC202112160004","완충녹지","11260","①","EMA0009","2022-03-17 00:00:00.0","10155.97193846","1166.03547594"
"114968","11260UQ153PS202203170001","UQT300","UQT320"," ","UQT320","11260URZ202112160052","11260NTC202112160004","경관녹지","11260","①","EMA0009","2022-03-17 00:00:00.0","575.69803800","198.09187653"
