DGM_NM,gid
초등학교(국민학교),다사617551
연구시설 기타,다사583406
연구시설 기타,다사582408
연구시설 기타,다사581408
연구시설 기타,다사582407
연구시설 기타,다사583409
연구시설 기타,다사584406
연구시설 기타,다사583407
연구시설 기타,다사582409
연구시설 기타,다사583410
연구시설 기타,다사583408
연구시설 기타,다사581409
특수학교,다사533484
특수학교,다사534485
특수학교,다사533485
특수학교,다사532485
파출소,다사531532
공공청사,다사476611
공공청사,다사476610
공공청사,다사475611
도서관,다사557425
도서관,다사558425
도서관,다사557426
도서관,다사558426
"중,고등학교",다사490416
"중,고등학교",다사490414
"중,고등학교",다사491414
"중,고등학교",다사490417
"중,고등학교",다사491417
"중,고등학교",다사492415
"중,고등학교",다사491416
"중,고등학교",다사492416
"중,고등학교",다사491415
"중,고등학교",다사490415
문화시설,다사544527
문화시설,다사544528
문화시설,다사543528
문화시설,다사543527
문화시설,다사551528
문화시설,다사707511
문화시설,다사707512
공공청사시설 기타,다사608575
공공청사시설 기타,다사609575
도서관시설 기타,다사608390
도서관시설 기타,다사608389
도서관시설 기타,다사609389
도서관시설 기타,다사609390
초등학교(국민학교),다사613395
초등학교(국민학교),다사611395
초등학교(국민학교),다사612395
초등학교(국민학교),다사612394
초등학교(국민학교),다사611394
초등학교(국민학교),다사600575
초등학교(국민학교),다사601575
초등학교(국민학교),다사600576
초등학교(국민학교),다사601576
초등학교(국민학교),다사509493
초등학교(국민학교),다사510494
초등학교(국민학교),다사511493
초등학교(국민학교),다사510493
문화시설,다사566423
문화시설,다사570425
문화시설,다사568421
문화시설,다사571421
문화시설,다사572426
문화시설,다사570424
문화시설,다사572424
문화시설,다사569421
문화시설,다사573426
문화시설,다사573425
문화시설,다사567423
문화시설,다사571422
문화시설,다사568423
문화시설,다사566422
문화시설,다사568424
문화시설,다사567422
문화시설,다사571425
문화시설,다사568422
문화시설,다사572425
문화시설,다사570423
문화시설,다사569423
문화시설,다사570421
문화시설,다사570422
문화시설,다사569424
문화시설,다사569422
문화시설,다사572423
문화시설,다사572422
문화시설,다사567421
문화시설,다사571424
문화시설,다사571423
"-",다사636483
"-",다사635483
중학교,다사520457
중학교,다사520458
중학교,다사521457
중학교,다사519458
중학교,다사519456
중학교,다사519457
중학교,다사518457
공공청사,다사569533
공공청사,다사568534
공공청사,다사569534
공공청사,다사570534
공공청사시설 기타,다사538466
문화시설 기타,다사568587
문화시설 기타,다사568588
문화시설,다사601618
문화시설,다사601619
문화시설,다사602619
문화시설,다사602618
문화시설,다사602619
문화시설,다사602620
문화시설,다사604620
문화시설,다사603621
문화시설,다사605619
문화시설,다사605620
문화시설,다사604618
문화시설,다사603618
문화시설,다사603619
문화시설,다사604621
문화시설,다사604619
문화시설,다사603620
문화시설,다사411462
문화시설,다사410462
문화시설,다사627478
문화시설,다사626478
기타문화시설,다사571526
기타문화시설,다사572526
문화시설,다사446499
문화시설,다사446499
기타문화시설,다사634426
기타문화시설,다사635426
청사 기타,다사626631
청사 기타,다사625631
청소년수련시섧,다사607576
청소년수련시섧,다사608576
청소년수련시섧,다사607577
문화시설,다사487449
기타문화시설,다사579612
기타문화시설,다사578611
기타문화시설,다사579611
기타문화시설,다사578612
기타문화시설,다사578611
문화시설,다사534538
문화시설,다사534537
문화시설,다사535538
문화시설,다사535537
기타문화시설,다사407505
기타문화시설,다사406505
기타문화시설,다사407506
기타문화시설,다사406506
문화시설,다사592455
문화시설,다사592454
사회복지시설,다사687436
문화시설 기타,다사528452
문화시설 기타,다사528451
사회복지시설,다사514563
사회복지시설,다사514562
사회복지시설,다사510558
사회복지시설,다사510557
사회복지시설,다사511558
사회복지시설,다사486585
사회복지시설,다사487585
사회복지시설,다사641444
사회복지시설,다사642445
사회복지시설,다사641445
사회복지시설,다사642444
사회복지시설,다사565506
사회복지시설,다사517536
사회복지시설,다사522522
사회복지시설,다사522521
사회복지시설,다사542425
사회복지시설,다사542424
중구종합복지센터,다사578518
사회복지시설,다사617490
사회복지시설,다사616489
사회복지시설,다사617489
사회복지시설,다사616490
사회복지시설,다사493439
사회복지시설,다사493438
사회복지시설,다사494439
사회복지시설,다사493439
체육시설 기타,다사595501
체육시설 기타,다사595500
체육시설 기타,다사594501
체육시설 기타,다사594500
서원어린이집,다사499421
구립 원당어린이집,다사521424
사회복지시설,다사407446
사회복지시설,다사630581
사회복지시설,다사523522
사회복지시설,다사524522
복지시설,다사467399
사회복지시설,다사404507
사회복지시설,다사418430
사회복지시설,다사418429
사회복지시설,다사504601
사회복지시설,다사504600
사회복지시설,다사482560
사회복지시설 기타,다사480556
사회복지시설 기타,다사481556
사회복지시설,다사575582
사회복지시설,다사456446
사회복지시설,다사456447
사회복지시설,다사570583
사회복지시설,다사602543
사회복지시설,다사602542
사회복지시설,다사603542
사회복지시설,다사603543
사회복지시설,다사711519
공공문화체육시설,다사588554
공공문화체육시설,다사589554
사회복지시설 기타,다사606537
사회복지시설 기타,다사607538
사회복지시설 기타,다사606538
청사 기타,다사488602
청사 기타,다사488601
청사 기타,다사489602
청사 기타,다사489601
청사 기타,다사488601
청사 기타,다사488602
청사 기타,다사488601
청사 기타,다사489602
청사 기타,다사489601
청사 기타,다사488602
청사 기타,다사488601
청사 기타,다사489602
청사 기타,다사489601
청사 기타,다사488602
청사 기타,다사488601
청사 기타,다사489602
청사 기타,다사489601
청사 기타,다사488602
청사 기타,다사488601
청사 기타,다사489602
청사 기타,다사489601
청사 기타,다사488601
청사 기타,다사632605
청사 기타,다사632604
사회복지시설 기타,다사632605
사회복지시설 기타,다사632604
청사 기타,다사632605
청사 기타,다사632604
초등학교(국민학교),다사618550
초등학교(국민학교),다사618551
초등학교(국민학교),다사617550
초등학교(국민학교),다사617551
초등학교(국민학교),다사618550
초등학교(국민학교),다사618551
초등학교(국민학교),다사617550
초등학교(국민학교),다사617551
공공체육시설,다사620632
공공체육시설,다사620633
공공체육시설,다사621632
공공체육시설,다사620634
공공체육시설,다사622632
공공체육시설,다사622634
공공체육시설,다사622633
공공체육시설,다사621633
공공체육시설,다사621634
공공체육시설,다사623633
공공청사,다사669477
공공청사,다사668477
공공청사,다사668478
공공청사,다사669478
공공청사,다사569520
공공청사,다사568520
"청사(공공업무시설,근린공공시설)",다사619434
"청사(공공업무시설,근린공공시설)",다사618434
"청사(공공업무시설,근린공공시설)",다사620589
"청사(공공업무시설,근린공공시설)",다사620588
관악경찰서,다사515418
관악경찰서,다사514417
관악경찰서,다사514418
공공청사,다사488573
기타공공청사시설,다사546435
영등포2동사무소,다사479469
기타공공청사시설,다사454533
기타공공청사시설,다사451536
기타공공청사시설,다사452536
기타공공청사시설,다사453533
기타공공청사시설,다사451535
기타공공청사시설,다사454535
기타공공청사시설,다사453534
기타공공청사시설,다사453535
기타공공청사시설,다사452535
기타공공청사시설,다사450536
기타공공청사시설,다사450535
기타공공청사시설,다사452534
기타공공청사시설,다사451534
기타공공청사시설,다사452533
기타공공청사시설,다사454534
기타공공청사시설,다사450534
면목8동,다사642542
"청사(공공업무시설,근린공공시설)",다사459441
"청사(공공업무시설,근린공공시설)",다사459442
"청사(공공업무시설,근린공공시설)",다사458440
"청사(공공업무시설,근린공공시설)",다사457441
"청사(공공업무시설,근린공공시설)",다사457440
"청사(공공업무시설,근린공공시설)",다사458442
"청사(공공업무시설,근린공공시설)",다사458441
공공청사,다사443468
공공청사,다사443467
공공청사,다사442468
공공청사,다사442467
"청사(공공업무시설,근린공공시설)",다사499535
"청사(공공업무시설,근린공공시설)",다사500536
"청사(공공업무시설,근린공공시설)",다사499536
"청사(공공업무시설,근린공공시설)",다사500535
동작동복지문화센타,다사539433
동작동복지문화센타,다사539434
구립금옥어린이집,다사569501
구립금옥어린이집,다사569501
"청사(공공업무시설,근린공공시설)",다사549493
"청사(공공업무시설,근린공공시설)",다사549492
문화회관대강당,다사560536
문화회관대강당,다사561536
"청사(공공업무시설,근린공공시설)",다사423458
"청사(공공업무시설,근린공공시설)",다사423459
공공청사,다사582587
강남수도사업소,다사599427
강남수도사업소,다사599428
북부교육청,다사596614
북부교육청,다사597614
총포화학협회,다사484461
총포화학협회,다사484462
총포화학협회,다사485462
총포화학협회,다사485461
"청사(공공업무시설,근린공공시설)",다사429468
"청사(공공업무시설,근린공공시설)",다사429467
창동제1동사무소,다사597611
창동제1동사무소,다사597610
신수동사무소,다사500498
동사무소,다사472395
공공청사,다사579527
공공청사,다사579527
공공청사,다사580527
공공청사,다사580526
공공청사,다사451485
공공청사,다사450486
공공청사,다사451486
공공청사,다사450485
천호1동사무소,다사679496
천호1동사무소,다사679495
공공청사,다사504444
공공청사,다사504445
"청사(공공업무시설,근린공공시설)",다사498433
공공청사,다사510501
공공청사,다사510500
석관1동사무소,다사613571
석관1동사무소,다사612571
"강동세무서, 중부지방국세청",다사659475
"강동세무서, 중부지방국세청",다사659474
"강동세무서, 중부지방국세청",다사658475
갈현2동사무소,다사484578
봉천5동사무소,다사512434
봉천5동사무소,다사511435
봉천5동사무소,다사512435
북가좌2동사무소,다사480537
북가좌2동사무소,다사479537
공공청사,다사588596
공공청사,다사589596
공공청사,다사589595
공공청사,다사588595
"청사(공공업무시설,근린공공시설)",다사570524
공공청사,다사563517
공공청사,다사562518
공공청사,다사563518
공공청사,다사562517
상봉1동사무소,다사635557
상봉1동사무소,다사635556
공릉2파출소,다사635582
공릉2파출소,다사635581
서울지방검찰청,다사564438
서울지방검찰청,다사563436
서울지방검찰청,다사562440
서울지방검찰청,다사562439
서울지방검찰청,다사560437
서울지방검찰청,다사562437
서울지방검찰청,다사562441
서울지방검찰청,다사561436
서울지방검찰청,다사561439
서울지방검찰청,다사560439
서울지방검찰청,다사563440
서울지방검찰청,다사562436
서울지방검찰청,다사561437
서울지방검찰청,다사560438
서울지방검찰청,다사564437
서울지방검찰청,다사561438
서울지방검찰청,다사563439
서울지방검찰청,다사563437
서울지방검찰청,다사563441
서울지방검찰청,다사562442
서울지방검찰청,다사563438
서울지방검찰청,다사562438
공공청사,다사619539
공공청사,다사619540
공공청사,다사618540
공공청사,다사618541
공공청사,다사619541
공공청사,다사416429
공공청사,다사417429
공공청사,다사554484
공공청사,다사678474
공공청사,다사703512
공공청사,다사703513
공공청사,다사702513
공공청사,다사702512
공공청사,다사524493
공공청사,다사524494
동사무소,다사606603
동사무소,다사605603
동사무소,다사606602
동사무소,다사605602
동사무소,다사605602
동사무소,다사605603
동사무소,다사606602
동사무소,다사692509
공고청사,다사508491
공고청사,다사508492
공고청사,다사509492
공고청사,다사509491
공공청사,다사648557
동작소방서,다사484440
동작소방서,다사484441
동작소방서,다사485440
동작소방서,다사485441
공공청사,다사472519
공공청사,다사472520
공공청사,다사470519
공공청사,다사471521
공공청사,다사470520
공공청사,다사471519
공공청사,다사471520
공공청사,다사618539
공공청사,다사618540
공공청사,다사557526
관악소방서,다사516417
관악소방서,다사515418
관악소방서,다사516418
관악소방서,다사515417
공공청사,다사483562
공공청사,다사484562
영등포구청,다사466476
영등포구청,다사465475
영등포구청,다사465476
영등포구청,다사466475
공공청사,다사504498
공공청사,다사505498
공공청사,다사477517
공공청사,다사476517
공공청사,다사476611
공공청사,다사476610
공공청사,다사475611
공공청사,다사695440
공공청사,다사696440
유치원(유아원),다사495593
유치원(유아원),다사496593
공공청사,다사670421
공공청사,다사611427
공공청사,다사610426
공공청사,다사611426
공공청사,다사639497
공공청사,다사639496
공공청사,다사477539
공공청사,다사478539
공공청사,다사478539
"청사(공공업무시설,근린공공시설)",다사497560
"청사(공공업무시설,근린공공시설)",다사495561
"청사(공공업무시설,근린공공시설)",다사496561
"청사(공공업무시설,근린공공시설)",다사495560
"청사(공공업무시설,근린공공시설)",다사496560
공공청사,다사631489
공공청사,다사631487
공공청사,다사630487
공공청사,다사630489
공공청사,다사631488
공공청사,다사630488
공공청사,다사619399
공공청사,다사620399
공공청사,다사620405
공공청사,다사624412
공공청사,다사614405
공공청사,다사621412
공공청사,다사627403
공공청사,다사628409
공공청사,다사629402
공공청사,다사618400
공공청사,다사625407
공공청사,다사627405
공공청사,다사629406
공공청사,다사618411
공공청사,다사629403
공공청사,다사614407
공공청사,다사626407
공공청사,다사628403
공공청사,다사627408
공공청사,다사629405
공공청사,다사621406
공공청사,다사623407
공공청사,다사620411
공공청사,다사625410
공공청사,다사623411
공공청사,다사616407
공공청사,다사623410
공공청사,다사628406
공공청사,다사620409
공공청사,다사620410
공공청사,다사618410
공공청사,다사627409
공공청사,다사619405
공공청사,다사629404
공공청사,다사623408
공공청사,다사625401
공공청사,다사628404
공공청사,다사622411
공공청사,다사627407
공공청사,다사627404
공공청사,다사624406
공공청사,다사619411
공공청사,다사622407
공공청사,다사626409
공공청사,다사626412
공공청사,다사624410
공공청사,다사623412
공공청사,다사618398
공공청사,다사627410
공공청사,다사626408
공공청사,다사615405
공공청사,다사620412
공공청사,다사622409
공공청사,다사623409
공공청사,다사618399
공공청사,다사625409
공공청사,다사626405
공공청사,다사615407
공공청사,다사622412
공공청사,다사619400
공공청사,다사620398
공공청사,다사620406
공공청사,다사625411
공공청사,다사619410
공공청사,다사621411
공공청사,다사626401
공공청사,다사628405
공공청사,다사628402
공공청사,다사616406
공공청사,다사621409
공공청사,다사614406
공공청사,다사628408
공공청사,다사627401
공공청사,다사625405
공공청사,다사627406
공공청사,다사626410
공공청사,다사622410
공공청사,다사620408
공공청사,다사619409
공공청사,다사625412
공공청사,다사626406
공공청사,다사625402
공공청사,다사622408
공공청사,다사625406
공공청사,다사621410
공공청사,다사624409
공공청사,다사624407
공공청사,다사621408
공공청사,다사626404
공공청사,다사624411
공공청사,다사621405
공공청사,다사625408
공공청사,다사623406
공공청사,다사618409
공공청사,다사626411
공공청사,다사626402
공공청사,다사626403
공공청사,다사627402
공공청사,다사628407
공공청사,다사624408
공공청사,다사615406
공공청사,다사619398
공공청사,다사501456
공공청사,다사502456
공공청사,다사559524
공공업무시설,다사413498
공공청사,다사477517
공공청사,다사476517
공공청사,다사464539
공공청사,다사495445
학교,다사599478
학교,다사598477
학교,다사598476
학교,다사597476
학교,다사597478
학교,다사598478
학교,다사597477
공공청사,다사575596
공공청사,다사415433
공공청사,다사415434
공공청사,다사675433
공공청사,다사675432
공공청사,다사674433
업무시설,다사488601
업무시설,다사489601
공공청사,다사622431
공공청사,다사621431
공공청사,다사622431
학교시설 기타,다사621612
학교시설 기타,다사637457
학교시설 기타,다사636458
학교시설 기타,다사637458
학교시설 기타,다사636457
학교시설 기타,다사636456
학교시설 기타,다사401433
학교시설 기타,다사450480
학교시설 기타,다사449480
학교시설 기타,다사451481
학교시설 기타,다사450481
학교시설 기타,다사449481
학교시설 기타,다사451480
신창중학교,다사600588
신창중학교,다사601587
신창중학교,다사602588
신창중학교,다사600589
신창중학교,다사601588
신창중학교,다사601589
신창중학교,다사600587
신창중학교,다사600587
연북중학교,다사503532
연북중학교,다사502532
연북중학교,다사503533
연북중학교,다사502533
연북중학교,다사504533
연북중학교,다사504532
중평중학교,다사613597
중평중학교,다사613598
중평중학교,다사614597
중평중학교,다사614598
학교,다사462492
학교,다사463493
학교,다사462493
학교,다사464493
학교,다사463492
상현중학교,다사523440
상현중학교,다사522440
상현중학교,다사524440
상현중학교,다사522439
상현중학교,다사524439
상현중학교,다사523439
상현중학교,다사522439
상현중학교,다사523439
신암중학교,다사676508
신암중학교,다사676506
신암중학교,다사676507
신암중학교,다사675506
신암중학교,다사675507
신암중학교,다사675508
중학교,다사500472
중학교,다사502473
중학교,다사501473
중학교,다사502472
중학교,다사500474
중학교,다사500473
중학교,다사501472
봉림중학교,다사504423
봉림중학교,다사504424
봉림중학교,다사503425
봉림중학교,다사503426
봉림중학교,다사503424
봉림중학교,다사502425
봉림중학교,다사503423
봉림중학교,다사502426
성재중학교,다사421524
성재중학교,다사422523
성재중학교,다사422524
성재중학교,다사421523
유치원(유아원),다사431466
중학교,다사611534
중학교,다사611537
중학교,다사610535
중학교,다사609535
중학교,다사609536
중학교,다사610536
중학교,다사609537
중학교,다사611536
중학교,다사611535
중학교,다사610537
인헌중학교,다사530417
인헌중학교,다사531416
인헌중학교,다사531415
인헌중학교,다사530415
인헌중학교,다사530416
신림중학교,다사509414
신림중학교,다사508414
신림중학교,다사510413
신림중학교,다사509413
신림중학교,다사508413
한울중학교,다사474423
한울중학교,다사475422
한울중학교,다사475423
한울중학교,다사476422
한울중학교,다사476423
공공청사,다사402516
공공청사,다사402515
공공청사,다사401515
공공청사,다사401514
공공청사,다사402514
공공청사,다사401516
공공청사,다사714526
공공청사,다사715526
대진전자공예고등학교,다사643435
대진전자공예고등학교,다사643436
대진전자공예고등학교,다사643434
대진전자공예고등학교,다사642435
대진전자공예고등학교,다사642436
학교시설 기타,다사624597
학교시설 기타,다사623597
학교시설 기타,다사624598
학교시설 기타,다사623598
학교시설 기타,다사510512
난곡중학교,다사478422
난곡중학교,다사478421
난곡중학교,다사477422
난곡중학교,다사479422
난곡중학교,다사479421
난곡중학교,다사478422
난곡중학교,다사479421
난곡중학교,다사477422
난곡중학교,다사479422
구산중학교,다사477568
구산중학교,다사479568
구산중학교,다사478567
구산중학교,다사479569
구산중학교,다사477567
구산중학교,다사478570
구산중학교,다사479567
구산중학교,다사479570
구산중학교,다사477570
구산중학교,다사478569
구산중학교,다사477569
구산중학교,다사478568
영락중학교,다사491553
영락중학교,다사493554
영락중학교,다사492553
영락중학교,다사493552
영락중학교,다사492554
영락중학교,다사491554
영락중학교,다사493553
한천중학교,다사622592
한천중학교,다사621591
한천중학교,다사623592
한천중학교,다사623590
한천중학교,다사622591
한천중학교,다사623591
돈암초등학교,다사570550
돈암초등학교,다사570549
돈암초등학교,다사569549
돈암초등학교,다사569550
성동기계공업고등학교,다사572521
성동기계공업고등학교,다사573521
성동기계공업고등학교,다사574522
성동기계공업고등학교,다사574523
성동기계공업고등학교,다사573523
성동기계공업고등학교,다사572522
성동기계공업고등학교,다사572523
성동기계공업고등학교,다사573522
성동기계공업고등학교,다사573523
성동기계공업고등학교,다사572523
창원초등학교,다사594615
창원초등학교,다사594614
창원초등학교,다사595615
창원초등학교,다사595614
구의중학교,다사628494
구의중학교,다사628493
구의중학교,다사627494
구의중학교,다사627493
광진중학교,다사638480
광진중학교,다사636480
광진중학교,다사636481
광진중학교,다사637480
광진중학교,다사637481
광진중학교,다사637482
중학교,다사648404
중학교,다사649403
중학교,다사648403
중학교,다사650403
중학교,다사649404
윤중중학교,다사491467
윤중중학교,다사489467
윤중중학교,다사491468
윤중중학교,다사490468
윤중중학교,다사490467
윤중중학교,다사491466
중학교,다사571453
중학교,다사569452
중학교,다사571452
중학교,다사570453
중학교,다사569453
중학교,다사570452
상봉고등학교,다사640561
상봉고등학교,다사640563
상봉고등학교,다사639562
상봉고등학교,다사641562
상봉고등학교,다사640562
고등학교,다사633574
고등학교,다사635574
고등학교,다사634574
고등학교,다사633573
고등학교,다사634573
고등학교,다사635573
학교,다사590431
학교,다사576516
한국방송통신대학지역학습관,다사598498
한국방송통신대학지역학습관,다사598499
한국방송통신대학지역학습관,다사599498
학교,다사549425
학교,다사549426
학교,다사548425
학교,다사548426
대경상업고등학교,다사573509
대경상업고등학교,다사572507
대경상업고등학교,다사572508
대경상업고등학교,다사572509
대경상업고등학교,다사574509
대경상업고등학교,다사573508
대경상업고등학교,다사573507
대경상업고등학교,다사573508
대경상업고등학교,다사573507
대경상업고등학교,다사574509
상명여자고등학교,다사619610
상명여자고등학교,다사618609
상명여자고등학교,다사619612
상명여자고등학교,다사618611
상명여자고등학교,다사617611
상명여자고등학교,다사618610
상명여자고등학교,다사619611
상명여자고등학교,다사618612
상명여자고등학교,다사620611
문창중학교,다사488442
문창중학교,다사489442
문창중학교,다사489441
문창중학교,다사488441
유치원,다사453536
동호공업고등학교,다사566498
동호공업고등학교,다사567499
동호공업고등학교,다사566497
동호공업고등학교,다사568499
동호공업고등학교,다사568498
동호공업고등학교,다사567497
동호공업고등학교,다사566498
동호공업고등학교,다사567499
동호공업고등학교,다사567498
동호공업고등학교,다사566497
동호공업고등학교,다사568499
학교,다사602555
학교,다사601555
학교,다사600552
학교,다사602557
학교,다사604557
학교,다사600553
학교,다사602556
학교,다사604558
학교,다사601554
학교,다사600554
학교,다사603557
학교,다사603558
학교,다사608553
학교,다사608551
학교,다사607549
학교,다사604549
학교,다사602549
학교,다사602550
학교,다사605549
학교,다사607554
학교,다사605550
학교,다사603549
학교,다사606549
학교,다사603550
학교,다사607553
학교,다사608552
학교,다사607555
학교,다사606550
학교,다사608554
학교,다사608550
학교,다사606555
학교,다사607550
학교,다사604550
학교,다사604554
학교,다사603555
학교,다사602554
학교,다사603552
학교,다사604555
학교,다사602555
학교,다사602553
학교,다사601551
학교,다사601555
학교,다사600552
학교,다사602557
학교,다사604558
학교,다사603553
학교,다사607551
학교,다사604553
학교,다사601553
학교,다사606553
학교,다사601554
학교,다사604557
학교,다사603554
학교,다사600554
학교,다사605554
학교,다사600553
학교,다사605553
학교,다사602552
학교,다사601552
학교,다사603551
학교,다사604551
학교,다사605551
학교,다사603557
학교,다사605555
학교,다사607552
학교,다사606552
학교,다사606551
학교,다사606554
학교,다사602551
학교,다사604552
학교,다사605552
학교,다사605556
학교,다사602556
학교,다사603558
학교,다사603556
학교,다사604556
경기고등학교,다사605464
경기고등학교,다사606461
경기고등학교,다사606465
경기고등학교,다사605463
경기고등학교,다사605461
경기고등학교,다사606464
경기고등학교,다사608467
경기고등학교,다사607466
경기고등학교,다사605462
경기고등학교,다사607467
경기고등학교,다사608466
경기고등학교,다사606463
경기고등학교,다사607465
경기고등학교,다사609465
경기고등학교,다사607464
경기고등학교,다사609466
경기고등학교,다사607463
경기고등학교,다사609464
경기고등학교,다사608464
경기고등학교,다사606462
경기고등학교,다사608465
숙명여자고등학교,다사603434
숙명여자고등학교,다사604434
중학교,다사458534
중학교,다사459533
중학교,다사459534
중학교,다사460534
중학교,다사459535
강서공업고등학교,다사395530
강서공업고등학교,다사396530
강서공업고등학교,다사395531
강서공업고등학교,다사396531
언북중학교,다사587466
언북중학교,다사586468
언북중학교,다사586467
언북중학교,다사587468
언북중학교,다사588466
언북중학교,다사588467
언북중학교,다사587467
학교,다사454487
학교,다사454489
학교,다사455488
학교,다사455487
학교,다사455489
학교,다사454488
학교,다사531414
학교,다사531415
학교,다사530415
학교,다사530414
"동덕중,고등학교",다사516550
"동덕중,고등학교",다사515550
"동덕중,고등학교",다사516548
"동덕중,고등학교",다사515548
"동덕중,고등학교",다사515549
"동덕중,고등학교",다사516549
"동덕중,고등학교",다사517549
"정의여중,고",다사585615
"정의여중,고",다사586615
"정의여중,고",다사588616
"정의여중,고",다사587615
"정의여중,고",다사588615
"정의여중,고",다사586617
"정의여중,고",다사586616
"정의여중,고",다사587616
강현중학교,다사497449
강현중학교,다사496449
강현중학교,다사497450
강현중학교,다사498450
강현중학교,다사498449
강현중학교,다사496450
용산중고교,다사542496
용산중고교,다사542497
용산중고교,다사539495
용산중고교,다사541495
용산중고교,다사540497
용산중고교,다사541497
용산중고교,다사539497
용산중고교,다사542495
용산중고교,다사541498
용산중고교,다사540496
용산중고교,다사541496
용산중고교,다사540495
용산중고교,다사539496
봉은중학교,다사612466
봉은중학교,다사614467
봉은중학교,다사613466
봉은중학교,다사612467
봉은중학교,다사614466
봉은중학교,다사613467
봉은중학교,다사614468
봉은중학교,다사613468
학교,다사670497
학교,다사671497
학교,다사670496
학교,다사671496
학교,다사709501
학교,다사709500
학교,다사708501
학교,다사707500
학교,다사709498
학교,다사709499
학교,다사707499
학교,다사708498
학교,다사708499
학교,다사708500
"중,고등학교",다사557471
"중,고등학교",다사557474
"중,고등학교",다사556474
"중,고등학교",다사558473
"중,고등학교",다사556472
"중,고등학교",다사556473
"중,고등학교",다사558471
"중,고등학교",다사558472
"중,고등학교",다사558474
"중,고등학교",다사557473
"중,고등학교",다사557472
"중,고등학교",다사559472
고등학교,다사455534
고등학교,다사455535
고등학교,다사454536
고등학교,다사454535
고등학교,다사453535
고등학교,다사454534
여의도여자고등학교,다사501471
여의도여자고등학교,다사500471
여의도여자고등학교,다사499471
여의도여자고등학교,다사500472
여의도여자고등학교,다사501472
대성중고교,다사479582
대성중고교,다사479583
대성중고교,다사478582
대성중고교,다사478583
대성중고교,다사479584
대성중고교,다사478584
서울고등학교,다사561428
서울고등학교,다사561429
서울고등학교,다사564429
서울고등학교,다사563429
서울고등학교,다사563427
서울고등학교,다사563430
서울고등학교,다사562429
서울고등학교,다사565428
서울고등학교,다사565429
서울고등학교,다사564427
서울고등학교,다사564430
서울고등학교,다사564428
서울고등학교,다사562428
서울고등학교,다사562427
서울고등학교,다사563428
서울고등학교,다사561427
한영신학대학교,다사427442
한영신학대학교,다사426442
한영신학대학교,다사426443
한영신학대학교,다사425443
한영신학대학교,다사427443
한영신학대학교,다사426444
"배명중,고등학교",다사641444
"배명중,고등학교",다사642445
"배명중,고등학교",다사643445
"배명중,고등학교",다사643443
"배명중,고등학교",다사641443
"배명중,고등학교",다사642444
"배명중,고등학교",다사642443
"배명중,고등학교",다사643444
"중,고등학교",다사570582
"중,고등학교",다사570583
"중,고등학교",다사568584
"중,고등학교",다사569584
"중,고등학교",다사569583
"중,고등학교",다사569582
"송곡여중,고교",다사651564
"송곡여중,고교",다사652563
"송곡여중,고교",다사652564
"송곡여중,고교",다사650564
"송곡여중,고교",다사650563
"송곡여중,고교",다사651563
공릉초등학교,다사623577
공릉초등학교,다사624578
공릉초등학교,다사623578
공릉초등학교,다사624577
공릉초등학교,다사625577
"광성중,고교",다사502500
"광성중,고교",다사502501
"광성중,고교",다사501500
"광성중,고교",다사501501
"숭실중, 고등학교",다사475550
"숭실중, 고등학교",다사471549
"숭실중, 고등학교",다사472550
"숭실중, 고등학교",다사474549
"숭실중, 고등학교",다사472549
"숭실중, 고등학교",다사473549
"숭실중, 고등학교",다사475549
"숭실중, 고등학교",다사473550
"숭실중, 고등학교",다사474550
"숭실중, 고등학교",다사471550
안암초등학교,다사577543
안암초등학교,다사579542
안암초등학교,다사578543
안암초등학교,다사579543
안암초등학교,다사577542
안암초등학교,다사578542
금양초등학교,다사524491
금양초등학교,다사524490
금양초등학교,다사523492
금양초등학교,다사523491
금양초등학교,다사523490
금양초등학교,다사524492
"광신중,고교,정보고교",다사493408
"광신중,고교,정보고교",다사493407
"광신중,고교,정보고교",다사491408
"광신중,고교,정보고교",다사490408
"광신중,고교,정보고교",다사492407
"광신중,고교,정보고교",다사492408
"광신중,고교,정보고교",다사492409
"광신중,고교,정보고교",다사491407
"광신중,고교,정보고교",다사491409
"광신중,고교,정보고교",다사490409
창일초등학교,다사599611
창일초등학교,다사601610
창일초등학교,다사601609
창일초등학교,다사600609
창일초등학교,다사599610
창일초등학교,다사600611
창일초등학교,다사600610
치현초등학교,다사395530
치현초등학교,다사394530
치현초등학교,다사395531
치현초등학교,다사394531
미동초등학교,다사527517
미동초등학교,다사528516
미동초등학교,다사527516
미동초등학교,다사528517
상천초등학교,다사610608
상천초등학교,다사610607
상천초등학교,다사609607
상천초등학교,다사609608
청룡초등학교,다사515421
청룡초등학교,다사515419
청룡초등학교,다사514421
청룡초등학교,다사515420
청룡초등학교,다사514419
청룡초등학교,다사514420
우장초등학교,다사422501
우장초등학교,다사422500
우장초등학교,다사421501
우장초등학교,다사422502
우장초등학교,다사423501
서빙고초등학교,다사551471
서빙고초등학교,다사551470
서빙고초등학교,다사551469
서빙고초등학교,다사550469
서빙고초등학교,다사550470
서정초등학교,다사441474
서정초등학교,다사440474
서정초등학교,다사441473
서정초등학교,다사440473
둔촌초등학교,다사680474
둔촌초등학교,다사679474
둔촌초등학교,다사679475
둔촌초등학교,다사680475
둔촌초등학교,다사679473
둔촌초등학교,다사678474
망원초등학교,다사470513
