DGM_NM,gid
원신초등학교,다사492410
"가주초등학교,송파중학교",다사672440
"가주초등학교,송파중학교",다사671441
"가주초등학교,송파중학교",다사671442
"가주초등학교,송파중학교",다사673441
"가주초등학교,송파중학교",다사673440
"가주초등학교,송파중학교",다사672441
"가주초등학교,송파중학교",다사672442
사회복지시설,다사465480
사회복지시설,다사674502
사회복지시설,다사674501
사회복지시설,다사557479
사회복지시설,다사556479
사회복지시설,다사525557
사회복지시설(지역아동센터),다사632613
사회복지시설(지역아동센터),다사631613
사회복지시설,다사577531
사회복지시설,다사465437
사회복지시설,다사465437
사회복지시설,다사464437
사회복지시설,다사595594
사회복지시설,다사594594
사회복지시설,다사588539
사회복지시설,다사525453
사회복지시설,다사692433
사회복지시설,다사692432
사회복지시설,다사691432
사회복지시설,다사691433
사회복지시설,다사401525
사회복지시설,다사402525
사회복지시설,다사402526
사회복지시설,다사620564
사회복지시설,다사620564
사회복지시설,다사676516
사회복지시설,다사676517
중학교,다사478544
중학교,다사477545
중학교,다사478545
중학교,다사477544
소방서,다사400509
소방서,다사400510
기타 사회복지시설,다사632576
사회복지시설,다사690437
사회복지시설,다사689437
사회복지시설,다사480545
사회복지시설,다사479545
사회복지시설,다사419427
사회복지시설,다사475380
사회복지시설,다사475381
사회복지시설,다사476380
초등학교,다사400517
초등학교,다사401516
초등학교,다사401517
초등학교,다사400516
청사 기타,다사400514
청사 기타,다사400515
청사 기타,다사401515
청사 기타,다사401514
청사 기타,다사401516
청사 기타,다사400516
청소년수련시섧,다사607576
청소년수련시섧,다사608576
청소년수련시섧,다사607577
청소년수련시설,다사514559
청소년수련시설,다사596598
청소년수련시설,다사596599
중학교,다사531521
중학교,다사531520
중학교,다사532520
중학교,다사532518
중학교,다사531519
중학교,다사532519
공공청사시설 기타,다사603572
공공청사시설 기타,다사603571
파출소,다사528452
청사 기타,다사536529
청사 기타,다사536530
청사 기타,다사537530
청사 기타,다사537529
청사 기타,다사536528
기타문화시설,다사563545
기타문화시설,다사564545
동사무소,다사386527
동사무소,다사387527
동사무소,다사387526
동사무소,다사386526
청사 기타,다사519504
청사 기타,다사519503
청사 기타,다사518504
청사 기타,다사518503
청사 기타,다사518502
사회복지시설 기타,다사605576
사회복지시설 기타,다사606576
사회복지시설 기타,다사606575
사회복지시설 기타,다사605575
공공청사시설 기타,다사608575
공공청사시설 기타,다사609575
공공청사시설 기타,다사608576
문화시설,다사549531
문화시설,다사549532
문화시설,다사548526
사회복지시설 기타,다사605576
사회복지시설 기타,다사606576
사회복지시설 기타,다사606575
사회복지시설 기타,다사605575
청사 기타,다사608389
청사 기타,다사609389
청사 기타,다사609390
중학교,다사606393
중학교,다사606392
중학교,다사605393
중학교,다사605392
문화시설,다사464541
문화시설,다사465541
사회복지시설 기타,다사481435
종교,다사481596
문화시설,다사622596
문화시설,다사622597
문화시설,다사630613
문화시설,다사630612
문화시설,다사629612
문화시설,다사629613
초등학교,다사413509
초등학교,다사413508
초등학교,다사412509
초등학교,다사412508
청사 기타,다사400514
청사 기타,다사400515
청사 기타,다사401515
청사 기타,다사401514
청사 기타,다사401516
청사 기타,다사400516
청사 기타,다사400515
청사 기타,다사400516
중학교,다사401523
중학교,다사400523
중학교,다사401522
중학교,다사400522
문화시설,다사421467
문화시설,다사421466
문화시설,다사422466
문화시설,다사556451
문화시설,다사502504
문화시설,다사552512
문화시설,다사554511
문화시설,다사552513
문화시설,다사551512
문화시설,다사552511
문화시설,다사552509
문화시설,다사554510
문화시설,다사554512
문화시설,다사553509
문화시설,다사552510
문화시설,다사553510
문화시설,다사553512
문화시설,다사553511
공공청사시설 기타,다사582573
공공청사시설 기타,다사583573
공공청사시설 기타,다사582573
경찰서,다사545529
경찰서,다사544529
경찰서,다사544530
경찰서,다사545530
문화시설,다사487449
문화시설,다사482458
기타문화시설,다사647404
기타문화시설,다사647403
문화시설,다사626557
문화시설,다사627558
문화시설,다사626558
문화시설,다사627557
종교,다사492592
종교,다사491592
문화시설,다사631636
사회복지시설,다사604414
사회복지시설,다사604415
사회복지시설,다사603414
청소년수련시설,다사607576
청소년수련시설,다사608576
청소년수련시설,다사607577
사회복지시설,다사599607
사회복지시설,다사598606
사회복지시설,다사599606
사회복지시설,다사598607
사회복지시설,다사426461
사회복지시설,다사426460
사회복지시설,다사548496
사회복지시설,다사547496
사회복지시설,다사421455
사회복지시설,다사421455
사회복지시설,다사485403
사회복지시설,다사486404
사회복지시설,다사486403
사회복지시설,다사485404
사회복지시설,다사615448
사회복지시설,다사616448
공공청사시설 기타,다사399509
공공청사시설 기타,다사399508
공공청사시설 기타,다사400509
공공청사시설 기타,다사542543
공공청사시설 기타,다사542544
공공청사시설 기타,다사543543
공공청사시설 기타,다사543544
공공청사시설 기타,다사544544
사회복지시설 기타,다사522457
사회복지시설,다사570525
사회복지시설,다사479456
사회복지시설,다사478455
사회복지시설,다사479455
사회복지시설,다사478456
사회복지시설,다사621502
사회복지시설,다사621503
사회복지시설,다사521435
사회복지시설,다사461432
사회복지시설,다사467391
사회복지시설,다사467392
사회복지시설,다사532427
사회복지시설,다사532428
사회복지시설,다사416461
사회복지시설,다사416460
사회복지시설,다사532427
사회복지시설,다사532428
사회복지시설,다사649403
사회복지시설,다사648403
사회복지시설,다사648402
사회복지시설,다사650403
사회복지시설,다사649402
사회복지시설,다사650402
사회복지시설,다사615594
사회복지시설,다사615593
도봉구 여성복지센터,다사585626
도봉구 여성복지센터,다사586627
도봉구 여성복지센터,다사585627
사회복지시설,다사624622
사회복지시설,다사624621
사회복지시설,다사623622
사회복지시설,다사623621
사회복지시설,다사404461
사회복지시설,다사405461
사회복지시설,다사405462
사회복지시설,다사512559
사회복지시설,다사512558
사회복지시설,다사513558
사회복지시설,다사513559
사회복지시설,다사492579
사회복지시설,다사628513
사회복지시설,다사536497
사회복지시설,다사535497
사회복지시설,다사640429
사회복지시설,다사640428
중학교,다사607578
중학교,다사607576
중학교,다사606577
중학교,다사606578
중학교,다사608576
중학교,다사608577
중학교,다사607577
중학교,다사608577
중학교,다사606578
중학교,다사607578
사회복지시설,다사461528
사회복지시설,다사461529
사회복지시설,다사462529
사회복지시설,다사462527
사회복지시설,다사462528
사회복지시설,다사626563
사회복지시설,다사625563
사회복지시설,다사577582
사회복지시설,다사577583
사회복지시설,다사577500
사회복지시설,다사522434
청사 기타,다사488601
청사 기타,다사488602
청사 기타,다사488601
청사 기타,다사489602
청사 기타,다사489601
청사 기타,다사488601
초등학교(국민학교),다사618550
초등학교(국민학교),다사618551
초등학교(국민학교),다사617550
초등학교(국민학교),다사617551
초등학교(국민학교),다사618550
초등학교(국민학교),다사618551
초등학교(국민학교),다사617550
초등학교(국민학교),다사617551
초등학교(국민학교),다사618550
초등학교(국민학교),다사618551
초등학교(국민학교),다사617550
초등학교(국민학교),다사617551
초등학교(국민학교),다사618550
초등학교(국민학교),다사618551
초등학교(국민학교),다사617550
초등학교(국민학교),다사617551
공공청사,다사672482
공공청사,다사672481
공공청사,다사675503
공공청사,다사675502
송파건문소,다사670413
기타공공청사시설,다사602464
공공청사,다사531496
공공청사,다사531497
공공청사,다사572579
"청사(공공업무시설,근린공공시설)",다사611594
기타공공청사시설,다사419430
기타공공청사시설,다사418430
기타공공청사시설,다사419429
기타공공청사시설,다사580423
기타공공청사시설,다사579423
기타공공청사시설,다사578423
기타공공청사시설,다사580424
기타공공청사시설,다사579424
"청사(공공업무시설,근린공공시설)",다사689500
"청사(공공업무시설,근린공공시설)",다사690500
"청사(공공업무시설,근린공공시설)",다사689501
"청사(공공업무시설,근린공공시설)",다사690501
방화동우체국,다사395535
방화동우체국,다사395536
공공청사,다사687500
공공청사,다사687501
목2동사무소,다사445498
목2동사무소,다사444498
"청사(공공업무시설,근린공공시설)",다사454494
"청사(공공업무시설,근린공공시설)",다사454495
"청사(공공업무시설,근린공공시설)",다사455494
"청사(공공업무시설,근린공공시설)",다사455495
공공청사,다사579405
공공청사,다사579406
공공청사,다사550482
공공청사,다사550481
공공청사,다사549483
공공청사,다사549481
공공청사,다사549482
공공청사,다사480555
공공청사,다사662423
공공청사,다사661423
공공청사,다사662425
공공청사,다사661425
공공청사,다사661424
공공청사,다사660424
공공청사,다사662424
"청사(공공업무시설,근린공공시설)",다사577498
"청사(공공업무시설,근린공공시설)",다사578498
공공청사,다사621497
기타공공청사시설,다사641453
기타공공청사시설,다사641454
기타공공청사시설,다사640454
기타공공청사시설,다사533565
기타공공청사시설,다사533566
공공청사,다사576444
공공청사,다사577444
"청사(공공업무시설,근린공공시설)",다사513542
월계4동사무소,다사612592
월계4동사무소,다사612591
월계4동사무소,다사613592
월계4동사무소,다사613591
창5동사무소,다사593615
창5동사무소,다사593614
공공청사,다사570527
공공청사,다사570528
공공청사,다사571528
공공청사,다사571527
공공청사,다사572532
공공청사,다사572533
"가양2동사무소,파출소,우체국,재활용",다사426522
"가양2동사무소,파출소,우체국,재활용",다사427522
"가양2동사무소,파출소,우체국,재활용",다사426521
"가양2동사무소,파출소,우체국,재활용",다사427521
제기1동사무소,다사595541
삼전동사무소,다사639448
삼전동사무소,다사640449
삼전동사무소,다사639449
공공청사,다사534420
공공청사,다사534420
중부소방서 장충파출소,다사566505
중부소방서 장충파출소,다사566504
방학3동사무소,다사583622
방학3동사무소,다사583623
공공청사,다사481390
공공청사,다사482390
공공청사,다사481391
공공청사,다사482391
"청사(공공업무시설,근린공공시설)",다사636459
공공청사,다사710509
공공청사,다사711509
공공청사,다사556478
공공청사,다사556479
공공청사,다사499459
공공청사,다사499460
동사무소,다사527419
동사무소,다사527418
방화3파출소,다사394535
방화3파출소,다사394536
장위1동치안서비스센터,다사597574
공공시설,다사641459
공공청사,다사630573
동사무소,다사572575
동사무소,다사572576
공공청사,다사525526
공공청사,다사524526
편익,다사496589
편익,다사497589
공공청사,다사678472
공공청사,다사679472
공공청사,다사679471
공공청사,다사678471
공공청사,다사484461
동사무소,다사525454
동사무소,다사525453
공공청사,다사590426
공공청사,다사589425
공공청사,다사590425
공공청사,다사589424
공공청사,다사590424
공공청사,다사545424
공공청사,다사544424
공공청사,다사545423
공공청사,다사544423
공공청사,다사444480
공공청사,다사445481
공공청사,다사445480
공공청사,다사613500
공공청사,다사614500
공공청사,다사614499
공공청사,다사613499
노원구청,다사609617
노원구청,다사609616
노원구청,다사608617
노원구청,다사608616
강서교육구청,다사406493
강서교육구청,다사407493
강서교육구청,다사408493
강서교육구청,다사408493
광화문파출소,다사537522
광화문파출소,다사537523
광화문파출소,다사537523
공공청사,다사590518
공공청사,다사591516
공공청사,다사590516
공공청사,다사591515
공공청사,다사590517
공공청사,다사591517
공공청사,다사590515
신정2동파출소,다사443468
공공청사,다사472379
공공청사,다사472378
공공청사,다사473379
공공청사,다사473378
공공청사,다사499459
공공청사,다사424465
공공청사,다사656464
유치원(유아원),다사716522
옥정중학교,다사569493
옥정중학교,다사569491
옥정중학교,다사570492
옥정중학교,다사568492
옥정중학교,다사569492
공공청사,다사600467
공공청사,다사599467
공공청사,다사600466
공공청사,다사599466
공공청사,다사521507
공공청사,다사590426
공공청사,다사589425
공공청사,다사590425
공공청사,다사589424
공공청사,다사590424
공공청사,다사493558
공공청사,다사494558
공공청사,다사425504
공공청사,다사426504
공공청사,다사425503
공공청사,다사426503
공공청사,다사425504
공공청사,다사425503
공공청사,다사426503
공공청사,다사611487
공공청사,다사674431
공공청사,다사675431
공공청사,다사467406
공공청사,다사467407
공공청사,다사500507
정원여자중학교,다사500541
정원여자중학교,다사500540
정원여자중학교,다사499541
정원여자중학교,다사500539
정원여자중학교,다사499542
정원여자중학교,다사499539
정원여자중학교,다사499540
공공청사,다사472379
공공청사,다사472378
공공청사,다사473379
공공청사,다사473378
공공청사,다사632452
공공청사,다사607636
공공청사,다사640551
공공청사,다사640552
학교시설 기타,다사634517
학교시설 기타,다사633517
학교시설 기타,다사634518
학교시설 기타,다사633518
학교시설 기타,다사612534
학교시설 기타,다사613534
서울정진학교,다사399445
서울정진학교,다사401444
서울정진학교,다사400444
서울정진학교,다사399446
서울정진학교,다사400445
서울정진학교,다사401445
서울정진학교,다사400446
중학교,다사580551
중학교,다사581551
중학교,다사580550
원묵중학교,다사633577
원묵중학교,다사634577
원묵중학교,다사632576
원묵중학교,다사632577
원묵중학교,다사634576
원묵중학교,다사633576
삼정중학교,다사391536
삼정중학교,다사392537
삼정중학교,다사390537
삼정중학교,다사392538
삼정중학교,다사391537
삼정중학교,다사391538
온곡중학교,다사616622
온곡중학교,다사616623
온곡중학교,다사616624
온곡중학교,다사615623
온곡중학교,다사615624
학교,다사488516
학교,다사487516
학교,다사488517
학교,다사486515
학교,다사486517
학교,다사487517
학교,다사486516
학교,다사487518
학교,다사487515
학교,다사593416
학교,다사594417
학교,다사594416
학교,다사593417
불광중학교,다사499583
불광중학교,다사498582
불광중학교,다사499582
불광중학교,다사497582
불광중학교,다사497583
불광중학교,다사498583
유치원(유아원),다사600419
유치원(유아원),다사601419
유치원,다사416461
유치원,다사416460
기타학교시설,다사406500
기타학교시설,다사405500
기타학교시설,다사407503
기타학교시설,다사406500
기타학교시설,다사406501
기타학교시설,다사405500
기타학교시설,다사406503
기타학교시설,다사406502
학교,다사403435
학교,다사403436
학교,다사405435
학교,다사404435
학교,다사404436
공공청사,다사568544
공공청사,다사568543
공공청사,다사567543
공공청사,다사567544
학교,다사500579
학교,다사500580
학교,다사501579
학교,다사501580
고등학교,다사503602
고등학교,다사504603
고등학교,다사504604
고등학교,다사502602
고등학교,다사503603
고등학교,다사502603
고등학교,다사503604
고등학교,다사502604
학교시설 기타,다사587611
학교시설 기타,다사587612
학교시설 기타,다사588612
학교시설 기타,다사588611
학교시설 기타,다사589612
봉화중학교,다사650554
봉화중학교,다사649554
봉화중학교,다사649553
봉화중학교,다사650553
봉화중학교,다사649552
봉화중학교,다사651552
봉화중학교,다사650552
용마중학교,다사633528
용마중학교,다사635528
용마중학교,다사634528
용마중학교,다사634527
학교시설 기타,다사532572
학교시설 기타,다사531571
학교시설 기타,다사531572
학교시설 기타,다사532571
학교시설 기타,다사532573
학교시설 기타,다사531573
학교시설 기타,다사619625
학교시설 기타,다사619627
학교시설 기타,다사620626
학교시설 기타,다사618628
학교시설 기타,다사618626
학교시설 기타,다사619626
학교시설 기타,다사618627
학교,다사630611
학교,다사630610
학교,다사630612
학교,다사629610
학교,다사629612
학교,다사629611
연신중학교,다사491584
연신중학교,다사492582
연신중학교,다사493584
연신중학교,다사492584
연신중학교,다사493583
연신중학교,다사492583
연신중학교,다사491583
대한기독교신학교,다사481559
대한기독교신학교,다사481558
대한기독교신학교,다사480559
대한기독교신학교,다사480558
대학,다사507513
대학,다사508513
대학,다사508515
학교,다사576591
학교,다사577590
학교,다사577591
학교,다사575591
학교,다사576590
노원고등학교,다사606627
노원고등학교,다사605625
노원고등학교,다사605626
노원고등학교,다사606625
노원고등학교,다사606626
봉영중학교,다사433457
봉영중학교,다사434459
봉영중학교,다사433458
봉영중학교,다사435456
봉영중학교,다사434456
봉영중학교,다사435458
봉영중학교,다사435457
봉영중학교,다사434457
봉영중학교,다사434458
봉영중학교,다사433457
염창중학교,다사446506
염창중학교,다사445506
염창중학교,다사445507
염창중학교,다사444506
염창중학교,다사445505
염창중학교,다사444507
중학교,다사568594
중학교,다사567594
중학교,다사568593
중학교,다사567593
중학교,다사567592
중학교,다사568592
한강중학교,다사551472
한강중학교,다사550472
한강중학교,다사552472
한강중학교,다사550473
한강중학교,다사550474
한강중학교,다사551474
한강중학교,다사551473
현대고등학교,다사579473
현대고등학교,다사576474
현대고등학교,다사578475
현대고등학교,다사579474
현대고등학교,다사578473
현대고등학교,다사577474
현대고등학교,다사576475
현대고등학교,다사577475
현대고등학교,다사577473
현대고등학교,다사578474
현대고등학교,다사577476
성동고등학교,다사579516
성동고등학교,다사578518
성동고등학교,다사577518
성동고등학교,다사577516
성동고등학교,다사577517
성동고등학교,다사579518
성동고등학교,다사579517
성동고등학교,다사578516
성동고등학교,다사578517
성동고등학교,다사579518
학교,다사594414
학교,다사595413
학교,다사594413
학교,다사595414
세명컴퓨터공업고등학교,다사491587
세명컴퓨터공업고등학교,다사491588
세명컴퓨터공업고등학교,다사490588
세명컴퓨터공업고등학교,다사492588
세명컴퓨터공업고등학교,다사491589
태랑중학교,다사640586
태랑중학교,다사639585
태랑중학교,다사639586
태랑중학교,다사640587
태랑중학교,다사638587
태랑중학교,다사638586
태랑중학교,다사639587
홍익대학교,다사492500
홍익대학교,다사494504
홍익대학교,다사491503
홍익대학교,다사491505
홍익대학교,다사493504
홍익대학교,다사491502
홍익대학교,다사492505
홍익대학교,다사491501
홍익대학교,다사491504
홍익대학교,다사492504
홍익대학교,다사493501
홍익대학교,다사493503
홍익대학교,다사492503
홍익대학교,다사494503
홍익대학교,다사493500
홍익대학교,다사492502
홍익대학교,다사492501
홍익대학교,다사493502
국사봉중학교,다사508440
국사봉중학교,다사509440
국사봉중학교,다사510440
국사봉중학교,다사509439
국사봉중학교,다사508439
국사봉중학교,다사510439
국사봉중학교,다사508439
국사봉중학교,다사510439
국사봉중학교,다사509439
성수공업고등학교,다사603492
성수공업고등학교,다사602490
성수공업고등학교,다사603490
성수공업고등학교,다사604491
성수공업고등학교,다사604490
성수공업고등학교,다사603491
방송통신대학,다사560533
방송통신대학,다사560534
방송통신대학,다사560532
방송통신대학,다사561534
방송통신대학,다사561533
방송통신대학,다사561532
이수중학교,다사550424
이수중학교,다사549425
이수중학교,다사549426
이수중학교,다사550425
이수중학교,다사548424
이수중학교,다사548425
이수중학교,다사549424
남성중학교,다사533423
남성중학교,다사532423
남성중학교,다사534422
남성중학교,다사533422
남성중학교,다사534423
석촌중학교,다사664445
석촌중학교,다사665446
석촌중학교,다사664447
석촌중학교,다사663445
석촌중학교,다사665445
석촌중학교,다사665447
석촌중학교,다사666446
석촌중학교,다사664446
석촌중학교,다사663446
학교,다사426432
보성여자중.고등학교,다사544493
보성여자중.고등학교,다사544494
보성여자중.고등학교,다사545494
보성여자중.고등학교,다사545493
경동고등학교,다사570542
경동고등학교,다사570540
경동고등학교,다사572540
경동고등학교,다사570541
경동고등학교,다사572541
경동고등학교,다사572542
경동고등학교,다사571542
경동고등학교,다사571540
경동고등학교,다사571541
감리교신학대학교,다사525520
감리교신학대학교,다사524520
감리교신학대학교,다사525522
감리교신학대학교,다사524521
감리교신학대학교,다사523520
감리교신학대학교,다사525521
감리교신학대학교,다사526521
감리교신학대학교,다사524522
감리교신학대학교,다사526520
감리교신학대학교,다사523521
고등학교,다사414437
고등학교,다사413436
고등학교,다사413435
고등학교,다사414436
고등학교,다사413437
혜화여고,다사569590
혜화여고,다사570590
혜화여고,다사570592
혜화여고,다사570591
혜화여고,다사569592
혜화여고,다사569591
고등학교,다사495597
고등학교,다사496596
고등학교,다사495596
고등학교,다사496597
신림고등학교,다사483422
신림고등학교,다사484423
신림고등학교,다사484422
신림고등학교,다사485422
신림고등학교,다사483423
신림고등학교,다사486422
신림고등학교,다사485423
학교,다사554547
학교,다사555546
학교,다사555547
학교,다사555548
학교,다사554548
학교,다사555548
학교,다사554548
오봉초등학교,다사594637
오봉초등학교,다사595636
오봉초등학교,다사594635
오봉초등학교,다사594636
오봉초등학교,다사595637
"예일초,중,고등학교",다사483568
"예일초,중,고등학교",다사485569
"예일초,중,고등학교",다사485568
"예일초,중,고등학교",다사483569
"예일초,중,고등학교",다사484569
"예일초,중,고등학교",다사482569
"예일초,중,고등학교",다사484568
"예일초,중,고등학교",다사483570
"예일초,중,고등학교",다사482568
학교,다사701511
학교,다사701513
학교,다사700513
학교,다사701512
학교,다사700512
학교,다사700511
신서초등학교,다사435469
신서초등학교,다사436470
신서초등학교,다사437469
신서초등학교,다사436469
신서초등학교,다사436468
신서초등학교,다사437470
"석관중,고교",다사616568
"석관중,고교",다사616566
"석관중,고교",다사616567
"석관중,고교",다사617566
"석관중,고교",다사616569
"석관중,고교",다사617567
"석관중,고교",다사617569
"석관중,고교",다사616565
"석관중,고교",다사617568
"석관중,고교",다사617565
배재중고등학교,다사693508
배재중고등학교,다사693506
배재중고등학교,다사692508
배재중고등학교,다사692506
배재중고등학교,다사690506
배재중고등학교,다사691506
배재중고등학교,다사692507
배재중고등학교,다사693507
배재중고등학교,다사690508
배재중고등학교,다사691507
배재중고등학교,다사691508
배재중고등학교,다사690507
번동초등학교,다사594588
번동초등학교,다사595588
번동초등학교,다사594590
번동초등학교,다사594589
번동초등학교,다사595589
서라벌초등학교,다사583558
서라벌초등학교,다사582559
서라벌초등학교,다사583559
서라벌초등학교,다사582558
"영파여자중,고등학교",다사664483
"영파여자중,고등학교",다사663482
"영파여자중,고등학교",다사665482
"영파여자중,고등학교",다사663481
"영파여자중,고등학교",다사664482
"영파여자중,고등학교",다사664481
"영파여자중,고등학교",다사665481
"영파여자중,고등학교",다사665481
"영파여자중,고등학교",다사665482
"성남중,고",다사492451
"성남중,고",다사492452
"성남중,고",다사492450
"성남중,고",다사491451
"성남중,고",다사491452
"성남중,고",다사493449
"성남중,고",다사494450
"성남중,고",다사493450
"성남중,고",다사494451
"성남중,고",다사493453
"성남중,고",다사493452
"성남중,고",다사495452
"성남중,고",다사495453
"성남중,고",다사494452
"성남중,고",다사493451
"성남중,고",다사495451
"성남중,고",다사492453
"성남중,고",다사494453
"중,고등학교",다사582591
"중,고등학교",다사584587
"중,고등학교",다사584588
"중,고등학교",다사583587
"중,고등학교",다사582587
"중,고등학교",다사583589
"중,고등학교",다사582589
"중,고등학교",다사583590
"중,고등학교",다사583588
"중,고등학교",다사582588
"중,고등학교",다사582590
"중,고등학교",다사581588
"중,고등학교",다사581589
"중,고등학교",다사581590
"중,고등학교",다사584589
"중,고등학교",다사583591
독산고등학교,다사478420
독산고등학교,다사478421
독산고등학교,다사479421
독산고등학교,다사479420
독산고등학교,다사479419
독산고등학교,다사478419
독산고등학교,다사479421
독산고등학교,다사479419
독산고등학교,다사479420
둔촌고등학교,다사685481
둔촌고등학교,다사686479
둔촌고등학교,다사684479
둔촌고등학교,다사685479
둔촌고등학교,다사686480
둔촌고등학교,다사685480
학교,다사627622
학교,다사628623
학교,다사629623
학교,다사629622
학교,다사628622
학교,다사577574
학교,다사577575
학교,다사576574
학교,다사575575
학교,다사575574
학교,다사576575
학교,다사577574
학교,다사576574
학교,다사475450
학교,다사474451
학교,다사475451
학교,다사474450
등명초등학교,다사419515
등명초등학교,다사418514
등명초등학교,다사418515
등명초등학교,다사419513
등명초등학교,다사419514
염창초등학교,다사441505
염창초등학교,다사441506
염창초등학교,다사442505
염창초등학교,다사442506
"명덕여중,고등학교",다사413508
"명덕여중,고등학교",다사413506
"명덕여중,고등학교",다사413507
정신여자중고교,다사621455
정신여자중고교,다사622455
정신여자중고교,다사623455
정신여자중고교,다사621456
정신여자중고교,다사620457
정신여자중고교,다사622456
정신여자중고교,다사622457
정신여자중고교,다사620456
정신여자중고교,다사621457
정신여자중고교,다사623457
정신여자중고교,다사623456
안산초등학교,다사515535
안산초등학교,다사516535
안산초등학교,다사516534
안산초등학교,다사514534
안산초등학교,다사515533
안산초등학교,다사515534
초등학교(국민학교),다사614625
초등학교(국민학교),다사613625
초등학교(국민학교),다사613626
초등학교(국민학교),다사614626
반포초등학교,다사550450
반포초등학교,다사551450
반포초등학교,다사549449
반포초등학교,다사550449
반포초등학교,다사549450
반포초등학교,다사551449
금옥초등학교,다사574497
금옥초등학교,다사573497
금옥초등학교,다사574498
금옥초등학교,다사573498
등화초등학교,다사454494
등화초등학교,다사453495
등화초등학교,다사453494
등화초등학교,다사454495
등화초등학교,다사455494
신목초등학교,다사445466
신목초등학교,다사446465
신목초등학교,다사446466
신목초등학교,다사445465
쌍문초등학교,다사580611
쌍문초등학교,다사579611
쌍문초등학교,다사581611
쌍문초등학교,다사581610
쌍문초등학교,다사580610
쌍문초등학교,다사580610
"문일중,고교",다사467389
"문일중,고교",다사468390
"문일중,고교",다사468392
"문일중,고교",다사468391
"문일중,고교",다사467391
"문일중,고교",다사467392
"문일중,고교",다사466391
"문일중,고교",다사467390
"문일중,고교",다사466390
논현초등학교,다사580455
논현초등학교,다사580454
논현초등학교,다사581454
논현초등학교,다사581456
논현초등학교,다사581455
화곡초등학교,다사422496
화곡초등학교,다사422495
화곡초등학교,다사422494
화곡초등학교,다사421494
화곡초등학교,다사421495
내발산초등학교,다사415503
내발산초등학교,다사414504
내발산초등학교,다사415504
내발산초등학교,다사414503
애화초등학교,다사583585
애화초등학교,다사583584
애화초등학교,다사584585
애화초등학교,다사584584
서울고척초등학교,다사431447
서울고척초등학교,다사432447
서울고척초등학교,다사431448
서울고척초등학교,다사432448
"염광여중,고, 염광여상",다사603592
"염광여중,고, 염광여상",다사602587
"염광여중,고, 염광여상",다사602588
"염광여중,고, 염광여상",다사603589
"염광여중,고, 염광여상",다사602592
"염광여중,고, 염광여상",다사601590
"염광여중,고, 염광여상",다사603588
"염광여중,고, 염광여상",다사602590
"염광여중,고, 염광여상",다사603591
"염광여중,고, 염광여상",다사600589
"염광여중,고, 염광여상",다사601588
"염광여중,고, 염광여상",다사600590
"염광여중,고, 염광여상",다사603590
"염광여중,고, 염광여상",다사601589
"염광여중,고, 염광여상",다사601591
"염광여중,고, 염광여상",다사602591
"염광여중,고, 염광여상",다사602589
상봉초등학교,다사633553
상봉초등학교,다사633554
상봉초등학교,다사631555
상봉초등학교,다사632553
상봉초등학교,다사632555
상봉초등학교,다사632554
상봉초등학교,다사631554
상봉초등학교,다사633555
한강초등학교,다사527475
한강초등학교,다사526474
한강초등학교,다사527474
동원초등학교,다사650562
동원초등학교,다사652562
동원초등학교,다사650561
동원초등학교,다사651561
동원초등학교,다사651562
신답초등학교,다사597526
신답초등학교,다사596526
신답초등학교,다사596527
신답초등학교,다사596528
신답초등학교,다사598528
신답초등학교,다사597528
신답초등학교,다사597527
신답초등학교,다사598527
신답초등학교,다사597526
신답초등학교,다사596526
신답초등학교,다사596527
원묵초등학교,다사635577
원묵초등학교,다사634577
원묵초등학교,다사635576
원묵초등학교,다사634575
원묵초등학교,다사634576
사당초등학교,다사536417
사당초등학교,다사535417
사당초등학교,다사534416
사당초등학교,다사534417
사당초등학교,다사535416
사당초등학교,다사536418
사당초등학교,다사535418
사당초등학교,다사534418
개웅초등학교,다사426433
개웅초등학교,다사426434
개웅초등학교,다사425433
개웅초등학교,다사425434
개웅초등학교,다사424434
영림초등학교,다사471433
영림초등학교,다사471432
영림초등학교,다사472433
영림초등학교,다사472432
문백초등학교,다사468387
문백초등학교,다사469387
문백초등학교,다사468388
문백초등학교,다사469388
문백초등학교,다사467387
문백초등학교,다사467388
초등학교(국민학교),다사600582
초등학교(국민학교),다사599582
초등학교(국민학교),다사599583
초등학교(국민학교),다사599582
초등학교(국민학교),다사600583
초등학교(국민학교),다사600582
대현초등학교,다사613450
대현초등학교,다사613449
대현초등학교,다사614450
대현초등학교,다사615449
대현초등학교,다사614449
대현초등학교,다사615450
봉래국민학교,다사528509
봉래국민학교,다사527509
봉래국민학교,다사527508
봉래국민학교,다사525508
봉래국민학교,다사526509
봉래국민학교,다사525509
봉래국민학교,다사526508
봉래국민학교,다사525509
봉래국민학교,다사525508
봉래국민학교,다사526509
초등학교(국민학교),다사407505
초등학교(국민학교),다사406505
초등학교(국민학교),다사407506
초등학교(국민학교),다사406506
문성초등학교,다사469418
문성초등학교,다사468419
문성초등학교,다사469419
문성초등학교,다사468418
금화초등학교,다사526523
금화초등학교,다사525523
금화초등학교,다사526522
금화초등학교,다사525522
금화초등학교,다사526522
금화초등학교,다사525523
금화초등학교,다사526523
양화초등학교,다사447496
양화초등학교,다사446495
양화초등학교,다사447495
양화초등학교,다사448495
초등학교(국민학교),다사413462
초등학교(국민학교),다사413461
