"광역지자체","시군구","50KW","100KW싱글","100KW듀얼","200KW듀얼","300KW이상","사용량(kWh)","등록일시"
"서울특별시","구로구","1","0","0","0","0","84490.21","2020-11-01 23:07:00.0"
"서울특별시","강동구","3","0","0","0","0","82895.33","2020-11-01 23:07:00.0"
"서울특별시","용산구","1","0","0","0","0","79786.76","2020-11-01 23:07:00.0"
"서울특별시","금천구","1","0","0","0","0","77736.63","2020-11-01 23:07:00.0"
"서울특별시","도봉구","1","0","0","0","0","77612.75","2020-11-01 23:07:00.0"
"서울특별시","은평구","1","0","0","0","0","73524.55","2020-11-01 23:07:00.0"
"서울특별시","성북구","2","0","0","0","0","73003.15","2020-11-01 23:07:00.0"
"서울특별시","노원구","1","0","0","0","0","72779.43","2020-11-01 23:07:00.0"
"서울특별시","강동구","2","0","0","0","0","71811.88","2020-11-01 23:07:00.0"
"서울특별시","구로구","3","0","0","0","0","68846.03","2020-11-01 23:07:00.0"
"서울특별시","관악구","1","0","0","0","0","65214.82","2020-11-01 23:07:00.0"
"서울특별시","서초구","1","0","0","0","0","59679.41","2020-11-01 23:07:00.0"
"서울특별시","중구","3","0","0","0","0","57017.8","2020-11-01 23:07:00.0"
"서울특별시","강동구","2","0","0","0","0","57017.18","2020-11-01 23:07:00.0"
"서울특별시","강서구","1","0","0","0","0","56681.02","2020-11-01 23:07:00.0"
"서울특별시","도봉구","1","0","0","0","0","8920.2","2020-11-01 23:07:00.0"
"서울특별시","도봉구","1","0","0","0","0","20570.33","2020-11-01 23:07:00.0"
"서울특별시","마포구","1","0","0","0","0","66185.4","2020-11-01 23:07:00.0"
"서울특별시","강북구","1","0","0","0","0","12180.78","2020-11-01 23:07:00.0"
"서울특별시","관악구","1","0","0","0","0","31295.76","2020-11-01 23:07:00.0"
"서울특별시","금천구","1","0","0","0","0","26495.75","2020-11-01 23:07:00.0"
"서울특별시","도봉구","1","0","0","0","0","38098.82","2020-11-01 23:07:00.0"
"서울특별시","마포구","1","0","0","0","0","21788.19","2020-11-01 23:07:00.0"
"서울특별시","서초구","2","0","0","0","0","192478.62","2020-11-01 23:07:00.0"
"서울특별시","송파구","0","0","5","0","0","21801.94","2020-11-01 23:07:00.0"
"서울특별시","노원구","0","0","5","0","0","67948.36","2020-11-01 23:07:00.0"
"서울특별시","종로구","1","0","0","0","0","24186.44","2020-11-01 23:07:00.0"
"서울특별시","종로구","1","0","0","0","0","85436.13","2020-11-01 23:07:00.0"
"서울특별시","중구","1","0","0","0","0","98972.3","2020-11-01 23:07:00.0"
"서울특별시","용산구","1","0","0","0","0","0","2020-11-01 23:07:00.0"
"서울특별시","용산구","1","0","0","0","0","16644.73","2020-11-01 23:07:00.0"
"서울특별시","성동구","1","0","0","0","0","21120.59","2020-11-01 23:07:00.0"
"서울특별시","성동구","1","0","0","0","0","97001.92","2020-11-01 23:07:00.0"
"서울특별시","동대문구","1","0","0","0","0","19892.58","2020-11-01 23:07:00.0"
"서울특별시","동대문구","1","0","0","0","0","4807.96","2020-11-01 23:07:00.0"
"서울특별시","중랑구","1","0","0","0","0","35808.36","2020-11-01 23:07:00.0"
"서울특별시","성북구","1","0","0","0","0","21904.97","2020-11-01 23:07:00.0"
"서울특별시","성북구","1","0","0","0","0","44944.74","2020-11-01 23:07:00.0"
"서울특별시","강북구","1","0","0","0","0","17027.58","2020-11-01 23:07:00.0"
"서울특별시","도봉구","1","0","0","0","0","17237.54","2020-11-01 23:07:00.0"
"서울특별시","은평구","1","0","0","0","0","21508.26","2020-11-01 23:07:00.0"
"서울특별시","은평구","1","0","0","0","0","39987.98","2020-11-01 23:07:00.0"
"서울특별시","마포구","1","0","0","0","0","44088.79","2020-11-01 23:07:00.0"
"서울특별시","마포구","1","0","0","0","0","66916.98","2020-11-01 23:07:00.0"
"서울특별시","마포구","1","0","0","0","0","51264.68","2020-11-01 23:07:00.0"
"서울특별시","양천구","1","0","0","0","0","42581.19","2020-11-01 23:07:00.0"
"서울특별시","양천구","1","0","0","0","0","41559.9","2020-11-01 23:07:00.0"
"서울특별시","강서구","1","0","0","0","0","32521.46","2020-11-01 23:07:00.0"
"서울특별시","강서구","1","0","0","0","0","54728.92","2020-11-01 23:07:00.0"
"서울특별시","강서구","1","0","0","0","0","39043.87","2020-11-01 23:07:00.0"
