번호,광역지자체,시군구, 50키로와트 , 100키로와트 , 100키로와트듀얼 , 200키로와트듀얼 , 300키로와트이상 ,  사용량(키로와트시)  
2510,전북,익산시,1,0,0,0,0,"167,306"
2511,전북,익산시,1,0,0,0,0,"60,043"
2512,전남,순천시,1,0,0,0,0,"43,562"
2513,전북,정읍시,1,0,0,0,0,"12,009"
2514,전북,정읍시,1,0,0,0,0,"31,722"
2515,전북,남원시,1,0,0,0,0,"31,836"
2516,전북,남원시,1,0,0,0,0,"24,037"
2517,전북,완주군,1,0,0,0,0,"58,734"
2518,전북,진안군,1,0,0,0,0,"30,645"
2519,전북,무주군,1,0,0,0,0,"15,918"
2520,전북,무주군,1,0,0,0,0,"32,871"
2521,전북,무주군,1,0,0,0,0,"12,420"
2522,전북,장수군,1,0,0,0,0,"10,707"
2523,전북,장수군,1,0,0,0,0,"27,395"
2524,전북,임실군,1,0,0,0,0,"45,863"
2525,전북,임실군,1,0,0,0,0,"65,167"
2526,전북,고창군,1,0,0,0,0,"55,012"
2527,전남,여수시,1,0,0,0,0,"43,179"
2528,전남,여수시,1,0,0,0,0,"81,188"
2529,전남,순천시,1,0,0,0,0,"72,103"
2530,전남,순천시,1,0,0,0,0,"57,746"
2531,전남,순천시,1,0,0,0,0,"23,570"
2532,전남,순천시,1,0,0,0,0,"32,895"
2533,전남,순천시,1,0,0,0,0,"65,228"
2534,전남,광양시,1,0,0,0,0,"38,406"
2535,전남,광양시,1,0,0,0,0,"45,139"
2536,전남,광양시,1,0,0,0,0,"35,428"
2537,전남,고흥군,1,0,0,0,0,"20,276"
2538,전남,보성군,1,0,0,0,0,"20,866"
2539,전남,보성군,1,0,0,0,0,"25,806"
2540,전남,해남군,1,0,0,0,0,"21,925"
2541,전남,해남군,1,0,0,0,0,"20,816"
2542,전남,무안군,1,0,0,0,0,"51,619"
2543,전남,함평군,1,0,0,0,0,"8,516"
2544,전남,함평군,1,0,0,0,0,"34,325"
2545,전남,영광군,1,0,0,0,0,"9,352"
2546,전남,영광군,1,0,0,0,0,"4,540"
2547,전남,영광군,1,0,0,0,0,"91,276"
2548,전남,완도군,1,0,0,0,0,"3,200"
2549,전남,완도군,1,0,0,0,0,"36,205"
2550,경북,포항시,1,0,0,0,0,"26,603"
2551,경북,포항시,1,0,0,0,0,"83,653"
2552,경북,포항시,1,0,0,0,0,"74,561"
2553,경북,포항시,1,0,0,0,0,"56,826"
2554,경북,포항시,1,0,0,0,0,"99,535"
2555,경북,포항시,1,0,0,0,0,"6,118"
2556,경북,김천시,1,0,0,0,0,"11,076"
2557,경북,김천시,1,0,0,0,0,"36,710"
2558,경북,김천시,1,0,0,0,0,"54,367"
2559,경북,안동시,1,0,0,0,0,"80,724"
2560,경북,안동시,1,0,0,0,0,"70,692"
2561,경북,안동시,1,0,0,0,0,"58,481"
2562,경북,구미시,1,0,0,0,0,"36,148"
2563,경북,영천시,1,0,0,0,0,"69,116"
2564,경북,영천시,1,0,0,0,0,"126,521"
2565,경북,영천시,1,0,0,0,0,"20,326"
2566,경북,상주시,1,0,0,0,0,"119,767"
2567,경북,군위군,1,0,0,0,0,"43,060"
2568,경북,청송군,1,0,0,0,0,"45,254"
2569,경북,영덕군,1,0,0,0,0,"95,602"
2570,경북,청도군,1,0,0,0,0,"161,201"
2571,경북,청도군,1,0,0,0,0,"167,674"
2572,경북,고령군,1,0,0,0,0,"51,781"
2573,경북,성주군,1,0,0,0,0,"43,577"
2574,경북,성주군,1,0,0,0,0,"4,538"
2575,경북,칠곡군,1,0,0,0,0,"66,592"
2576,경북,칠곡군,1,0,0,0,0,"36,524"
2577,경북,울릉군,1,0,0,0,0,"2,939"
2578,경북,울릉군,1,0,0,0,0,"3,548"
2579,경남,창원시,1,0,0,0,0,"12,703"
2580,경남,창원시,1,0,0,0,0,"24,567"
2581,경남,창원시,1,0,0,0,0,"9,911"
2582,경남,창원시,1,0,0,0,0,"2,756"
2583,경남,창원시,1,0,0,0,0,"62,734"
2584,경남,창원시,1,0,0,0,0,"44,883"
2585,경남,창원시,1,0,0,0,0,"26,850"
2586,경남,진주시,1,0,0,0,0,"39,116"
2587,경남,진주시,1,0,0,0,0,"34,147"
2588,경남,창원시,1,0,0,0,0,"4,211"
2589,경남,통영시,1,0,0,0,0,"26,460"
2590,경남,김해시,1,0,0,0,0,"119,500"
2591,경남,김해시,1,0,0,0,0,"101,326"
2592,경남,김해시,1,0,0,0,0,"73,368"
2593,경남,김해시,1,0,0,0,0,"74,967"
2594,경남,거제시,1,0,0,0,0,"41,301"
2595,경남,양산시,1,0,0,0,0,"53,752"
2596,경남,고성군,1,0,0,0,0,"8,468"
2597,경남,고성군,1,0,0,0,0,"12,941"
2598,경남,남해군,1,0,0,0,0,"16,460"
2599,경남,하동군,1,0,0,0,0,"23,272"
2600,경남,산청군,1,0,0,0,0,"4,865"
2601,경남,함양군,1,0,0,0,0,"21,610"
2602,경남,함양군,1,0,0,0,0,"37,645"
2603,경남,함양군,1,0,0,0,0,"13,640"
2604,경남,거창군,1,0,0,0,0,"21,402"
2605,경남,거창군,1,0,0,0,0,"27,719"
2606,경남,거창군,1,0,0,0,0,"41,460"
2607,경남,합천군,1,0,0,0,0,"49,122"
2608,제주,제주시,1,0,0,0,0,"104,906"
2609,제주,제주시,1,0,0,0,0,"172,371"
2610,제주,제주시,1,0,0,0,0,"157,910"
2611,제주,제주시,1,0,0,0,0,"199,239"
2612,제주,제주시,1,0,0,0,0,"41,596"
2613,제주,제주시,1,0,0,0,0,"105,932"
2614,제주,제주시,1,0,0,0,0,"69,253"
2615,제주,제주시,1,0,0,0,0,"288,418"
2616,제주,제주시,1,0,0,0,0,"57,318"
2617,제주,제주시,1,0,0,0,0,"50,554"
2618,제주,제주시,1,0,0,0,0,"30,888"
2619,제주,제주시,1,0,0,0,0,"91,019"
2620,제주,제주시,1,0,0,0,0,"42,462"
2621,제주,제주시,1,0,0,0,0,"115,294"
2622,제주,제주시,1,0,0,0,0,"104,656"
2623,제주,제주시,2,0,0,0,0,"504,616"
2624,제주,제주시,1,0,0,0,0,"192,754"
2625,제주,제주시,1,0,0,0,0,"225,038"
2626,제주,제주시,1,0,0,0,0,"145,226"
2627,제주,제주시,1,0,0,0,0,"124,623"
2628,제주,제주시,1,0,0,0,0,"109,603"
2629,제주,제주시,1,0,0,0,0,"311,538"
2630,제주,서귀포시,1,0,0,0,0,"197,901"
2631,제주,서귀포시,1,0,0,0,0,"81,457"
2632,제주,제주시,1,0,0,0,0,"179,532"
2633,제주,제주시,1,0,0,0,0,"122,577"
2634,제주,제주시,1,0,0,0,0,"99,233"
2635,제주,제주시,1,0,0,0,0,"67,846"
2636,제주,제주시,1,0,0,0,0,"61,315"
2637,제주,제주시,1,0,0,0,0,"79,589"
2638,제주,제주시,1,0,0,0,0,"85,606"
2639,제주,제주시,2,0,0,0,0,"72,510"
2640,제주,제주시,1,0,0,0,0,"155,813"
2641,제주,제주시,1,0,0,0,0,"91,183"
2642,제주,제주시,1,0,0,0,0,"62,580"
2643,제주,제주시,1,0,0,0,0,"131,932"
2644,제주,제주시,1,0,0,0,0,"58,063"
2645,제주,제주시,1,0,0,0,0,"119,338"
2646,제주,제주시,1,0,0,0,0,"100,452"
2647,제주,제주시,1,0,0,0,0,"95,032"
2648,제주,제주시,1,0,0,0,0,"88,189"
2649,제주,제주시,1,0,0,0,0,"2,435"
2650,제주,제주시,1,0,0,0,0,"68,436"
2651,제주,제주시,1,0,0,0,0,"51,543"
2652,제주,제주시,1,0,0,0,0,"85,594"
2653,제주,서귀포시,1,0,0,0,0,"99,524"
2654,제주,서귀포시,1,0,0,0,0,"180,992"
2655,제주,서귀포시,1,0,0,0,0,"135,382"
2656,제주,서귀포시,1,0,0,0,0,"51,813"
2657,제주,서귀포시,1,0,0,0,0,"86,638"
2658,제주,서귀포시,1,0,0,0,0,"34,064"
2659,제주,서귀포시,1,0,0,0,0,"191,796"
2660,제주,서귀포시,1,0,0,0,0,"113,517"
2661,제주,서귀포시,1,0,0,0,0,"136,599"
2662,제주,서귀포시,1,0,0,0,0,"97,171"
2663,제주,서귀포시,1,0,0,0,0,"181,290"
2664,제주,서귀포시,1,0,0,0,0,"158,643"
2665,제주,서귀포시,1,0,0,0,0,"191,368"
2666,제주,서귀포시,1,0,0,0,0,"32,987"
2667,제주,서귀포시,1,0,0,0,0,"65,015"
2668,제주,서귀포시,1,0,0,0,0,"81,860"
2669,제주,서귀포시,1,0,0,0,0,"75,523"
2670,제주,서귀포시,1,0,0,0,0,"98,069"
2671,제주,서귀포시,1,0,0,0,0,"38,152"
2672,제주,서귀포시,1,0,0,0,0,"34,569"
2673,제주,서귀포시,1,0,0,0,0,"101,251"
2674,제주,서귀포시,1,0,0,0,0,"53,684"
2675,제주,서귀포시,1,0,0,0,0,"85,052"
2676,제주,서귀포시,1,0,0,0,0,"39,164"
2677,제주,서귀포시,1,0,0,0,0,"58,623"
2678,제주,서귀포시,1,0,0,0,0,"173,839"
2679,세종,세종시,1,0,0,0,0,"15,146"
2680,서울,강남구,1,0,0,0,0,"82,960"
2681,서울,강남구,1,0,0,0,0,"44,199"
2682,서울,강동구,1,0,0,0,0,"14,772"
2683,서울,강동구,1,0,0,0,0,"52,890"
2684,서울,강동구,1,0,0,0,0,"48,442"
2685,서울,강서구,1,0,0,0,0,"21,441"
2686,서울,강서구,1,0,0,0,0,"47,759"
2687,서울,강서구,1,0,0,0,0,"10,619"
2688,서울,강서구,1,0,0,0,0,"39,321"
2689,서울,강서구,1,0,0,0,0,"123,368"
2690,서울,관악구,1,0,0,0,0,"54,248"
2691,서울,관악구,1,0,0,0,0,"12,098"
2692,서울,관악구,2,0,0,0,0,"284,822"
2693,서울,관악구,1,0,0,0,0,"35,594"
2694,서울,관악구,1,0,0,0,0,"21,980"
2695,서울,광진구,1,0,0,0,0,"94,844"
2696,서울,구로구,1,0,0,0,0,"59,619"
2697,서울,노원구,1,0,0,0,0,"43,702"
2698,서울,노원구,1,0,0,0,0,"51,219"
2699,서울,노원구,2,0,0,0,0,"120,607"
2700,서울,동대문구,1,0,0,0,0,"75,269"
2701,서울,동작구,1,0,0,0,0,"39,181"
2702,서울,마포구,1,0,0,0,0,"63,393"
2703,서울,마포구,1,0,0,0,0,"55,893"
2704,서울,서대문구,2,0,0,0,0,"75,550"
2705,서울,서초구,1,0,0,0,0,"98,070"
2706,서울,서초구,1,0,0,0,0,"20,250"
2707,서울,송파구,3,0,0,0,0,"233,068"
2708,서울,송파구,1,0,0,0,0,"82,582"
2709,서울,영등포구,1,0,0,0,0,"54,319"
2710,서울,영등포구,1,0,0,0,0,"66,590"
2711,서울,영등포구,1,0,0,0,0,"23,606"
2712,서울,영등포구,1,0,0,0,0,"76,464"
2713,서울,영등포구,1,0,0,0,0,"51,280"
2714,서울,용산구,1,0,0,0,0,"52,205"
2715,서울,용산구,1,0,0,0,0,"55,230"
2716,서울,은평구,1,0,0,0,0,"34,477"
2717,서울,은평구,1,0,0,0,0,"87,645"
2718,서울,종로구,1,0,0,0,0,"28,085"
2719,서울,종로구,1,0,0,0,0,"75,360"
2720,서울,중구,2,0,0,0,0,"40,090"
2721,서울,중랑구,1,0,0,0,0,"66,587"
2722,서울,중랑구,1,0,0,0,0,"61,744"
2723,서울,중랑구,1,0,0,0,0,"76,509"
2724,제주,서귀포시,1,0,0,0,0,"97,220"
2725,제주,서귀포시,1,0,0,0,0,"47,915"
2726,제주,서귀포시,1,0,0,0,0,"146,497"
2727,제주,서귀포시,1,0,0,0,0,"135,926"
2728,제주,서귀포시,1,0,0,0,0,"167,412"
2729,제주,서귀포시,5,0,0,0,0,"456,551"
2730,제주,서귀포시,1,0,0,0,0,"189,465"
2731,제주,서귀포시,1,0,0,0,0,"117,949"
2732,제주,서귀포시,1,0,0,0,0,"113,010"
2733,제주,서귀포시,1,0,0,0,0,"158,921"
2734,제주,서귀포시,2,0,0,0,0,"401,891"
2735,제주,서귀포시,1,0,0,0,0,"161,278"
2736,제주,서귀포시,2,0,0,0,0,"423,886"
2737,제주,서귀포시,1,0,0,0,0,"70,230"
2738,제주,서귀포시,1,0,0,0,0,"59,818"
2739,제주,서귀포시,5,0,0,0,0,"439,992"
2740,제주,서귀포시,1,0,0,0,0,"52,432"
2741,제주,서귀포시,1,0,0,0,0,"88,119"
2742,제주,제주시,1,0,0,0,0,"130,197"
2743,제주,제주시,1,0,0,0,0,"66,397"
2744,제주,제주시,1,0,0,0,0,"137,246"
2745,제주,제주시,1,0,0,0,0,"121,446"
2746,제주,제주시,1,0,0,0,0,"57,391"
2747,제주,제주시,1,0,0,0,0,"176,352"
2748,제주,제주시,1,0,0,0,0,"207,814"
2749,제주,제주시,1,0,0,0,0,"155,051"
2750,제주,제주시,1,0,0,0,0,"77,514"
2751,제주,제주시,1,0,0,0,0,"154,592"
2752,제주,제주시,1,0,0,0,0,"142,757"
2753,제주,제주시,1,0,0,0,0,"145,395"
2754,제주,제주시,1,0,0,0,0,"156,624"
2755,제주,제주시,1,0,0,0,0,"149,114"
2756,제주,제주시,1,0,0,0,0,"80,511"
2757,제주,제주시,1,0,0,0,0,"151,129"
2758,제주,제주시,1,0,0,0,0,"89,550"
2759,제주,제주시,1,0,0,0,0,"186,998"
2760,제주,제주시,3,0,0,0,0,"463,872"
2761,제주,제주시,1,0,0,0,0,"198,795"
2762,전남,강진군,1,0,0,0,0,"49,095"
2763,전남,구례군,1,0,0,0,0,"35,737"
2764,전남,신안군,1,0,0,0,0,"18,642"
2765,전남,장성군,1,0,0,0,0,"54,260"
2766,경북,김천시,1,0,0,0,0,"28,586"
2767,경북,문경시,1,0,0,0,0,"107,714"
2768,경북,봉화군,1,0,0,0,0,"34,707"
2769,경북,상주시,1,0,0,0,0,"32,715"
2770,경북,성주군,1,0,0,0,0,"76,821"
2771,경북,영양군,1,0,0,0,0,"29,816"
2772,경북,영주시,1,0,0,0,0,"38,543"
2773,경북,예천군,1,0,0,0,0,"38,478"
2774,경북,울진군,1,0,0,0,0,"44,742"
2775,경북,의성군,1,0,0,0,0,"47,867"
2776,경북,칠곡군,1,0,0,0,0,"64,636"
2777,강원,고성군,1,0,0,0,0,"35,391"
2778,강원,속초시,1,0,0,0,0,"97,582"
2779,강원,양구군,1,0,0,0,0,"56,302"
2780,강원,정선군,1,0,0,0,0,"15,947"
2781,강원,태백시,1,0,0,0,0,"57,801"
2782,강원,화천군,1,0,0,0,0,"30,659"
2783,부산,금정구,1,0,0,0,0,"40,230"
2784,부산,동래구,1,0,0,0,0,"59,165"
2785,부산,부산진구,1,0,0,0,0,"61,077"
2786,부산,부산진구,1,0,0,0,0,"61,509"
2787,부산,사상구,1,0,0,0,0,"30,789"
2788,부산,수영구,1,0,0,0,0,"15,132"
2789,부산,수영구,1,0,0,0,0,"48,147"
2790,부산,연제구,1,0,0,0,0,"83,111"
2791,부산,영도구,1,0,0,0,0,"25,999"
2792,부산,중구,1,0,0,0,0,"55,881"
2793,부산,해운대구,1,0,0,0,0,"100,375"
2794,대구,남구,1,0,0,0,0,"161,399"
2795,충남,논산시,1,0,0,0,0,"98,806"
2796,충남,서천군,1,0,0,0,0,"29,820"
2797,충북,보은군,1,0,0,0,0,"26,295"
2798,인천,강화군,1,0,0,0,0,"56,307"
2799,인천,계양구,1,0,0,0,0,"49,771"
2800,인천,남동구,1,0,0,0,0,"110,299"
2801,인천,부평구,1,0,0,0,0,"80,190"
2802,인천,서구,1,0,0,0,0,"60,147"
2803,인천,서구,1,0,0,0,0,"93,108"
2804,인천,서구,1,0,0,0,0,"28,386"
2805,인천,연수구,1,0,0,0,0,"90,182"
2806,인천,옹진군,1,0,0,0,0,"20,761"
2807,인천,중구,1,0,0,0,0,"94,543"
2808,경기,고양시,1,0,0,0,0,"53,727"
2809,경기,고양시,1,0,0,0,0,"115,963"
2810,경기,과천시,1,0,0,0,0,"41,023"
2811,경기,광주시,1,0,0,0,0,"50,154"
2812,경기,구리시,1,0,0,0,0,"61,865"
2813,경기,남양주시,1,0,0,0,0,"83,525"
2814,경기,부천시,1,0,0,0,0,"118,308"
2815,경기,부천시,1,0,0,0,0,"57,462"
2816,경기,부천시,1,0,0,0,0,"95,705"
2817,경기,성남시,1,0,0,0,0,"67,000"
2818,경기,성남시,1,0,0,0,0,"101,565"
2819,경기,시흥시,1,0,0,0,0,"41,658"
2820,경기,안산시,1,0,0,0,0,"63,818"
2821,경기,안산시,1,0,0,0,0,"89,197"
2822,경기,안양시,1,0,0,0,0,"65,242"
2823,경기,안양시,1,0,0,0,0,"80,122"
2824,경기,양주시,1,0,0,0,0,"30,906"
2825,경기,오산시,1,0,0,0,0,"62,766"
2826,경기,용인시,1,0,0,0,0,"83,392"
2827,경기,용인시,1,0,0,0,0,"50,378"
2828,경기,의정부시,1,0,0,0,0,"36,345"
2829,경기,파주시,1,0,0,0,0,"61,509"
2830,경기,평택시,1,0,0,0,0,"47,321"
2831,경기,하남시,1,0,0,0,0,"95,135"
2832,경기,화성시,1,0,0,0,0,"69,935"
2833,대전,서구,1,0,0,0,0,"7,094"
2834,대전,서구,1,0,0,0,0,"97,192"
2835,대전,서구,1,0,0,0,0,"49,036"
2836,대전,유성구,1,0,0,0,0,"58,182"
2837,대전,유성구,1,0,0,0,0,"96,762"
2838,대전,유성구,1,0,0,0,0,"60,384"
2839,대전,유성구,1,0,0,0,0,"85,546"
2840,대전,유성구,1,0,0,0,0,"42,628"
2841,대전,중구,1,0,0,0,0,"35,575"
2842,경북,경주시,1,0,0,0,0,"66,252"
2843,경기,용인시,2,0,0,0,0,"257,660"
2844,경기,용인시,2,0,0,0,0,"225,573"
2845,경북,김천시,2,0,0,0,0,"100,335"
2846,경북,김천시,2,0,0,0,0,"111,756"
2847,경북,칠곡군,4,0,0,0,0,"227,379"
2848,경북,칠곡군,2,0,0,0,0,"229,394"
2849,대전,대덕구,1,0,0,0,0,"79,985"
2850,서울,서초구,2,0,0,0,0,"192,478"
2851,충남,천안시,2,0,0,0,0,"197,564"
2852,충남,천안시,3,0,0,0,0,"322,436"
2853,충북,옥천군,3,0,0,0,0,"186,686"
2854,경남,양산시,3,0,0,0,0,"144,649"
2855,충북,청주시,1,0,0,0,0,"85,509"
2856,충북,옥천군,2,0,0,0,0,"74,268"
2857,충북,옥천군,1,0,0,0,0,"9,316"
2858,충북,음성군,2,0,0,0,0,"95,910"
2859,충북,청주시,1,0,0,0,0,"150,305"
2860,충북,청주시,2,0,0,0,0,"155,944"
2861,충북,청주시,1,0,0,0,0,"112,582"
2862,충북,영동군,1,0,0,0,0,"38,965"
2863,충북,영동군,2,0,0,0,0,"105,687"
2864,전남,함평군,2,0,0,0,0,"24,880"
2865,전남,함평군,2,0,0,0,0,"49,686"
2866,전북,고창군,2,0,0,0,0,"119,463"
2867,전북,고창군,2,0,0,0,0,"101,995"
2868,충남,보령시,1,0,0,0,0,"29,913"
2869,충남,보령시,1,0,0,0,0,"45,413"
2870,충남,서산시,2,0,0,0,0,"93,750"
2871,충남,서천군,2,0,0,0,0,"74,913"
2872,충남,서천군,2,0,0,0,0,"63,012"
2873,충남,홍성군,1,0,0,0,0,"51,539"
2874,충남,홍성군,1,0,0,0,0,"43,677"
2875,전남,곡성군,2,0,0,0,0,"94,399"
2876,전남,곡성군,2,0,0,0,0,"84,335"
2877,전남,장성군,2,0,0,0,0,"76,897"
2878,전남,순천시,1,0,0,0,0,"40,275"
2879,전북,완주군,2,0,0,0,0,"142,044"
2880,전북,완주군,2,0,0,0,0,"120,076"
2881,전북,정읍시,1,0,0,0,0,"72,064"
2882,전북,정읍시,1,0,0,0,0,"69,370"
2883,충남,논산시,1,0,0,0,0,"103,217"
2884,경기,이천시,1,0,0,0,0,"54,541"
2885,경기,이천시,1,0,0,0,0,"78,698"
2886,충북,음성군,2,0,0,0,0,"98,026"
2887,경북,경주시,1,0,0,0,0,"108,967"
2888,경북,경주시,1,0,0,0,0,"90,564"
2889,경남,고성군,1,0,0,0,0,"56,181"
2890,경남,고성군,1,0,0,0,0,"52,245"
2891,경남,산청군,2,0,0,0,0,"71,464"
2892,경남,산청군,2,0,0,0,0,"97,610"
2893,전북,장수군,1,0,0,0,0,"79,832"
2894,전북,무주군,1,0,0,0,0,"75,860"
2895,충남,금산군,1,0,0,0,0,"85,097"
2896,충남,금산군,1,0,0,0,0,"81,874"
2897,경남,함양군,1,0,0,0,0,"72,713"
2898,경남,함양군,1,0,0,0,0,"69,685"
2899,경북,문경시,1,0,0,0,0,"182,829"
2900,경북,문경시,2,0,0,0,0,"243,703"
2901,경기,여주시,2,0,0,0,0,"42,282"
2902,경기,여주시,2,0,0,0,0,"50,753"
2903,경남,창녕군,2,0,0,0,0,"133,018"
2904,충북,괴산군,1,0,0,0,0,"106,852"
2905,충북,괴산군,2,0,0,0,0,"228,534"
2906,경남,함안군,2,0,0,0,0,"142,836"
2907,경기,하남시,1,0,0,0,0,"147,882"
2908,대구,달성군,2,0,0,0,0,"93,014"
2909,대구,달성군,2,0,0,0,0,"81,103"
2910,충북,충주시,1,0,0,0,0,"154,380"
2911,충북,충주시,1,0,0,0,0,"183,096"
2912,경북,군위군,2,0,0,0,0,"159,701"
2913,경북,칠곡군,1,0,0,0,0,"84,280"
2914,강원,원주시,3,0,0,0,0,"89,342"
2915,강원,원주시,3,0,0,0,0,"76,506"
2916,충북,단양군,1,0,0,0,0,"80,606"
2917,충북,단양군,1,0,0,0,0,"100,076"
2918,강원,원주시,2,0,0,0,0,"125,421"
2919,강원,원주시,1,0,0,0,0,"118,050"
2920,강원,홍천군,1,0,0,0,0,"40,263"
2921,강원,강릉시,3,0,0,0,0,"41,682"
2922,강원,강릉시,3,0,0,0,0,"31,335"
2923,강원,동해시,2,0,0,0,0,"73,496"
2924,강원,강릉시,3,0,0,0,0,"72,171"
2925,경남,사천시,1,0,0,0,0,"40,798"
2926,경남,사천시,1,0,0,0,0,"54,157"
2927,전남,보성군,1,0,0,0,0,"70,003"
2928,전남,보성군,1,0,0,0,0,"50,210"
2929,경남,함안군,1,0,0,0,0,"84,265"
2930,경남,거창군,1,0,0,0,0,"75,775"
2931,경남,거창군,1,0,0,0,0,"87,237"
2932,전남,함평군,2,0,0,0,0,"56,908"
2933,전북,남원시,2,0,0,0,0,"96,521"
2934,전북,남원시,2,0,0,0,0,"84,235"
2935,전북,순창군,2,0,0,0,0,"73,175"
2936,경북,성주군,1,0,0,0,0,"45,080"
2937,경북,경주시,2,0,0,0,0,"84,559"
2938,경북,경주시,2,0,0,0,0,"80,856"
2939,경북,경산시,2,0,0,0,0,"144,611"
2940,경북,영천시,2,0,0,0,0,"126,616"
2941,전북,진안군,2,0,0,0,0,"65,462"
2942,전북,진안군,2,0,0,0,0,"77,641"
2943,경북,의성군,2,0,0,0,0,"69,460"
2944,경북,의성군,2,0,0,0,0,"67,107"
2945,충북,보은군,1,0,0,0,0,"141,537"
2946,충남,공주시,1,0,0,0,0,"53,190"
2947,충남,공주시,1,0,0,0,0,"74,898"
2948,충남,예산군,1,0,0,0,0,"63,669"
2949,충남,예산군,1,0,0,0,0,"69,101"
2950,경기,안성시,1,0,0,0,0,"59,315"
2951,경기,안성시,1,0,0,0,0,"67,901"
2952,충북,음성군,2,0,0,0,0,"120,136"
2953,충북,음성군,3,0,0,0,0,"135,629"
2954,충북,충주시,2,0,0,0,0,"78,211"
2955,강원,강릉시,3,0,0,0,0,"132,971"
2956,강원,강릉시,3,0,0,0,0,"105,257"
2957,경기,이천시,2,0,0,0,0,"125,850"
2958,경기,이천시,1,0,0,0,0,"48,690"
2959,경기,여주시,1,0,0,0,0,"114,515"
2960,경기,여주시,1,0,0,0,0,"131,609"
2961,경기,용인시,2,0,0,0,0,"182,303"
2962,경기,용인시,2,0,0,0,0,"189,842"
2963,강원,평창군,1,0,0,0,0,"104,181"
2964,경기,구리시,1,0,0,0,0,"99,360"
2965,경기,성남시,2,0,0,0,0,"39,576"
2966,경남,김해시,2,0,0,0,0,"80,237"
2967,충남,부여군,1,0,0,0,0,"49,287"
2968,충남,부여군,1,0,0,0,0,"65,356"
2969,경기,화성시,1,0,0,0,0,"8,055"
2970,경기,시흥시,2,0,0,0,0,"14,274"
2971,경북,김천시,2,0,0,0,0,"24,708"
2972,경남,창원시,1,0,0,0,0,"20,489"
2973,대전,대덕구,1,0,0,0,0,"33,248"
2974,강원,원주시,1,0,0,0,0,"21,335"
2975,전남,담양군,1,0,0,0,0,"14,664"
2976,경북,구미시,2,0,0,0,0,"216,668"
2977,경북,의성군,2,0,0,0,0,"153,656"
2978,경북,군위군,2,0,0,0,0,"188,803"
2979,경기,광주시,1,0,0,0,0,"114,414"
2980,경기,광주시,1,0,0,0,0,"151,983"
2981,경기,양평군,1,0,0,0,0,"116,577"
2982,경기,양평군,1,0,0,0,0,"124,694"
2983,경기,오산시,1,0,0,0,0,"44,439"
2984,경기,오산시,1,0,0,0,0,"67,799"
2985,경기,시흥시,4,0,0,0,0,"304,434"
2986,경기,시흥시,4,0,0,0,0,"248,046"
2987,강원,춘천시,2,0,0,0,0,"112,407"
2988,강원,춘천시,2,0,0,0,0,"82,158"
2989,전북,전주시,1,0,0,0,0,"17,695"
2990,전북,군산시,2,0,0,0,0,"88,904"
2991,전북,익산시,3,0,0,0,0,"84,820"
2992,충남,서산시,1,0,0,0,0,"65,191"
2993,경남,창원시,2,0,0,0,0,"95,862"
2994,인천,부평구,1,0,0,0,0,"32,019"
2995,전남,장성군,2,0,0,0,0,"99,524"
2996,강원,원주시,3,0,0,0,0,"130,136"
2997,전남,목포시,2,0,0,0,0,"69,793"
2998,경남,김해시,1,0,0,0,0,"77,642"
2999,충북,옥천군,1,0,0,0,0,"48,372"
3000,서울,강남구,1,0,0,0,0,"62,754"
3001,서울,서대문구,1,0,0,0,0,"45,041"
3002,서울,동작구,1,0,0,0,0,"89,063"
3003,인천,서구,1,0,0,0,0,"52,637"
3004,인천,연수구,2,0,0,0,0,"49,719"
3005,경기,수원시,1,0,0,0,0,"32,350"
3006,경기,안성시,1,0,0,0,0,"128,121"
3007,경기,의정부시,1,0,0,0,0,"41,233"
3008,경기,시흥시,1,0,0,0,0,"13,342"
3009,경기,시흥시,1,0,0,0,0,"4,677"
3010,경기,파주시,1,0,0,0,0,"37,323"
3011,경기,포천시,0,1,2,0,0,"52,856"
3012,경기,의정부시,1,0,0,0,0,"19,711"
3013,경기,의정부시,2,0,0,0,0,"5,192"
3014,경기,남양주시,2,0,0,0,0,"45,500"
3015,경기,김포시,2,0,0,0,0,"46,618"
3016,경기,용인시,2,0,2,0,0,"71,010"
3017,경기,양주시,1,0,0,0,0,"39,114"
3018,인천,서구,1,0,0,0,0,"51,067"
3019,경기,수원시,1,0,0,0,0,"47,620"
3020,경기,수원시,2,0,0,0,0,"39,826"
3021,경기,화성시,2,0,0,0,0,"39,802"
3022,경기,오산시,1,0,0,0,0,"21,866"
3023,경기,의왕시,1,0,0,0,0,"50,967"
3024,경기,군포시,1,0,0,0,0,"18,282"
3025,경기,안산시,1,0,0,0,0,"27,627"
3026,인천,서구,2,0,0,0,0,"96,697"
3027,서울,도봉구,1,0,0,0,0,"21,651"
3028,경기,의정부시,1,0,0,0,0,"17,975"
3029,경기,양주시,1,0,0,0,0,"13,036"
3030,서울,금천구,2,0,0,0,0,"48,454"
3031,경기,남양주시,1,0,0,0,0,"33,112"
3032,경기,동두천시,1,0,0,0,0,"35,562"
3033,경기,성남시,2,0,0,0,0,"82,560"
3034,서울,중구,2,0,0,0,0,"30,620"
3035,경기,파주시,2,0,0,0,0,"92,379"
3036,경남,산청군,2,0,0,0,0,"6,635"
3037,경남,하동군,2,0,0,0,0,"12,522"
3038,경남,남해군,2,0,0,0,0,"10,293"
