번호,광역지자체,시군구, 50키로와트 , 100키로와트 , 100키로와트듀얼 , 200키로와트듀얼 , 300키로와트이상 ,  사용량(키로와트시)  
1189,서울,세종시,1,0,0,0,0,"2,442"
1190,경기,세종시,2,0,0,0,0,"2,421"
1191,경북,세종시,1,0,0,0,0,"2,416"
1192,경남,세종시,0,2,0,0,0,"2,395"
1193,경남,세종시,1,0,0,0,0,"2,392"
1194,경기,세종시,1,0,0,0,0,"2,380"
1195,전북,세종시,0,1,0,0,0,"2,315"
1196,경남,세종시,0,2,0,0,0,"2,291"
1197,경기,세종시,0,1,0,0,0,"2,273"
1198,경남,세종시,1,0,0,0,0,"2,272"
1199,경북,세종시,1,1,0,0,0,"2,243"
1200,울산,세종시,1,0,0,0,0,"2,206"
1201,경기,세종시,1,0,0,0,0,"2,185"
1202,서울,세종시,1,0,0,0,0,"2,180"
1203,경남,세종시,1,0,0,0,0,"2,144"
1204,제주,세종시,2,0,0,0,0,"2,144"
1205,광주,세종시,2,0,0,0,0,"2,137"
1206,경남,세종시,0,1,0,0,0,"2,124"
1207,경남,세종시,0,1,0,0,0,"2,098"
1208,경북,세종시,0,2,0,0,0,"2,096"
1209,경북,세종시,1,0,0,0,0,"2,068"
1210,충남,세종시,1,0,0,0,0,"2,048"
1211,경남,세종시,1,0,0,0,0,"2,039"
1212,충남,세종시,1,0,0,0,0,"2,033"
1213,경북,세종시,2,0,0,0,0,"2,027"
1214,경기,세종시,1,0,0,0,0,"2,004"
1215,경남,세종시,0,1,0,0,0,"1,979"
1216,경북,세종시,0,1,0,0,0,"1,974"
1217,경북,세종시,0,2,0,0,0,"1,959"
1218,경남,세종시,0,1,0,0,0,"1,957"
1219,대구,세종시,0,1,0,0,0,"1,942"
1220,충남,세종시,0,1,0,0,0,"1,937"
1221,경기,세종시,1,0,0,0,0,"1,934"
1222,대전,세종시,1,0,0,0,0,"1,914"
1223,인천,세종시,0,1,0,0,0,"1,907"
1224,충남,세종시,2,0,0,0,0,"1,900"
1225,강원,세종시,1,0,0,0,0,"1,887"
1226,경북,세종시,2,0,0,0,0,"1,876"
1227,서울,세종시,2,0,0,0,0,"1,854"
1228,충북,세종시,0,2,0,0,0,"1,853"
1229,충북,세종시,0,2,0,0,0,"1,838"
1230,경북,세종시,1,0,0,0,0,"1,798"
1231,서울,세종시,1,0,0,0,0,"1,796"
1232,전북,세종시,2,0,0,0,0,"1,786"
1233,경남,세종시,1,0,0,0,0,"1,767"
1234,충남,세종시,1,0,0,0,0,"1,758"
1235,서울,세종시,1,0,0,0,0,"1,741"
1236,전북,세종시,0,1,0,0,0,"1,737"
1237,대구,세종시,0,2,0,0,0,"1,721"
1238,인천,세종시,1,0,0,0,0,"1,720"
1239,경남,세종시,0,2,0,0,0,"1,711"
1240,인천,세종시,1,0,0,0,0,"1,710"
1241,전남,세종시,1,0,0,0,0,"1,654"
1242,충북,세종시,1,0,0,0,0,"1,641"
1243,경기,세종시,1,0,0,0,0,"1,635"
1244,경기,세종시,1,0,0,0,0,"1,634"
1245,경기,세종시,0,2,0,0,0,"1,629"
1246,경북,세종시,2,0,0,0,0,"1,620"
1247,경기,세종시,1,0,0,0,0,"1,619"
1248,충남,세종시,0,1,0,0,0,"1,609"
1249,서울,세종시,2,0,0,0,0,"1,607"
1250,경기,세종시,1,0,0,0,0,"1,606"
1251,충북,세종시,2,0,0,0,0,"1,598"
1252,전북,세종시,2,0,0,0,0,"1,596"
1253,강원,세종시,1,0,0,0,0,"1,570"
1254,강원,세종시,1,0,0,0,0,"1,535"
1255,경북,세종시,0,1,0,0,0,"1,532"
1256,경북,세종시,1,0,0,0,0,"1,532"
1257,강원,세종시,1,0,0,0,0,"1,521"
1258,전북,세종시,0,1,0,0,0,"1,514"
1259,대구,세종시,1,0,0,0,0,"1,508"
1260,서울,세종시,1,0,0,0,0,"1,507"
1261,전남,세종시,0,2,0,0,0,"1,503"
1262,서울,세종시,4,2,0,0,0,"1,501"
1263,세종,세종시,1,1,0,0,0,"1,486"
1264,전남,강진군,1,0,0,0,0,"1,457"
1265,경기,용인시,1,0,0,0,0,"1,446"
1266,경남,남해군,1,0,0,0,0,"1,440"
1267,경기,화성시,1,0,0,0,0,"1,418"
1268,서울,마포구,1,0,0,0,0,"1,411"
1269,서울,마포구,1,0,0,0,0,"1,399"
1270,경남,거제시,0,1,0,0,0,"1,375"
1271,경북,경주시,0,1,0,0,0,"1,374"
1272,경남,창원시,0,1,0,0,0,"1,372"
1273,부산,해운대구,0,0,0,0,0,"1,367"
1274,경기,수원시,2,0,0,0,0,"1,365"
1275,인천,강화군,0,2,0,0,0,"1,355"
1276,경남,창녕군,1,0,0,0,0,"1,352"
1277,경북,고령군,0,1,0,0,0,"1,334"
1278,경기,화성시,0,1,0,0,0,"1,329"
1279,충북,진천군,0,1,0,0,0,"1,323"
1280,전북,군산시,0,1,0,0,0,"1,320"
1281,경기,오산시,1,0,0,0,0,"1,316"
1282,경기,화성시,2,0,0,0,0,"1,292"
1283,경남,함안군,0,1,0,0,0,"1,286"
1284,서울,도봉구,0,1,0,0,0,"1,264"
1285,충북,충주시,1,0,0,0,0,"1,243"
1286,충북,옥천군,0,1,0,0,0,"1,224"
1287,서울,중구,0,3,0,0,0,"1,186"
1288,전북,군산시,0,1,0,0,0,"1,178"
1289,경기,수원시,2,0,0,0,0,"1,151"
1290,전남,진도군,1,0,0,0,0,"1,121"
1291,경북,영천시,1,0,0,0,0,"1,116"
1292,경남,창녕군,1,0,0,0,0,"1,107"
1293,부산,사상구,0,1,0,0,0,"1,100"
1294,충남,논산시,0,2,0,0,0,"1,095"
1295,경남,하동군,2,0,0,0,0,"1,069"
1296,경기,고양시,0,2,0,0,0,"1,067"
1297,경남,함안군,1,0,0,0,0,"1,066"
1298,경남,거제시,0,1,0,0,0,"1,025"
1299,전남,강진군,1,0,0,0,0,"1,018"
1300,경남,함안군,1,0,0,0,0,"1,014"
1301,강원,횡성군,1,0,0,0,0,"1,003"
1302,경남,남해군,1,0,0,0,0,996
1303,강원,인제군,0,1,0,0,0,995
1304,경남,창원시,0,2,0,0,0,988
1305,경기,평택시,1,0,0,0,0,985
1306,경북,군위군,1,0,0,0,0,982
1307,전북,정읍시,1,0,0,0,0,955
1308,충남,예산군,0,1,0,0,0,938
1309,서울,양천구,0,2,0,0,0,935
1310,경북,김천시,2,0,0,0,0,932
1311,경남,김해시,3,0,0,0,0,924
1312,전남,담양군,1,0,0,0,0,916
1313,경북,울릉군,2,0,0,0,0,907
1314,대구,남구,2,0,0,0,0,904
1315,경북,칠곡군,0,1,0,0,0,903
1316,충북,옥천군,0,2,0,0,0,896
1317,전남,순천시,0,1,0,0,0,873
1318,경북,영천시,1,0,0,0,0,870
1319,광주,동구,2,0,0,0,0,870
1320,경북,고령군,0,1,0,0,0,857
1321,인천,강화군,1,0,0,0,0,853
1322,경남,함안군,0,1,0,0,0,827
1323,광주,광산구,1,0,0,0,0,813
1324,경기,성남시,1,0,0,0,0,811
1325,충남,논산시,1,0,0,0,0,805
1326,강원,태백시,1,0,0,0,0,801
1327,광주,북구,1,0,0,0,0,798
1328,전북,정읍시,1,0,0,0,0,773
1329,서울,구로구,1,0,0,0,0,771
1330,경남,창원시,2,0,0,0,0,770
1331,경기,양주시,1,0,0,0,0,767
1332,충북,충주시,1,0,0,0,0,761
1333,충남,논산시,2,0,0,0,0,754
1334,제주,제주시,0,1,0,0,0,743
1335,충남,홍성군,1,0,0,0,0,738
1336,충남,논산시,0,2,0,0,0,731
1337,전북,전주시,1,0,0,0,0,709
1338,경북,칠곡군,0,1,0,0,0,704
1339,전북,진안군,1,0,0,0,0,701
1340,충남,공주시,0,1,0,0,0,686
1341,충북,음성군,1,0,0,0,0,676
1342,전북,전주시,0,1,0,0,0,664
1343,서울,노원구,0,1,0,0,0,654
1344,강원,양구군,1,0,0,0,0,652
1345,경남,남해군,1,0,0,0,0,643
1346,서울,관악구,1,0,0,0,0,630
1347,경남,함양군,0,1,0,0,0,622
1348,경남,창원시,0,2,0,0,0,617
1349,경기,오산시,2,0,0,0,0,617
1350,전북,전주시,0,1,0,0,0,604
1351,경북,칠곡군,1,0,0,0,0,604
1352,전남,나주시,1,0,0,0,0,603
1353,경기,용인시,1,0,0,0,0,594
1354,부산,금정구,0,1,0,0,0,593
1355,경기,성남시,1,0,0,0,0,588
1356,부산,금정구,0,1,0,0,0,587
1357,충북,괴산군,0,2,0,0,0,586
1358,대구,북구,0,1,0,0,0,577
1359,충남,공주시,0,1,0,0,0,574
1360,광주,광산구,0,1,0,0,0,569
1361,전북,전주시,0,1,0,0,0,558
1362,경북,영천시,1,0,0,0,0,538
1363,전북,익산시,1,0,0,0,0,530
1364,경남,함양군,0,1,0,0,0,518
1365,경남,함안군,1,0,0,0,0,517
1366,광주,북구,2,0,0,0,0,509
1367,울산,동구,1,0,0,0,0,508
1368,경북,성주군,0,2,0,0,0,506
1369,경북,포항시,1,0,0,0,0,504
1370,충남,논산시,2,0,0,0,0,497
1371,충남,당진시,1,0,0,0,0,492
1372,광주,서구,0,1,0,0,0,488
1373,경남,하동군,0,1,0,0,0,481
1374,경기,수원시,2,0,0,0,0,476
1375,충남,논산시,2,0,0,0,0,468
1376,광주,북구,1,0,0,0,0,465
1377,경북,영천시,1,0,0,0,0,462
1378,경남,함안군,0,1,0,0,0,461
1379,서울,동작구,1,0,0,0,0,453
1380,충남,논산시,0,2,0,0,0,451
1381,경남,창녕군,1,0,0,0,0,448
1382,경남,밀양시,0,1,0,0,0,437
1383,경남,거제시,0,1,0,0,0,436
1384,광주,서구,1,1,0,0,0,424
1385,전남,담양군,1,0,0,0,0,420
1386,경기,화성시,1,0,0,0,0,400
1387,경남,거제시,0,1,0,0,0,399
1388,전남,구례군,0,1,0,0,0,388
1389,전남,담양군,0,1,0,0,0,386
1390,전북,군산시,0,1,0,0,0,377
1391,충남,부여군,0,1,0,0,0,369
1392,대구,동구,2,0,0,0,0,368
1393,서울,중구,2,0,0,0,0,347
1394,경남,하동군,0,1,0,0,0,347
1395,충북,영동군,1,0,0,0,0,329
1396,경기,수원시,2,0,0,0,0,325
1397,부산,사상구,1,0,0,0,0,323
1398,충북,충주시,1,0,0,0,0,318
1399,전북,전주시,0,1,0,0,0,318
1400,경기,고양시,0,2,0,0,0,315
1401,경북,경주시,0,1,0,0,0,312
1402,인천,강화군,0,1,0,0,0,308
1403,서울,서초구,0,1,0,0,0,307
1404,전북,무주군,0,1,0,0,0,307
1405,인천,연수구,2,0,0,0,0,301
1406,경남,창원시,0,2,0,0,0,301
1407,경북,칠곡군,0,1,0,0,0,295
1408,경기,오산시,1,0,0,0,0,290
1409,경북,포항시,2,0,0,0,0,290
1410,전남,함평군,1,0,0,0,0,286
1411,전남,나주시,1,0,0,0,0,285
1412,대구,중구,0,1,0,0,0,282
1413,강원,양양군,1,0,0,0,0,281
1414,전남,장성군,0,2,0,0,0,278
1415,경남,거제시,0,1,0,0,0,277
1416,충남,부여군,0,1,0,0,0,271
1417,전북,순창군,0,1,0,0,0,269
1418,경남,창녕군,1,0,0,0,0,264
1419,전남,목포시,0,1,0,0,0,251
1420,서울,영등포구,0,0,0,0,0,251
1421,강원,강릉시,1,0,0,0,0,246
1422,경기,화성시,1,0,0,0,0,241
1423,대구,달성군,1,2,0,0,0,240
1424,경기,오산시,1,0,0,0,0,239
1425,서울,서대문구,0,1,0,0,0,238
1426,경기,화성시,0,1,0,0,0,236
1427,경북,포항시,1,0,0,0,0,230
1428,경남,남해군,1,0,0,0,0,228
1429,제주,제주시,1,0,0,0,0,226
1430,충남,공주시,1,0,0,0,0,226
1431,경기,화성시,1,0,0,0,0,224
1432,광주,광산구,0,1,0,0,0,220
1433,전북,완주군,0,1,0,0,0,215
1434,전북,익산시,0,1,0,0,0,210
1435,광주,서구,1,0,0,0,0,209
1436,경남,함양군,0,1,0,0,0,204
1437,경북,칠곡군,0,2,0,0,0,203
1438,경남,거제시,0,1,0,0,0,191
1439,경기,파주시,1,0,0,0,0,191
1440,전북,부안군,1,0,0,0,0,185
1441,전남,나주시,0,2,0,0,0,178
1442,경북,포항시,2,0,0,0,0,175
1443,경북,고령군,0,1,0,0,0,175
1444,전북,군산시,1,1,0,0,0,174
1445,경남,창녕군,1,0,0,0,0,171
1446,경남,밀양시,0,1,0,0,0,170
1447,대전,중구,0,2,0,0,0,166
1448,광주,동구,1,0,0,0,0,162
1449,인천,강화군,0,1,0,0,0,162
1450,전남,장성군,0,1,0,0,0,162
1451,경북,경주시,0,2,0,0,0,158
1452,경남,진주시,0,1,0,0,0,150
1453,대구,달서구,2,0,0,0,0,146
1454,서울,서대문구,2,0,0,0,0,145
1455,광주,광산구,1,0,0,0,0,144
1456,광주,북구,1,0,0,0,0,144
1457,경북,경산시,1,0,0,0,0,144
1458,경남,창원시,0,1,0,0,0,136
1459,경북,포항시,1,0,0,0,0,134
1460,경남,하동군,1,0,0,0,0,132
1461,전남,장성군,0,1,0,0,0,130
1462,강원,인제군,1,0,0,0,0,129
1463,경북,포항시,2,0,0,0,0,124
1464,경남,하동군,1,0,0,0,0,124
1465,충남,논산시,1,0,0,0,0,123
1466,서울,중구,2,0,0,0,0,122
1467,부산,금정구,0,1,0,0,0,116
1468,경남,함양군,0,1,0,0,0,113
1469,경남,창녕군,1,0,0,0,0,101
1470,경남,함안군,1,0,0,0,0,96
1471,경북,포항시,2,0,0,0,0,91
1472,부산,금정구,0,1,0,0,0,89
1473,광주,광산구,2,4,0,0,0,87
1474,충남,부여군,0,1,0,0,0,84
1475,전북,무주군,0,1,0,0,0,83
1476,경기,파주시,1,0,0,0,0,79
1477,경남,김해시,2,0,0,0,0,71
1478,충남,금산군,1,0,0,0,0,66
1479,경기,파주시,1,0,0,0,0,63
1480,경북,경주시,0,1,0,0,0,62
1481,대구,달서구,2,0,0,0,0,62
1482,경북,북구,1,0,0,0,0,61
1483,충남,부여군,0,1,0,0,0,61
1484,경북,칠곡군,0,1,0,0,0,56
1485,경남,하동군,0,1,0,0,0,54
1486,인천,강화군,0,1,0,0,0,53
1487,인천,옹진군,1,0,0,0,0,49
1488,경북,포항시,1,0,0,0,0,47
1489,경남,창녕군,0,1,0,0,0,43
1490,충남,부여군,0,1,0,0,0,35
1491,충남,당진시,0,2,0,0,0,32
1492,전남,나주시,0,1,0,0,0,31
1493,충남,부여군,0,1,0,0,0,27
1494,전남,영암군,2,0,0,0,0,26
1495,서울,강서구,1,0,0,0,0,26
1496,충남,당진시,0,1,0,0,0,26
1497,전남,장성군,0,1,0,0,0,26
1498,경남,창원시,0,1,0,0,0,25
1499,대구,북구,3,0,0,0,0,24
1500,충남,당진시,0,1,0,0,0,22
1501,경북,고령군,0,1,0,0,0,21
1502,경남,창녕군,0,1,0,0,0,20
1503,경북,고령군,0,1,0,0,0,20
1504,경남,함양군,0,2,0,0,0,19
1505,대구,수성구,2,0,0,0,0,18
1506,대구,북구,1,0,0,0,0,17
1507,충북,진천군,2,0,0,0,0,16
1508,경북,포항시,1,0,0,0,0,15
1509,경남,창원시,1,0,0,0,0,12
1510,서울,영등포구,2,0,0,0,0,9
1511,서울,서초구,0,2,0,0,0,8
1512,경북,칠곡군,2,0,0,0,0,7
1513,광주,북구,2,0,0,0,0,6
1514,경북,포항시,1,0,0,0,0,6
1515,경북,고령군,0,1,0,0,0,6
1516,경기,부천시,1,0,0,0,0,5
1517,경북,포항시,1,0,0,0,0,4
1518,전남,나주시,2,0,0,0,0,3
1519,서울,강북구,1,0,0,0,0,3
1520,전북,전주시,1,1,0,0,0,3
1521,인천,강화군,0,1,0,0,0,3
1522,경북,포항시,1,0,0,0,0,2
1523,전남,나주시,0,1,0,0,0,2
1524,충남,당진시,0,1,0,0,0,2
1525,서울,서초구,4,0,0,0,0,2
1526,충남,당진시,0,1,0,0,0,2
1527,강원,강릉시,1,0,0,0,0,1
1528,전남,나주시,0,2,0,0,0,1
1529,경북,포항시,1,0,0,0,0,1
1530,경북,고령군,0,1,0,0,0,1
1531,부산,북구,0,1,0,0,0,  
1532,서울,금천구,1,0,0,0,0,  
1533,대구,북구,3,0,0,0,0,  
1534,전남,나주시,0,1,0,0,0,  
1535,경기,안양시,1,0,0,0,0,  
1536,부산,남구,10,,,,,"12,031"
1537,부산,남구,4,,,,,"6,433"
1538,경기,성남시,,,3,,,"77,345"
1539,대구,동구,,,1,,,"3,991"
1540,울산,울주군,,,2,,,"11,026"
1541,충남,서천군,,,1,,,"2,525"
1542,강원,횡성군,,,2,,,"3,640"
1543,전북,고창군,,,2,,,"1,920"
1544,대전,중구,,,1,,,"74,538"
1545,경기,용인시,,,1,,,"66,915"
1546,경기,과천시,,,1,,,  
1547,서울,용산구,,,2,,,"8,000"
1548,제주,제주시,,,1,,,"4,876"
1549,부산,남구,,,6,,,"15,073"
1550,부산,남구,,,2,,,"8,414"
1551,경기,고양시,,,2,,,"2,660"
1552,경남,창원시,,,2,,,"1,988"
1553,전북,김제시,,,2,,,"3,507"
1554,전북,전주시,,,2,,,"9,165"
1555,대전,유성구,,,1,,,"91,537"
1556,대구,동구,,,1,,,"61,857"
1557,서울,강서구,2,,,,,"125,369"
1558,인천,남동구,,,1,,,"104,658"
1559,경기,안양시,,,1,,,"80,592"
1560,경기,시흥시,,,1,,,"97,557"
1561,부산,사하구,,,1,,,"75,930"
1562,인천,부평구,,,1,,,"110,732"
1563,경기,화성시,,,1,,,"47,880"
1564,부산,해운대구,,,1,,,"51,044"
1565,제주,제주시,,,1,,,"70,058"
1566,경기,용인시,,,1,,,"58,745"
1567,서울,강남구,,,2,,,"240,410"
1568,경기,고양시,,,1,,,"94,817"
1569,경기,수원시,2,,,,,"76,408"
1570,경기,부천시,,,2,,,"140,401"
1571,경기,부천시,,,1,,,"113,394"
1572,경기,고양시,,,1,,,"75,392"
1573,광주,북구,,,1,,,"43,474"
1574,대전,대덕구,,,1,,,"155,121"
1575,울산,남구,,,1,,,"73,372"
1576,광주,남구,,,1,,,"41,398"
1577,경기,의정부시,,,1,,,"89,776"
1578,서울,강동구,2,,,,,"158,374"
1579,경기,시흥시,2,,,,,"24,421"
1580,경기,고양,,,1,,,"65,008"
1581,서울,영등포구,,,1,,,"28,453"
1582,광주,광산구,2,,,,,"33,511"
1583,경기,고양시,2,,,,,"88,445"
1584,경기,고양시,2,,,,,"90,025"
1585,대구,북구,,,1,,,"8,690"
1586,대구,수성구,,,1,,,"26,584"
1587,대구,달서구,,,1,,,"17,801"
1588,대구,달서구,2,,,,,"45,463"
1589,인천,남동구,,1,,,,"98,177"
1590,인천,서구,2,,,,,"56,119"
1591,경기,부천시,2,,,,,"50,772"
1592,부산,해운대구,,,1,,,"16,471"
1593,제주,서귀포시,2,,,,,"16,733"
1594,부산,해운대구,,2,,,,"43,869"
1595,대전,유성구,2,,,,,"22,300"
1596,서울,서초구,,1,,,,"35,399"
1597,서울,관악구,0,1,0,0,,"48,009"
1598,경기,성남시,0,2,0,0,,"22,299"
1599,서울,서초구,0,2,0,0,,"34,510"
1600,인천,중구,0,2,0,0,,"73,159"
1601,서울,강남구,,1,,,,"34,714"
1602,경기,구리시,,2,,,,"28,394"
1603,경기,고양시,,2,,,,"22,432"
1604,서울,동작구,,2,,,,"25,681"
1605,경기,시흥시,,2,,,,"12,252"
1606,서울,동대문구,,2,,,,"23,009"
1607,경기,의정부시,,2,,,,"38,894"
1608,부산,해운대구,,2,,,,"28,219"
1609,서울,은평구,,1,,,,"20,353"
1610,서울,강동구,1,,,,1,"24,254"
1611,강원,양양군,,,2,,,"16,694"
1612,강원,춘천시,,,1,,,"16,761"
1613,경기,고양시,,,1,,,"41,024"
1614,경기,성남시,,,1,,,"41,171"
1615,경기,수원시,,,1,,,"43,373"
1616,경기,시흥시,,,1,,,"59,843"
1617,경기,안산시,,,1,,,"31,138"
1618,경기,화성시,,,1,,,"57,870"
1619,경남,창원시,,,1,,,"57,246"
1620,경상,포항시,,,1,,,"67,957"
1621,대구,북구,,,1,,,"24,674"
1622,대구,북구,,,1,,,"5,668"
1623,대구,북구,,,1,,,"8,269"
1624,대전,유성구,,,1,,,"17,265"
1625,부산,부산진구,,,1,,,"92,062"
1626,서울,성동구,,,1,,,"140,267"
1627,서울,종로구,,,1,,,"11,351"
1628,서울,영등포구,,,1,,,"31,982"
1629,울산,남구,,,1,,,"32,682"
1630,울산,남구,,,1,,,"4,000"
1631,울산,남구,,,1,,,"15,630"
1632,인천,중구,,,2,,,"92,322"
1633,인천,미추홀구,,,1,,,"135,885"
1634,제주,서귀포시,,,1,,,"3,338"
1635,제주,서귀포시,,,1,,,"18,477"
1636,제주,서귀포시,,,1,,,"4,198"
1637,제주,제주시,,,1,,,"4,795"
1638,제주,제주시,,,1,,,"60,972"
1639,제주,제주시,,,2,,,"37,036"
1640,충남,계룡시,,,1,,,"26,101"
1641,경기,평택시,,,1,,,"5,417"
1642,경기,평택시,,,1,,,"15,440"
1643,인천,계양구,,,1,,,"54,187"
1644,경기,고양시,,,1,,,"7,001"
1645,서울,성북구,,,1,,,"27,695"
1646,서울,양천구,,,1,,,"31,867"
1647,부산,해운대구,,1,,,,255
1648,경기,김포시,,,1,,,"4,938"
1649,부산,해운대구,,,1,,,224
1650,서울,양천구,,,,1,,  
1651,인천,동구,,,1,,,"3,151"
1652,경기,성남시,,1,,,,305
1653,경기,시흥시,,,1,,,764
1654,경기,의정부시,,1,,,,"3,913"
1655,서울,중구,,,,1,,  
1656,인천,동구,,1,,,,"2,824"
1657,경기,평택시,,1,,,,"2,330"
1658,대구,수성구,,1,,,,545
1659,서울,금천구,1,,,,1,  
1660,제주,제주시,5,,,,,"4,348"
1661,제주,제주시,5,,,,,"11,574"
1662,제주,서귀포시,2,,,,,"3,268"
1663,제주,서귀포시,2,,,,,"5,779"
1664,제주,제주시,2,,,,,"13,793"
1665,제주,서귀포시,1,,,,,"1,156"
1666,제주,제주시,1,,,,,"2,012"
1667,제주,제주시,2,,,,,"9,650"
1668,제주,서귀포시,2,,,,,"2,434"
1669,충북,진천군,1,,,,,"35,339"
1670,대전,대덕구,1,,,,,"27,206"
1671,충남,예산군,1,,,,,"18,054"
1672,충북,증평군,1,,,,,"15,793"
1673,충북,청주시,1,,,,,"20,569"
1674,충남,공주시,1,,,,,"56,311"
1675,대전,유성구,1,,,,,"28,216"
1676,경기,안성시,1,,,,,"8,501"
1677,전북,군산시,1,,,,,"26,000"
1678,충북,충주시,1,,,,,"37,467"
1679,충북,충주시,1,,,,,"8,790"
1680,충남,당진시,1,,,,,"21,630"
1681,경기,포천시,1,,,,,"13,986"
1682,강원,원주시,2,,,,,"29,481"
1683,경남,김해시,1,,,,,"11,046"
1684,부산,동래구,1,,,,,"25,965"
1685,경북,청도군,1,,,,,"23,160"
1686,대구,북구,2,,,,,"26,351"
1687,경북,포항시,1,,,,,"38,108"
1688,부산,북구,1,,,,,"12,641"
1689,강원,강릉시,1,,,,,"17,455"
1690,강원,영월군,1,,,,,"7,831"
1691,강원,원주시,1,,,,,"9,076"
1692,강원,인제군,1,,,,,"23,139"
1693,강원,인제군,1,,,,,"9,551"
1694,강원,춘천시,1,,,,,"16,075"
1695,대구,달성군,,,,,,"55,792"
1696,전북,부안군,1,,,,,"43,984"
1697,대구,북구,1,,,,,"33,868"
1698,경북,경산시,1,,,,,"35,470"
1699,경남,사천시,1,,,,,"18,520"
1700,경남,창원시,1,,,,,"9,469"
1701,경북,경산시,2,,,,,"20,895"
1702,경북,청도군,1,,,,,"3,776"
1703,경남,합천군,1,,,,,"19,330"
1704,경남,합천군,1,,,,,"11,492"
1705,경북,청도군,1,,,,,"27,453"
1706,경북,포항시,1,,,,,"8,565"
1707,부산,사상구,6,,,,,"173,104"
1708,경남,합천군,1,,,,,"15,622"
1709,경남,거제시,1,,,,,"25,670"
1710,대구,동구,1,,,,,"12,779"
1711,경북,경산시,1,,,,,"21,629"
1712,대구,중구,1,,,,,"43,073"
1713,대구,달성군,1,,,,,"49,908"
1714,대구,수성구,2,,,,,"37,288"
1715,강원,춘천시,2,,,,,"74,191"
1716,대구,달성군,1,,,,,"13,920"
1717,전남,담양군,2,,,,,"19,709"
1718,경북,포항시,,,1,,,"19,121"
1719,경북,경주시,,,1,,,"14,643"
1720,충북,충주시,1,,,,,"11,657"
1721,울산,중구,1,,,,,"10,188"
1722,제주,제주시,1,,,,,"38,011"
1723,대구,서구,1,,,,,"20,837"
1724,대구,수성구,1,,,,,"52,354"
1725,경북,구미시,1,,,,,"10,494"
1726,경북,포항시,1,,,,,"30,791"
1727,강원,삼척시,1,,,,,"6,610"
1728,경기,화성시,1,,,,,"20,862"
1729,강원,속초시,1,,,,,"6,536"
1730,대구,달서구,1,,,,,"10,728"
1731,경북,구미시,1,,,,,"11,498"
1732,경북,경주시,1,,,,,"12,040"
1733,경북,구미시,2,,,,,"18,506"
1734,경기,용인시,8,,,,,"67,426"
1735,경기,용인시,1,,,,,"2,937"
1736,경기,평택시,1,,,,,"25,851"
1737,충북,청주시,1,,,,,"9,709"
1738,경남,창원시,1,,,,,"21,614"
1739,대구,달성군,,,3,,,"51,712"
1740,경남,합천군,1,,,,,"4,822"
1741,제주,서귀포시,1,,,,,"7,794"
1742,대구,달성군,1,,,,,"2,944"
1743,경북,청도군,1,,,,,"13,344"
1744,대구,달성군,2,3,,,,"6,820"
1745,경북,경산시,1,,,,,"29,713"
1746,경북,영덕군,1,,,,,"7,180"
1747,경남,거제시,1,,,,,"8,646"
1748,충북,괴산군,1,,1,,,"17,082"
1749,대구,달서구,1,,,,,"12,368"
1750,경기,남양주시,,,2,,,"47,366"
1751,경북,경주시,1,,,,,"8,406"
1752,제주,서귀포시,1,,,,,"7,119"
1753,경북,포항시,,,1,,,"21,013"
1754,제주,서귀포시,1,,,,,"6,029"
1755,제주,서귀포시,1,,,,,"12,286"
1756,제주,서귀포시,1,,,,,"15,734"
1757,제주,서귀포시,1,,,,,"20,301"
1758,대구,동구,2,,,,,"10,803"
1759,경기,성남시,,,1,,,"73,158"
1760,충남,아산시,1,1,,,,"59,538"
1761,제주,제주시,1,,,,,"16,171"
1762,경북,문경시,,,1,,,"8,241"
1763,충북,괴산군,,,1,,,"5,202"
1764,충북,괴산군,,,1,,,"1,286"
1765,충북,충주시,,,1,,,"1,636"
1766,대구,동구,,,2,,,"3,396"
1767,제주,서귀포시,,,1,,,"5,649"
1768,대전,중구,,,1,,,"78,207"
1769,부산,사상구,1,,,,,"5,243"
1770,부산,사상구,1,,,,,"7,103"
1771,강원,속초시,,,1,,,"16,588"
1772,강원,속초시,,,,,,"18,582"
1773,부산,해운대구,1,,,,,"3,697"
1774,경기,시흥시,1,,,,,"12,095"
1775,경기,용인시,5,,,,,"10,840"
1776,제주,제주시,2,,,,,"14,585"
1777,제주,제주시,4,,,,,"30,295"
1778,제주,서귀포시,5,,,,,"14,257"
1779,제주,제주시,3,,,,,"15,400"
1780,제주,제주시,3,,,,,"47,300"
1781,제주,제주시,3,,,,,253
1782,제주,제주시,1,,,,,"13,404"
1783,제주,서귀포시,3,,,,,"46,085"
1784,제주,서귀포시,2,,,,,"7,296"
1785,제주,제주시,2,,,,,"6,178"
1786,제주,제주시,1,,,,,"1,239"
1787,제주,제주시,3,,,,,"6,878"
1788,제주,서귀포시,2,,,,,"14,888"
1789,제주,제주시,5,,,,,"15,864"
1790,제주,제주시,1,,,,,"2,371"
1791,제주,서귀포시,3,,,,,"2,421"
1792,제주,제주시,1,,,,,"1,391"
1793,제주,제주시,2,,,,,"5,386"
1794,제주,제주시,1,,,,,"3,889"
1795,제주,제주시,3,,,,,"14,789"
1796,제주,제주시,1,,,,,"5,896"
1797,제주,제주시,2,,,,,"3,652"
1798,제주,서귀포시,1,,,,,713
