시구,설치장소,주소,급속충전기(대),완속충전기(대),지원차종
서울특별시,신림 주공2단지,서울특별시 관악구 신림동 광신길 86,0 ,3 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,신림동부센트레빌,서울특별시 관악구 신림동 미성3길 16,0 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,신림서초 아파트,서울특별시 관악구 신림동 호암로16길 5,0 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,신림쌍용 아파트,서울특별시 관악구 신림동 미성길 122,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,은천2단지 아파트,서울특별시 관악구 봉천동 인헌12길 46-1,1 ,1 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,청광 아파트,서울특별시 관악구 신림로3가길 45-24,0 ,1 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,강변테크노마트 주차장,서울특별시 광진구 구의동 546-4,5 ,1 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,광장힐스테이트 아파트,서울특별시 광진구 광장동 아차산로 537-17,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,광진구청 주차장,서울특별시 광진구 자양로 117,1 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,광진하우스토리한강,서울특별시 광진구 자양동 구의강변로1길 44,0 ,1 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,구의삼성쉐르빌상가,서울특별시 광진구 구의동 199-18,3 ,0 ,"SM3 Z.E,테슬라"
서울특별시,구의삼성쉐르빌아파트,서울특별시 광진구 구의동 199-18,0 ,5 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,더샵스타시티 아파트,서울특별시 광진구 자양동 아차산로 262,1 ,4 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,뚝도충전소,서울특별시 광진구 자양3동 510-8,2 ,1 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,자양10차현대홈타운,서울특별시 광진구 자양동 뚝섬로34길 25-19,0 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,자양2동유수지 공영주차장,서울특별시 광진구 뚝섬로 52길 74,2 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,자양금강KCC 아파트,서울특별시 광진구 자양동 아차산로36길 13,0 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,장로회신학대학교,서울특별시 광진구 광장동 353,2 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,개봉대상아파트,서울특별시 구로구 개봉동 477,0 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,개봉영화 아파트,서울특별시 구로구 개봉동 475,1 ,1 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,경남1차 아파트,서울특별시 구로구 고척동 경인로47길 150,0 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,고척LIG리가 아파트,서울특별시 구로구 고척동 340,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,고척근린공원 지하주차장,서울특별시 구로구 고척로 45길 39,1 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,고척벽산블루밍 아파트,서울특별시 구로구 고척동 경인로 390,1 ,1 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,고척스카이돔,서울특별시 구로구 고척동 63-6,3 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,고척파크푸르지오,서울특별시 구로구 고척동 339,1 ,3 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,구로4동 주택가 공동,서울특별시 구로구 구로동 741-44,1 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,구로구청 주차장,서울특별시 구로구 구로동 435,1 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,구로리공원,서울특별시 구로구 구로동 139-82,1 ,0 ,"SM3 Z.E,테슬라"
서울특별시,구로삼성래미안,서울특별시 구로구 구로동 256-1,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,구로성호메이플라워,서울특별시 구로구 구로동 가마산로 283,0 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,구로아트밸리 지하1층,서울특별시 구로구 구로동 102,1 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,구로아트밸리 지하2층,서울특별시 구로구 구로동 102,1 ,0 ,"SM3 Z.E,테슬라"
서울특별시,구로중앙하이츠아파트,서울특별시 구로구 구로동 1269,0 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,근상프리즘아파트,서울특별시 구로구 구로동 1283,0 ,1 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,동아한신아파트,서울특별시 구로구 고척동 327,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,롯데 아파트,서울특별시 구로구 구로동 1263,1 ,1 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,신구로자이 아파트,서울특별시 구로구 구로동 501,0 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,신도림 쌍용플래티넘노블,서울특별시 구로구 구로동 46-7,0 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,신도림7차e-편한세상아파트,서울특별시 구로구 신도림동 신도림로 56-13,0 ,3 ,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV"
서울특별시,신도림동아1차 아파트,서울특별시 구로구 신도림로 87,1 ,3 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,오류푸르지오,서울특별시 구로구 오류동 346,1 ,1 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,천왕연지타운1단지,서울특별시 구로구 오류동 오류로 30,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,천왕이펜하우스2단지,서울특별시 구로구 천왕동 천왕로 92,1 ,3 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,천왕이펜하우스4단지 아파트,서울특별시 구로구 천왕동 천왕로 29,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,천왕이펜하우스5단지,서울특별시 구로구 천왕동 천왕로 10,1 ,3 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,하늘공원 공영주차장,서울특별시 구로구 가리봉동 1-11,1 ,0 ,"SM3 Z.E,테슬라"
서울특별시,항동하버라인3단지,서울특별시 구로구 항동 119-12,0 ,10 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,금나래체육문화센타,서울특별시 금천구 독산동 1148,1 ,0 ,"SM3 Z.E,테슬라"
서울특별시,금천구청 지상 주차장,서울특별시 금천구 시흥동 1020,1 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,남서울힐스테이트아파트,서울특별시 금천구 시흥동 시흥대로 165,2 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,메이퀸 웨딩홀,서울특별시 금천구 독산동 152-1,2 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,지식산업센터(대륭테크노타운2차),서울특별시 금천구 가산디지털1로 33-33,1 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,지식산업센터(동일테크노타운8차),서울특별시 금천구 범안로 17길 1,1 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,공릉2단지라이프 아파트,서울특별시 노원구 공릉동 섬밭로 156,1 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,공릉8단지청솔아파트,서울특별시 노원구 공릉동 91,0 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,공릉대동 아파트,서울특별시 노원구 공릉동 동일로175길 38,0 ,1 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,공릉대동2차,서울특별시 노원구 공릉동 동일로195길 39,0 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,공릉대아2차 아파트,서울특별시 노원구 공릉동 492-1,0 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,공릉동부 아파트,서울특별시 노원구 공릉동 공릉로 206,0 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,공릉동현대성우 아파트,서울특별시 노원구 공릉동 공릉로27길 110,0 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,공릉비선아파트,서울특별시 노원구 공릉동 화랑로51길 78,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,공릉풍림아파트,서울특별시 노원구 공릉동 섬밭로 139,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,노원구청,서울특별시 노원구 상계동 701-1,1 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,노원도봉지사,서울특별시 노원구 상계동 700,1 ,4 ,"SM3 Z.E,테슬라"
서울특별시,노원우성아파트,서울특별시 노원구 상계동 상계로7길 18,0 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,노원프레미어스엠코,서울특별시 노원구 공릉동 670-20,0 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,대주파크빌 아파트,서울특별시 노원구 공릉동 섬밭로 52,0 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,동신 아파트,서울특별시 노원구 공릉동 공릉로 213,1 ,1 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,동진신안 아파트,서울특별시 노원구 중계동 중계로 195,1 ,1 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,롯데우성 아파트,서울특별시 노원구 중계동 노원로22길 34,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,미주동방벽운 아파트,서울특별시 노원구 상계동 동일로250길 18,0 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,북서울시립미술관,서울특별시 노원구 중계동 508,4 ,0 ,"SM3 Z.E,테슬라"
서울특별시,삼육대학교,서울특별시 노원구 공릉동 26-21,2 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,상계동아불암아파트,서울특별시 노원구 상계동 덕릉로 780,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,상계동양 아파트,서울특별시 노원구 상계동 상계로5길 12,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,상계신동아 아파트,서울특별시 노원구 상계동 한글비석로52길 66,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,상계주공15단지,서울특별시 노원구 상계동 652,2 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,상계주공16단지아파트,서울특별시 노원구 상계동 624,1 ,1 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,서울과학기술대학교,서울특별시 노원구 공릉동 172,3 ,0 ,"SM3 Z.E,테슬라"
서울특별시,수락리버시티3단지,서울특별시 노원구 상계동 누원로 28,1 ,1 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,월계동세양청마루 아파트,서울특별시 노원구 월계동 석계로13길 35,0 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,월계우남 아파트,서울특별시 노원구 월계동 화랑로 355,0 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,월계청백1단지 아파트,서울특별시 노원구 월계동 초안산로 89,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,인재개발원,서울특별시 노원구 노원길 130,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,중계건영3차아파트,"서울특별시 노원구 노원로22길 71 (중계동, 건영3차아파트)",1 ,1 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,중계경남롯데상아 아파트,"서울특별시 노원구 섬밭로 265 (중계동, 경남,롯데,상아아파트)",2 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,중계삼성 아파트,서울특별시 노원구 중계동 중계로14나길 25,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,중계센트럴파크,"서울특별시 노원구 덕릉로70가길 21 (상계동, 중계센트럴파크)",1 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,중계우성3차아파트,서울특별시 노원구 중계동 덕릉로 613,0 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,중계주공4단지 아파트,서울특별시 노원구 중계동 덕릉로76길 29,1 ,3 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,중계현대2차 아파트,서울특별시 노원구 한글비석로 15길 51,0 ,1 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,학여울청구 아파트,서울특별시 노원구 하계동 동일로207길 186,1 ,4 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,한국원자력의학원,서울특별시 노원구 공릉동 215-4,1 ,0 ,"SM3 Z.E,테슬라"
서울특별시,현대그린 아파트,서울특별시 노원구 중계동 중계로8길 39,0 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,화랑타운,서울특별시 노원구 공릉동 화랑로51길 17,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,대상타운현대아파트,서울특별시 도봉구 방학동 720-1,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,도깨비시장 공영주차장,서울특별시 도봉구 방학동 632-1,1 ,0 ,"SM3 Z.E,테슬라"
서울특별시,도봉구민회관,"서울특별시 도봉구 도봉로 552 (창동, 도봉구민회관)",1 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,도봉구청,"서울특별시 도봉구 마들로 656 (방학동, 도봉구청)",1 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,도봉서원 아파트,서울특별시 도봉구 마들로 684-20,2 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,도봉현대성우 아파트,서울특별시 도봉구 마들로 735-8,1 ,1 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,동아에코빌 아파트,서울특별시 도봉구 도봉동 도봉로180길 6-23,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,동아청솔아파트,서울특별시 도봉구 창동 노해로69길 103,2 ,3 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,방학3동 주민센터,서울특별시 도봉구 방학동 498-16,1 ,0 ,"SM3 Z.E,테슬라"
서울특별시,방학4단지신동아,서울특별시 도봉구 방학동 방학로 200,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,방학5단지 신동아 아파트,서울특별시 도봉구 방학동 방학로12길 53,0 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,방학극동 아파트,서울특별시 도봉구 시루봉로 11길 25-8,1 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,방학금광포란재,서울특별시 도봉구 방학동 도봉로150바길 26,0 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,방학명품ESA2단지,서울특별시 도봉구 방학동 도봉로150길 43,0 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,방학우성1차 아파트,서울특별시 도봉구 방학동 해등로 286-5,1 ,3 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,북한산코오롱하늘채 아파트,서울특별시 도봉구 우이천로 367,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,서울가든 아파트,서울특별시 도봉구 도봉동 도봉산길 35,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,쌍문미라보아파트,"서울특별시 도봉구 시루봉로2길 62 (쌍문동, 쌍문미라보아파트)",0 ,1 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,쌍문염광 아파트,서울특별시 도봉구 쌍문동 우이천로30길 28,0 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,쌍문한양6차 아파트,서울특별시 도봉구 시루봉로 58,1 ,3 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,쌍문현대2차 아파트,서울특별시 도봉구 시루봉로 6길53,0 ,1 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,창3동 주민센터,서울특별시 도봉구 창동 462-2,1 ,0 ,"SM3 Z.E,테슬라"
서울특별시,창동2차현대아파트,서울특별시 도봉구 창동 도봉로136길 111,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,창동3차현대아파트,서울특별시 도봉구 창동 도봉로 428,0 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,창동대동 아파트,서울특별시 도봉구 창동 도봉로 642-30,0 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,창동대우아파트,"서울특별시 도봉구 덕릉로63가길 43 (창동, 창동대우아파트)",1 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,창동수산트리플 아파트,서울특별시 도봉구 창동 우이천로20길 6,0 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,창동쌍용 아파트,서울특별시 도봉구 창동 마들로 551,1 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,창동주공18단지아파트,"서울특별시 도봉구 노해로70길 126 (창동, 주공18단지아파트)",1 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,창동주공19단지,서울특별시 도봉구 창동 노해로 403,2 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,창동한승미메이드 아파트,서울특별시 도봉구 덕릉로 60길 164-13,1 ,1 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,창동한신 아파트,서울특별시 도봉구 창동 덕릉로60바길 21,0 ,1 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,한일병원,서울특별시 도봉구 쌍문동 388-1,1 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,홈플러스 방학점,서울특별시 도봉구 도봉로 678,1 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,효성하이타운,서울특별시 도봉구 방학동 방학로11길 33,0 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,답십리래미안위브1블럭,서울특별시 동대문구 답십리로 130,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,답십리래미안위브2블럭,서울특별시 동대문구 답십리로 130,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,동일스위트리버,서울특별시 동대문구 휘경동 366,1 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,래미안엘파인 아파트,서울특별시 동대문구 답십리동 한천로37길 33,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,배봉공영주차장,서울특별시 동대문구 휘경동 286-66,2 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,브라운스톤휘경,서울특별시 동대문구 휘경동 망우로20길 86,1 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,이문쌍용아파트,서울특별시 동대문구 이문동 한천로58길 47,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,장안힐스테이트 아파트,서울특별시 동대문구 장안동 장안벚꽃로1길 7,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
