지역,충전소명,충전기ID,설치년도,주소
제주특별자치도,제스코마트,11,2018,제주특별자치도 제주시 연북로 444
제주특별자치도,제스코마트,12,2018,제주특별자치도 제주시 연북로 444
충청남도,공주시청 주차장,1,2018,충청남도 공주시 봉황동 304-6
충청남도,공주시청 주차장,11,2018,충청남도 공주시 봉황동 304-6
충청남도,공주시청 주차장,12,2018,충청남도 공주시 봉황동 304-6
충청남도,장항전통시장,1,2018,충청남도 서천군 장항읍 성화로 92
충청남도,장항전통시장,11,2018,충청남도 서천군 장항읍 성화로 92
충청남도,장항전통시장,12,2018,충청남도 서천군 장항읍 성화로 92
충청남도,천안상록리조트,1,2018,충청남도 천안시 동남구 수신면 수신로 576
충청남도,천안상록리조트,11,2018,충청남도 천안시 동남구 수신면 수신로 576
충청남도,천안상록리조트,12,2018,충청남도 천안시 동남구 수신면 수신로 576
대전광역시,특허청 국제지식재산연수원,1,2018,대전광역시 유성구 과학로 82
대전광역시,특허청 국제지식재산연수원,2,2018,대전광역시 유성구 과학로 82
대전광역시,특허청 국제지식재산연수원,3,2018,대전광역시 유성구 과학로 82
대전광역시,특허청 국제지식재산연수원,4,2018,대전광역시 유성구 과학로 82
세종특별자치시,보람동 수변공원,11,2018,세종특별자치시 보람동 624-1
세종특별자치시,보람동 수변공원,12,2018,세종특별자치시 보람동 624-1
세종특별자치시,보람동 수변공원,13,2018,세종특별자치시 보람동 624-1
세종특별자치시,보람동 수변공원,14,2018,세종특별자치시 보람동 624-1
전라북도,동남부권 공영주차장,1,2018,전라북도 전주시 완산구 대성동 343-1
전라북도,동남부권 공영주차장,2,2018,전라북도 전주시 완산구 대성동 343-1
전라북도,동남부권 공영주차장,3,2018,전라북도 전주시 완산구 대성동 343-1
전라북도,동남부권 공영주차장,4,2018,전라북도 전주시 완산구 대성동 343-1
제주특별자치도,신화역사공원 조성사업,1,2018,제주특별자치도 서귀포시 안덕면 서광리 1279
제주특별자치도,신화역사공원 조성사업,2,2018,제주특별자치도 서귀포시 안덕면 서광리 1279
제주특별자치도,신화역사공원 조성사업,3,2018,제주특별자치도 서귀포시 안덕면 서광리 1279
제주특별자치도,신화역사공원 조성사업,4,2018,제주특별자치도 서귀포시 안덕면 서광리 1279
충청남도,독립기념관,1,2018,충청남도 천안시 동남구 목천읍 남화리 230-1
충청남도,독립기념관,2,2018,충청남도 천안시 동남구 목천읍 남화리 230-1
충청남도,독립기념관,3,2018,충청남도 천안시 동남구 목천읍 남화리 230-1
충청남도,독립기념관,4,2018,충청남도 천안시 동남구 목천읍 남화리 230-1
충청남도,예산휴게소(대전방향),1,2018,충청남도 예산군 신양면 당진영덕고속도로 34
충청남도,덕산면 종합복지센터,1,2018,충청남도 예산군 덕산면 신평리 362-8
충청남도,삽교읍 국민체육센터,1,2018,충청남도 예산군 삽교읍 신가꽃산서길 115
충청남도,천안휴게소(부산방향),1,2018,충청남도 천안시 동남구 수신면 성남로 793-40
충청남도,망향휴게소(부산방향),1,2018,충청남도 천안시 서북구 성거읍 돌다리길 23-37
충청남도,칠갑산자연휴양림,1,2018,충청남도 청양군 대치면 칠갑산로 668-103
충청남도,롯데마트 당진점,1,2018,충청남도 당진시 정안로 20
충청남도,모종동 제1공영주차장,1,2018,충청남도 아산시 모종동 562-4
충청남도,인주면 걸매리 제3공영주차장,1,2018,충청남도 아산시 인주면 걸매리 1049
충청남도,이인휴게소(천안방향),1,2018,충청남도 공주시 이인면 논산천안고속도로 32
충청남도,탄천휴게소(순천방향),1,2018,충청남도 공주시 탄천면 논산천안고속도로 27
충청남도,정안휴게소(순천방향),1,2018,충청남도 공주시 정안면 논산천안고속도로 57
충청남도,정안휴게소(천안방향),1,2018,충청남도 공주시 정안면 논산천안고속도로 58
세종특별자치시,새롬동 복합커뮤니티 센터,1,2018,세종특별자치시 새롬동 341-72
세종특별자치시,세종정부청사 13-2동,1,2018,세종특별자치시 한누리대로 402
세종특별자치시,세종정부청사 6동,1,2018,세종특별자치시 도움6로 11
세종특별자치시,정부세종컨벤션센터,1,2018,세종특별자치시 다솜 3로 66
충청남도,여객신터미널 주차장,11,2018,충청남도 태안군 근흥면 신진도리 528
충청남도,여객신터미널 주차장,12,2018,충청남도 태안군 근흥면 신진도리 528
충청남도,태안국립공원 몽산포 주차장,11,2018,충청남도 태안군 남면 신장리 360
충청남도,태안국립공원 몽산포 주차장,12,2018,충청남도 태안군 남면 신장리 360
충청남도,태안국민체육센터,11,2018,충청남도 태안군 태안읍 동문리 9-7
충청남도,태안국민체육센터,12,2018,충청남도 태안군 태안읍 동문리 9-7
충청남도,금마면 하나로마트,11,2018,충청남도 홍성군 금마면 가산리 488
충청남도,금마면 하나로마트,12,2018,충청남도 홍성군 금마면 가산리 488
충청남도,남당항 주차장,11,2018,충청남도 홍성군 서부면 남당리 859-2
충청남도,남당항 주차장,12,2018,충청남도 홍성군 서부면 남당리 859-2
전라북도,배산체육공원,11,2018,전라북도 익산시 동서로 5-40
전라북도,배산체육공원,12,2018,전라북도 익산시 동서로 5-40
강원도,도계종합회관 주차장,1,2018,강원도 삼척시 도계읍 도계로 202
강원도,원덕읍사무소 임원출장소,1,2018,강원도 삼척시 원덕읍 삼척로 1210
강원도,세계유기농수산 연구교육관,1,2018,강원도 삼척시 원덕읍 산양서원2길 46
강원도,양양곤충생태관,1,2018,강원도 양양군 강현면 동해대로 3094
강원도,양양문화복지회관,1,2018,강원도 양양군 양양읍 일출로 540
강원도,덕포보건지소,1,2018,강원도 영월군 영월읍 덕포리 574-68
강원도,성내12통 공영주차장,1,2018,강원도 삼척시 당저동1길 17-9
강원도,문막휴게소(강릉방향),1,2018,강원도 원주시 문막읍 원문로 1234
강원도,기린 제1공영주차장,1,2018,강원도 인제군 기린면 현리 634-7
강원도,남면사무소,1,2018,강원도 인제군 남면 신남로 58번길 37
강원도,민둥산 운동장,1,2018,강원도 정선군 남면 무릉리 784-4
강원도,임계면사무소,1,2018,강원도 정선군 임계면 서동로 4575
강원도,등선폭포주차장,1,2018,강원도 춘천시 서면 덕두원리 115-1
강원도,춘천휴게소(춘천방향),1,2018,강원도 춘천시 동내면 영서로 1432
강원도,대화면사무소,1,2018,강원도 평창군 대화면 남산1길 28
강원도,미탄면사무소,1,2018,강원도 평창군 미탄면 청옥산1길 1
강원도,방림면사무소,1,2018,강원도 평창군 방림면 서동로 1337
강원도,평창휴게소(강릉방향),1,2018,강원도 평창군 용평면 경강로 2159-58
강원도,내촌체육공원,1,2018,강원도 홍천군 내촌면 도관길 55
강원도,사창리 공영주차장,1,2018,강원도 화천군 사내면 사창리 457-6
강원도,횡성휴게소(강릉방향),1,2018,강원도 횡성군 안흥면 영동고속도로 154
강원도,횡성휴게소(인천방향),1,2018,강원도 횡성군 안흥면 영동고속도로 153
강원도,안흥면 행정복지센터,1,2018,강원도 횡성군 안흥면 안흥로 27
강원도,청일면 행정복지센터,1,2018,강원도 횡성군 청일면 유동로 17
강원도,노학동 주민센터,1,2018,강원도 속초시 동해대로 4245
강원도,간현국민관광지 주차장,1,2018,강원도 원주시 지정면 소금산길 21
경기도,가평환경성질환 예방관리센터,1,2018,경기도 가평군 상면 행현리 922
경기도,가평휴게소(춘천방향),1,2018,경기도 가평군 설악면 미사리로540번길 51
경기도,가평휴게소(서울방향),1,2018,경기도 가평군 설악면 미사리로 544
경기도,매송휴게소(시흥방향),1,2018,경기도 화성시 매송면 서해안고속도로 316-1
경기도,매송휴게소(목포방향),1,2018,경기도 화성시 매송면 서해안고속도로 315
경기도,롯데마트 영통점,1,2018,경기도 수원시 영통구 영통동 960-1
경기도,송죽공영주차장,1,2018,경기도 군포시 군포로609번안길 12
경기도,이마트 김포한강점,1,2018,경기도 김포시 김포한강7로 71
경기도,와부읍 제3공영주차장,1,2018,경기도 남양주시 와부읍 도곡리 1037-9
경기도,화도읍 제2공영주차장,1,2018,경기도 남양주시 화도읍 마석우리 338-1
경기도,다산행정복지센터,1,2018,경기도 남양주시 다산중앙로 7
경기도,롯데마트 수원점,1,2018,경기도 수원시 권선구 세화로 134
경기도,곡반정동 제2공영주차장,1,2018,경기도 수원시 권선구 곡반정동 553
경기도,세류역 환승주차장,1,2018,경기도 수원시 권선구 장지동 45-1
경기도,반월역환승주차장,1,2018,경기도 안산시 단원구 건건동 535-14
경기도,동안구청,1,2018,경기도 안양시 동안구 동안로 158
경기도,개군면복지회관,1,2018,경기도 양평군 개군면 추읍로 37
경기도,개군면사무소,1,2018,경기도 양평군 개군면 하자포길33번길 8
경기도,양동면사무소,1,2018,경기도 양평군 양동면 학둔지아래길 20
경기도,양평공영주차장,1,2018,경기도 양평군 양서면 용담리 507-10
경기도,여주휴게소(강릉방향),1,2018,경기도 여주시 가남읍 여주남로 722
경기도,여주휴게소(인천방향),1,2018,경기도 여주시 가남읍 화평길 116
경기도,내촌교육문화센터,1,2018,경기도 포천시 내촌면 내리 503
경기도,이마트 하남점,1,2018,경기도 하남시 덕풍서로 70
경기도,하남미사 근린공원15호 주차장,1,2018,경기도 하남시 망월동 728-9
경기도,하남미사 근린공원16호 주차장,1,2018,경기도 하남시 풍산동 118-2
경기도,하남미사 수변공원3호 주차장,1,2018,경기도 하남시 풍산동 148-3
경기도,화성휴게소(목포방향),1,2018,경기도 화성시 팔탄면 서해안고속도로 301
경기도,화성휴게소(시흥방향),1,2018,경기도 화성시 팔탄면 서해안고속도로 302
경기도,영북체육문화센터,1,2018,경기도 포천시 영북로 115
경기도,산정지 주차장,1,2018,경기도 포천시 영북면 산정리 451-3
경기도,죽산면사무소,1,2018,경기도 안성시 죽산면 죽산초교길 57-1
서울특별시,성애병원,1,2018,서울특별시 영등포구 여의대방로 53길 22
서울특별시,냉천길 공영주차장,1,2018,서울특별시 강북구 삼양로 230-12
서울특별시,미아동 공영주차장,1,2018,서울특별시 강북구 도봉로 61길 46
서울특별시,수유마을시장 공영주차장,1,2018,서울특별시 강북구 도봉로 69길 29
서울특별시,개봉1동 주민센터 옆 공영주차장,1,2018,서울특별시 구로구 개봉동 134-8
서울특별시,하늘공원주차장,1,2018,서울특별시 구로구 벚꽃로 370
서울특별시,쌍문2동 제3공영주차장,1,2018,서울특별시 도봉구 쌍문2동 710-4
서울특별시,서초구청,1,2018,서울특별시 서초구 남부순환로 2584
서울특별시,북한산국립공원 정릉탐방지원센터,1,2018,서울특별시 성북구 정릉동 829-1
서울특별시,북한산국립공원주차장,1,2018,서울특별시 은평구 진관동 278
서울특별시,부암동 주민센터,1,2018,서울특별시 종로구 창의문로 145
서울특별시,SETEC,1,2018,서울특별시 강남구 남부순환로3104
서울특별시,논현로22길 공영주차장,1,2018,서울특별시 강남구 개포로 25길 32
서울특별시,대청역 공영주차장,1,2018,서울특별시 강남구 개포동 13-2
서울특별시,압구정로29길 공영노상주차장,1,2018,서울특별시 강남구 압구정동 453
서울특별시,가오리 공영주차장,1,2018,서울특별시 강북구 삼양로107길 30
서울특별시,가양레포츠센터,1,2018,서울특별시 강서구 양천로61길 101
서울특별시,강서구민올림픽체육센터,1,2018,서울특별시 강서구 화곡로65길62
서울특별시,상계2동 공영주차장,1,2018,서울특별시 노원구 상계2동 373-13
서울특별시,DMC 산학협력연구센터,1,2018,서울특별시 마포구 매봉산로 37
서울특별시,마천동2공영주차장,1,2018,서울특별시 송파구 성내천로299-7
서울특별시,거여동공영주차장,1,2018,서울특별시 송파구 오금로68길8
서울특별시,천마공영주차장,1,2018,서울특별시 송파구 성내천로33가길20
서울특별시,이태원2동공영주차장,1,2018,서울특별시 용산구 회나무로 55
서울특별시,이마트 은평점,1,2018,서울특별시 은평구 은평로 111
서울특별시,신월5동 주민센터,1,2018,서울특별시 양천구 화곡로4길 10
서울특별시,신정1동 주민센터,1,2018,서울특별시 양천구 중앙로 32길 1
서울특별시,목2동 주민센터,1,2018,서울특별시 양천구 목동 중앙본로 120
서울특별시,송정동 공영주차장,1,2018,서울특별시 성동구 동일로 199
인천광역시,온수리 공영 주차장,1,2018,인천광역시 강화군 길상면 온수리 546-34
인천광역시,모탱이공원,1,2018,인천광역시 계양구 동양동 607-1
인천광역시,현대시장 공영주차장,1,2018,인천광역시 동구 송림동 49-172
인천광역시,인천나비공원 주차장,1,2018,인천광역시 부평구 청천동 125-3
인천광역시,가좌2동 행정복지센터,1,2018,인천광역시 서구 가좌동 30-105
인천광역시,이마트 동인천점,1,2018,인천광역시 중구 인중로 134
인천광역시,인천공항물류단지 행정지원센터,1,2018,인천광역시 중구 공항동로 296번길 69
인천광역시,월미공원 제2주차장,1,2018,인천광역시 중구 월미로 329
인천광역시,신기남부종합시장 주차장,1,2018,인천광역시 미추홀구 주안동 1311-17
인천광역시,인천교통공사 본사,1,2018,인천광역시 남동구 경인로 674
인천광역시,부평깡시장 공영주차장,1,2018,인천광역시 부평구 부흥로 315
인천광역시,갈산역 공영주차장,1,2018,인천광역시 부평구 갈산동 192
강원도,팔봉산 관광지 주차장,11,2018,강원도 홍천군 서면 한치골길 1122-54
강원도,팔봉산 관광지 주차장,12,2018,강원도 홍천군 서면 한치골길 1122-54
강원도,(구)거진수산센터 주차장,11,2018,강원도 고성군 거진읍 거진리 22-93
강원도,(구)거진수산센터 주차장,12,2018,강원도 고성군 거진읍 거진리 22-93
강원도,죽왕수협 수산물직매장 앞 주차장,11,2018,강원도 고성군 죽왕면 심층수길 14
강원도,죽왕수협 수산물직매장 앞 주차장,12,2018,강원도 고성군 죽왕면 심층수길 14
강원도,대이동굴관광센터앞 주차장,11,2018,강원도 삼척시 신기면 환선로 772
강원도,대이동굴관광센터앞 주차장,12,2018,강원도 삼척시 신기면 환선로 772
강원도,삼척해양레일바이크,11,2018,강원도 삼척시 근덕면 용화해변길 23
강원도,삼척해양레일바이크,12,2018,강원도 삼척시 근덕면 용화해변길 23
강원도,선등거리 주차타워,11,2018,강원도 화천군 화천읍 하리 16-6
강원도,선등거리 주차타워,12,2018,강원도 화천군 화천읍 하리 16-6
강원도,설악항 공영주차장,11,2018,강원도 속초시 동해대로 3664
강원도,설악항 공영주차장,12,2018,강원도 속초시 동해대로 3664
강원도,설악산국립공원점봉산분소,11,2018,강원도 인제군 인제읍 귀둔리 산242-18
강원도,설악산국립공원점봉산분소,12,2018,강원도 인제군 인제읍 귀둔리 산242-18
강원도,양구생태식물원,11,2018,강원도 양구군 동면 숨골로310번길 169
강원도,양구생태식물원,12,2018,강원도 양구군 동면 숨골로310번길 169
강원도,양구백자박물관,11,2018,강원도 양구군 방산면 평화로 5182
강원도,양구백자박물관,12,2018,강원도 양구군 방산면 평화로 5182
강원도,양구문화복지센터,11,2018,강원도 양구군 양구읍 비봉로73번길 52
강원도,양구문화복지센터,12,2018,강원도 양구군 양구읍 비봉로73번길 52
강원도,양구통일관,11,2018,강원도 양구군 해안면 후리 622
강원도,양구통일관,12,2018,강원도 양구군 해안면 후리 622
강원도,물치해안공원 주차장,11,2018,강원도 양양군 강현면 물치리 7-5
강원도,물치해안공원 주차장,12,2018,강원도 양양군 강현면 물치리 7-5
강원도,양양에너지월드,11,2018,강원도 양양군 서면 산얏골길 30
강원도,양양에너지월드,12,2018,강원도 양양군 서면 산얏골길 30
강원도,양양종합운동장 1주차장,11,2018,강원도 양양군 양양읍 성내리 118-1
강원도,양양종합운동장 1주차장,12,2018,강원도 양양군 양양읍 성내리 118-1
강원도,하조대 주차장,11,2018,강원도 양양군 현북면 하광정리 80-2
강원도,하조대 주차장,12,2018,강원도 양양군 현북면 하광정리 80-2
강원도,양양국제공항,11,2018,강원도 양양군 곤양면 공항로 201
강원도,양양국제공항,12,2018,강원도 양양군 곤양면 공항로 201
강원도,반곡관설동 행정복지센터,11,2018,강원도 원주시 입춘로 5
강원도,반곡관설동 행정복지센터,12,2018,강원도 원주시 입춘로 5
강원도,상남 제1공영주차장,11,2018,강원도 인제군 상남면 상남리 121-1
강원도,상남 제1공영주차장,12,2018,강원도 인제군 상남면 상남리 121-1
강원도,원통 주차장,11,2018,강원도 인제군 북면 원통리 682-1
강원도,원통 주차장,12,2018,강원도 인제군 북면 원통리 682-1
강원도,석탄회관 앞 공영주차장,11,2018,강원도 정선군 사북읍 사북리 354-27
강원도,석탄회관 앞 공영주차장,12,2018,강원도 정선군 사북읍 사북리 354-27
강원도,갈말읍사무소 주차장,11,2018,강원도 철원군 갈말읍 명성로 178
강원도,갈말읍사무소 주차장,12,2018,강원도 철원군 갈말읍 명성로 178
강원도,고석정 주차장,11,2018,강원도 철원군 동송읍 태봉로 1825
강원도,고석정 주차장,12,2018,강원도 철원군 동송읍 태봉로 1825
강원도,서면사무소 주차장,11,2018,강원도 철원군 서면 신술2길 40
강원도,서면사무소 주차장,12,2018,강원도 철원군 서면 신술2길 40
강원도,철원종합문화복지센터,11,2018,강원도 철원군 철원읍 금학로 330번길 12
강원도,철원종합문화복지센터,12,2018,강원도 철원군 철원읍 금학로 330번길 12
강원도,거두리잔디구장,11,2018,강원도 춘천시 동내면 거두리 1156
강원도,거두리잔디구장,12,2018,강원도 춘천시 동내면 거두리 1156
강원도,구곡폭포주차장,11,2018,강원도 춘천시 남산면 강촌리 432-39
강원도,구곡폭포주차장,12,2018,강원도 춘천시 남산면 강촌리 432-39
강원도,무릉공원,11,2018,강원도 춘천시 석사동 805
강원도,무릉공원,12,2018,강원도 춘천시 석사동 805
강원도,소양강스카이워크주차장,11,2018,강원도 춘천시 소양로1가 47-7
강원도,소양강스카이워크주차장,12,2018,강원도 춘천시 소양로1가 47-7
강원도,샘밭장터 농특산물전시판매장,11,2018,강원도 춘천시 신북읍 율문리 935-173
강원도,샘밭장터 농특산물전시판매장,12,2018,강원도 춘천시 신북읍 율문리 935-173
강원도,청평사관광지주차장,11,2018,강원도 춘천시 북산면 청평리 산 182-131
강원도,청평사관광지주차장,12,2018,강원도 춘천시 북산면 청평리 산 182-131
강원도,삼천동 공영주차장,11,2018,강원도 춘천시 삼천동 22-15
강원도,삼천동 공영주차장,12,2018,강원도 춘천시 삼천동 22-15
강원도,춘천인형극장,11,2018,강원도 춘천시 사농동 277-3
강원도,춘천인형극장,12,2018,강원도 춘천시 사농동 277-3
강원도,퇴계농공단지 관리사무소,11,2018,강원도 춘천시 퇴계동 864
강원도,퇴계농공단지 관리사무소,12,2018,강원도 춘천시 퇴계동 864
강원도,홍천생명건강과학관 버스주차장,11,2018,강원도 홍천군 홍천읍 연봉리 404-65
강원도,홍천생명건강과학관 버스주차장,12,2018,강원도 홍천군 홍천읍 연봉리 404-65
강원도,신장대리 공영주차장,11,2018,강원도 홍천군 홍천읍 희망리 67-4
강원도,신장대리 공영주차장,12,2018,강원도 홍천군 홍천읍 희망리 67-4
강원도,간동면사무소,11,2018,강원도 화천군 간동면 파로호로 919
강원도,간동면사무소,12,2018,강원도 화천군 간동면 파로호로 919
강원도,강림면사무소,11,2018,강원도 횡성군 강림면 태종로 42
강원도,강림면사무소,12,2018,강원도 횡성군 강림면 태종로 42
경기도,VIC마켓 킨텍스점,1,2018,경기도 고양시 일산서구 주엽로 79
경기도,VIC마켓 킨텍스점,2,2018,경기도 고양시 일산서구 주엽로 79
경기도,관문체육공원,11,2018,경기도 과천시 중앙로 294
경기도,관문체육공원,12,2018,경기도 과천시 중앙로 294
경기도,이마트 광명소하점,11,2018,경기도 광명시 소하로 97
경기도,이마트 광명소하점,12,2018,경기도 광명시 소하로 97
경기도,광남생활체육공원,1,2018,경기도 광주시 장지동 92-5
경기도,광남생활체육공원,2,2018,경기도 광주시 장지동 92-5
경기도,구리시 행정복지센터,11,2018,경기도 구리시 체육관로 74
경기도,구리시 행정복지센터,12,2018,경기도 구리시 체육관로 74
경기도,롯데마트 김포한강점,1,2018,경기도 김포시 김포한강2로 41
경기도,롯데마트 김포한강점,2,2018,경기도 김포시 김포한강2로 41
경기도,수동면주민자치센터,1,2018,경기도 남양주시 수동면 비룡로 730
경기도,수동면주민자치센터,2,2018,경기도 남양주시 수동면 비룡로 730
경기도,이마트 남양주점,11,2018,경기도 남양주시 늘을2로 27
경기도,이마트 남양주점,12,2018,경기도 남양주시 늘을2로 27
경기도,남부수자원생태공원,11,2018,경기도 부천시 연동로 89
경기도,남부수자원생태공원,12,2018,경기도 부천시 연동로 89
경기도,서수원칠보체육관,11,2018,경기도 수원시 권선구 서수원로577번길 171
경기도,서수원칠보체육관,12,2018,경기도 수원시 권선구 서수원로577번길 171
경기도,수원컨벤션센터,1,2018,경기도 수원시 영통구 하동 864-10
경기도,수원컨벤션센터,2,2018,경기도 수원시 영통구 하동 864-10
경기도,파주택시쉼터,11,2018,경기도 파주시 마음밭길 55-10
경기도,파주택시쉼터,12,2018,경기도 파주시 마음밭길 55-10
경기도,안산역환승주차장,11,2018,경기도 안산시 단원구 원곡동 381-2
경기도,안산역환승주차장,12,2018,경기도 안산시 단원구 원곡동 381-2
경기도,공영주차장116호,11,2018,경기도 안산시 상록구 본오동 876-8
경기도,공영주차장116호,12,2018,경기도 안산시 상록구 본오동 876-8
경기도,안산호수공원 3 주차장,1,2018,경기도 안산시 상록구 사동 1513
경기도,안산호수공원 3 주차장,2,2018,경기도 안산시 상록구 사동 1513
경기도,화랑유원지 2주차장,11,2018,경기도 안산시 단원구 동산로 268
경기도,화랑유원지 2주차장,12,2018,경기도 안산시 단원구 동산로 268
경기도,공단삼거리 공영주차장(B),11,2018,경기도 안산시 단원구 원시동 772-6
경기도,공단삼거리 공영주차장(B),12,2018,경기도 안산시 단원구 원시동 772-6
경기도,㈜안성내츄럴리조트,11,2018,경기도 안성시 죽산면 죽양대로 136-17
경기도,㈜안성내츄럴리조트,12,2018,경기도 안성시 죽산면 죽양대로 136-17
경기도,꿈나무도서관,11,2018,경기도 양주시 백석읍 꿈나무로 199
경기도,꿈나무도서관,12,2018,경기도 양주시 백석읍 꿈나무로 199
경기도,회암사지박물관,11,2018,경기도 양주시 회암사길 11
경기도,회암사지박물관,12,2018,경기도 양주시 회암사길 11
경기도,단월면 복지회관,11,2018,경기도 양평군 단월면 보룡길 44-1
경기도,단월면 복지회관,12,2018,경기도 양평군 단월면 보룡길 44-1
경기도,지평면사무소,1,2018,경기도 양평군 지평면 지평의병로116번길 1
경기도,지평면사무소,2,2018,경기도 양평군 지평면 지평의병로116번길 1
경기도,용문생활체육공원,11,2018,경기도 양평군 용문면 마룡리 269-2
경기도,용문생활체육공원,12,2018,경기도 양평군 용문면 마룡리 269-2
경기도,이마트 오산점,11,2018,경기도 오산시 경기대로 181
경기도,이마트 오산점,12,2018,경기도 오산시 경기대로 181
경기도,스타필드 위례,11,2018,경기도 하남시 학암동 90-33
경기도,스타필드 위례,12,2018,경기도 하남시 학암동 90-33
경기도,금학공영주차장,11,2018,경기도 용인시 처인구 용문로 140
경기도,금학공영주차장,12,2018,경기도 용인시 처인구 용문로 140
경기도,마장호수관리사무소,11,2018,경기도 파주시 광탄면 기산리 459-7
경기도,마장호수관리사무소,12,2018,경기도 파주시 광탄면 기산리 459-7
경기도,감악산관리사무소,11,2018,경기도 파주시 적성면 설마리48-3
경기도,감악산관리사무소,12,2018,경기도 파주시 적성면 설마리48-3
경기도,공릉관광지,11,2018,경기도 파주시 조리읍 장곡로 218
경기도,공릉관광지,12,2018,경기도 파주시 조리읍 장곡로 218
경기도,이마트 파주운정점,11,2018,경기도 파주시 한울로 123
경기도,이마트 파주운정점,12,2018,경기도 파주시 한울로 123
경기도,이마트 파주점,11,2018,경기도 파주시 당하길 10
경기도,이마트 파주점,12,2018,경기도 파주시 당하길 10
경기도,임진각관광지 주차장,11,2018,경기도 파주시 문산읍 마정리 1335
경기도,임진각관광지 주차장,12,2018,경기도 파주시 문산읍 마정리 1335
경기도,미사리 경정공원 제2주차장,11,2018,경기도 하남시 신장동 281
경기도,미사리 경정공원 제2주차장,12,2018,경기도 하남시 신장동 281
경기도,부발읍행정복지센터,11,2018,경기도 이천시 부발읍 무촌로 121
경기도,부발읍행정복지센터,12,2018,경기도 이천시 부발읍 무촌로 121
경기도,남양읍사무소,11,2018,경기도 화성시 남양읍 남양성지로 192-5
경기도,남양읍사무소,12,2018,경기도 화성시 남양읍 남양성지로 192-5
경기도,예스파크 2주차장,11,2018,경기도 이천시 신둔면 고척리 589-4
경기도,예스파크 2주차장,12,2018,경기도 이천시 신둔면 고척리 589-4
경기도,경기테크노파크,11,2018,경기도 안산시 상록구 사동 1271-11
경기도,경기테크노파크,12,2018,경기도 안산시 상록구 사동 1271-11
경기도,에코스포츠센터 1주차장,11,2018,경기도 양주시 은현면 은남로177
경기도,에코스포츠센터 1주차장,12,2018,경기도 양주시 은현면 은남로177
경기도,홈플러스 경기일산점,11,2018,경기도 고양시 일산동구 중앙로 1275번길 64
경기도,홈플러스 경기일산점,12,2018,경기도 고양시 일산동구 중앙로 1275번길 64
서울특별시,sh서울주택도시공사,11,2018,서울특별시 강남구 개포로 621
서울특별시,sh서울주택도시공사,12,2018,서울특별시 강남구 개포로 621
서울특별시,강동구청,11,2018,서울특별시 강동구 성내로 25
서울특별시,강동구청,12,2018,서울특별시 강동구 성내로 25
서울특별시,홈플러스 금천점,11,2018,서울특별시 금천구 시흥대로 391
서울특별시,홈플러스 금천점,12,2018,서울특별시 금천구 시흥대로 391
서울특별시,도봉산환승주차장,11,2018,서울특별시 도봉구 도봉동 341-1
서울특별시,도봉산환승주차장,12,2018,서울특별시 도봉구 도봉동 341-1
서울특별시,도봉구청,11,2018,서울특별시 도봉구 마들로 656
서울특별시,도봉구청,12,2018,서울특별시 도봉구 마들로 656
서울특별시,마장축산물시장 서문 공영주차장,11,2018,서울특별시 성동구 고산자로 26길 6
서울특별시,마장축산물시장 서문 공영주차장,12,2018,서울특별시 성동구 고산자로 26길 6
서울특별시,서울약령시 공영주차장,11,2018,서울특별시 동대문구 약령중앙로 26
서울특별시,서울약령시 공영주차장,12,2018,서울특별시 동대문구 약령중앙로 26
서울특별시,롯데마트 서울양평점,1,2018,서울특별시 영등포구 선유로 1385층
서울특별시,롯데마트 서울양평점,2,2018,서울특별시 영등포구 선유로 1385층
서울특별시,도봉기적의도서관,1,2018,서울특별시 광진구 광나루로56길 85
서울특별시,도봉기적의도서관,2,2018,서울특별시 광진구 광나루로56길 85
서울특별시,구파발광역환승센터 주차장,11,2018,서울특별시 은평구 진관동 66-30
서울특별시,구파발광역환승센터 주차장,12,2018,서울특별시 은평구 진관동 66-30
서울특별시,서울역사박물관,11,2018,서울특별시 종로구 새문안로 55
서울특별시,서울역사박물관,12,2018,서울특별시 종로구 새문안로 55
서울특별시,신정3동 넓은들 민원센터,11,2018,서울특별시 양천구 남부순환로 88길 5-7
서울특별시,신정3동 넓은들 민원센터,12,2018,서울특별시 양천구 남부순환로 88길 5-7
서울특별시,용답동 공영주차장,11,2018,서울특별시 성동구 용답동 4-1
서울특별시,용답동 공영주차장,12,2018,서울특별시 성동구 용답동 4-1
인천광역시,서운체육공원 주차장,11,2018,인천광역시 계양구 서운동 207
인천광역시,서운체육공원 주차장,12,2018,인천광역시 계양구 서운동 207
인천광역시,열우물경기장,11,2018,인천광역시 부평구 십정동 109-2
인천광역시,열우물경기장,12,2018,인천광역시 부평구 십정동 109-2
인천광역시,인천정보산업테크노파크,11,2018,인천광역시 서구 로봇랜드로 155-11
인천광역시,인천정보산업테크노파크,12,2018,인천광역시 서구 로봇랜드로 155-11
인천광역시,청라중앙호수공원 2주차장,11,2018,인천광역시 서구 경서동 638-5
인천광역시,청라중앙호수공원 2주차장,12,2018,인천광역시 서구 경서동 638-5
인천광역시,서곶근린공원 제1주차장,11,2018,인천광역시 서구 연희동 산150-5
인천광역시,서곶근린공원 제1주차장,12,2018,인천광역시 서구 연희동 산150-5
인천광역시,아트센터인천,11,2018,인천광역시 연수구 아트센터대로 222
인천광역시,아트센터인천,12,2018,인천광역시 연수구 아트센터대로 222
