,정류소명,X좌표,Y좌표,행정동
0,종로2가사거리,126.9877499,37.56976513,종로5·6가동
1,창경궁.서울대학교병원,126.996566,37.57918302,이화동
2,명륜3가.성대입구,126.9983401,37.58267117,혜화동
3,종로2가.삼일교,126.9876131,37.56857927,종로5·6가동
4,혜화동로터리.여운형활동터,127.001744,37.586243,혜화동
5,서대문역사거리,126.966893,37.566137,교남동
6,서울역사박물관.경희궁앞,126.97038,37.569135,사직동
7,서울역사박물관.경희궁앞,126.970609,37.569412,사직동
8,광화문,126.9752508,37.57013547,사직동
9,광화문,126.9780855,37.57021681,종로1·2·3·4가동
10,종로1가,126.9809105,37.57011848,종로1·2·3·4가동
11,종로1가,126.9813906,37.57022903,종로1·2·3·4가동
12,종로2가,126.9855427,37.57013868,종로5·6가동
13,종로2가,126.9862475,37.5702572,종로5·6가동
14,종로3가.탑골공원,126.9895647,37.57024498,종로5·6가동
15,종로3가.탑골공원,126.9899878,37.57036054,종로5·6가동
16,종로4가.종묘,126.9947219,37.570507,종로1·2·3·4가동
17,종로4가.종묘,126.9952838,37.57062711,종로1·2·3·4가동
18,종로5가.광장시장,126.9988498,37.57075679,종로1·2·3·4가동
19,종로5가.광장시장,126.9993346,37.57088063,종로1·2·3·4가동
20,종로6가.동대문종합시장,127.0034639,37.57096248,종로5·6가동
21,종로6가.동대문종합시장,127.0057137,37.57112723,종로5·6가동
22,동대문역.흥인지문,127.0134512,37.57230232,창신1동
23,동대문(흥인지문),127.0120461,37.57195293,창신1동
24,동묘앞,127.0184514,37.57372552,숭인2동
25,동묘앞,127.019672,37.57424345,숭인동
26,경기상고,126.9693635,37.58755022,청운효자동
27,신교동,126.9702627,37.58329552,신교동
28,경기상고,126.9697701,37.58719079,청운효자동
29,경복고교,126.9710437,37.58511319,청운효자동
30,청운중학교,126.9725135,37.58785196,청운효자동
31,자하문고개.윤동주문학관,126.9671262,37.59218662,청운효자동
32,자하문고개.윤동주문학관,126.9671907,37.59233532,청운효자동
33,청운중학교,126.9724613,37.58812858,청운효자동
34,경복고교,126.9711547,37.58496634,청운효자동
35,통인시장종로구보건소,126.97105,37.5803257,청운효자동
36,통인시장종로구보건소,126.9713851,37.58051321,청운효자동
37,효자동,126.970621,37.58309104,효자동
38,사직단.어린이도서관,126.9679907,37.57513553,사직동
39,사직동주민센터,126.9713245,37.57618346,사직동
40,경복궁역,126.972196,37.57686669,적선동
41,경복궁역,126.9722829,37.57767139,사직동
42,경복궁,126.9787471,37.57557679,종로1·2·3·4가동
43,KT광화문지사,126.9773321,37.57222644,종로1·2·3·4가동
44,광화문,126.9763839,37.5698454,사직동
45,광화문.금호아시아나본관앞,126.9741676,37.57004915,사직동
46,서울역사박물관.경교장.강북삼성병원,126.9713911,37.56970191,사직동
47,서울역사박물관.경교장.강북삼성병원,126.971248,37.570023,사직동
48,광화문.금호아시아나본관앞,126.9731336,37.57028804,사직동
49,광화문,126.975837,37.570365,사직동
50,세종문화회관,126.9768571,37.57359001,종로1·2·3·4가동
51,서울경찰청.경복궁역,126.9714843,37.57574466,사직동
52,사직단,126.968189,37.57485535,사직동
53,광화문광화문빌딩,126.9766885,37.56968761,사직동
54,덕성여중고,126.982017,37.57590175,종로5·6가동
55,안국역.종로경찰서.서울공예박물관,126.9839958,37.57606956,종로5·6가동
56,국민은행세검정지점,126.960888,37.60466298,부암동
57,세검정초등학교,126.9612198,37.60250228,부암동
58,세검정.상명대,126.9587224,37.6007326,부암동
59,상명대입구.석파랑,126.9585702,37.59941335,부암동
60,하림각,126.9617068,37.59813307,부암동
61,자하문터널입구.석파정,126.9636435,37.59559351,부암동
62,부암동주민센터.무계원,126.9639574,37.59273806,부암동
63,부암동주민센터.무계원,126.9651419,37.59278617,부암동
64,자하문터널입구.석파정,126.9639776,37.59555757,부암동
65,하림각,126.9622153,37.59814765,부암동
66,상명대입구.세검정교회,126.9592406,37.59961633,부암동
67,세검정.상명대,126.9589343,37.60055246,부암동
68,세검정초등학교,126.9614329,37.60226807,부암동
69,국민은행세검정지점,126.9612088,37.60471919,부암동
70,승가사입구,126.956306,37.61158441,평창동
71,구기동현대빌라,126.9564576,37.6100355,평창동
72,구기터널.삼성출판박물관,126.9562103,37.60860989,평창동
73,구기터널.삼성출판박물관,126.9564167,37.6083054,평창동
74,구기동,126.9585298,37.60696445,구기동
75,구기동,126.9591017,37.6070088,구기동
76,승가사입구,126.956482,37.61148,평창동
77,갑을씨티텔앞,126.963535,37.60437097,평창동
78,평창파출소,126.9660433,37.60532237,평창동
79,평창동주민센터,126.9695663,37.60660737,평창동
80,일성아파트,126.9729985,37.60876631,평창동
81,롯데아파트,126.9764662,37.61042956,평창동
82,롯데아파트,126.976652,37.610248,평창동
83,벽산평창힐스아파트,126.972797,37.60819,평창동
84,예능교회,126.97,37.606517,평창동
85,서울예술고등학교.평창동주민센터,126.9676276,37.60577876,평창동
86,화정박물관,126.9648103,37.60450382,평창동
87,강북삼성병원,126.9686005,37.56814593,교남동
88,독립문역.서대문형무소역사관,126.9594644,37.57321269,무악동
89,서대문.서울시교육청,126.9645273,37.56825381,교남동
90,서대문역사거리.적십자병원,126.9675878,37.56710815,교남동
91,독립문,126.9615633,37.57117332,교남동
92,창덕궁.서울돈화문국악당,126.9885394,37.57754057,종로5·6가동
93,서린동.SK서린빌딩,126.9802682,37.56924238,무교동
94,청계1가.광교,126.9849267,37.56868439,종로5·6가동
95,청계2가.수표교,126.9915405,37.56861789,종로1·2·3·4가동
96,청계4가.세운교,126.9964906,37.56886912,종로1·2·3·4가동
97,청계5가.광장시장,126.9997974,37.56945128,종로1·2·3·4가동
98,종로5가.광장시장,126.999974,37.57066325,종로1·2·3·4가동
99,종로4가.종묘,126.9967951,37.57042442,종로1·2·3·4가동
100,종로4가.종묘,126.994403,37.57029547,종로1·2·3·4가동
101,종로3가,126.9889374,37.57001124,종로5·6가동
102,종로2가,126.985437,37.56997031,종로5·6가동
103,종로1가,126.9803257,37.56998579,종로1·2·3·4가동
104,종로1가,126.980187,37.5704,종로1·2·3·4가동
105,종로2가,126.9849388,37.57033699,종로5·6가동
106,종로2가,126.9863596,37.57035879,종로5·6가동
107,종로3가,126.9899347,37.57049432,종로5·6가동
108,종로4가.종묘,126.99417,37.57071,종로1·2·3·4가동
109,종로5가,126.9990558,37.5709588,종로1·2·3·4가동
110,원남동,126.9973383,37.57453251,원남동
111,창덕궁.우리소리박물관,126.9886349,37.57727286,종로5·6가동
112,안국역.종로경찰서.인사동,126.9842426,37.5757849,종로5·6가동
113,조계사,126.9831556,37.57252231,종로5·6가동
114,조계사,126.9828259,37.57248581,종로5·6가동
115,안국동,126.9827201,37.57461057,종로5·6가동
116,종로5가.효제동.김상옥의거터,127.00223,37.5745,종로5·6가동
117,종로5가.효제초등학교,127.0021442,37.57287901,종로5·6가동
118,종로6가,127.0043133,37.57119391,종로5·6가동
119,창덕궁.돈화문국악당,126.9910846,37.5773031,종로1·2·3·4가동
120,종로5가,127.0021827,37.5705596,종로5·6가동
121,청계6가.동대문시장,127.0028494,37.56983511,종로5·6가동
122,동대문,127.0084126,37.57172624,종로5·6가동
123,충신동,127.0062788,37.57402235,충신동
124,종로6가.종로신진시장,127.0035695,37.57080106,종로5·6가동
125,충신동,127.0063434,37.57446028,충신동
126,현대그룹빌딩,127.000533,37.575873,종로5·6가동
127,방송통신대.이화장,127.002437,37.578043,이화동
128,혜화역.마로니에공원,127.0022769,37.58111949,이화동
129,혜화역.서울대병원입구,127.0019395,37.58106363,이화동
130,방송통신대.이화장,127.0019938,37.57812967,이화동
131,이화동(이화장),127.0006951,37.57611936,이화동
132,창경궁.서울대학교병원,126.9968717,37.57882799,이화동
133,이화동(이화장),127.0032708,37.57593729,이화동
134,혜화동로터리,127.0007247,37.58576463,혜화동
135,명륜동2가.성균관대입구,126.9993988,37.58333349,혜화동
136,혜화역.서울연극센터(장면총리가옥),127.0013282,37.58402281,혜화동
137,혜화역.동성중고(장면총리가옥),127.0017177,37.58456977,혜화동
138,종로구민회관.창신동두산아파트,127.0155555,37.57409268,창신1동
139,동대문,127.0136467,37.57229002,창신1동
140,동묘역앞,127.0156014,37.57168496,창신1동
141,동묘역앞,127.015945,37.57192215,숭인2동
142,청계2가교차로,126.9878779,37.5684809,종로1·2·3·4가동
143,창신3동주민센터,127.015178,37.578413,숭인1동
144,숭인1동주민센터.창신역4번출구,127.0155486,37.57877205,숭인1동
145,동묘역.롯데캐슬천지인,127.0158024,37.57418005,숭인1동
146,신설동로터리,127.0227802,37.57592883,숭인2동
147,동묘앞,127.0178163,37.57372922,숭인1동
148,구기동현대빌라,126.956622,37.609682,평창동
149,광장시장,126.9977438,37.56949631,종로1·2·3·4가동
150,혜화경찰서,126.9974788,37.57258074,종로1·2·3·4가동
151,서울역사박물관.김구집무실(경교장),126.9721318,37.56990034,사직동
152,청계3가.관수교,126.9937794,37.56868879,종로1·2·3·4가동
153,청계6가.버들다리,127.0080377,37.56993039,종로5·6가동
154,청계7가.맑은내다리,127.0129554,37.56999753,C동
155,청계8가.영도교,127.0182311,37.57094659,황학동
156,원남동사거리,126.9982147,37.57572287,종로1·2·3·4가동
157,숭인동,127.0204373,37.57427215,숭인2동
158,조계사,126.9831609,37.57280034,종로5·6가동
159,적선동,126.9702965,37.57620122,사직동
160,사직단,126.9680484,37.5751752,사직동
161,세종문화회관,126.9768673,37.57394965,종로1·2·3·4가동
162,이화동(이화장),127.002955,37.576257,이화동
163,상명대정문,126.9550207,37.60161972,부암동
164,이북오도청,126.9558883,37.61305032,평창동
165,국립고궁박물관.경복궁서문,126.9743664,37.57677167,청운효자동
166,청와대분수대앞,126.9738378,37.58287013,청운효자동
167,경복궁.국립민속박물관.현대미술관,126.9794299,37.57930743,청운효자동
168,경복궁동문,126.9792767,37.576833,청운효자동
169,상명대입구.세검정교회,126.9597922,37.59944351,부암동
170,상명대입구.석파랑,126.9581941,37.59957181,부암동
171,종로중부새마을금고,127.0065911,37.57241749,종로5·6가동
172,신설동로터리.신한은행앞.서울풍물시장,127.0231183,37.5743861,숭인2동
173,청계2가.삼일교,126.9872214,37.56844587,종로5·6가동
174,청계8가.황학교,127.022787,37.57213073,숭인2동
175,평창동삼성아파트,126.978368,37.610967,평창동
176,안국역.종로경찰서.인사동,126.9855365,37.57633293,종로5·6가동
177,안국역.종로경찰서.서울공예박물관,126.9847683,37.57640118,종로5·6가동
178,창덕궁,126.9890031,37.57722809,종로5·6가동
179,남인사마당,126.9874286,37.57131917,종로5·6가동
180,평창파출소,126.9668167,37.60568122,평창동
181,삼청공원,126.9816469,37.58822768,삼청동
182,수성동계곡,126.9642468,37.58207916,청운효자동
183,명륜3가종점,126.9928637,37.59094838,혜화동
184,명륜새마을금고,126.9967049,37.58765327,명륜동
185,서대문3번출구,126.9662183,37.56641607,충현동
186,낙산공원,127.0087216,37.58040372,창신3동
187,인사미술공간.세탁소,126.9893671,37.58141098,종로1·2·3·4가동
188,화정박물관,126.9648837,37.6048012,평창동
189,금융연수원,126.9815692,37.5865985,삼청동
190,박노수미술관,126.9666035,37.58099674,청운효자동
191,샘미용실,126.9932227,37.59030953,혜화동
192,서울국제고등학교,126.9972903,37.58907159,혜화동
193,화정박물관,126.9652008,37.60498061,평창동
194,적십자병원후문앞,126.9652273,37.56752954,교남동
195,서울성곽.성대후문,126.9896321,37.5892577,혜화동
196,빨래터.고희동미술관,126.9889728,37.58310083,가회동
197,세검초등학교,126.9614908,37.60425228,부암동
198,삼청동주민센터,126.9819072,37.58426383,삼청동
199,통인시장,126.9687504,37.58045307,청운효자동
200,양현관,126.9936044,37.58979142,혜화동
201,국민생활관,126.998862,37.58974563,혜화동
202,오거리,126.9622629,37.60706212,평창동
203,경희궁자이2.3단지,126.9640686,37.56878711,교남동
204,창신쌍용2단지.한성대후문,127.0127581,37.5812648,창신3동
205,통일부,126.9859477,37.58759481,삼청동
206,원서고개,126.9878088,37.58308055,가회동
207,종로5가입구.혜화경찰서,126.9975411,37.57174724,종로1·2·3·4가동
208,삼청파출소,126.981251,37.58181366,삼청동
209,오거리.한옥마을입구,126.9695411,37.57949632,청운효자동
210,명륜시장.성대후문,126.9952543,37.58851105,혜화동
211,혜화초등학교,126.9998517,37.58725323,혜화동
212,청련사입구,126.9624312,37.60798038,평창동
213,영천시장,126.9628352,37.57000501,교남동
214,명신초.삼선푸르지오.힐스테이트,127.0145563,37.58210621,창신3동
215,감사원,126.9852901,37.58621065,삼청동
216,중앙중고,126.9869653,37.58309218,가회동
217,인왕빌딩,126.9577443,37.60792833,평창동
218,종로4가.종묘공원,126.9944624,37.57063281,종로1·2·3·4가동
219,국립민속박물관,126.9795534,37.57925518,청운효자동
220,광화문새마을금고,126.9711466,37.57936877,청운효자동
221,새마을금고,126.9965181,37.58773706,혜화동
222,혜화우체국,127.0006137,37.58603766,혜화동
223,언덕앞,126.9637922,37.60895398,평창동
224,경희궁자이4단지,126.9621148,37.57070222,교남동
225,종로센트레빌후문.e편한세상보문아파트,127.0161855,37.58177439,숭인1동
226,사우디대사관앞.경남빌라,126.9850312,37.58410567,가회동
227,안국선원.삼거리,126.9849941,37.58279098,가회동
228,구기터널입구,126.9567769,37.60820461,평창동
229,종로3가.1.3.5호선,126.9921807,37.57107299,종로5·6가동
230,경복궁,126.9793378,37.57695016,청운효자동
231,소나무집,126.9641105,37.61127707,평창동
232,독립문역3번출구,126.9597453,37.57287848,천연동
233,청룡사.보문파크뷰자이아파트,127.0170071,37.58001895,숭인1동
234,북촌한옥마을입구.정세권활동터,126.9849422,37.58159973,가회동
235,종로1.2.3.4가동주민센터,126.9911314,37.57438371,종로5·6가동
236,창덕궁,126.99062,37.57608925,종로5·6가동
237,아름다운실버,126.9654637,37.61201006,평창동
238,독립문초등학교,126.9607207,37.57384748,무악동
239,종로센트레빌아파트,127.0156927,37.58035344,숭인1동
240,가회동주민센터,126.9848497,37.57993901,가회동
241,구기빌라,126.9579797,37.60626861,평창동
242,원남로터리,126.9975115,37.57623737,종로1·2·3·4가동
243,보현산신각,126.9657791,37.61348252,평창동
244,천사유치원,126.9618604,37.57464802,무악동
245,쌍용아파트입구.창신역,127.0149636,37.58051123,창신3동
246,아름다운가게.정독도서관,126.985022,37.57889917,가회동
247,산정빌라,126.9574922,37.60515199,평창동
248,이화사거리,127.0020107,37.57646986,이화동
249,박종화고택입구,126.9676873,37.61431026,평창동
250,무악현대아파트후문,126.962001,37.57630608,무악동
251,헌법재판소.안국역,126.9856756,37.57755843,종로5·6가동
252,청구빌라,126.956984,37.60461026,평창동
253,서울대어린이병원응급실.갑상선센터,126.999503,37.57811888,이화동
254,화인빌라,126.9685386,37.61293453,평창동
255,넓은마당,126.962888,37.57527281,교남동
256,창신초등학교,127.0153886,37.5769032,숭인1동
257,수운회관,126.9865172,37.57515983,종로5·6가동
258,상명대후문,126.9573354,37.60402558,부암동
259,힐탑,126.9690206,37.61160556,평창동
260,신학대학교총회본부,126.9634446,37.57397631,교남동
261,낙원상가,126.9872919,37.57367762,종로5·6가동
262,완성빌라,126.9575011,37.60340209,부암동
263,서울대병원장례식장,126.997431,37.5805554,이화동
264,혜화역1번출구,127.0019407,37.58345422,이화동
265,감나무골공원,126.9699479,37.61240596,평창동
266,한국사회과학자료원,126.9641433,37.57363321,교남동
267,동묘역,127.0142454,37.57269435,창신1동
268,금강제화,126.9874384,37.57054454,종로1·2·3·4가동
269,경진빌라,126.9578304,37.60200372,부암동
270,성균관대학교앞,126.9993359,37.58325978,혜화동
271,EN갤러리,126.9707008,37.61340635,평창동
272,창경궁,126.9965264,37.57879284,종로1·2·3·4가동
273,종로문화센터,126.9646262,37.57464708,사직동
274,동대문역.2번출구,127.0117218,37.57204945,창신2동
275,종각역YMCA,126.9850715,37.57033935,종로5·6가동
276,서교빌라,126.9571554,37.60198906,부암동
277,경복궁역,126.9724733,37.57707221,사직동
278,성대입구,126.998853,37.5832668,혜화동
279,무애사,126.9718458,37.61390043,평창동
280,단군성전앞,126.9653175,37.57556009,사직동
281,동대문종합시장,127.00614,37.57117606,종로5·6가동
282,상명초등학교,126.9567154,37.60092381,부암동
283,법련사,126.9796651,37.57658798,청운효자동
284,광화문새마을금고,126.9710277,37.57949309,청운효자동
285,성균관대학교,126.9972179,37.58503111,혜화동
286,참샘골공원,126.9741212,37.61457226,평창동
287,활터앞,126.9653294,37.57681261,사직동
288,종로5가.3번출구,127.0020898,37.57141925,종로5·6가동
289,인사동들머리.3.1독립선언터,126.983297,37.57194702,종로5·6가동
290,정독도서관,126.9802007,37.58019153,삼청동
291,오거리.한옥마을입구,126.9697393,37.57946844,청운효자동
292,평창공원지킴터입구,126.9757439,37.6163964,평창동
293,창경궁.고궁호텔.메이플레이스호텔,126.9974492,37.57655816,종로1·2·3·4가동
294,광화문,126.9738332,37.57032604,사직동
295,종로1가,126.980129,37.57037,종로1·2·3·4가동
296,종로2가,126.9855751,37.56996853,종로5·6가동
297,종로3가,126.9931553,37.57058964,종로1·2·3·4가동
298,종로3가,126.9909932,37.57010243,종로5·6가동
299,종로4가,126.99688,37.57042081,종로1·2·3·4가동
300,동대문종합시장종로6가,127.0032061,37.57079206,종로5·6가동
301,종로도서관,126.9671252,37.57648423,교육동
302,경복궁역,126.9715056,37.57617809,사직동
303,경복궁역,126.9713156,37.57575544,사직동
304,안국역,126.9852296,37.57661375,종로5·6가동
305,안국역,126.985506,37.57631851,종로5·6가동
306,창덕궁,126.9887919,37.5775279,종로5·6가동
307,성대입구,126.9997033,37.58358759,혜화동
308,창덕궁,126.9903719,37.57756161,종로5·6가동
309,종로사우나,126.9877504,37.57380111,종로5·6가동
310,엄마분식,126.9557163,37.60124243,부암동
311,삼청파출소,126.9813258,37.58164517,삼청동
312,통인시장.종로구보건소,126.9687505,37.58033503,청운효자동
313,종로5가역,127.0000249,37.57067136,종로1·2·3·4가동
314,평창동산림제3초소,126.9770474,37.61723737,평창동
315,배화여중고,126.9678157,37.57675563,사직동
316,대학로입구.이화사거리,127.0025802,37.57598417,이화동
317,운현궁,126.9869814,37.57527161,종로5·6가동
318,상명대입구,126.9569583,37.60002101,부암동
319,삼청동주민센터,126.9822105,37.58468468,삼청동
320,박노수미술관,126.9668945,37.58102656,청운효자동
321,김창열.윤명로화실,126.9783685,37.616305,평창동
322,사직동주민센터,126.9689039,37.57622069,사직동
323,충신시장,127.0054049,37.57497665,종로5·6가동
324,안국역2번출구앞,126.9861183,37.57717282,종로5·6가동
325,금융연수원,126.9818479,37.58587767,삼청동
326,감람산기도원,126.979873,37.61594393,평창동
327,카센터.터널앞,126.9658593,37.57416446,사직동
328,재동초등학교,126.9853617,37.57879109,종로5·6가동
329,삼청공원삼거리.옥호정터,126.9817445,37.58741852,삼청동
330,이화사거리,127.0022813,37.57532007,이화동
331,연화정사,126.9794938,37.614649,평창동
332,대신중고,126.9616893,37.57261781,교남동
333,현대사거리,126.9866354,37.57924178,가회동
334,교남동주민센터,126.96128,37.5721523,교남동
335,부암동주민센터.무계원,126.9637682,37.59293534,부암동
336,형제봉입구,126.9816862,37.61286432,평창동
337,교남동새마을금고,126.9623375,37.57149436,교남동
338,창신초교,127.0157201,37.57603721,숭인1동
339,가회동주민센터,126.9851294,37.57994265,가회동
340,볼링장,126.9879589,37.57925544,가회동
341,부암슈퍼,126.9638602,37.59476007,부암동
342,지구촌교회,126.9793482,37.61304685,평창동
343,월암공원,126.9639861,37.57118847,교남동
344,숭인1동주민센터,127.0155607,37.577415,숭인1동
345,북촌한옥마을입구.정세권활동터,126.9851687,37.58128077,가회동
346,하림각,126.9629664,37.59768473,부암동
347,보현빌라,126.9782816,37.61526153,평창동
348,스위스대사관,126.9658058,37.56998879,교남동
349,안국선원.삼거리,126.9852205,37.58274325,가회동
350,세검정교회,126.9594705,37.59956325,부암동
351,혜화동로터리,127.0010032,37.58591961,혜화동
352,김종영미술관,126.9781123,37.61326379,평창동
353,서울시교육청,126.966825,37.56924297,교남동
354,창신쌍용1단지.종로센트레빌아파트,127.0155693,37.58032282,숭인1동
355,사우디대사관,126.9852486,37.58386331,가회동
356,상명대입구,126.9574023,37.59985447,부암동
357,혜화초등학교,126.9999909,37.58738929,혜화동
358,북악파크,126.9778558,37.61100832,평창동
359,강북삼성병원,126.9683377,37.56853152,교남동
360,청룡사.보문파크뷰자이아파트,127.0171509,37.57978465,숭인1동
361,감사원,126.9855618,37.58626565,삼청동
362,국민생활관,126.9993138,37.5896276,혜화동
363,귀빈예식장,126.9733337,37.60899526,평창동
364,종로센트레빌후문.e편한세상보문아파트,127.0162354,37.58189784,창신3동
365,통일부,126.9861073,37.58753085,가회동
366,서울국제고등학교,126.9971408,37.58907429,혜화동
367,성대후문.와룡공원,126.989734,37.58915228,혜화동
368,상명초등학교,126.9568174,37.60090493,부암동
369,새마을금고,126.996569,37.58784069,혜화동
370,경진빌라,126.9579482,37.60186409,부암동
371,명륜시장.성대후문,126.9952305,37.58872461,혜화동
372,완성빌라,126.9576665,37.60333997,부암동
373,양현관,126.9937686,37.589768,혜화동
374,상명대후문,126.9574634,37.60407158,평창동
375,샘미용실,126.9934084,37.59025457,혜화동
376,산정빌라,126.9575782,37.60528358,평창동
377,구기빌라,126.9579809,37.60613345,평창동
378,마트앞,126.9587565,37.60669871,평창동
379,국민은행.세검정지점,126.960786,37.60488731,부암동
380,혜화역4번출구,127.0014561,37.58346324,혜화동
381,방송통신대앞,127.0019927,37.57869736,이화동
382,서울대치과대학,126.9978749,37.57730607,이화동
383,효제초교.연동교회.김마리아활동터,127.0022088,37.57364134,종로5·6가동
384,성균관대학교,126.9900036,37.58846387,혜화동
385,독립문역,126.9594078,37.57328385,무악동
386,서울대치과대학,126.9977741,37.57760163,이화동
387,이화사거리,127.0020085,37.57694834,이화동
388,서울대학교병원현관.암병원현관,126.9981568,37.57895147,이화동
389,종각.공평유적전시관,126.9832427,37.57159379,종로5·6가동
390,조계사,126.9831364,37.57360211,종로5·6가동
391,인사동.아벤트리호텔,126.9831563,37.57303192,종로5·6가동
392,세종문화회관,126.9768786,37.57316484,종로1·2·3·4가동
393,JW메리어트동대문호텔,127.0094731,37.57030187,종로5·6가동
394,대학로,127.0021204,37.58189612,이화동
395,창경궁,126.9964163,37.57915963,종로1·2·3·4가동
396,창덕궁,126.9901776,37.57753017,종로5·6가동
397,인사동.북촌,126.9837978,37.57589502,종로5·6가동
398,경복궁.국립민속박물관,126.9797957,37.58020428,청운효자동
399,세종문화회관,126.9764644,37.5711272,종로1·2·3·4가동
400,통인시장,126.9713316,37.57911876,청운효자동
401,세종문화회관,126.9764099,37.57210269,종로1·2·3·4가동
402,종각역,126.9828944,37.56937996,종로5·6가동
403,인사동.탑골공원,126.9888006,37.57011554,종로5·6가동
404,종묘.세운상가,126.994195,37.57037393,종로1·2·3·4가동
405,광장시장,126.9996734,37.57062373,종로5·6가동
406,동묘.숭인동도깨비시장,127.0180439,37.5734766,숭인동
407,서울풍물시장,127.0231781,37.57334003,숭인2동
408,청와대,126.97376,37.58268481,청운효자동
409,남대문세무서.서울백병원,126.9875299,37.56498481,명동
410,서울백병원.국가인권위.안중근활동터,126.9878515,37.56435047,명동
411,서울역버스환승센터,126.9722571,37.55514602,회현동
412,서울역버스환승센터,126.9723557,37.55544621,회현동
413,서울역버스환승센터,126.9727617,37.5553877,회현동
414,서울역버스환승센터,126.9728548,37.55547941,회현동
415,서울역버스환승센터.강우규의거터,126.9729706,37.55561382,회현동
416,숭례문,126.9737784,37.55863886,회현동
417,서울시청,126.9806321,37.56613826,명동
418,만리동고개,126.9626582,37.55178706,청파동
419,손기정체육공원입구,126.9662339,37.55444595,중림동
420,서울의료보건고등학교.서울역서부,126.9679393,37.5565519,중림동
421,서울역서부,126.9693762,37.55632559,중림동
422,서울역서부,126.9692773,37.55699791,회현동
423,중림동교차로,126.9691354,37.55838363,중림동
424,종근당.충정로역,126.9644805,37.55951319,중림동
425,한국경제신문사.서소문역사공원,126.967868,37.56021115,중림동
426,한국경제신문사.서소문역사공원,126.9681135,37.56062347,1동
427,경찰청.동북아역사재단,126.9691267,37.56304949,소공동
428,써미트호텔,127.006784,37.56240427,장충동
429,서대문경찰서.농협은행.유관순활동터,126.9677868,37.56490628,소공동
430,염천교,126.9733603,37.55985975,회현동
431,숭례문,126.9732933,37.55829684,회현동
432,숭례문.한국일보,126.9737376,37.55877131,회현동
433,후암삼거리,126.9760824,37.55334181,회현동
434,숭례문,126.9743627,37.55876338,회현동
435,숭례문,126.9740437,37.55841953,회현동
436,숭례문,126.9736279,37.55800065,회현동
437,남대문시장악세사리전문상가,126.9762052,37.55861324,회현동
438,숭례문남산방향,126.9756721,37.55855816,회현동
439,남대문시장,126.9800598,37.56119108,회현동
440,북창동.남대문시장,126.97792,37.561175,소공동
441,시청앞,126.9765742,37.56235846,소공동
442,삼성본관앞,126.9759075,37.56205175,소공동
443,시청앞,126.9761487,37.56276421,소공동
444,서소문,126.9748873,37.56320674,소공동
445,서소문,126.9753399,37.5636754,소공동
446,시청.서소문청사,126.9749539,37.56352484,소공동
447,서울신문사,126.9773647,37.56836329,명동
448,우리은행종로지점,126.9829289,37.567519,명동
449,롯데백화점,126.9820649,37.5644918,명동
450,해운센터.롯데영프라자,126.9815478,37.56289078,명동
451,롯데영프라자,126.982008,37.562885,명동
452,신세계앞,126.9815256,37.56084925,회현동
453,남대문시장.회현역,126.9777651,37.55826752,회현동
454,남대문시장.회현역,126.9784645,37.55849203,명동
455,남산3호터널,126.9826695,37.55845577,회현동
456,남산3호터널.서울애니메이션센터,126.9826359,37.55952609,명동
457,명동입구,126.9852408,37.56065389,명동
458,퇴계로2가.명동역,126.9844914,37.56089348,명동
459,퇴계로3가.한옥마을.한국의집,126.9917772,37.56125082,필동
460,퇴계로3가.한옥마을.한국의집,126.9921715,37.5609706,필동
461,충무로역2번출구.대한극장앞,126.9949176,37.56122329,필동
462,충무로역8번출구.대한극장앞,126.9964922,37.56203716,광희동
463,초동,126.993112,37.56334618,을지로동
464,을지로입구.로얄호텔,126.9853903,37.56587574,명동
465,을지로입구.시청입구,126.9811712,37.56613826,명동
466,을지로2가.기업은행본점.서울노동청,126.9865234,37.56624623,명동
467,을지로2가.파인에비뉴,126.9888282,37.56600948,명동
468,을지로3가,126.9903756,37.56635564,을지로동
469,을지로3가,126.9913276,37.56612052,을지로동
470,을지로4가,126.9962179,37.56664702,을지로동
471,을지로4가.베스트웨스턴국도,126.9968473,37.56640104,을지로동
472,중구청앞.덕수중학교,126.9981401,37.5647746,광희동
473,을지로5가,126.9992585,37.56681829,을지로동
474,을지로5가.중부시장,127.001115,37.56662004,을지로동
475,방산시장.훈련원종합체육관,127.0024045,37.56796085,을지로동
476,을지로5가.훈련원종합체육관,127.0025946,37.56582435,을지로동
477,을지로6가.국립중앙의료원,127.0063778,37.56607471,광희동
478,광희동,127.0072097,37.56505283,광희동
479,광희동,127.0079579,37.56499511,광희동
480,을지로6가.국립중앙의료원,127.0058435,37.56646311,광희동
481,동대문역사문화공원,127.0083555,37.56735414,광희동
482,동대문역사문화공원,127.0090235,37.5676037,광희동
483,충무아트센터.스포츠센터.중부소방서,127.0140459,37.56519278,신당동
484,충무아트센터.스포츠센터.중부소방서,127.0147409,37.56501789,신당동
485,성동공업고등학교(무궁화회관),127.0157558,37.56834819,신당동
486,성동공업고등학교앞,127.0161295,37.56869506,황학동
487,신당역.중앙시장앞,127.0187427,37.56572828,황학동
488,신당역.중앙시장앞,127.0194795,37.56549207,신당5동
489,성동고등학교,127.0220571,37.56556371,황학동
490,성동고등학교,127.0225483,37.56518065,신당5동
491,신당동떡볶이타운.중구여성플라자,127.015002,37.56262781,신당동
492,신당동떡볶이타운.중구여성플라자,127.0151909,37.56231004,신당동
