순번,종류,번호,가로시설물,설치일,공사구분,공사날짜,공사내용,이력변경,좌표(Poi_X),좌표(Poi_Y),전원투입,행정구,지번 주소,도로명 주소,위치명
155,쉘터형 택시 승차대,U-19,표준형TS,2011-04-01,,,,,126.903286,37.525759,OK,영등포구,영등포동7가 59-1,영신로200,하이서울유스호스텔 앞
156,쉘터형 택시 승차대,U-22,표준형TS,2011-04-06,,,,,126.899465,37.514061,OK,영등포구,문래동3가55-20,경인로 775,에이스하이테크시티(구로세무서 건너)
157,쉘터형 택시 승차대,U-23,표준형TS,2011-08-05,,,,,126.92716,37.52552,,영등포구,여의도동 23 ,국제금융로 10,IFC서울 앞(콘래드서울)
158,쉘터형 택시 승차대,U-24,표준형TS,2011-03-29,,,,,126.920146,37.522686,,영등포구,여의도동 28-1,여의대로 24,전경련 앞
159,쉘터형 택시 승차대,U-27,표준형TS,2011-04-05,,,,,126.90961,37.51876,OK,영등포구,영등포동3가2,영등포로 256,우성빌딩(콜핑 앞)
160,쉘터형 택시 승차대,U-29,표준형TS,2011-04-04,,,,,126.90569,37.52744,,영등포구,영등포8가 62-1,영중로 125,롯데마트 앞(빅마켓 영등포점)
161,쉘터형 택시 승차대,U-32,표준형TS,2011-04-06,,,,,126.89505,37.51746,,영등포구,문래동3가55-3,당산로 42,홈플러스 영등포점 앞
162,쉘터형 택시 승차대,U-38,표준형TS,2011-03-30,,,,,126.933244,37.526066,,영등포구,여의도동 30,여의나루로 126,목화아파트 1동 앞(여의나루역 4번출구)
163,쉘터형 택시 승차대,U-39,표준형TS,2011-04-04,,,,,126.901528,37.506266,OK,영등포구,신길동 364,도림로 323,신길건영상가 앞
164,쉘터형 택시 승차대,U-45,표준형TS,2012-03-19,,,,,126.90663,37.51654,OK,영등포구,영등포동618-496,경인로 846,영등포역 앞(롯데시네마)
165,쉘터형 택시 승차대,V-02,표준형TS,2010-10-08,,,,,127.00679,37.53514,OK,용산구,한남동707-18,한남대로 72,단국빌딩 앞(기업은행)
166,쉘터형 택시 승차대,V-03,표준형TS,2010-10-09,,,,,127.00143,37.53783,OK,용산구,한남동683-73,이태원로 262,폭스바겐앞
167,쉘터형 택시 승차대,V-04,표준형TS,2010-10-09,,,,,126.9996,37.53608,OK,용산구,한남동738-15,이태원로45길4,썬힐환전소 앞(우리은행 한남동지점 좌측)
168,쉘터형 택시 승차대,V-05,표준형TS,2010-10-08,,,,,127.00126,37.53796,OK,용산구,한남동739-1,이태원로 261,로즈베이커리 앞
169,쉘터형 택시 승차대,V-06,표준형TS,2011-05-12,,,,,126.9727,37.54296,OK,용산구,남영동74,한강대로 276,용산빌딩 건너(더조은참치 앞)
170,쉘터형 택시 승차대,V-07,표준형TS,2011-05-13,,,,,126.96963,37.55024,OK,용산구,사계동209,청파로345,주연빌딩 앞(우리은행)
171,쉘터형 택시 승차대,V-09,표준형TS,2011-05-13,,,,,126.968844,37.553739,OK,용산구,서계동224-32,청파로383,소화아동병원 앞(서울서부역 건너)
172,쉘터형 택시 승차대,V-14,표준형TS,2011-05-12,,,,,126.96918,37.5302,OK,용산구,한강로2가142,한강대로 118,용산우체국 앞
173,쉘터형 택시 승차대,V-15,표준형TS,2011-05-18,,,,,126.95585,37.53197,,용산구,한강로3가16-49,청파로40,삼구빌딩(하나은행 앞)
174,쉘터형 택시 승차대,V-17,표준형TS,2011-05-23,이설,2019-10-10,오피스텔 신축공사 및 도로확장으로 이설,10월 이설,126.9641,37.52499,OK,용산구,한강로3가65-325,한강대로 40,용산GS칼텍스 옆
175,쉘터형 택시 승차대,V-26,표준형TS,2011-05-18,,,,,126.95927,37.53423,OK,용산구,원효로3가52-5,원효로142,삼원빌딩(기업은행 앞)
176,쉘터형 택시 승차대,V-60,TS,2002-01-01,,,,,126.98043,37.52061,OK,용산구,용산동6가168-6,서빙고로139,용산가족공원 앞(중앙박물관앞)
177,쉘터형 택시 승차대,V-65,표준형TS,2013-04-04,,,,,127.00432,37.53352,,용산구,한남동657-58,대사관로 59,순천향대학교병원 앞
178,쉘터형 택시 승차대,V-70,표준형TS,2016-11-30,신설,2016-12-01,경의선 공사 관련 서울시 협조요청,12월 설치,126.962545,37.538802,OK,용산구,효창동 36,,효창공원역 5번출구 앞
179,쉘터형 택시 승차대,V-71,표준형TS,2017-03-19,신설,2018-03-19,용산역 환승센터 확장형 택시승차대 4기,3월 설치,126.965396,37.528624,OK,용산구,한강로3가 40-999,한강대로23길 55,용산역 아이파크몰
180,쉘터형 택시 승차대,V-75,표준형TS,2017-03-19,신설,2018-03-19,용산역 환승센터 R타입 택시승차대 1기,3월 설치,126.965905,37.528562,OK,용산구,한강로2가 346-1,,용산역 아이파크몰(건너)
181,쉘터형 택시 승차대,W-03,표준형TS,2011-04-20,,,,,126.92247,37.60562,OK,은평구,역촌동17-16,진흥로 99,임현성내과의원 앞(역촌역1번출구)
182,쉘터형 택시 승차대,W-04,표준형TS,2011-04-15,,,,,126.91707,37.61046,OK,은평구,역촌동1-46,연서로 130-1,대지빌딩 앞(구산역2번출구)
183,쉘터형 택시 승차대,W-10,TS(시범),2010-01-01,,,,,126.91982,37.60063,OK,은평구,응암동90-1,은평로 111,이마트 은평점 앞
184,쉘터형 택시 승차대,W-11,표준형TS,2017-04-10,신설,2017-04-13,신규 설치(확장형 1기) - 4차분 승차대 Type,4월 설치,126.918713,37.636824,OK,은평구,진관동 69-11,진관3로 20,구파발역.롯데몰
185,쉘터형 택시 승차대,X-01,표준형TS,2010-10-29,이설,2018-04-30,종로BRT 및 자전거도로 관련 긴급 이설,4월 이설,126.97884,37.57054,,종로구,종로1가 54,종로 55,교보생명빌딩 옆(한국수출무역공사 건너)
186,쉘터형 택시 승차대,X-03,표준형TS,2010-10-27,이설,2018-04-30,종로BRT 및 자전거도로 관련 긴급 이설,4월 이설,126.99001,37.57023,OK,종로구,종로3가 111,종로 114,KT올레 종로3가점 옆
187,쉘터형 택시 승차대,X-04,표준형TS,2010-10-28,이설,2018-06-02,종로BRT 및 자전거도로 관련 긴급 이설,6월 이설,126.99362,37.57034,OK,종로구,종로3가 154,종로144-1,성철제치과의원 앞(두산의료기 앞)
188,쉘터형 택시 승차대,X-08,TS,2002-01-01,,,,,127.0211,37.57453,OK,종로구,숭인동200-6,종로 394,NH농협 신설동지점 앞(KT동대문지사 옆)
189,쉘터형 택시 승차대,X-11,표준형TS,2010-10-28,,,,,127.00116,37.571,OK,종로구,종로5가 94,종로 211,SK텔레컴 앞(종로5가역 1번출구)
190,쉘터형 택시 승차대,X-12,표준형TS,2010-10-27,이설,2018-04-30,종로BRT 및 자전거도로 관련 긴급 이설,4월 이설,126.99319,37.57056,,종로구,종로3가 33,종로 139-1,종로3가역  11번출구 앞
191,쉘터형 택시 승차대,X-13,표준형TS,2010-10-26,,,,,126.98903,37.57029,OK,종로구,종로2가 40,수표로 105,탑골공원삼일문 옆
192,쉘터형 택시 승차대,X-14,표준형TS,2010-10-30,,,,,126.98167,37.57032,OK,종로구,청진동 70,종로 33,종각역 1번 출구 앞
193,쉘터형 택시 승차대,X-15,표준형TS,2010-10-29,,,,,126.97869,37.57027,OK,종로구,서린동 136,종로14 ,한국수출보험공사 앞(광화문우체국 옆)
194,쉘터형 택시 승차대,X-16,표준형TS,2010-10-28,,,,,126.97524,37.57042,,종로구,신문로 1가 5-4,새문안로 101,포시즌호텔 앞(현재 공사중)
195,쉘터형 택시 승차대,X-19,표준형TS,2010-10-28,,,,,126.97498,37.5703,OK,종로구,신문로 1가 163,새문안로 92,광화문오피시아빌딩 앞
196,쉘터형 택시 승차대,X-23,표준형TS,2010-10-30,,,,,126.97909,37.57562,OK,종로구,중학동110-2,종로1길 57,명동칼국수 앞(독도교육센터)
197,쉘터형 택시 승차대,X-26,표준형TS,2002-01-01,교체,2021-05-26,21년도 택시승차대 5단계 개선정비,5월 교체,127.00108,37.57618,OK,종로구,연건동128-8,대학로 57,홍익대학교 대학로캠퍼스 앞
198,쉘터형 택시 승차대,X-27,TS,2002-01-01,,,,,126.98549,37.5767,OK,종로구,안국동138-2,율곡로 55,우리은행 재동지점 앞
199,쉘터형 택시 승차대,X-28,TS,2002-01-01,,,,,126.98299,37.57318,OK,종로구,견지동 68-5,우정국로 46,신한은행 종로금융센터 앞
200,쉘터형 택시 승차대,X-29,TS,2002-01-01,,,,,126.98746,37.56866,OK,종로구,관철동10-2,청계천로 85,한국산업은행 앞
201,쉘터형 택시 승차대,X-32,TS,2002-01-01,,,,,127.00225,37.57936,,종로구,동숭동169-1,대학로86,한국방송통신대학교 앞
202,쉘터형 택시 승차대,X-35,TS,2002-01-01,,,,,126.99791,37.57307,OK,종로구,인의동101-1,창경궁로 119,서울시재향군인회 앞(한국교직원공제회 옆)
203,쉘터형 택시 승차대,X-37,표준형TS,2002-01-01,교체,2021-05-25,21년도 택시승차대 5단계 개선정비,5월 교체,126.99938,37.58359,OK,종로구,명륜3가 168-1,창경궁로247,명륜음악학원 앞
204,쉘터형 택시 승차대,X-39,TS,2002-01-01,,,,,126.98775,37.56944,OK,종로구,관철동 5-7,삼일대로 390,코아아트홀 옆
205,쉘터형 택시 승차대,X-47,표준형TS,2002-01-01,교체,2021-05-26,21년도 택시승차대 5단계 개선정비,5월 교체,126.99986,37.57585,,종로구,연지동1-1,율곡로 190,여전도회관 앞
206,쉘터형 택시 승차대,Y-01,표준형TS,2010-10-20,,,,,126.97914,37.56434,OK,중구,소공동87-1,소공로112,조선호텔 앞
207,쉘터형 택시 승차대,Y-02,표준형TS,2010-10-12,,,,,126.97923,37.56436,OK,중구,남대문로2가9-9,소공로 102,한화빌딩 앞
208,쉘터형 택시 승차대,Y-04,표준형TS,2011-10-28,,,,,126.97377,37.56288,OK,중구,서소문동75-95,서소문로 116,"유원빌딩 앞(제일은행,시청역 9번출구)"
209,쉘터형 택시 승차대,Y-07,표준형TS,2011-10-28,,,,,126.97203,37.55798,OK,중구,남대문로5가 63,통일로 24,일신빌딩 앞(한일빌딩 옆)
210,쉘터형 택시 승차대,Y-16,표준형TS,2011-10-26,,,,,127.01599,37.56474,OK,중구,무학동 4,다산로 243,신당역 7번출구 앞(SK주유소 건너)
211,쉘터형 택시 승차대,Y-17,표준형TS,2010-10-19,이설,2020-05-22,보도확장으로 기존 위치체서 앞으로 이설,5월 설치,126.99599,37.5618,,중구,충무로4가 120-3,퇴계로 217,진양상가 앞(행복컨벤션웨딩홀 건너)
212,쉘터형 택시 승차대,Y-19,표준형TS,2010-10-17,,,,,126.98479,37.56609,OK,중구,을지로2가 11,을지로 65,SK빌딩 앞(외환은행본점 건너)
213,쉘터형 택시 승차대,Y-20,TS(시범),2010-01-01,,,,,126.97953,37.56748,OK,중구,무교동95,무교로 20,어린이재단빌딩 앞(기업은행 무교지점앞)
214,쉘터형 택시 승차대,Y-21,표준형TS,2018-06-03,신설,2018-06-03,중구 요청 승차대 신설,6월 설치,126.98695,37.56109,OK,중구,충무로 2가 62-12,퇴계로137,명동역 롯데호텔 L7앞
215,쉘터형 택시 승차대,Y-23,표준형TS,2010-10-11,,,,,126.98245,37.56732,,중구,다동103,남대문로 113,동부상호저축은행 앞
216,쉘터형 택시 승차대,Y-25,표준형TS,2011-10-25,,,,,127.00789,37.55146,OK,중구,신당동353-22,다산로 77,약수한방삼계탕 앞(송도병원 건너)
217,쉘터형 택시 승차대,Y-26,표준형TS,2010-10-12,,,,,126.97912,37.56119,OK,중구,남창동1-1,남대문로 30,새로나쇼핑 앞(한국은행 건너)
218,쉘터형 택시 승차대,Y-28,표준형TS,2011-10-25,,,,,127.01026,37.55393,OK,중구,신당동 368-99,다산로 112,담스빌딩 앞
219,쉘터형 택시 승차대,Y-29,표준형TS,2010-10-11,,,,,126.98482,37.56604,OK,중구,을지로 2가 181,을지로 66,외환은행본점 앞
220,쉘터형 택시 승차대,Y-30,표준형TS,2010-11-22,,,,,126.99181,37.56626,OK,중구,을지로3가 315-3,을지로 124-1,원인인테리어 앞
221,쉘터형 택시 승차대,Y-39,TS,2002-01-01,,,,,127.00491,37.56662,,중구,을지로6가 18-79,을지로 245,국립의료원 정문 옆
222,쉘터형 택시 승차대,Y-42,표준형TS,2010-11-22,,,,,126.99175,37.56638,OK,중구,을지로3가 65-38,을지로 123,일위건업 앞
223,쉘터형 택시 승차대,Y-49,표준형TS,2010-10-18,,,,,127.00296,37.56036,OK,중구,장충동2가 186-38,동호로 288,오래복집 앞(엠버서더호텔 건너)
224,쉘터형 택시 승차대,Y-54,표준형TS,2011-10-26,,,,,127.01632,37.56612,OK,중구,을지로6가 18-212,장충단로 263,밀리오레빌딩 앞
225,쉘터형 택시 승차대,Y-58,표준형TS,2002-01-01,교체,2021-06-02,21년도 택시승차대 5단계 개선정비,6월 교체,126.97032,37.56148,OK,중구,순화동 7,서소문로 88,"중앙일보사,하나은행 옆"
226,쉘터형 택시 승차대,Y-59,표준형TS,2011-11-07,,,,,126.96925,37.55586,,중구,봉래동2가 122,한강대로 405,서울서부역 롯데마트 앞
227,쉘터형 택시 승차대,Y-60,표준형TS,2012-03-15,,,,,126.97914,37.56434,OK,중구,을지로1가192-11,을지로 12,JEI재능교육빌딩 앞
228,쉘터형 택시 승차대,Z-01,표준형TS,2011-01-05,,,,,127.07858,37.60595,OK,중랑구,묵동250-23,동일로 847,성일빌딩 앞(LG베스트샾)
229,쉘터형 택시 승차대,Z-02,표준형TS,2011-01-05,,,,,127.07973,37.59989,OK,중랑구,중화동303-16,동일로 777,진정훈동물병원 앞(SK텔레컴대리점)
230,쉘터형 택시 승차대,Z-03,표준형TS,2011-01-04,,,,,127.09031,37.59747,OK,중랑구,상봉동81,망우로 336,COSTCO 앞
231,쉘터형 택시 승차대,Z-07,표준형TS,2010-01-01,이설,2019-04-23,상봉터미널앞 => 건너편 이마트앞 이전설치,4월 이설,127.09359,37.59689,,중랑구,망우동 506-1,상봉로 118,이마트 상봉점 앞
232,쉘터형 택시 승차대,Z-08,표준형TS,2017-04-15,신설,2017-04-15,서울의료원 및 자치구 요청 신규 설치,4월 설치,127.098009,37.613475,OK,중랑구,신내동 316 ,신내로 156,서울의료원
233,쉘터형 택시 승차대,Z-09,표준형TS,2018-05-25,신설,2018-05-25,구청 민원요청 신설,5월 설치,127.092399,37.598962,OK,중랑구,상봉동 72-8 ,망우로55길 11-7,망우역사 앞
234,폴형 택시승차대,Pole-01,폴형TS,2016-09-01,,,,,127.02607,37.501586,,강남구,역삼동 814-6,,CGV강남점 앞
235,폴형 택시승차대,Pole-02,폴형TS,2016-09-01,,,,,127.018274,37.625289,,강북구,삼양동 777,,롯데마트삼양점 앞
236,폴형 택시승차대,Pole-03,폴형TS,2016-09-01,,,,,127.019642,37.644993,,강북구,수유동 730,,뉴스부동산 앞
237,폴형 택시승차대,Pole-04,폴형TS,2016-09-01,,,,,127.023726,37.631959,,강북구,수유1동 51-77,,수유프라자 옆
238,폴형 택시승차대,Pole-05,폴형TS,2016-09-01,,,,,127.095488,37.536634,,광진구,구의동 546-4,,"강변테크노마트 옆,광나루로56길"
239,폴형 택시승차대,Pole-06,폴형TS,2016-09-01,,,,,126.882588,37.501799,,구로구,구로동 496-128,,AK프라자 주차장 입구(커피빈 앞)
240,폴형 택시승차대,Pole-07,폴형TS,2016-09-01,,,,,126.894453,37.45626,,금천구,시흥동 113-190,,금천구청역 1번출구 옆
241,폴형 택시승차대,Pole-08,폴형TS,2016-09-01,철거,2019-08-19,자치구 요청,,127.049007,37.653504,,도봉구,창동 135-1,,창동역 1번출구 앞 고가 밑
242,폴형 택시승차대,Pole-09,폴형TS,2016-09-01,,,,,126.938934,37.513593,,동작구,노량진동 40-62,,노량진수산시장 중앙정류소 앞
243,폴형 택시승차대,Pole-10,폴형TS,2016-09-01,     ,,,,126.980247,37.484824,,동작구,사당동 144-18,,이수역 10번출구 앞
244,폴형 택시승차대,Pole-11,폴형TS,2016-09-01,,,,,126.981831,37.484117,,동작구,사당동 1007-39,,LG베스트샵 앞
245,폴형 택시승차대,Pole-12,폴형TS,2016-09-01,,,,,127.026174,37.500446,,서초구,서초동 1306-5,,지오다노강남점 앞
246,폴형 택시승차대,Pole-13,폴형TS,2016-09-01,,,,,127.104211,37.519521,,송파구,신천동 15,,장미2차아파트 31동 옆
247,폴형 택시승차대,Pole-14,폴형TS,2016-09-01,,,,,126.96917,37.554384,,용산구,동자동 44-6,,한국철도공사 앞
248,폴형 택시승차대,Pole-15,폴형TS,2016-09-01,,,,,126.96917,37.554384,,용산구,동자동 44-6,,한국철도공사 앞
249,폴형 택시승차대,Pole-16,폴형TS,2016-09-01,,,,,126.96917,37.554384,,용산구,동자동 44-6,,한국철도공사 앞
250,폴형 택시승차대,Pole-17,폴형TS,2016-09-01,,,,,127.06746,37.623201,,노원구,월계동 17,,월계미성아파트 15동 옆
251,폴형 택시승차대,Pole-18,폴형TS,2016-10-12,임시철거,2021-01-18,신안산선,,126.90359,37.484531,,관악구,신림동 1677-5,,"관악,동작 견인차량보관소 입구(공중화장실 앞)"
252,폴형 택시승차대,Pole-19,폴형TS,2016-10-12,임시철거,2021-01-18,복선전철 공사,,126.484412,37.484412,,관악구,신림동 1643,,24시공단사우나 옆
253,폴형 택시승차대,Pole-20,폴형TS,2016-10-13,,,,,126.888927,37.50966,,구로구,신도림동 337,,홈플러스 앞
254,폴형 택시승차대,Pole-21,폴형TS,2016-10-13,철거,2017-04-10,신분당선 공사,,127.024689,37.503527,,서초구,서초동 1303-31,,신논현역 6번출구 교보타워 앞
255,폴형 택시승차대,Pole-22,폴형TS,2017-04-21,신설,,,,126.886019,37.525558,,영등포구,양평동2가 33-1,,양평역 1번출구 건너
256,폴형 택시승차대,Pole-23,폴형TS,2018-06-03,신설,,,,126.986511,37.56088,,중구,퇴계로134,,명동역 2번출구 앞(CU편의점 앞)
257,폴형 택시승차대,Pole-24,폴형TS,2019-04-23,신설,,,,127.092572,37.616654,,중랑구,신내로211,,봉화산역3번출구 앞
258,폴형 택시승차대,Pole-25,폴형TS,2019-08-29,신설,,,,127.079778,37.670621,,노원구,상계로309,,당고개역 1번출구
259,폴형 택시승차대,Pole-26,폴형TS,2020-04-14,신설,,,,127.091222,37.598008,,중랑구,망우로353,,프리미어엠코 앞
