행정구역코드,시도명,시군구명,읍면동명,평일주말구분,혼잡빈도강도
3202032,강원도,원주시,호저면,평일,22.86
3202033,강원도,원주시,지정면,평일,27.38
3202034,강원도,원주시,부론면,평일,30.02
3202035,강원도,원주시,귀래면,평일,29.11
3202036,강원도,원주시,흥업면,평일,36.09
3202037,강원도,원주시,판부면,평일,29.94
3202038,강원도,원주시,신림면,평일,33.24
3202051,강원도,원주시,중앙동,평일,21
3202052,강원도,원주시,원인동,평일,20.83
3202053,강원도,원주시,개운동,평일,24.28
3202054,강원도,원주시,명륜1동,평일,20.83
3202055,강원도,원주시,명륜2동,평일,24.26
3202056,강원도,원주시,단구동,평일,21
3202057,강원도,원주시,일산동,평일,35.18
3202058,강원도,원주시,학성동,평일,19.41
3202060,강원도,원주시,단계동,평일,16.33
3202061,강원도,원주시,우산동,평일,23.8
3202062,강원도,원주시,태장1동,평일,8.92
3202063,강원도,원주시,태장2동,평일,20.02
3202064,강원도,원주시,봉산동,평일,22.14
3202066,강원도,원주시,행구동,평일,15.02
3202067,강원도,원주시,무실동,평일,21.41
3202068,강원도,원주시,반곡관설동,평일,29.65
3203011,강원도,강릉시,주문진읍,평일,31.28
3203031,강원도,강릉시,성산면,평일,30.76
3203032,강원도,강릉시,왕산면,평일,42.33
3203033,강원도,강릉시,구정면,평일,12.12
3203034,강원도,강릉시,강동면,평일,20.88
3203035,강원도,강릉시,옥계면,평일,28.27
3203036,강원도,강릉시,사천면,평일,28.62
3203037,강원도,강릉시,연곡면,평일,34.2
3203051,강원도,강릉시,홍제동,평일,45.64
3203052,강원도,강릉시,중앙동,평일,76.96
3203054,강원도,강릉시,옥천동,평일,34.07
3203055,강원도,강릉시,교1동,평일,20.65
3203056,강원도,강릉시,교2동,평일,21.54
3203057,강원도,강릉시,포남1동,평일,24.95
3203058,강원도,강릉시,포남2동,평일,30.93
3203059,강원도,강릉시,초당동,평일,13.11
3203060,강원도,강릉시,송정동,평일,13.59
3203061,강원도,강릉시,내곡동,평일,38.82
3203062,강원도,강릉시,강남동,평일,26.24
3203065,강원도,강릉시,성덕동,평일,14.16
3203067,강원도,강릉시,경포동,평일,29.63
3204051,강원도,동해시,천곡동,평일,35.3
3204052,강원도,동해시,송정동,평일,11.39
3204053,강원도,동해시,북삼동,평일,49.68
3204054,강원도,동해시,부곡동,평일,25.34
3204055,강원도,동해시,동호동,평일,48.4
3204057,강원도,동해시,발한동,평일,9.38
3204060,강원도,동해시,북평동,평일,46.93
3204063,강원도,동해시,망상동,평일,30.06
3204065,강원도,동해시,삼화동,평일,65.25
3205051,강원도,태백시,황지동,평일,86.93
3205052,강원도,태백시,황연동,평일,89.99
3205053,강원도,태백시,삼수동,평일,83.39
3205054,강원도,태백시,상장동,평일,79.47
3205055,강원도,태백시,구문소동,평일,31.1
3205056,강원도,태백시,장성동,평일,93.96
3205062,강원도,태백시,문곡소도동,평일,91.45
3206051,강원도,속초시,영랑동,평일,30.54
3206052,강원도,속초시,동명동,평일,49.61
3206054,강원도,속초시,금호동,평일,57.89
3206056,강원도,속초시,교동,평일,56.86
3206057,강원도,속초시,노학동,평일,35.72
3206058,강원도,속초시,조양동,평일,43.8
3206059,강원도,속초시,청호동,평일,32.66
3206060,강원도,속초시,대포동,평일,37.77
3207011,강원도,삼척시,도계읍,평일,60.48
3207012,강원도,삼척시,원덕읍,평일,30.53
3207031,강원도,삼척시,근덕면,평일,43.02
3207032,강원도,삼척시,하장면,평일,72.76
3207033,강원도,삼척시,노곡면,평일,64.11
3207034,강원도,삼척시,미로면,평일,31.72
3207035,강원도,삼척시,가곡면,평일,59.34
3207036,강원도,삼척시,신기면,평일,47.2
3207051,강원도,삼척시,남양동,평일,51.68
3207052,강원도,삼척시,성내동,평일,25.38
3207053,강원도,삼척시,교동,평일,69.69
3207054,강원도,삼척시,정라동,평일,79.39
3231011,강원도,홍천군,홍천읍,평일,37.87
3231031,강원도,홍천군,화촌면,평일,24.28
3231032,강원도,홍천군,두촌면,평일,28.08
3231033,강원도,홍천군,내촌면,평일,21.98
3231034,강원도,홍천군,서석면,평일,52.74
3231035,강원도,홍천군,동면,평일,26.03
3231036,강원도,홍천군,남면,평일,43.79
3231037,강원도,홍천군,서면,평일,41.22
3231038,강원도,홍천군,북방면,평일,28.52
3231039,강원도,홍천군,내면,평일,66.82
3232011,강원도,횡성군,횡성읍,평일,28.56
3232031,강원도,횡성군,우천면,평일,30.79
3232032,강원도,횡성군,안흥면,평일,39.39
3232033,강원도,횡성군,둔내면,평일,21.13
3232034,강원도,횡성군,갑천면,평일,57.83
3232035,강원도,횡성군,청일면,평일,69.66
3232036,강원도,횡성군,공근면,평일,23.66
3232037,강원도,횡성군,서원면,평일,55.1
3232038,강원도,횡성군,강림면,평일,54.01
3233011,강원도,영월군,영월읍,평일,26.76
3233012,강원도,영월군,상동읍,평일,79.16
3233031,강원도,영월군,중동면,평일,35.7
3233033,강원도,영월군,북면,평일,67.59
3233034,강원도,영월군,남면,평일,24.08
3233036,강원도,영월군,주천면,평일,67.89
3233038,강원도,영월군,김삿갓면,평일,56.41
3233039,강원도,영월군,한반도면,평일,25.56
3233040,강원도,영월군,무릉도원면,평일,71.26
3234011,강원도,평창군,평창읍,평일,37.58
3234031,강원도,평창군,미탄면,평일,35.33
3234032,강원도,평창군,방림면,평일,55.7
3234033,강원도,평창군,대화면,평일,69.55
3234034,강원도,평창군,봉평면,평일,32.17
3234035,강원도,평창군,용평면,평일,25.52
3234036,강원도,평창군,진부면,평일,29.28
3234037,강원도,평창군,대관령면,평일,19.65
3235011,강원도,정선군,정선읍,평일,66.92
3235012,강원도,정선군,고한읍,평일,67.86
3235013,강원도,정선군,사북읍,평일,38.74
3235014,강원도,정선군,신동읍,평일,45.51
3235032,강원도,정선군,남면,평일,51.27
3235034,강원도,정선군,북평면,평일,61.02
3235035,강원도,정선군,임계면,평일,73.42
3235036,강원도,정선군,화암면,평일,75.85
3235037,강원도,정선군,여량면,평일,64.36
3236011,강원도,철원군,철원읍,평일,81.79
3236012,강원도,철원군,김화읍,평일,44.32
3236013,강원도,철원군,갈말읍,평일,61.49
3236014,강원도,철원군,동송읍,평일,70.89
3236031,강원도,철원군,서면,평일,49.86
3236032,강원도,철원군,근남면,평일,46.26
3237011,강원도,화천군,화천읍,평일,54.19
3237031,강원도,화천군,간동면,평일,60.29
3237032,강원도,화천군,하남면,평일,52.5
3237033,강원도,화천군,상서면,평일,61.55
3237034,강원도,화천군,사내면,평일,72.25
3238011,강원도,양구군,양구읍,평일,48.61
3238031,강원도,양구군,남면,평일,57.25
3238032,강원도,양구군,동면,평일,76
3238033,강원도,양구군,방산면,평일,56.1
3238034,강원도,양구군,해안면,평일,76.59
3239011,강원도,인제군,인제읍,평일,49.56
3239031,강원도,인제군,남면,평일,34.42
3239032,강원도,인제군,북면,평일,40.72
3239033,강원도,인제군,기린면,평일,36.12
3239034,강원도,인제군,서화면,평일,63.3
3239035,강원도,인제군,상남면,평일,23.16
3240011,강원도,고성군,간성읍,평일,70.76
3240012,강원도,고성군,거진읍,평일,47.03
3240031,강원도,고성군,현내면,평일,53.21
3240032,강원도,고성군,죽왕면,평일,59.18
3240033,강원도,고성군,토성면,평일,50.97
3241011,강원도,양양군,양양읍,평일,50.55
3241031,강원도,양양군,서면,평일,44.14
3241032,강원도,양양군,손양면,평일,26.89
3241033,강원도,양양군,현북면,평일,31.14
3241034,강원도,양양군,현남면,평일,28.61
3241035,강원도,양양군,강현면,평일,51.4
3302011,충청북도,충주시,주덕읍,평일,55.61
3302031,충청북도,충주시,살미면,평일,63.47
3302032,충청북도,충주시,수안보면,평일,51.01
3302034,충청북도,충주시,신니면,평일,23.88
3302035,충청북도,충주시,노은면,평일,27.33
3302036,충청북도,충주시,앙성면,평일,28.85
3302038,충청북도,충주시,금가면,평일,35.03
3302039,충청북도,충주시,동량면,평일,71.76
3302040,충청북도,충주시,산척면,평일,31.25
3302041,충청북도,충주시,엄정면,평일,22.89
3302042,충청북도,충주시,소태면,평일,21.39
3302043,충청북도,충주시,대소원면,평일,39.17
3302044,충청북도,충주시,중앙탑면,평일,25.44
3302051,충청북도,충주시,성내·충인동,평일,38.1
3302053,충청북도,충주시,교현·안림동,평일,42.78
3302054,충청북도,충주시,교현2동,평일,25.09
3302055,충청북도,충주시,용산동,평일,26.92
3302056,충청북도,충주시,지현동,평일,25.73
3302057,충청북도,충주시,문화동,평일,27.3
3302058,충청북도,충주시,호암·직동,평일,10.49
3302060,충청북도,충주시,달천동,평일,39.52
3302061,충청북도,충주시,봉방동,평일,44.67
3302062,충청북도,충주시,칠금·금릉동,평일,45.06
3302063,충청북도,충주시,연수동,평일,20.58
3302064,충청북도,충주시,목행·용탄동,평일,43.8
3303011,충청북도,제천시,봉양읍,평일,27.94
3303031,충청북도,제천시,금성면,평일,24.59
3303032,충청북도,제천시,청풍면,평일,68.15
3303033,충청북도,제천시,수산면,평일,76.35
3303034,충청북도,제천시,덕산면,평일,63.79
3303035,충청북도,제천시,한수면,평일,73.41
3303036,충청북도,제천시,백운면,평일,43.2
3303037,충청북도,제천시,송학면,평일,29.61
3303051,충청북도,제천시,교동,평일,52.43
3303056,충청북도,제천시,용두동,평일,6.5
3303059,충청북도,제천시,청전동,평일,16.9
3303060,충청북도,제천시,화산동,평일,28.28
3303070,충청북도,제천시,남현동,평일,52.97
3303071,충청북도,제천시,영서동,평일,27.58
3303072,충청북도,제천시,신백동,평일,36.33
3303073,충청북도,제천시,의림지동,평일,16.38
3303074,충청북도,제천시,중앙동,평일,38.41
3304131,충청북도,청주시 상당구,낭성면,평일,39.65
3304132,충청북도,청주시 상당구,미원면,평일,51.99
3304133,충청북도,청주시 상당구,가덕면,평일,39.06
3304134,충청북도,청주시 상당구,남일면,평일,62.21
3304135,충청북도,청주시 상당구,문의면,평일,31.69
3304151,충청북도,청주시 상당구,중앙동,평일,73.32
3304152,충청북도,청주시 상당구,성안동,평일,72.19
3304153,충청북도,청주시 상당구,탑·대성동,평일,58.99
3304154,충청북도,청주시 상당구,영운동,평일,80.43
3304155,충청북도,청주시 상당구,금천동,평일,40.82
3304156,충청북도,청주시 상당구,용담·명암·산성동,평일,24.43
3304157,충청북도,청주시 상당구,용암1동,평일,33.58
3304158,충청북도,청주시 상당구,용암2동,평일,47.38
3304231,충청북도,청주시 서원구,남이면,평일,43.36
3304232,충청북도,청주시 서원구,현도면,평일,41.1
3304251,충청북도,청주시 서원구,사직1동,평일,70.48
3304252,충청북도,청주시 서원구,사직2동,평일,81.55
3304253,충청북도,청주시 서원구,사창동,평일,74.22
3304254,충청북도,청주시 서원구,모충동,평일,63.75
3304255,충청북도,청주시 서원구,산남동,평일,30.3
3304256,충청북도,청주시 서원구,분평동,평일,38.21
3304257,충청북도,청주시 서원구,수곡1동,평일,60.32
3304258,충청북도,청주시 서원구,수곡2동,평일,46.9
3304259,충청북도,청주시 서원구,성화·개신·죽림동,평일,40.58
3304311,충청북도,청주시 흥덕구,오송읍,평일,47.63
3304331,충청북도,청주시 흥덕구,강내면,평일,52.92
3304332,충청북도,청주시 흥덕구,옥산면,평일,32.29
3304351,충청북도,청주시 흥덕구,운천·신봉동,평일,23.3
3304352,충청북도,청주시 흥덕구,복대1동,평일,66.02
3304353,충청북도,청주시 흥덕구,복대2동,평일,46.64
3304354,충청북도,청주시 흥덕구,가경동,평일,41.01
3304355,충청북도,청주시 흥덕구,봉명1동,평일,28.97
3304356,충청북도,청주시 흥덕구,봉명2·송정동,평일,24.1
3304357,충청북도,청주시 흥덕구,강서1동,평일,44.76
3304358,충청북도,청주시 흥덕구,강서2동,평일,28.15
3304411,충청북도,청주시 청원구,내수읍,평일,30.75
3304412,충청북도,청주시 청원구,오창읍,평일,39.08
3304431,충청북도,청주시 청원구,북이면,평일,33.82
3304451,충청북도,청주시 청원구,오근장동,평일,45.19
3304452,충청북도,청주시 청원구,우암동,평일,33.58
3304453,충청북도,청주시 청원구,내덕1동,평일,32.31
3304454,충청북도,청주시 청원구,내덕2동,평일,99.58
3304455,충청북도,청주시 청원구,율량·사천동,평일,40.19
3332011,충청북도,보은군,보은읍,평일,39.81
3332031,충청북도,보은군,속리산면,평일,61.58
3332032,충청북도,보은군,장안면,평일,39.12
3332033,충청북도,보은군,마로면,평일,33.31
3332034,충청북도,보은군,탄부면,평일,33.45
3332035,충청북도,보은군,삼승면,평일,53.27
3332036,충청북도,보은군,수한면,평일,39.06
3332037,충청북도,보은군,회남면,평일,85.05
3332038,충청북도,보은군,회인면,평일,36.83
3332039,충청북도,보은군,내북면,평일,24.64
3332040,충청북도,보은군,산외면,평일,33.33
3333011,충청북도,옥천군,옥천읍,평일,46.89
3333031,충청북도,옥천군,동이면,평일,41.81
3333032,충청북도,옥천군,안남면,평일,76.58
3333033,충청북도,옥천군,안내면,평일,70.42
3333034,충청북도,옥천군,청성면,평일,57.17
3333035,충청북도,옥천군,청산면,평일,70.05
3333036,충청북도,옥천군,이원면,평일,52.86
3333037,충청북도,옥천군,군서면,평일,42.7
3333038,충청북도,옥천군,군북면,평일,40.56
3334011,충청북도,영동군,영동읍,평일,49.9
3334031,충청북도,영동군,용산면,평일,34.01
3334032,충청북도,영동군,황간면,평일,30.9
3334033,충청북도,영동군,추풍령면,평일,32.33
3334034,충청북도,영동군,매곡면,평일,53.26
3334035,충청북도,영동군,상촌면,평일,64.95
3334036,충청북도,영동군,양강면,평일,26.35
3334037,충청북도,영동군,용화면,평일,78.18
3334038,충청북도,영동군,학산면,평일,38.08
3334039,충청북도,영동군,양산면,평일,50.74
3334040,충청북도,영동군,심천면,평일,48.41
3335011,충청북도,진천군,진천읍,평일,56.39
3335031,충청북도,진천군,덕산면,평일,35.2
3335032,충청북도,진천군,초평면,평일,39.15
3335033,충청북도,진천군,문백면,평일,34.4
3335034,충청북도,진천군,백곡면,평일,69.61
3335035,충청북도,진천군,이월면,평일,39.36
3335036,충청북도,진천군,광혜원면,평일,31.64
3336011,충청북도,괴산군,괴산읍,평일,42.62
3336031,충청북도,괴산군,감물면,평일,72.19
3336032,충청북도,괴산군,장연면,평일,37.12
3336033,충청북도,괴산군,연풍면,평일,33.97
3336034,충청북도,괴산군,칠성면,평일,34.93
3336035,충청북도,괴산군,문광면,평일,40.22
3336036,충청북도,괴산군,청천면,평일,56
3336037,충청북도,괴산군,청안면,평일,53.32
3336038,충청북도,괴산군,사리면,평일,25.97
3336039,충청북도,괴산군,소수면,평일,58.13
3336040,충청북도,괴산군,불정면,평일,73.63
3337011,충청북도,음성군,음성읍,평일,33.89
3337012,충청북도,음성군,금왕읍,평일,38.84
3337031,충청북도,음성군,소이면,평일,47.13
3337032,충청북도,음성군,원남면,평일,58.79
3337033,충청북도,음성군,맹동면,평일,43.43
3337034,충청북도,음성군,대소면,평일,40.13
3337035,충청북도,음성군,삼성면,평일,43.29
3337036,충청북도,음성군,생극면,평일,38.88
3337037,충청북도,음성군,감곡면,평일,31.76
3338011,충청북도,단양군,단양읍,평일,71.88
3338012,충청북도,단양군,매포읍,평일,68.01
3338031,충청북도,단양군,단성면,평일,39.57
3338032,충청북도,단양군,대강면,평일,34.7
3338033,충청북도,단양군,가곡면,평일,62.85
3338034,충청북도,단양군,영춘면,평일,76.42
3338035,충청북도,단양군,어상천면,평일,71.14
3338036,충청북도,단양군,적성면,평일,16.95
3339014,충청북도,증평군,증평읍,평일,54.58
3339031,충청북도,증평군,도안면,평일,58.3
3401111,충청남도,천안시 동남구,목천읍,평일,37.75
3401131,충청남도,천안시 동남구,풍세면,평일,22.05
3401132,충청남도,천안시 동남구,광덕면,평일,39.41
3401133,충청남도,천안시 동남구,북면,평일,70.37
3401134,충청남도,천안시 동남구,성남면,평일,31.41
3401135,충청남도,천안시 동남구,수신면,평일,34.35
3401136,충청남도,천안시 동남구,병천면,평일,28.44
3401137,충청남도,천안시 동남구,동면,평일,73.15
3401151,충청남도,천안시 동남구,중앙동,평일,37.4
3401152,충청남도,천안시 동남구,문성동,평일,45.23
3401153,충청남도,천안시 동남구,원성1동,평일,75.56
3401154,충청남도,천안시 동남구,원성2동,평일,54.77
3401155,충청남도,천안시 동남구,봉명동,평일,16.57
3401156,충청남도,천안시 동남구,일봉동,평일,32.18
3401157,충청남도,천안시 동남구,신방동,평일,49.44
3401158,충청남도,천안시 동남구,청룡동,평일,51.41
3401159,충청남도,천안시 동남구,신안동,평일,55.54
3401211,충청남도,천안시 서북구,성환읍,평일,46.3
3401212,충청남도,천안시 서북구,성거읍,평일,37.55
3401213,충청남도,천안시 서북구,직산읍,평일,57.27
3401231,충청남도,천안시 서북구,입장면,평일,35.2
3401251,충청남도,천안시 서북구,성정1동,평일,26.82
3401252,충청남도,천안시 서북구,성정2동,평일,26.38
3401253,충청남도,천안시 서북구,쌍용1동,평일,20.21
3401254,충청남도,천안시 서북구,쌍용2동,평일,24.19
3401255,충청남도,천안시 서북구,쌍용3동,평일,28.66
3401258,충청남도,천안시 서북구,백석동,평일,22.73
3401259,충청남도,천안시 서북구,불당동,평일,18.04
3401260,충청남도,천안시 서북구,부성1동,평일,54.02
3401261,충청남도,천안시 서북구,부성2동,평일,15.09
3402011,충청남도,공주시,유구읍,평일,31.56
3402031,충청남도,공주시,이인면,평일,20.1
3402032,충청남도,공주시,탄천면,평일,24.59
3402033,충청남도,공주시,계룡면,평일,32.39
3402034,충청남도,공주시,반포면,평일,52.11
3402036,충청남도,공주시,의당면,평일,32.7
3402037,충청남도,공주시,정안면,평일,30.27
3402038,충청남도,공주시,우성면,평일,26.86
3402039,충청남도,공주시,사곡면,평일,28.91
3402040,충청남도,공주시,신풍면,평일,26.97
3402051,충청남도,공주시,중학동,평일,29.54
3402055,충청남도,공주시,금학동,평일,17.62
3402056,충청남도,공주시,옥룡동,평일,15.29
3402057,충청남도,공주시,신관동,평일,44.73
3402058,충청남도,공주시,웅진동,평일,40.32
3402059,충청남도,공주시,월송동,평일,36.23
3403011,충청남도,보령시,웅천읍,평일,43.07
3403031,충청남도,보령시,주포면,평일,27.29
3403032,충청남도,보령시,주교면,평일,30.56
3403033,충청남도,보령시,오천면,평일,79.69
3403034,충청남도,보령시,천북면,평일,35.7
3403035,충청남도,보령시,청소면,평일,26.5
3403036,충청남도,보령시,청라면,평일,61.79
3403037,충청남도,보령시,남포면,평일,20.01
3403038,충청남도,보령시,주산면,평일,28.77
3403039,충청남도,보령시,미산면,평일,52.76
3403040,충청남도,보령시,성주면,평일,81.49
3403051,충청남도,보령시,대천1동,평일,32.51
3403052,충청남도,보령시,대천2동,평일,15.84
3403053,충청남도,보령시,대천3동,평일,64.46
3403054,충청남도,보령시,대천4동,평일,40.93
3403056,충청남도,보령시,대천5동,평일,50.55
3404011,충청남도,아산시,염치읍,평일,49.5
3404012,충청남도,아산시,배방읍,평일,32.18
3404031,충청남도,아산시,송악면,평일,66.25
3404033,충청남도,아산시,탕정면,평일,28.39
3404034,충청남도,아산시,음봉면,평일,44.87
3404035,충청남도,아산시,둔포면,평일,29.24
3404036,충청남도,아산시,영인면,평일,38.13
3404037,충청남도,아산시,인주면,평일,52.57
3404038,충청남도,아산시,선장면,평일,69.36
3404039,충청남도,아산시,도고면,평일,75.61
3404040,충청남도,아산시,신창면,평일,55.44
3404051,충청남도,아산시,온양1동,평일,54.83
3404052,충청남도,아산시,온양2동,평일,39.5
3404053,충청남도,아산시,온양3동,평일,37.74
3404054,충청남도,아산시,온양4동,평일,69.06
3404055,충청남도,아산시,온양5동,평일,21.9
3404056,충청남도,아산시,온양6동,평일,32.17
3405011,충청남도,서산시,대산읍,평일,71.92
3405031,충청남도,서산시,인지면,평일,44.76
3405032,충청남도,서산시,부석면,평일,23.11
3405033,충청남도,서산시,팔봉면,평일,30.22
3405034,충청남도,서산시,지곡면,평일,43.13
3405035,충청남도,서산시,성연면,평일,55.77
3405036,충청남도,서산시,음암면,평일,30.73
3405037,충청남도,서산시,운산면,평일,28.31
3405038,충청남도,서산시,해미면,평일,36.72
3405039,충청남도,서산시,고북면,평일,21.92
3405051,충청남도,서산시,부춘동,평일,40.47
3405052,충청남도,서산시,동문1동,평일,22.16
3405053,충청남도,서산시,동문2동,평일,39.2
3405054,충청남도,서산시,수석동,평일,69.74
3405055,충청남도,서산시,석남동,평일,56.74
3406011,충청남도,논산시,강경읍,평일,64.15
3406012,충청남도,논산시,연무읍,평일,31.58
3406031,충청남도,논산시,성동면,평일,24.23
3406032,충청남도,논산시,광석면,평일,29.88
3406033,충청남도,논산시,노성면,평일,30.99
3406034,충청남도,논산시,상월면,평일,33.08
3406035,충청남도,논산시,부적면,평일,67.16
3406036,충청남도,논산시,연산면,평일,73.18
3406037,충청남도,논산시,벌곡면,평일,28.48
3406038,충청남도,논산시,양촌면,평일,28.15
3406039,충청남도,논산시,가야곡면,평일,25.35
3406040,충청남도,논산시,은진면,평일,78.23
3406041,충청남도,논산시,채운면,평일,36.66
3406051,충청남도,논산시,취암동,평일,60.88
3406052,충청남도,논산시,부창동,평일,41.57
3407031,충청남도,계룡시,두마면,평일,22.74
3407033,충청남도,계룡시,엄사면,평일,63.11
3407034,충청남도,계룡시,신도안면,평일,3.85
3407051,충청남도,계룡시,금암동,평일,28.21
3408011,충청남도,당진시,합덕읍,평일,46.02
3408012,충청남도,당진시,송악읍,평일,33.49
3408031,충청남도,당진시,고대면,평일,11.68
3408032,충청남도,당진시,석문면,평일,21.85
3408033,충청남도,당진시,대호지면,평일,53.71
3408034,충청남도,당진시,정미면,평일,29.5
3408035,충청남도,당진시,면천면,평일,27.73
3408036,충청남도,당진시,순성면,평일,28.18
3408037,충청남도,당진시,우강면,평일,28.99
3408038,충청남도,당진시,신평면,평일,39.41
3408039,충청남도,당진시,송산면,평일,16.97
3408051,충청남도,당진시,당진1동,평일,41.32
3408052,충청남도,당진시,당진2동,평일,30.1
3408053,충청남도,당진시,당진3동,평일,43
3431011,충청남도,금산군,금산읍,평일,82.32
3431031,충청남도,금산군,금성면,평일,37.68
3431032,충청남도,금산군,제원면,평일,45.14
3431033,충청남도,금산군,부리면,평일,18.74
3431034,충청남도,금산군,군북면,평일,28.24
3431035,충청남도,금산군,남일면,평일,68.11
3431036,충청남도,금산군,남이면,평일,72.92
3431037,충청남도,금산군,진산면,평일,83.01
3431038,충청남도,금산군,복수면,평일,47.3
3431039,충청남도,금산군,추부면,평일,34.64
3433011,충청남도,부여군,부여읍,평일,34.71
3433031,충청남도,부여군,규암면,평일,25.33
3433032,충청남도,부여군,은산면,평일,27.39
3433033,충청남도,부여군,외산면,평일,77.24
3433034,충청남도,부여군,내산면,평일,41.81
3433035,충청남도,부여군,구룡면,평일,38.2
3433036,충청남도,부여군,홍산면,평일,32.66
3433037,충청남도,부여군,옥산면,평일,37.43
3433038,충청남도,부여군,남면,평일,18.41
3433039,충청남도,부여군,충화면,평일,19.37
3433040,충청남도,부여군,양화면,평일,74.85
3433041,충청남도,부여군,임천면,평일,60.44
3433042,충청남도,부여군,장암면,평일,59.88
3433043,충청남도,부여군,세도면,평일,60.07
3433044,충청남도,부여군,석성면,평일,26.58
3433045,충청남도,부여군,초촌면,평일,18.9
3434011,충청남도,서천군,장항읍,평일,45.12
3434012,충청남도,서천군,서천읍,평일,27.19
3434031,충청남도,서천군,마서면,평일,56.6
3434032,충청남도,서천군,화양면,평일,28.42
3434033,충청남도,서천군,기산면,평일,19.88
3434034,충청남도,서천군,한산면,평일,71.47
3434035,충청남도,서천군,마산면,평일,17.52
3434036,충청남도,서천군,시초면,평일,16.79
3434037,충청남도,서천군,문산면,평일,40.31
3434038,충청남도,서천군,판교면,평일,32.2
3434039,충청남도,서천군,종천면,평일,26.95
3434040,충청남도,서천군,비인면,평일,29.38
3434041,충청남도,서천군,서면,평일,38.13
3435011,충청남도,청양군,청양읍,평일,45.22
3435031,충청남도,청양군,운곡면,평일,46.29
3435032,충청남도,청양군,대치면,평일,22.33
3435033,충청남도,청양군,정산면,평일,22.43
3435034,충청남도,청양군,목면,평일,21.4
3435035,충청남도,청양군,청남면,평일,20.36
3435036,충청남도,청양군,장평면,평일,22.42
3435037,충청남도,청양군,남양면,평일,53.89
3435038,충청남도,청양군,화성면,평일,62.09
3435039,충청남도,청양군,비봉면,평일,39.48
3436011,충청남도,홍성군,홍성읍,평일,33.84
3436012,충청남도,홍성군,광천읍,평일,68.18
3436013,충청남도,홍성군,홍북읍,평일,26.09
3436032,충청남도,홍성군,금마면,평일,63.5
3436033,충청남도,홍성군,홍동면,평일,50.38
3436034,충청남도,홍성군,장곡면,평일,42.33
3436035,충청남도,홍성군,은하면,평일,22.19
3436036,충청남도,홍성군,결성면,평일,21.54
3436037,충청남도,홍성군,서부면,평일,33.52
3436038,충청남도,홍성군,갈산면,평일,27.69
3436039,충청남도,홍성군,구항면,평일,46.15
3437011,충청남도,예산군,예산읍,평일,52.89
3437012,충청남도,예산군,삽교읍,평일,30.33
3437031,충청남도,예산군,대술면,평일,48.38
3437032,충청남도,예산군,신양면,평일,22.74
3437033,충청남도,예산군,광시면,평일,56.08
3437034,충청남도,예산군,대흥면,평일,25.83
3437035,충청남도,예산군,응봉면,평일,37.18
3437036,충청남도,예산군,덕산면,평일,45.59
3437037,충청남도,예산군,봉산면,평일,79.14
3437038,충청남도,예산군,고덕면,평일,33.75
3437039,충청남도,예산군,신암면,평일,33.98
3437040,충청남도,예산군,오가면,평일,39.65
3438011,충청남도,태안군,태안읍,평일,46.33
3438012,충청남도,태안군,안면읍,평일,79.85
3438031,충청남도,태안군,고남면,평일,81.25
3438032,충청남도,태안군,남면,평일,44.83
3438033,충청남도,태안군,근흥면,평일,53.82
3438034,충청남도,태안군,소원면,평일,69.99
3438035,충청남도,태안군,원북면,평일,66.23
3438036,충청남도,태안군,이원면,평일,59.68
3501160,전라북도,전주시 완산구,동서학동,평일,37.48
3501161,전라북도,전주시 완산구,서서학동,평일,23.03
3501162,전라북도,전주시 완산구,중화산1동,평일,21.46
3501163,전라북도,전주시 완산구,중화산2동,평일,25.35
3501164,전라북도,전주시 완산구,평화1동,평일,20.6
3501165,전라북도,전주시 완산구,평화2동,평일,23.15
3501166,전라북도,전주시 완산구,서신동,평일,22.4
3501167,전라북도,전주시 완산구,삼천1동,평일,24.77
3501168,전라북도,전주시 완산구,삼천2동,평일,17.82
3501169,전라북도,전주시 완산구,삼천3동,평일,38.2
3501170,전라북도,전주시 완산구,효자1동,평일,18.97
3501171,전라북도,전주시 완산구,효자2동,평일,33.52
3501172,전라북도,전주시 완산구,효자3동,평일,34.52
3501173,전라북도,전주시 완산구,효자4동,평일,31.27
3501174,전라북도,전주시 완산구,중앙동,평일,27.33
3501175,전라북도,전주시 완산구,풍남동,평일,27.61
3501176,전라북도,전주시 완산구,노송동,평일,30.63
3501177,전라북도,전주시 완산구,완산동,평일,31.7
3501254,전라북도,전주시 덕진구,인후1동,평일,18.26
3501255,전라북도,전주시 덕진구,인후2동,평일,21.45
3501256,전라북도,전주시 덕진구,인후3동,평일,27.74
3501257,전라북도,전주시 덕진구,덕진동,평일,19.8
3501258,전라북도,전주시 덕진구,금암1동,평일,28.15
3501259,전라북도,전주시 덕진구,금암2동,평일,23.49
3501260,전라북도,전주시 덕진구,팔복동,평일,20.71
3501261,전라북도,전주시 덕진구,우아1동,평일,60.15
3501262,전라북도,전주시 덕진구,우아2동,평일,50.21
3501263,전라북도,전주시 덕진구,호성동,평일,69.27
3501265,전라북도,전주시 덕진구,송천1동,평일,50.37
3501266,전라북도,전주시 덕진구,송천2동,평일,31.93
3501267,전라북도,전주시 덕진구,조촌동,평일,27.71
3501268,전라북도,전주시 덕진구,동산동,평일,23.15
3501269,전라북도,전주시 덕진구,진북동,평일,28.35
3502011,전라북도,군산시,옥구읍,평일,53
