행정구역코드,시도명,시군구명,읍면동명,평일주말구분,혼잡빈도강도
2305074,인천광역시,남동구,논현고잔동,평일,37.05
2306051,인천광역시,부평구,부평1동,평일,47.92
2306052,인천광역시,부평구,부평2동,평일,74.84
2306053,인천광역시,부평구,부평3동,평일,28.65
2306054,인천광역시,부평구,부평4동,평일,45.93
2306055,인천광역시,부평구,부평5동,평일,50.01
2306056,인천광역시,부평구,부평6동,평일,77.8
2306057,인천광역시,부평구,산곡1동,평일,30.45
2306058,인천광역시,부평구,산곡2동,평일,29.88
2306059,인천광역시,부평구,산곡3동,평일,36.3
2306060,인천광역시,부평구,산곡4동,평일,26.3
2306061,인천광역시,부평구,청천1동,평일,35.94
2306062,인천광역시,부평구,청천2동,평일,64.13
2306063,인천광역시,부평구,갈산1동,평일,38.51
2306064,인천광역시,부평구,갈산2동,평일,28.42
2306065,인천광역시,부평구,삼산1동,평일,80.37
2306066,인천광역시,부평구,부개1동,평일,85.88
2306067,인천광역시,부평구,부개2동,평일,45.2
2306068,인천광역시,부평구,부개3동,평일,39.32
2306069,인천광역시,부평구,일신동,평일,71.27
2306070,인천광역시,부평구,십정1동,평일,32.18
2306071,인천광역시,부평구,십정2동,평일,49.89
2306072,인천광역시,부평구,삼산2동,평일,26.9
2307051,인천광역시,계양구,효성1동,평일,42.1
2307052,인천광역시,계양구,효성2동,평일,85
2307053,인천광역시,계양구,계산1동,평일,31.03
2307054,인천광역시,계양구,계산2동,평일,21.86
2307055,인천광역시,계양구,계산3동,평일,26.35
2307056,인천광역시,계양구,작전1동,평일,49.56
2307057,인천광역시,계양구,작전2동,평일,51.46
2307058,인천광역시,계양구,작전서운동,평일,68.75
2307061,인천광역시,계양구,계양2동,평일,46.53
2307062,인천광역시,계양구,계산4동,평일,31.3
2307063,인천광역시,계양구,계양1동,평일,34
2307064,인천광역시,계양구,계양3동,평일,61.27
2308051,인천광역시,서구,검암경서동,평일,20.02
2308053,인천광역시,서구,연희동,평일,18.44
2308054,인천광역시,서구,가정1동,평일,26.32
2308055,인천광역시,서구,가정2동,평일,66.95
2308056,인천광역시,서구,가정3동,평일,33.1
2308058,인천광역시,서구,석남1동,평일,33.29
2308059,인천광역시,서구,석남2동,평일,22.82
2308060,인천광역시,서구,석남3동,평일,6.09
2308062,인천광역시,서구,가좌1동,평일,19.32
2308063,인천광역시,서구,가좌2동,평일,21.82
2308064,인천광역시,서구,가좌3동,평일,23.02
2308065,인천광역시,서구,가좌4동,평일,23.4
2308069,인천광역시,서구,검단2동,평일,14.15
2308070,인천광역시,서구,검단3동,평일,16.15
2308071,인천광역시,서구,검단4동,평일,14.9
2308073,인천광역시,서구,신현원창동,평일,35.88
2308074,인천광역시,서구,청라1동,평일,14.28
2308076,인천광역시,서구,검단1동,평일,48.22
2308077,인천광역시,서구,검단5동,평일,22.85
2308078,인천광역시,서구,청라2동,평일,22.6
2308079,인천광역시,서구,청라3동,평일,25.15
2331011,인천광역시,강화군,강화읍,평일,62.63
2331031,인천광역시,강화군,선원면,평일,30.9
2331032,인천광역시,강화군,불은면,평일,28.33
2331033,인천광역시,강화군,길상면,평일,25.17
2331034,인천광역시,강화군,화도면,평일,5.21
2331035,인천광역시,강화군,양도면,평일,9.74
2331036,인천광역시,강화군,내가면,평일,8.28
2331037,인천광역시,강화군,하점면,평일,16.71
2331038,인천광역시,강화군,양사면,평일,33.26
2331039,인천광역시,강화군,송해면,평일,21.81
2331040,인천광역시,강화군,교동면,평일,1.75
2331041,인천광역시,강화군,삼산면,평일,34.83
2332037,인천광역시,옹진군,영흥면,평일,2.47
2401051,광주광역시,동구,충장동,평일,48.63
2401054,광주광역시,동구,동명동,평일,82.72
2401056,광주광역시,동구,계림1동,평일,31.34
2401058,광주광역시,동구,계림2동,평일,83.59
2401059,광주광역시,동구,산수1동,평일,92.09
2401061,광주광역시,동구,산수2동,평일,26.25
2401062,광주광역시,동구,지산1동,평일,74.12
2401063,광주광역시,동구,지산2동,평일,11.2
2401064,광주광역시,동구,서남동,평일,73.05
2401068,광주광역시,동구,학동,평일,83.06
2401071,광주광역시,동구,학운동,평일,17.07
2401072,광주광역시,동구,지원1동,평일,88.22
2401073,광주광역시,동구,지원2동,평일,54.75
2402051,광주광역시,서구,양동,평일,31.85
2402053,광주광역시,서구,양3동,평일,37.32
2402054,광주광역시,서구,농성1동,평일,44.65
2402055,광주광역시,서구,농성2동,평일,74.83
2402056,광주광역시,서구,광천동,평일,54.17
2402057,광주광역시,서구,유덕동,평일,15.01
2402058,광주광역시,서구,상무1동,평일,60.97
2402059,광주광역시,서구,상무2동,평일,36.25
2402060,광주광역시,서구,화정1동,평일,83.14
2402061,광주광역시,서구,화정2동,평일,31.74
2402062,광주광역시,서구,화정3동,평일,35.71
2402063,광주광역시,서구,화정4동,평일,29.37
2402064,광주광역시,서구,서창동,평일,25.9
2402066,광주광역시,서구,치평동,평일,37.77
2402067,광주광역시,서구,풍암동,평일,22.52
2402068,광주광역시,서구,금호1동,평일,19
2402069,광주광역시,서구,금호2동,평일,23.27
2402070,광주광역시,서구,동천동,평일,14.48
2403051,광주광역시,남구,양림동,평일,34.45
2403052,광주광역시,남구,방림1동,평일,93.63
2403053,광주광역시,남구,방림2동,평일,25.14
2403054,광주광역시,남구,사직동,평일,36.33
2403057,광주광역시,남구,월산동,평일,23.62
2403060,광주광역시,남구,월산4동,평일,78.92
2403061,광주광역시,남구,월산5동,평일,98.57
2403062,광주광역시,남구,백운1동,평일,57.69
2403063,광주광역시,남구,백운2동,평일,43.87
2403064,광주광역시,남구,주월1동,평일,78.87
2403065,광주광역시,남구,주월2동,평일,29.17
2403066,광주광역시,남구,효덕동,평일,57.7
2403067,광주광역시,남구,송암동,평일,52.62
2403068,광주광역시,남구,봉선1동,평일,88.44
2403069,광주광역시,남구,봉선2동,평일,32.86
2403070,광주광역시,남구,대촌동,평일,16.36
2404051,광주광역시,북구,중흥1동,평일,25.55
2404052,광주광역시,북구,중흥2동,평일,20.49
2404053,광주광역시,북구,중흥3동,평일,31.63
2404054,광주광역시,북구,중앙동,평일,29.8
2404055,광주광역시,북구,임동,평일,28.64
2404056,광주광역시,북구,신안동,평일,23.73
2404057,광주광역시,북구,용봉동,평일,50.16
2404058,광주광역시,북구,운암1동,평일,66.95
2404059,광주광역시,북구,운암2동,평일,48.61
2404060,광주광역시,북구,운암3동,평일,63.76
2404061,광주광역시,북구,동림동,평일,26.29
2404062,광주광역시,북구,우산동,평일,73.75
2404063,광주광역시,북구,풍향동,평일,80.75
2404064,광주광역시,북구,문화동,평일,35.53
2404065,광주광역시,북구,문흥1동,평일,46.7
2404066,광주광역시,북구,문흥2동,평일,26.14
2404067,광주광역시,북구,두암1동,평일,53.76
2404068,광주광역시,북구,두암2동,평일,54.59
2404069,광주광역시,북구,두암3동,평일,30.76
2404070,광주광역시,북구,삼각동,평일,17.91
2404071,광주광역시,북구,매곡동,평일,34.49
2404072,광주광역시,북구,오치1동,평일,70.13
2404073,광주광역시,북구,오치2동,평일,40.54
2404074,광주광역시,북구,석곡동,평일,45.49
2404078,광주광역시,북구,일곡동,평일,20.9
2404079,광주광역시,북구,건국동,평일,20.21
2404080,광주광역시,북구,양산동,평일,19.05
2405051,광주광역시,광산구,송정1동,평일,86.65
2405052,광주광역시,광산구,송정2동,평일,44.15
2405054,광주광역시,광산구,도산동,평일,79.9
2405055,광주광역시,광산구,신흥동,평일,88.69
2405056,광주광역시,광산구,어룡동,평일,40.34
2405058,광주광역시,광산구,우산동,평일,24.87
2405059,광주광역시,광산구,월곡1동,평일,53.15
2405060,광주광역시,광산구,월곡2동,평일,59.68
2405061,광주광역시,광산구,비아동,평일,55.6
2405063,광주광역시,광산구,하남동,평일,28.79
2405064,광주광역시,광산구,임곡동,평일,13.88
2405065,광주광역시,광산구,동곡동,평일,56.18
2405066,광주광역시,광산구,평동,평일,23.6
2405067,광주광역시,광산구,삼도동,평일,34.69
2405068,광주광역시,광산구,본량동,평일,2.07
2405069,광주광역시,광산구,첨단1동,평일,37.8
2405070,광주광역시,광산구,첨단2동,평일,29.74
2405071,광주광역시,광산구,운남동,평일,14.32
2405073,광주광역시,광산구,신창동,평일,59.4
2405074,광주광역시,광산구,신가동,평일,18.56
2405075,광주광역시,광산구,수완동,평일,22.2
2501053,대전광역시,동구,효동,평일,44.74
2501055,대전광역시,동구,판암1동,평일,53.11
2501056,대전광역시,동구,판암2동,평일,84.33
2501057,대전광역시,동구,용운동,평일,20.7
2501060,대전광역시,동구,자양동,평일,23.57
2501063,대전광역시,동구,가양1동,평일,22.64
2501064,대전광역시,동구,가양2동,평일,21.35
2501065,대전광역시,동구,용전동,평일,19.49
2501068,대전광역시,동구,홍도동,평일,39.73
2501073,대전광역시,동구,대청동,평일,41.36
2501075,대전광역시,동구,산내동,평일,40.79
2501076,대전광역시,동구,중앙동,평일,52.43
2501077,대전광역시,동구,신인동,평일,75.6
2501078,대전광역시,동구,대동,평일,22.42
2501079,대전광역시,동구,성남동,평일,23.28
2501080,대전광역시,동구,삼성동,평일,57.08
2502051,대전광역시,중구,은행선화동,평일,36
2502053,대전광역시,중구,목동,평일,14.9
2502054,대전광역시,중구,중촌동,평일,18.99
2502055,대전광역시,중구,대흥동,평일,44.65
2502056,대전광역시,중구,문창동,평일,45.81
2502057,대전광역시,중구,석교동,평일,84.83
2502058,대전광역시,중구,대사동,평일,71.63
2502059,대전광역시,중구,부사동,평일,30.2
2502060,대전광역시,중구,용두동,평일,58.54
2502062,대전광역시,중구,오류동,평일,78.74
2502063,대전광역시,중구,태평1동,평일,30.99
2502064,대전광역시,중구,태평2동,평일,38.24
2502065,대전광역시,중구,유천1동,평일,85.62
2502066,대전광역시,중구,유천2동,평일,70.25
2502067,대전광역시,중구,문화1동,평일,28.22
2502068,대전광역시,중구,문화2동,평일,18.87
2502069,대전광역시,중구,산성동,평일,40.1
2503051,대전광역시,서구,복수동,평일,27.87
2503052,대전광역시,서구,도마1동,평일,46.59
2503053,대전광역시,서구,도마2동,평일,54.75
2503054,대전광역시,서구,정림동,평일,49.15
2503055,대전광역시,서구,변동,평일,29.19
2503056,대전광역시,서구,용문동,평일,44.13
2503057,대전광역시,서구,탄방동,평일,62.18
2503059,대전광역시,서구,둔산1동,평일,25.6
2503060,대전광역시,서구,둔산2동,평일,27.06
2503061,대전광역시,서구,괴정동,평일,32.92
2503062,대전광역시,서구,가장동,평일,30.44
2503063,대전광역시,서구,내동,평일,31.03
2503064,대전광역시,서구,갈마1동,평일,44.23
2503065,대전광역시,서구,갈마2동,평일,57.57
2503066,대전광역시,서구,월평1동,평일,41.94
2503067,대전광역시,서구,월평2동,평일,16.66
2503068,대전광역시,서구,월평3동,평일,2.95
2503069,대전광역시,서구,만년동,평일,9.14
2503070,대전광역시,서구,가수원동,평일,31.29
2503071,대전광역시,서구,기성동,평일,13.38
2503072,대전광역시,서구,관저1동,평일,90.08
2503073,대전광역시,서구,관저2동,평일,50.41
2503074,대전광역시,서구,둔산3동,평일,23.17
2504051,대전광역시,유성구,진잠동,평일,47.32
2504054,대전광역시,유성구,온천2동,평일,34.17
2504055,대전광역시,유성구,신성동,평일,30.39
2504057,대전광역시,유성구,전민동,평일,21.04
2504059,대전광역시,유성구,노은1동,평일,39.58
2504061,대전광역시,유성구,구즉동,평일,22.63
2504063,대전광역시,유성구,관평동,평일,34.09
2504064,대전광역시,유성구,온천1동,평일,44.63
2504065,대전광역시,유성구,원신흥동,평일,16.64
2504066,대전광역시,유성구,노은2동,평일,14.07
2504067,대전광역시,유성구,노은3동,평일,28.68
2505051,대전광역시,대덕구,오정동,평일,45.17
2505052,대전광역시,대덕구,대화동,평일,55.32
2505053,대전광역시,대덕구,회덕동,평일,49.41
2505054,대전광역시,대덕구,비래동,평일,33.59
2505055,대전광역시,대덕구,중리동,평일,24.31
2505056,대전광역시,대덕구,법1동,평일,31.25
2505057,대전광역시,대덕구,법2동,평일,27.57
2505058,대전광역시,대덕구,신탄진동,평일,50.65
2505059,대전광역시,대덕구,석봉동,평일,68.49
2505060,대전광역시,대덕구,덕암동,평일,49.16
2505061,대전광역시,대덕구,목상동,평일,47.41
2505062,대전광역시,대덕구,송촌동,평일,24.75
2601051,울산광역시,중구,학성동,평일,20.43
2601052,울산광역시,중구,반구1동,평일,15.6
2601053,울산광역시,중구,반구2동,평일,28.96
2601054,울산광역시,중구,복산1동,평일,61.12
2601055,울산광역시,중구,복산2동,평일,44.79
2601059,울산광역시,중구,우정동,평일,80.41
2601060,울산광역시,중구,태화동,평일,45.19
2601061,울산광역시,중구,다운동,평일,54.72
2601062,울산광역시,중구,병영1동,평일,34.88
2601063,울산광역시,중구,병영2동,평일,39.4
2601064,울산광역시,중구,약사동,평일,48.23
2601066,울산광역시,중구,성안동,평일,13.37
2601067,울산광역시,중구,중앙동,평일,36.43
2602051,울산광역시,남구,신정1동,평일,52.12
2602052,울산광역시,남구,신정2동,평일,57.31
2602053,울산광역시,남구,신정3동,평일,41.18
2602054,울산광역시,남구,신정4동,평일,36.84
2602055,울산광역시,남구,신정5동,평일,23.06
2602056,울산광역시,남구,달동,평일,25.35
2602057,울산광역시,남구,삼산동,평일,19.37
2602058,울산광역시,남구,삼호동,평일,39.41
2602059,울산광역시,남구,무거동,평일,50.82
2602060,울산광역시,남구,옥동,평일,21.77
2602061,울산광역시,남구,야음장생포동,평일,17.86
2602062,울산광역시,남구,대현동,평일,23.38
2602063,울산광역시,남구,수암동,평일,35.52
2602064,울산광역시,남구,선암동,평일,25.41
2603051,울산광역시,동구,방어동,평일,14.36
2603052,울산광역시,동구,일산동,평일,27.14
2603053,울산광역시,동구,화정동,평일,29.78
2603054,울산광역시,동구,대송동,평일,27.04
2603055,울산광역시,동구,전하1동,평일,11.86
2603058,울산광역시,동구,남목1동,평일,10.97
2603059,울산광역시,동구,남목2동,평일,16.08
2603060,울산광역시,동구,남목3동,평일,5.12
2603061,울산광역시,동구,전하2동,평일,10.31
2604051,울산광역시,북구,농소1동,평일,36.91
2604052,울산광역시,북구,농소2동,평일,64.21
2604053,울산광역시,북구,농소3동,평일,6.19
2604054,울산광역시,북구,강동동,평일,21.65
2604056,울산광역시,북구,효문동,평일,19.26
2604057,울산광역시,북구,송정동,평일,51.31
2604058,울산광역시,북구,양정동,평일,21.93
2604059,울산광역시,북구,염포동,평일,4.84
2631011,울산광역시,울주군,온산읍,평일,35.99
2631012,울산광역시,울주군,언양읍,평일,45.84
2631013,울산광역시,울주군,온양읍,평일,44.91
2631014,울산광역시,울주군,범서읍,평일,48.23
2631015,울산광역시,울주군,청량읍,평일,47.29
2631031,울산광역시,울주군,서생면,평일,69.99
2631034,울산광역시,울주군,웅촌면,평일,76.07
2631036,울산광역시,울주군,두동면,평일,6.64
2631037,울산광역시,울주군,두서면,평일,73.43
2631038,울산광역시,울주군,상북면,평일,45.27
2631039,울산광역시,울주군,삼남면,평일,42.96
2631040,울산광역시,울주군,삼동면,평일,28.18
2901011,세종특별자치시,세종시,조치원읍,평일,66.6
2901031,세종특별자치시,세종시,연기면,평일,26.81
2901032,세종특별자치시,세종시,연동면,평일,26.7
2901033,세종특별자치시,세종시,부강면,평일,58.75
2901034,세종특별자치시,세종시,금남면,평일,19.92
2901035,세종특별자치시,세종시,장군면,평일,29.7
2901036,세종특별자치시,세종시,연서면,평일,75.3
2901037,세종특별자치시,세종시,전의면,평일,54.75
2901038,세종특별자치시,세종시,전동면,평일,40.21
2901039,세종특별자치시,세종시,소정면,평일,57.23
2901053,세종특별자치시,세종시,도담동,평일,25.43
2901056,세종특별자치시,세종시,종촌동,평일,57.99
2901058,세종특별자치시,세종시,보람동,평일,21.86
2901059,세종특별자치시,세종시,아름동,평일,38.61
2901060,세종특별자치시,세종시,고운동,평일,54.07
2901061,세종특별자치시,세종시,한솔동,평일,46.95
2901062,세종특별자치시,세종시,새롬동,평일,38.26
3101154,경기도,수원시 장안구,파장동,평일,65.49
3101155,경기도,수원시 장안구,율천동,평일,19.54
3101156,경기도,수원시 장안구,정자1동,평일,38.75
3101157,경기도,수원시 장안구,정자2동,평일,36.67
3101158,경기도,수원시 장안구,영화동,평일,64.83
3101159,경기도,수원시 장안구,송죽동,평일,56.57
3101160,경기도,수원시 장안구,조원1동,평일,55.14
3101161,경기도,수원시 장안구,연무동,평일,76.98
3101162,경기도,수원시 장안구,정자3동,평일,21.11
3101163,경기도,수원시 장안구,조원2동,평일,62.2
3101252,경기도,수원시 권선구,세류1동,평일,14.66
3101253,경기도,수원시 권선구,세류2동,평일,42.95
3101254,경기도,수원시 권선구,세류3동,평일,39.96
3101255,경기도,수원시 권선구,평동,평일,37.76
3101256,경기도,수원시 권선구,서둔동,평일,33.52
3101257,경기도,수원시 권선구,구운동,평일,52.95
3101260,경기도,수원시 권선구,권선1동,평일,55.59
3101261,경기도,수원시 권선구,곡선동,평일,37.5
3101262,경기도,수원시 권선구,입북동,평일,48.15
3101264,경기도,수원시 권선구,권선2동,평일,35.97
3101265,경기도,수원시 권선구,금곡동,평일,30.5
3101266,경기도,수원시 권선구,호매실동,평일,28.04
3101353,경기도,수원시 팔달구,지동,평일,99.65
3101354,경기도,수원시 팔달구,우만1동,평일,66.6
3101355,경기도,수원시 팔달구,우만2동,평일,33.92
3101356,경기도,수원시 팔달구,인계동,평일,55.14
3101367,경기도,수원시 팔달구,매교동,평일,55.5
3101368,경기도,수원시 팔달구,매산동,평일,95.46
3101369,경기도,수원시 팔달구,고등동,평일,32.9
3101370,경기도,수원시 팔달구,화서1동,평일,7.13
3101371,경기도,수원시 팔달구,화서2동,평일,15.91
3101372,경기도,수원시 팔달구,행궁동,평일,82.71
3101451,경기도,수원시 영통구,매탄1동,평일,24.64
3101452,경기도,수원시 영통구,매탄2동,평일,37.94
3101453,경기도,수원시 영통구,매탄3동,평일,27.89
3101454,경기도,수원시 영통구,매탄4동,평일,28.46
3101459,경기도,수원시 영통구,태장동,평일,31.38
3101460,경기도,수원시 영통구,원천동,평일,44.83
3101462,경기도,수원시 영통구,광교1동,평일,60.73
3101463,경기도,수원시 영통구,광교2동,평일,40.43
3101464,경기도,수원시 영통구,영통1동,평일,27.67
3101465,경기도,수원시 영통구,영통2동,평일,25.06
3101466,경기도,수원시 영통구,영통3동,평일,39.28
3102152,경기도,성남시 수정구,신흥2동,평일,24.2
3102153,경기도,성남시 수정구,신흥3동,평일,21.51
3102154,경기도,성남시 수정구,태평1동,평일,51.78
3102155,경기도,성남시 수정구,태평2동,평일,53.78
3102156,경기도,성남시 수정구,태평3동,평일,56.66
3102157,경기도,성남시 수정구,태평4동,평일,22.27
3102158,경기도,성남시 수정구,수진1동,평일,75.14
3102159,경기도,성남시 수정구,수진2동,평일,60.03
3102160,경기도,성남시 수정구,단대동,평일,17.99
3102161,경기도,성남시 수정구,산성동,평일,24.2
3102162,경기도,성남시 수정구,양지동,평일,49.44
3102164,경기도,성남시 수정구,신촌동,평일,42.95
3102165,경기도,성남시 수정구,고등동,평일,37.48
3102166,경기도,성남시 수정구,시흥동,평일,57.83
3102167,경기도,성남시 수정구,복정동,평일,65.48
3102168,경기도,성남시 수정구,위례동,평일,16.3
3102251,경기도,성남시 중원구,성남동,평일,46.27
3102253,경기도,성남시 중원구,금광1동,평일,32.64
3102254,경기도,성남시 중원구,금광2동,평일,17.52
3102255,경기도,성남시 중원구,은행1동,평일,3.62
3102256,경기도,성남시 중원구,은행2동,평일,9.13
3102257,경기도,성남시 중원구,상대원1동,평일,24.12
3102258,경기도,성남시 중원구,상대원2동,평일,35.32
3102260,경기도,성남시 중원구,하대원동,평일,48.1
3102261,경기도,성남시 중원구,도촌동,평일,28.8
3102262,경기도,성남시 중원구,중앙동,평일,28.8
3102351,경기도,성남시 분당구,분당동,평일,57.01
3102352,경기도,성남시 분당구,수내3동,평일,16.56
3102353,경기도,성남시 분당구,수내1동,평일,32.19
3102354,경기도,성남시 분당구,수내2동,평일,19.28
3102355,경기도,성남시 분당구,정자2동,평일,15.28
3102356,경기도,성남시 분당구,정자3동,평일,18.63
3102358,경기도,성남시 분당구,서현1동,평일,43.41
3102359,경기도,성남시 분당구,서현2동,평일,51.07
3102360,경기도,성남시 분당구,이매1동,평일,20.18
3102361,경기도,성남시 분당구,이매2동,평일,76.13
3102362,경기도,성남시 분당구,야탑1동,평일,38.2
3102363,경기도,성남시 분당구,야탑3동,평일,29.47
3102364,경기도,성남시 분당구,야탑2동,평일,34.66
3102367,경기도,성남시 분당구,구미동,평일,27.21
3102368,경기도,성남시 분당구,운중동,평일,51.51
3102371,경기도,성남시 분당구,금곡동,평일,71.3
3102372,경기도,성남시 분당구,구미1동,평일,31.09
3102374,경기도,성남시 분당구,삼평동,평일,48.25
3102375,경기도,성남시 분당구,판교동,평일,38.95
3102376,경기도,성남시 분당구,백현동,평일,61.62
3102377,경기도,성남시 분당구,정자1동,평일,41.12
3102378,경기도,성남시 분당구,정자동,평일,30.91
3103051,경기도,의정부시,의정부1동,평일,49.03
3103052,경기도,의정부시,의정부2동,평일,22.59
3103053,경기도,의정부시,의정부3동,평일,46.24
3103055,경기도,의정부시,호원1동,평일,24.37
3103056,경기도,의정부시,장암동,평일,68.91
3103057,경기도,의정부시,신곡1동,평일,32.05
3103058,경기도,의정부시,신곡2동,평일,48.64
3103059,경기도,의정부시,송산1동,평일,61.25
3103060,경기도,의정부시,자금동,평일,52.59
3103061,경기도,의정부시,가능1동,평일,87.78
3103064,경기도,의정부시,녹양동,평일,25.35
3103065,경기도,의정부시,호원2동,평일,46.3
3103066,경기도,의정부시,송산2동,평일,28.25
3103067,경기도,의정부시,흥선동,평일,58.26
3104151,경기도,안양시 만안구,안양1동,평일,40.31
3104152,경기도,안양시 만안구,안양2동,평일,66.62
3104155,경기도,안양시 만안구,안양5동,평일,29.83
3104156,경기도,안양시 만안구,안양6동,평일,30.97
3104157,경기도,안양시 만안구,안양7동,평일,23.07
3104158,경기도,안양시 만안구,안양8동,평일,43.13
3104159,경기도,안양시 만안구,안양9동,평일,65.83
3104160,경기도,안양시 만안구,석수1동,평일,68.49
3104161,경기도,안양시 만안구,석수2동,평일,44.3
3104162,경기도,안양시 만안구,석수3동,평일,11.79
3104163,경기도,안양시 만안구,박달1동,평일,45.23
3104164,경기도,안양시 만안구,박달2동,평일,34.81
3104251,경기도,안양시 동안구,비산1동,평일,84.93
3104252,경기도,안양시 동안구,비산2동,평일,89.97
3104253,경기도,안양시 동안구,비산3동,평일,67.23
3104254,경기도,안양시 동안구,부흥동,평일,43.2
3104255,경기도,안양시 동안구,달안동,평일,32.75
3104256,경기도,안양시 동안구,관양1동,평일,65.44
3104257,경기도,안양시 동안구,관양2동,평일,71.48
3104258,경기도,안양시 동안구,부림동,평일,28.38
3104259,경기도,안양시 동안구,평촌동,평일,61
3104260,경기도,안양시 동안구,평안동,평일,29.24
3104261,경기도,안양시 동안구,귀인동,평일,45.96
3104262,경기도,안양시 동안구,호계1동,평일,79.27
3104263,경기도,안양시 동안구,호계2동,평일,64.68
3104264,경기도,안양시 동안구,호계3동,평일,83.18
3104265,경기도,안양시 동안구,범계동,평일,39.9
3104266,경기도,안양시 동안구,신촌동,평일,73.41
3104267,경기도,안양시 동안구,갈산동,평일,49.34
3105051,경기도,부천시,심곡2동,평일,75.69
3105052,경기도,부천시,심곡1동,평일,74.6
3105053,경기도,부천시,심곡3동,평일,47.48
3105054,경기도,부천시,원미2동,평일,38.47
3105055,경기도,부천시,소사동,평일,56.93
3105056,경기도,부천시,원미1동,평일,35.5
3105057,경기도,부천시,역곡1동,평일,38.69
3105058,경기도,부천시,역곡2동,평일,41.07
3105059,경기도,부천시,춘의동,평일,23.33
3105060,경기도,부천시,도당동,평일,81.01
3105061,경기도,부천시,중동,평일,31.72
3105062,경기도,부천시,상동,평일,32.6
3105063,경기도,부천시,상1동,평일,37.8
3105064,경기도,부천시,중4동,평일,25.81
3105065,경기도,부천시,약대동,평일,28.4
3105066,경기도,부천시,중1동,평일,30.99
3105067,경기도,부천시,중2동,평일,28.06
3105068,경기도,부천시,중3동,평일,28.29
3105069,경기도,부천시,상2동,평일,74.16
3105070,경기도,부천시,상3동,평일,41.18
3105071,경기도,부천시,심곡본동,평일,85.84
3105072,경기도,부천시,심곡본1동,평일,99.83
3105073,경기도,부천시,송내1동,평일,73.96
3105074,경기도,부천시,송내2동,평일,79.03
3105075,경기도,부천시,소사본동,평일,72.04
3105076,경기도,부천시,소사본3동,평일,40.61
3105077,경기도,부천시,괴안동,평일,83.35
3105078,경기도,부천시,범박동,평일,10.52
3105079,경기도,부천시,역곡3동,평일,77.9
3105080,경기도,부천시,성곡동,평일,63.85
3105081,경기도,부천시,고강본동,평일,63.05
3105082,경기도,부천시,고강1동,평일,28.92
3105083,경기도,부천시,오정동,평일,56.46
3105084,경기도,부천시,원종1동,평일,14.87
3105085,경기도,부천시,원종2동,평일,36.74
3105086,경기도,부천시,신흥동,평일,62.86
3106052,경기도,광명시,광명2동,평일,72.66
3106053,경기도,광명시,광명3동,평일,47.04
3106054,경기도,광명시,광명4동,평일,55.1
3106055,경기도,광명시,광명5동,평일,56.5
3106056,경기도,광명시,광명6동,평일,20.92
3106057,경기도,광명시,광명7동,평일,21.56
3106058,경기도,광명시,철산1동,평일,19.28
3106059,경기도,광명시,철산2동,평일,28.87
3106060,경기도,광명시,철산3동,평일,30.65
3106062,경기도,광명시,하안1동,평일,14.81
3106063,경기도,광명시,하안2동,평일,29.6
3106064,경기도,광명시,하안3동,평일,17.23
3106065,경기도,광명시,하안4동,평일,27.29
3106066,경기도,광명시,소하1동,평일,24.18
3106067,경기도,광명시,소하2동,평일,42.95
3106068,경기도,광명시,학온동,평일,27.11
3107011,경기도,평택시,팽성읍,평일,41.11
3107012,경기도,평택시,안중읍,평일,49.5
3107013,경기도,평택시,포승읍,평일,44.5
3107014,경기도,평택시,청북읍,평일,49.48
3107031,경기도,평택시,진위면,평일,51.32
3107032,경기도,평택시,서탄면,평일,56.79
3107033,경기도,평택시,고덕면,평일,46.95
3107034,경기도,평택시,오성면,평일,39.93
3107037,경기도,평택시,현덕면,평일,55.29
3107051,경기도,평택시,중앙동,평일,70.14
3107052,경기도,평택시,서정동,평일,55.57
3107053,경기도,평택시,송탄동,평일,44.68
3107055,경기도,평택시,지산동,평일,78.87
3107056,경기도,평택시,송북동,평일,65.06
3107057,경기도,평택시,신장1동,평일,36.3
3107058,경기도,평택시,신장2동,평일,28.61
3107059,경기도,평택시,신평동,평일,55.99
3107060,경기도,평택시,원평동,평일,21.6
3107061,경기도,평택시,통복동,평일,63.68
3107062,경기도,평택시,비전1동,평일,37.79
3107063,경기도,평택시,비전2동,평일,54.64
3107064,경기도,평택시,세교동,평일,60.07
3108051,경기도,동두천시,생연1동,평일,58.86
3108052,경기도,동두천시,생연2동,평일,39.21
3108053,경기도,동두천시,중앙동,평일,11.75
3108055,경기도,동두천시,보산동,평일,48.83
3108056,경기도,동두천시,불현동,평일,61.88
3108058,경기도,동두천시,소요동,평일,50.75
3108060,경기도,동두천시,상패동,평일,31.89
3108061,경기도,동두천시,송내동,평일,47.39
3109151,경기도,안산시 상록구,일동,평일,70.42
3109154,경기도,안산시 상록구,본오1동,평일,13.3
3109155,경기도,안산시 상록구,본오2동,평일,47.5
3109156,경기도,안산시 상록구,본오3동,평일,36.76
3109157,경기도,안산시 상록구,부곡동,평일,62.9
3109158,경기도,안산시 상록구,월피동,평일,50.91
3109162,경기도,안산시 상록구,성포동,평일,49.31
3109171,경기도,안산시 상록구,반월동,평일,61.29
3109173,경기도,안산시 상록구,안산동,평일,79.1
3109174,경기도,안산시 상록구,이동,평일,55.29
3109176,경기도,안산시 상록구,사동,평일,27.65
3109177,경기도,안산시 상록구,사이동,평일,24.32
