시군구명,구평균혼잡빈도강도
강남구,49.45409090909091
강동구,49.67777777777778
강북구,43.01769230769231
강서구,48.5205
관악구,34.118
광진구,68.80866666666667
구로구,45.69133333333333
금천구,53.037
노원구,54.02263157894737
도봉구,40.855714285714285
동대문구,46.01142857142857
동작구,37.925333333333334
마포구,70.25874999999999
서대문구,61.214999999999996
서초구,50.72888888888889
성동구,42.819411764705876
성북구,45.974000000000004
송파구,47.404444444444444
양천구,34.78666666666666
영등포구,41.94055555555556
용산구,45.666875
은평구,58.6725
종로구,55.29625
중구,44.126
중랑구,61.1025
