,gid,행정동,공공_문화체육,유통_공급시설,환경기초시설
17530,다사485544,응암3동,0,0,0
17531,다사485545,응암3동,0,0,0
17532,다사485546,응암2동,0,0,0
17533,다사485547,응암2동,0,0,0
17534,다사485548,응암2동,0,0,0
17535,다사485549,응암2동,0,0,0
17536,다사485550,응암3동,0,0,0
17537,다사485551,응암3동,0,0,0
17538,다사485552,응암3동,0,0,0
17539,다사485553,응암3동,0,0,0
17540,다사485554,응암1동,1,0,0
17541,다사485555,응암1동,1,0,0
17542,다사485555,응암1동,1,0,0
17543,다사485556,응암1동,1,0,0
17544,다사485557,응암1동,0,0,0
17545,다사485558,역촌동,0,0,0
17546,다사485559,역촌동,0,0,0
17547,다사485560,역촌동,0,0,0
17548,다사485561,역촌동,0,0,0
17549,다사485562,역촌동,1,0,0
17550,다사485563,역촌동,0,0,0
17551,다사485564,역촌동,0,0,0
17552,다사485565,역촌동,0,0,0
17553,다사485566,역촌동,0,0,0
17554,다사485567,역촌동,0,0,0
17555,다사485568,구산동,1,0,0
17556,다사485569,구산동,1,0,0
17557,다사485570,갈현2동,0,0,0
17558,다사485571,갈현2동,0,0,0
17559,다사485572,갈현2동,0,1,0
17560,다사485573,갈현2동,0,0,0
17561,다사485574,갈현2동,0,0,0
17562,다사485575,갈현2동,0,0,0
17563,다사485576,갈현2동,0,0,0
17564,다사485577,갈현2동,0,0,0
17565,다사485578,갈현2동,1,0,0
17566,다사485579,갈현1동,1,0,0
17567,다사485580,갈현1동,0,0,0
17568,다사485581,갈현1동,0,0,0
17569,다사485582,갈현1동,0,0,0
17570,다사485583,갈현1동,1,0,0
17571,다사485584,갈현1동,1,0,0
17572,다사485585,갈현1동,0,0,0
17573,다사485586,갈현1동,0,0,0
17574,다사485587,갈현1동,0,0,0
17575,다사485588,갈현1동,0,0,0
17576,다사485589,갈현1동,1,0,0
17577,다사485589,갈현1동,1,0,0
17578,다사485590,갈현1동,1,0,0
17579,다사485590,갈현1동,1,0,0
17580,다사485591,진관동,1,0,0
17581,다사485591,진관동,1,0,0
17582,다사485592,진관동,0,0,0
17583,다사485593,진관동,0,0,0
17584,다사485594,진관동,0,0,0
17585,다사485595,진관동,0,0,0
17586,다사485596,진관동,0,0,0
17587,다사485597,진관동,0,0,0
17588,다사485598,진관동,0,0,0
17589,다사485599,진관동,0,0,0
17590,다사485600,진관동,0,0,0
17591,다사485601,진관동,0,0,0
17592,다사485602,진관동,0,0,0
17593,다사485603,진관동,0,0,0
17594,다사485604,진관동,0,0,0
17595,다사485605,진관동,0,0,0
17596,다사485606,진관동,0,0,0
17597,다사485607,진관동,0,0,0
17598,다사485608,진관동,0,0,0
17599,다사486380,시흥5동,0,0,0
17600,다사486381,시흥5동,0,0,0
17601,다사486382,시흥5동,0,0,0
17602,다사486383,시흥5동,0,0,0
17603,다사486384,시흥5동,0,0,0
17604,다사486385,시흥2동,0,0,0
17605,다사486386,시흥2동,0,0,0
17606,다사486387,시흥2동,0,0,0
17607,다사486388,시흥2동,0,0,0
17608,다사486389,시흥2동,0,0,0
17609,다사486390,시흥2동,0,0,0
17610,다사486391,시흥2동,0,0,0
17611,다사486392,시흥2동,0,0,0
17612,다사486393,시흥2동,0,0,0
17613,다사486394,시흥2동,0,0,0
17614,다사486395,시흥2동,0,0,0
17615,다사486396,시흥2동,0,0,0
17616,다사486397,시흥2동,0,0,0
17617,다사486398,시흥2동,0,0,0
17618,다사486398,시흥2동,0,0,0
17619,다사486398,시흥2동,0,0,0
17620,다사486398,시흥2동,0,0,0
17621,다사486399,시흥2동,0,0,0
17622,다사486399,시흥2동,0,0,0
17623,다사486399,시흥2동,0,0,0
17624,다사486399,시흥2동,0,0,0
17625,다사486400,난향동,0,0,0
17626,다사486401,난향동,0,0,0
17627,다사486402,난향동,0,0,0
17628,다사486403,난향동,1,0,0
17629,다사486403,난향동,1,0,0
17630,다사486403,난향동,1,0,0
17631,다사486404,난향동,1,0,0
17632,다사486404,난향동,1,0,0
17633,다사486405,난향동,0,0,0
17634,다사486406,난향동,0,0,0
17635,다사486407,난향동,1,0,0
17636,다사486408,난향동,1,0,0
17637,다사486409,난향동,0,0,0
17638,다사486410,난곡동,0,0,0
17639,다사486411,난곡동,0,0,0
17640,다사486412,난곡동,0,0,0
17641,다사486413,난곡동,0,0,0
17642,다사486414,난곡동,0,0,0
17643,다사486415,난곡동,0,0,0
17644,다사486416,난곡동,0,0,0
17645,다사486417,난곡동,0,0,0
17646,다사486418,난곡동,0,0,0
17647,다사486419,미성동,0,0,0
17648,다사486420,미성동,1,0,0
17649,다사486421,미성동,1,0,0
17650,다사486422,미성동,1,0,0
17651,다사486423,미성동,1,0,0
17652,다사486424,미성동,1,0,0
17653,다사486425,미성동,1,0,0
17654,다사486426,미성동,0,0,0
17655,다사486427,신사동,0,0,0
17656,다사486428,신사동,0,0,0
17657,다사486429,신사동,0,0,0
17658,다사486430,신사동,0,0,0
17659,다사486431,신사동,0,0,0
17660,다사486432,신사동,0,0,0
17661,다사486433,신사동,0,0,0
17662,다사486434,신사동,0,0,0
17663,다사486435,신사동,0,0,0
17664,다사486435,신사동,0,0,0
17665,다사486435,신사동,0,0,0
17666,다사486435,신사동,0,0,0
17667,다사486436,신대방2동,0,0,0
17668,다사486436,신대방2동,0,0,0
17669,다사486436,신대방2동,0,0,0
17670,다사486436,신대방2동,0,0,0
17671,다사486437,신대방2동,0,0,0
17672,다사486438,신대방2동,0,0,0
17673,다사486439,신대방2동,0,0,0
17674,다사486440,신대방2동,0,0,0
17675,다사486441,신대방2동,0,0,0
17676,다사486442,신대방2동,0,0,0
17677,다사486443,신길6동,0,0,0
17678,다사486443,신길6동,0,0,0
17679,다사486443,신길6동,0,0,0
17680,다사486443,신길6동,0,0,0
17681,다사486444,신길6동,0,0,0
17682,다사486444,신길6동,0,0,0
17683,다사486444,신길6동,0,0,0
17684,다사486444,신길6동,0,0,0
17685,다사486445,신길6동,0,0,0
17686,다사486446,신길6동,0,0,0
17687,다사486447,신길6동,0,0,0
17688,다사486448,신길6동,1,0,0
17689,다사486449,신길7동,1,0,0
17690,다사486450,신길7동,1,0,0
17691,다사486451,신길7동,0,0,0
17692,다사486452,신길7동,0,0,0
17693,다사486453,신길7동,0,0,0
17694,다사486454,신길7동,0,0,0
17695,다사486455,신길7동,0,0,0
17696,다사486456,신길1동,0,0,0
17697,다사486457,신길1동,1,0,0
17698,다사486458,신길1동,1,0,0
17699,다사486459,신길1동,0,0,0
17700,다사486460,신길1동,0,0,0
17701,다사486461,신길1동,0,0,0
17702,다사486462,신길1동,0,0,0
17703,다사486463,신길1동,0,0,0
17704,다사486464,신길1동,0,0,0
17705,다사486465,신길1동,0,0,0
17706,다사486466,여의동,0,0,0
17707,다사486467,여의동,0,0,0
17708,다사486468,여의동,0,0,0
17709,다사486469,여의동,0,0,0
17710,다사486470,여의동,0,0,0
17711,다사486471,여의동,0,0,0
17712,다사486472,여의동,0,0,0
17713,다사486473,여의동,0,0,0
17714,다사486474,여의동,0,0,0
17715,다사486475,여의동,0,0,0
17716,다사486476,여의동,0,0,0
17717,다사486477,여의동,0,0,0
17718,다사486478,여의동,0,0,0
17719,다사486479,여의동,0,0,0
17720,다사486480,여의동,0,0,0
17721,다사486481,여의동,0,0,0
17722,다사486482,여의동,0,0,0
17723,다사486483,여의동,0,0,0
17724,다사486484,여의동,0,0,0
17725,다사486485,여의동,0,0,0
17726,다사486486,여의동,0,0,0
17727,다사486487,여의동,0,0,0
17728,다사486488,여의동,0,0,0
17729,다사486489,여의동,0,0,0
17730,다사486490,여의동,0,0,0
17731,다사486491,여의동,0,0,0
17732,다사486492,서강동,0,0,0
17733,다사486492,서강동,0,0,0
17734,다사486492,서강동,0,0,0
17735,다사486492,서강동,0,0,0
17736,다사486493,서강동,0,0,0
17737,다사486494,서강동,1,0,0
17738,다사486495,서강동,1,0,0
17739,다사486496,합정동,1,0,0
17740,다사486497,합정동,1,0,0
17741,다사486498,합정동,0,0,0
17742,다사486499,합정동,0,0,0
17743,다사486500,서교동,0,0,0
17744,다사486501,서교동,0,0,0
17745,다사486502,서교동,0,0,0
17746,다사486503,서교동,0,0,0
17747,다사486504,서교동,0,0,0
17748,다사486505,서교동,0,0,0
17749,다사486506,서교동,0,0,0
17750,다사486507,서교동,0,0,0
17751,다사486508,서교동,0,0,0
17752,다사486509,서교동,0,0,0
17753,다사486510,서교동,0,0,0
17754,다사486511,서교동,0,0,0
17755,다사486512,연남동,0,0,0
17756,다사486513,연남동,0,0,0
17757,다사486514,연남동,0,0,0
17758,다사486515,연남동,1,0,0
17759,다사486515,연남동,1,0,0
17760,다사486516,연남동,1,0,0
17761,다사486516,연남동,1,0,0
17762,다사486517,연남동,1,0,0
17763,다사486517,연남동,1,0,0
17764,다사486518,연남동,0,0,0
17765,다사486519,연남동,0,0,0
17766,다사486520,연남동,0,0,0
17767,다사486521,연희동,0,0,0
17768,다사486521,연희동,0,0,0
17769,다사486521,연희동,0,0,0
17770,다사486521,연희동,0,0,0
17771,다사486522,연희동,0,0,0
17772,다사486523,남가좌1동,0,0,0
17773,다사486524,남가좌1동,0,0,0
17774,다사486525,남가좌1동,0,0,0
17775,다사486526,남가좌1동,0,0,0
17776,다사486527,남가좌1동,1,0,0
17777,다사486528,남가좌1동,1,0,0
17778,다사486529,남가좌1동,1,0,0
17779,다사486529,남가좌1동,1,0,0
17780,다사486529,남가좌1동,1,0,0
17781,다사486529,남가좌1동,1,0,0
17782,다사486530,남가좌1동,1,0,0
17783,다사486530,남가좌1동,1,0,0
17784,다사486530,남가좌1동,1,0,0
17785,다사486531,남가좌2동,0,0,0
17786,다사486532,남가좌2동,0,0,0
17787,다사486533,남가좌2동,1,0,0
17788,다사486534,남가좌2동,1,0,0
17789,다사486534,남가좌2동,1,0,0
17790,다사486535,남가좌2동,1,0,0
17791,다사486535,남가좌2동,1,0,0
17792,다사486536,남가좌2동,1,0,0
17793,다사486537,북가좌2동,0,0,0
17794,다사486538,북가좌2동,0,0,0
17795,다사486539,응암3동,0,0,0
17796,다사486539,응암3동,0,0,0
17797,다사486539,응암3동,0,0,0
17798,다사486539,응암3동,0,0,0
17799,다사486540,응암3동,0,0,0
17800,다사486541,응암3동,0,0,0
17801,다사486542,응암3동,0,0,0
17802,다사486543,응암3동,0,0,0
17803,다사486544,응암3동,0,0,0
17804,다사486545,응암3동,1,0,0
17805,다사486546,응암2동,1,0,0
17806,다사486547,응암2동,0,0,0
17807,다사486548,응암2동,0,0,0
17808,다사486549,응암2동,0,0,0
17809,다사486550,응암2동,0,0,0
17810,다사486551,응암2동,0,0,0
17811,다사486552,응암2동,0,0,0
17812,다사486553,응암1동,0,0,0
17813,다사486554,응암1동,1,0,0
17814,다사486555,응암1동,1,0,0
17815,다사486555,응암1동,1,0,0
17816,다사486556,응암1동,1,0,0
17817,다사486557,응암1동,0,0,0
17818,다사486558,역촌동,0,0,0
17819,다사486559,역촌동,0,0,0
17820,다사486560,역촌동,0,0,0
17821,다사486561,역촌동,0,0,0
17822,다사486562,역촌동,0,0,0
17823,다사486563,역촌동,0,0,0
17824,다사486564,역촌동,0,0,0
17825,다사486565,역촌동,0,0,0
17826,다사486566,역촌동,0,0,0
17827,다사486567,역촌동,0,0,0
17828,다사486568,역촌동,0,0,0
17829,다사486569,대조동,0,0,0
17830,다사486570,대조동,0,0,0
17831,다사486571,대조동,0,0,0
17832,다사486572,갈현2동,0,0,0
17833,다사486573,갈현2동,0,0,0
17834,다사486574,갈현2동,0,0,0
17835,다사486575,갈현2동,0,0,0
17836,다사486576,갈현2동,0,0,0
17837,다사486577,갈현2동,0,0,0
17838,다사486578,갈현1동,0,0,0
17839,다사486579,갈현1동,0,0,0
17840,다사486580,갈현1동,0,0,0
17841,다사486581,갈현1동,0,0,0
17842,다사486582,갈현1동,0,0,0
17843,다사486583,갈현1동,0,0,0
17844,다사486584,갈현1동,0,0,0
17845,다사486585,갈현1동,1,0,0
17846,다사486586,갈현1동,0,0,0
17847,다사486587,갈현1동,0,0,0
17848,다사486588,갈현1동,0,0,0
17849,다사486589,갈현1동,1,0,0
17850,다사486589,갈현1동,1,0,0
17851,다사486589,갈현1동,1,0,0
17852,다사486590,진관동,1,0,0
17853,다사486590,진관동,1,0,0
17854,다사486590,진관동,1,0,0
17855,다사486591,진관동,1,0,0
17856,다사486591,진관동,1,0,0
17857,다사486591,진관동,1,0,0
17858,다사486592,진관동,0,0,0
17859,다사486593,진관동,0,0,0
17860,다사486594,진관동,0,0,0
17861,다사486595,진관동,0,0,0
17862,다사486596,진관동,0,0,0
17863,다사486597,진관동,0,0,0
17864,다사486598,진관동,0,0,0
17865,다사486599,진관동,0,0,0
17866,다사486600,진관동,0,0,0
17867,다사486601,진관동,0,0,0
17868,다사486602,진관동,0,0,0
17869,다사486603,진관동,0,0,0
17870,다사486604,진관동,0,0,0
17871,다사486605,진관동,0,0,0
17872,다사486606,진관동,0,0,0
17873,다사486607,진관동,0,0,0
17874,다사486608,진관동,0,0,0
17875,다사487380,시흥5동,0,0,0
17876,다사487381,시흥5동,0,0,0
17877,다사487382,시흥5동,0,0,0
17878,다사487383,시흥5동,0,0,0
17879,다사487384,시흥2동,0,0,0
17880,다사487385,시흥2동,0,0,0
17881,다사487386,시흥2동,0,0,0
17882,다사487387,시흥2동,0,0,0
17883,다사487388,시흥2동,0,0,0
17884,다사487389,시흥2동,0,0,0
17885,다사487390,시흥2동,0,0,0
17886,다사487391,시흥2동,0,0,0
17887,다사487392,시흥2동,0,0,0
17888,다사487393,시흥2동,0,0,0
17889,다사487394,시흥2동,0,0,0
17890,다사487395,시흥2동,0,0,0
17891,다사487396,시흥2동,0,0,0
17892,다사487397,시흥2동,0,0,0
17893,다사487398,시흥2동,0,0,0
17894,다사487398,시흥2동,0,0,0
17895,다사487398,시흥2동,0,0,0
17896,다사487398,시흥2동,0,0,0
17897,다사487399,난향동,0,0,0
17898,다사487400,난향동,0,0,0
17899,다사487401,난향동,0,0,0
17900,다사487402,난향동,0,0,0
17901,다사487403,난향동,0,0,0
17902,다사487404,난향동,0,0,0
17903,다사487405,난향동,0,0,0
17904,다사487406,난향동,0,0,0
17905,다사487407,난향동,1,0,0
17906,다사487408,난향동,1,0,0
17907,다사487409,난향동,0,0,0
17908,다사487410,난곡동,0,0,0
17909,다사487411,난곡동,0,0,0
17910,다사487412,난곡동,0,0,0
17911,다사487413,난곡동,0,1,0
17912,다사487414,난곡동,0,1,0
17913,다사487415,난곡동,0,0,0
17914,다사487416,난곡동,0,0,0
17915,다사487417,난곡동,0,0,0
17916,다사487418,난곡동,0,0,0
17917,다사487419,난곡동,0,0,0
17918,다사487420,미성동,0,0,0
17919,다사487421,미성동,0,0,0
17920,다사487422,미성동,1,0,0
17921,다사487423,미성동,1,0,0
17922,다사487424,미성동,1,0,0
17923,다사487425,미성동,1,0,0
17924,다사487426,미성동,1,0,0
17925,다사487427,신사동,1,0,0
17926,다사487428,신사동,0,0,0
17927,다사487429,신사동,0,0,0
17928,다사487430,신사동,0,0,0
17929,다사487431,신사동,0,0,0
17930,다사487432,신사동,0,0,0
17931,다사487433,신사동,0,0,0
17932,다사487434,신사동,0,0,0
17933,다사487435,신사동,0,0,0
17934,다사487436,신대방2동,0,0,0
17935,다사487436,신대방2동,0,0,0
17936,다사487436,신대방2동,0,0,0
17937,다사487436,신대방2동,0,0,0
17938,다사487437,신대방2동,0,0,0
17939,다사487438,신대방2동,0,0,0
17940,다사487439,신대방2동,0,0,0
17941,다사487440,신대방2동,0,0,0
17942,다사487441,신대방2동,0,0,0
17943,다사487442,신대방2동,0,0,0
17944,다사487443,신대방2동,0,0,0
17945,다사487444,신길6동,0,0,0
17946,다사487444,신길6동,0,0,0
17947,다사487444,신길6동,0,0,0
17948,다사487444,신길6동,0,0,0
17949,다사487445,신길6동,0,0,0
17950,다사487445,신길6동,0,0,0
17951,다사487445,신길6동,0,0,0
17952,다사487445,신길6동,0,0,0
17953,다사487446,신길6동,0,0,0
17954,다사487446,신길6동,0,0,0
17955,다사487446,신길6동,0,0,0
17956,다사487446,신길6동,0,0,0
17957,다사487447,신길6동,1,0,0
17958,다사487447,신길6동,1,0,0
17959,다사487447,신길6동,1,0,0
17960,다사487447,신길6동,1,0,0
17961,다사487447,신길6동,1,0,0
17962,다사487447,신길6동,1,0,0
17963,다사487447,신길6동,1,0,0
17964,다사487447,신길6동,1,0,0
17965,다사487448,신길6동,1,0,0
17966,다사487449,신길7동,1,0,0
17967,다사487449,신길7동,1,0,0
17968,다사487449,신길7동,1,0,0
17969,다사487450,신길7동,1,0,0
17970,다사487451,신길7동,0,0,0
17971,다사487452,신길7동,0,0,0
17972,다사487453,신길7동,0,0,0
17973,다사487454,신길1동,0,0,0
17974,다사487455,신길1동,0,0,0
17975,다사487456,신길1동,0,0,0
17976,다사487457,신길1동,0,0,0
17977,다사487458,신길1동,0,0,0
17978,다사487459,신길1동,0,0,0
17979,다사487460,신길1동,0,0,0
17980,다사487461,신길1동,0,0,0
17981,다사487462,신길1동,0,0,0
17982,다사487463,신길1동,0,0,0
17983,다사487464,신길1동,0,0,0
17984,다사487465,신길1동,0,0,0
17985,다사487466,여의동,0,0,0
17986,다사487467,여의동,0,0,0
17987,다사487468,여의동,0,0,0
17988,다사487469,여의동,0,0,0
17989,다사487470,여의동,0,0,0
17990,다사487471,여의동,0,0,0
17991,다사487472,여의동,0,0,0
17992,다사487473,여의동,0,0,0
17993,다사487474,여의동,0,0,0
17994,다사487475,여의동,0,0,0
17995,다사487476,여의동,0,0,0
17996,다사487477,여의동,0,0,0
17997,다사487478,여의동,0,0,0
17998,다사487479,여의동,0,0,0
17999,다사487480,여의동,0,0,0
18000,다사487481,여의동,0,0,0
18001,다사487482,여의동,0,0,0
18002,다사487483,여의동,0,0,0
18003,다사487484,여의동,0,0,0
18004,다사487485,여의동,0,0,0
18005,다사487486,여의동,0,0,0
18006,다사487487,여의동,0,0,0
18007,다사487488,여의동,0,0,0
18008,다사487489,여의동,0,0,0
18009,다사487490,여의동,0,0,0
18010,다사487491,여의동,0,0,0
18011,다사487492,서강동,0,0,0
18012,다사487492,서강동,0,0,0
18013,다사487492,서강동,0,0,0
18014,다사487492,서강동,0,0,0
18015,다사487493,서강동,0,0,0
18016,다사487494,서강동,0,0,0
18017,다사487495,서강동,1,0,0
18018,다사487496,서강동,1,0,0
18019,다사487497,서강동,0,0,0
18020,다사487498,합정동,0,0,0
18021,다사487499,합정동,0,0,0
18022,다사487500,서교동,0,0,0
18023,다사487501,서교동,0,0,0
18024,다사487502,서교동,0,0,0
18025,다사487503,서교동,0,0,0
18026,다사487504,서교동,0,0,0
18027,다사487505,서교동,0,0,0
18028,다사487506,서교동,0,0,0
18029,다사487507,서교동,0,0,0
18030,다사487508,서교동,0,0,0
18031,다사487509,서교동,0,0,0
18032,다사487510,서교동,0,0,0
18033,다사487511,서교동,0,0,0
18034,다사487512,연남동,0,0,0
18035,다사487513,연남동,0,0,0
18036,다사487514,연남동,0,0,0
18037,다사487515,연남동,1,0,0
18038,다사487515,연남동,1,0,0
18039,다사487516,연남동,1,0,0
18040,다사487516,연남동,1,0,0
18041,다사487517,연남동,1,0,0
18042,다사487517,연남동,1,0,0
18043,다사487518,연남동,1,0,0
18044,다사487518,연남동,1,0,0
18045,다사487519,연남동,0,0,0
18046,다사487520,연희동,0,0,0
18047,다사487520,연희동,0,0,0
18048,다사487520,연희동,0,0,0
18049,다사487520,연희동,0,0,0
18050,다사487521,연희동,0,0,0
18051,다사487521,연희동,0,0,0
18052,다사487521,연희동,0,0,0
18053,다사487521,연희동,0,0,0
18054,다사487522,연희동,0,0,0
18055,다사487523,연희동,0,0,0
18056,다사487524,남가좌1동,0,0,0
18057,다사487525,남가좌1동,0,0,0
18058,다사487526,남가좌1동,0,0,0
18059,다사487527,남가좌1동,1,0,0
18060,다사487527,남가좌1동,1,0,0
18061,다사487528,남가좌1동,1,0,0
18062,다사487528,남가좌1동,1,0,0
18063,다사487528,남가좌1동,1,0,0
18064,다사487529,남가좌2동,0,0,0
18065,다사487530,남가좌2동,0,0,0
18066,다사487531,남가좌2동,0,0,0
18067,다사487532,남가좌2동,0,0,0
18068,다사487533,남가좌2동,1,0,0
18069,다사487534,남가좌2동,1,0,0
18070,다사487535,남가좌2동,1,0,0
18071,다사487535,남가좌2동,1,0,0
18072,다사487536,남가좌2동,0,0,0
18073,다사487537,북가좌2동,0,0,0
18074,다사487538,응암3동,0,0,0
18075,다사487539,응암3동,0,0,0
18076,다사487539,응암3동,0,0,0
18077,다사487539,응암3동,0,0,0
18078,다사487539,응암3동,0,0,0
18079,다사487540,응암3동,0,0,0
18080,다사487541,응암3동,0,0,0
18081,다사487542,응암3동,0,0,0
18082,다사487543,응암3동,0,0,0
18083,다사487544,응암3동,0,0,0
18084,다사487545,응암3동,1,0,0
18085,다사487546,응암2동,1,0,0
18086,다사487547,응암2동,0,0,0
18087,다사487548,응암2동,0,0,0
18088,다사487549,응암2동,0,0,0
18089,다사487550,응암2동,0,0,0
18090,다사487551,응암2동,0,0,0
18091,다사487552,응암2동,0,0,0
18092,다사487553,응암1동,0,0,0
18093,다사487554,응암1동,1,0,0
18094,다사487555,응암1동,1,0,0
18095,다사487555,응암1동,1,0,0
18096,다사487556,응암1동,1,0,0
18097,다사487557,응암1동,0,0,0
18098,다사487558,응암1동,0,0,0
18099,다사487559,역촌동,0,0,0
18100,다사487560,역촌동,0,0,0
18101,다사487561,역촌동,0,0,0
18102,다사487562,역촌동,0,0,0
18103,다사487563,역촌동,0,0,0
18104,다사487564,역촌동,0,0,0
18105,다사487565,역촌동,0,0,0
18106,다사487566,역촌동,0,0,0
18107,다사487567,역촌동,0,0,0
18108,다사487568,대조동,0,0,0
18109,다사487569,대조동,0,0,0
18110,다사487570,대조동,0,0,0
18111,다사487571,대조동,1,0,0
18112,다사487572,대조동,1,0,0
18113,다사487573,대조동,0,0,0
18114,다사487574,대조동,0,0,0
18115,다사487575,갈현2동,0,0,0
18116,다사487576,갈현2동,0,0,0
18117,다사487577,갈현2동,0,0,0
18118,다사487578,갈현1동,0,0,0
18119,다사487579,갈현1동,0,0,0
18120,다사487580,갈현1동,0,0,0
18121,다사487581,갈현1동,0,0,0
18122,다사487582,갈현1동,0,0,0
18123,다사487583,갈현1동,0,0,0
18124,다사487584,갈현1동,0,0,0
18125,다사487585,갈현1동,1,0,0
18126,다사487585,갈현1동,1,0,0
18127,다사487586,갈현1동,1,0,0
18128,다사487587,갈현1동,0,0,0
18129,다사487588,갈현1동,0,0,0
18130,다사487589,갈현1동,1,0,0
18131,다사487589,갈현1동,1,0,0
18132,다사487590,진관동,1,0,0
18133,다사487590,진관동,1,0,0
18134,다사487591,진관동,1,0,0
18135,다사487592,진관동,0,0,0
18136,다사487593,진관동,0,0,0
18137,다사487594,진관동,0,0,0
18138,다사487595,진관동,0,0,0
18139,다사487596,진관동,0,0,0
18140,다사487597,진관동,0,0,0
18141,다사487598,진관동,0,0,0
18142,다사487599,진관동,0,0,0
18143,다사487600,진관동,0,0,0
18144,다사487601,진관동,0,0,0
18145,다사487602,진관동,0,0,0
18146,다사487603,진관동,0,0,0
18147,다사487604,진관동,1,0,0
18148,다사487605,진관동,1,0,0
18149,다사487606,진관동,0,0,0
18150,다사487607,진관동,0,0,0
18151,다사487608,진관동,0,0,0
18152,다사488383,시흥2동,0,0,0
18153,다사488384,시흥2동,0,0,0
18154,다사488385,시흥2동,0,0,0
18155,다사488386,시흥2동,0,0,0
18156,다사488387,시흥2동,0,0,0
18157,다사488388,시흥2동,0,0,0
18158,다사488389,시흥2동,0,0,0
18159,다사488390,시흥2동,0,0,0
18160,다사488391,시흥2동,0,0,0
18161,다사488392,시흥2동,0,0,0
18162,다사488393,시흥2동,0,0,0
18163,다사488394,시흥2동,0,0,0
18164,다사488395,시흥2동,0,0,0
18165,다사488396,시흥2동,0,0,0
18166,다사488397,시흥2동,0,0,0
18167,다사488398,시흥2동,0,0,0
18168,다사488398,시흥2동,0,0,0
18169,다사488398,시흥2동,0,0,0
18170,다사488398,시흥2동,0,0,0
18171,다사488399,난향동,0,0,0
18172,다사488400,난향동,0,0,0
18173,다사488401,난향동,0,0,0
18174,다사488402,난향동,0,0,0
18175,다사488403,난향동,0,0,0
18176,다사488404,난향동,0,0,0
18177,다사488405,난향동,0,0,0
18178,다사488406,난향동,0,0,0
18179,다사488407,난향동,0,0,0
18180,다사488408,난향동,0,0,0
18181,다사488409,난곡동,1,0,0
18182,다사488410,난곡동,0,0,0
18183,다사488411,난곡동,0,0,0
18184,다사488412,난곡동,0,0,0
18185,다사488413,난곡동,0,0,0
18186,다사488414,난곡동,0,0,0
18187,다사488415,난곡동,0,0,0
18188,다사488416,난곡동,0,0,0
18189,다사488417,난곡동,0,0,0
18190,다사488418,난곡동,0,0,0
18191,다사488419,난곡동,0,0,0
18192,다사488420,난곡동,0,0,0
18193,다사488421,미성동,0,0,0
18194,다사488422,미성동,0,0,0
18195,다사488423,미성동,1,0,0
18196,다사488424,미성동,1,0,0
18197,다사488425,미성동,1,0,0
18198,다사488426,신원동,1,0,0
18199,다사488427,신원동,1,0,0
18200,다사488428,신원동,0,0,0
18201,다사488429,신사동,1,0,0
18202,다사488429,신사동,1,0,0
18203,다사488430,신사동,1,0,0
18204,다사488430,신사동,1,0,0
18205,다사488431,신사동,0,0,0
18206,다사488432,신사동,0,0,0
18207,다사488433,신사동,0,0,0
18208,다사488434,신사동,0,0,0
18209,다사488435,신림동,0,0,0
18210,다사488435,신림동,0,0,0
18211,다사488435,신림동,0,0,0
18212,다사488435,신림동,0,0,0
18213,다사488436,신대방2동,0,0,0
18214,다사488436,신대방2동,0,0,0
18215,다사488436,신대방2동,0,0,0
18216,다사488436,신대방2동,0,0,0
18217,다사488437,신대방2동,0,0,0
18218,다사488438,신대방2동,0,0,0
18219,다사488439,신대방2동,0,0,0
18220,다사488440,신대방2동,0,0,0
18221,다사488441,신대방2동,1,0,0
18222,다사488442,신대방2동,1,0,0
18223,다사488443,신대방2동,0,0,0
18224,다사488444,대방동,0,0,0
18225,다사488445,대방동,0,0,0
18226,다사488446,대방동,0,0,0
18227,다사488447,신길6동,1,0,0
18228,다사488447,신길6동,1,0,0
18229,다사488447,신길6동,1,0,0
18230,다사488447,신길6동,1,0,0
18231,다사488447,신길6동,1,0,0
18232,다사488447,신길6동,1,0,0
18233,다사488447,신길6동,1,0,0
18234,다사488447,신길6동,1,0,0
18235,다사488448,신길6동,1,0,0
18236,다사488448,신길6동,1,0,0
18237,다사488448,신길6동,1,0,0
18238,다사488448,신길6동,1,0,0
18239,다사488448,신길6동,1,0,0
18240,다사488448,신길6동,1,0,0
18241,다사488448,신길6동,1,0,0
18242,다사488448,신길6동,1,0,0
18243,다사488449,신길7동,1,0,0
18244,다사488449,신길7동,1,0,0
18245,다사488449,신길7동,1,0,0
18246,다사488449,신길7동,1,0,0
18247,다사488449,신길7동,1,0,0
18248,다사488449,신길7동,1,0,0
18249,다사488449,신길7동,1,0,0
18250,다사488449,신길7동,1,0,0
18251,다사488450,신길7동,1,0,0
18252,다사488450,신길7동,1,0,0
18253,다사488450,신길7동,1,0,0
18254,다사488450,신길7동,1,0,0
18255,다사488450,신길7동,1,0,0
18256,다사488450,신길7동,1,0,0
18257,다사488450,신길7동,1,0,0
18258,다사488450,신길7동,1,0,0
18259,다사488451,신길7동,0,0,0
18260,다사488451,신길7동,0,0,0
18261,다사488451,신길7동,0,0,0
18262,다사488451,신길7동,0,0,0
18263,다사488452,신길7동,0,0,0
18264,다사488453,신길7동,0,0,0
18265,다사488454,신길7동,0,0,0
18266,다사488455,신길1동,0,0,0
18267,다사488456,신길1동,0,0,0
