gid,합계
다사578403,0
다사577442,1
다사564439,0
다사569467,0
다사584431,0
다사578413,0
다사636401,0
다사592426,0
다사581438,1
다사575428,0
다사600414,0
다사608383,1
다사604405,1
다사571455,1
다사553441,1
다사554438,1
다사562432,1
다사545435,1
다사548405,0
다사560444,3
다사556423,0
다사575454,1
다사565428,1
다사559445,3
다사566428,0
다사550426,1
다사556441,1
다사545429,0
다사573454,1
다사569441,1
다사548442,0
다사548406,0
다사544433,1
다사576430,0
다사563458,0
다사556442,1
다사567433,0
다사585429,0
다사612383,0
다사544426,0
다사585417,0
다사576404,0
다사613392,0
다사551452,1
다사576454,1
다사569458,0
다사620399,0
다사573457,0
다사585433,0
다사568458,0
다사575427,0
다사551431,1
다사609385,1
다사558446,1
다사548430,0
다사544422,0
다사556439,1
다사606388,0
다사546447,0
다사579412,0
다사564426,0
다사545428,0
다사552429,1
다사576405,0
다사573444,0
다사559442,3
다사559425,0
다사543429,0
다사569463,0
다사572397,1
다사565454,0
다사551426,1
다사604397,0
다사550433,1
다사616395,0
다사563456,0
다사549435,0
다사627400,0
다사563422,3
다사553424,1
다사569456,0
다사563424,3
다사602395,1
다사571456,0
다사607396,0
다사553423,0
다사547430,0
다사575434,0
다사579426,1
다사554441,1
다사565429,1
다사577440,0
다사570442,3
다사547404,0
다사574447,0
다사551430,1
다사573445,0
다사548411,0
다사575459,0
다사550439,1
다사601404,0
다사583439,0
다사605395,0
다사546421,0
다사554431,0
다사562460,2
다사550423,0
다사614395,0
다사543450,1
다사555428,1
다사595411,0
다사578452,0
다사548408,0
다사557450,1
다사548432,3
다사579437,1
다사566429,1
다사599402,0
다사589407,0
다사552417,0
다사560421,0
다사614392,0
다사553434,1
다사580423,0
다사542449,1
다사546424,0
다사546432,1
다사542429,0
다사575453,0
다사575439,0
다사589427,0
다사551428,1
다사566462,1
다사596420,1
다사630394,0
다사557440,1
다사551418,0
다사570461,0
다사578450,0
다사610397,0
다사570434,0
다사579430,0
다사617395,0
다사573436,1
다사590418,0
다사543425,0
다사592415,1
다사565447,1
다사546450,1
다사597403,0
다사576441,0
다사575447,0
다사567436,0
다사576450,0
다사571467,0
다사566463,1
다사552420,0
다사555445,3
다사552425,1
다사546441,0
다사580400,0
다사566430,1
다사621399,0
다사562422,3
다사554436,0
다사563425,3
다사567424,1
다사577454,1
다사551439,1
다사554443,1
다사551421,0
다사552427,1
다사563433,0
다사581412,1
다사579429,0
다사596413,0
다사606391,0
다사594427,0
다사577449,0
다사598413,0
다사568467,0
다사578448,0
다사551443,1
다사628392,0
다사585418,1
다사569454,0
다사597414,0
다사595425,0
다사586416,1
다사563431,0
다사569465,0
다사573442,1
다사550431,1
다사550442,1
다사563457,0
다사580412,1
다사575458,0
다사567399,0
다사542424,0
다사549419,0
다사543434,0
다사549439,1
다사559440,1
다사582412,0
다사608392,0
다사546429,0
다사580432,0
다사547439,0
다사558442,1
다사637402,0
다사572456,0
다사549426,1
다사558457,0
다사549410,0
다사547418,0
다사581408,1
다사553415,0
다사584419,0
다사558421,0
다사572470,1
다사558439,1
다사546410,0
다사576410,0
다사550450,0
다사583430,0
다사576437,0
다사589406,0
다사559441,1
다사576431,0
다사567449,0
다사595419,1
다사578428,0
다사593428,0
다사631411,0
다사572465,0
다사598401,1
다사636400,0
다사582438,1
다사593426,0
다사555441,1
다사555413,0
다사564438,0
다사595424,0
다사569451,0
다사577410,0
다사574456,1
다사609395,0
다사579443,1
다사631394,0
다사570403,0
다사594419,0
다사593425,0
다사607397,0
다사544431,1
다사577432,0
다사575450,0
다사559444,3
다사550421,0
다사568397,0
다사639401,0
다사572429,1
다사607382,1
다사571398,1
다사549407,0
다사568464,0
다사547445,0
다사544418,0
다사549421,0
다사606382,0
다사562426,3
다사569435,0
다사559426,3
다사606407,0
다사583437,1
다사561426,3
다사568431,0
다사583438,1
다사573460,0
다사578434,0
다사610383,0
다사593427,0
다사571440,0
다사555434,0
다사577415,0
다사603405,0
다사567464,1
다사557421,0
다사565439,0
다사614393,0
다사564449,1
다사544444,0
다사545441,0
다사579436,1
다사566435,0
다사572446,0
다사601395,0
다사566455,2
다사549429,1
다사613393,0
다사551440,1
다사572402,0
다사607389,0
다사574466,0
다사567446,0
다사575443,1
다사575461,0
다사545423,0
다사567425,0
다사571452,0
다사561458,0
다사595417,0
다사561459,0
다사592420,0
다사568429,0
다사609397,0
다사555430,0
다사576434,0
다사570458,0
다사600416,0
다사595418,1
다사631401,0
다사558419,0
다사555438,0
다사599414,0
다사632402,0
다사553439,1
다사573458,0
다사573448,0
다사570450,0
다사584429,0
다사549431,1
다사585435,0
다사554440,1
다사574452,0
다사602394,0
다사558445,3
다사545430,0
다사571403,0
다사588418,0
다사635401,0
다사553442,1
다사618375,0
다사544442,0
다사591427,0
다사547438,1
다사567466,1
다사630404,0
다사594424,1
다사556443,1
다사546428,0
다사568438,0
다사596414,0
다사555448,3
다사633410,0
다사580438,1
다사580430,0
다사617374,0
다사578412,0
다사557418,0
다사601416,0
다사567444,1
다사566446,1
다사611396,0
다사625393,0
다사549415,0
다사576449,0
다사545422,0
다사574460,0
다사602396,0
다사547429,0
다사544415,0
다사547426,0
다사570469,1
다사573433,0
다사562430,0
다사570433,0
다사575448,0
다사570445,0
다사556428,1
다사588421,0
다사556433,0
다사599400,0
다사545439,0
다사568463,0
다사630399,0
다사592422,1
다사582421,0
다사543416,2
다사629395,0
다사548443,0
다사609387,0
다사557422,0
다사544438,0
다사548438,1
다사574458,0
다사546425,0
다사558449,1
다사553418,0
다사599399,0
다사556445,3
다사552438,1
다사575405,0
다사578439,1
다사578433,0
다사575406,0
다사552422,0
다사605396,0
다사553427,1
다사570468,0
다사547450,1
다사557445,3
다사576447,0
다사560424,3
다사558422,0
다사569426,1
다사559446,1
다사565432,0
다사558443,3
다사546439,0
다사593423,0
다사576429,0
다사571426,0
다사573451,0
다사544420,0
다사571433,0
다사594416,0
다사572467,0
다사570443,3
다사579447,0
다사570437,0
다사577435,0
다사591429,1
다사566424,3
다사568445,0
다사580441,3
다사554415,0
다사571432,0
다사554424,0
다사566465,1
다사585434,0
다사591428,1
다사550452,0
다사556430,0
다사636405,0
다사544417,1
다사598414,0
다사575460,0
다사555437,1
다사567400,0
다사574428,0
다사581406,0
다사558441,1
다사579417,0
다사566438,0
다사576427,0
다사575429,0
다사547420,0
다사590407,0
다사570444,3
다사594413,0
다사542433,0
다사556424,0
다사575456,1
다사607392,0
다사545420,0
다사557439,1
다사568446,0
다사551417,0
다사567448,0
다사576456,3
다사565446,1
다사574429,0
다사557415,0
다사573463,0
다사631403,0
다사548422,1
다사598416,0
다사582428,0
다사580437,1
다사566431,0
다사599390,0
다사581441,3
다사577453,0
다사548415,0
다사599412,0
다사576446,0
다사558420,0
다사607388,0
다사581439,1
다사543440,0
다사568439,0
다사566434,0
다사567456,2
다사569450,0
다사572441,1
다사577439,0
다사559449,1
다사590426,1
다사595416,0
다사610375,0
다사573455,1
다사600402,1
다사580439,1
다사587404,0
다사550407,0
다사596416,0
다사597412,0
다사629400,0
다사565426,0
다사612395,0
다사579439,1
다사569434,0
다사576436,0
다사636399,0
다사630392,1
다사544430,0
다사597417,0
다사578443,1
다사577400,0
다사542422,0
다사551441,1
다사570426,0
다사546443,0
다사552423,0
다사593421,0
다사569455,0
다사573434,1
다사594426,0
다사569425,0
다사577436,0
다사568398,0
다사557428,1
다사559455,0
다사560431,0
다사591423,0
다사632405,0
다사583429,0
다사569440,0
다사597418,0
다사575462,0
다사566447,0
다사614394,0
다사550438,1
다사602406,0
다사572458,0
다사633403,0
다사544440,0
다사543428,0
다사597402,0
다사565460,0
다사598412,0
다사546426,0
다사600394,0
다사590419,0
다사596410,0
다사552442,1
다사549420,0
다사603404,1
다사544437,0
다사564422,2
다사577446,0
다사577448,0
다사550447,0
다사553451,1
다사555444,3
다사583433,0
다사600415,0
다사574444,0
다사562420,0
다사597420,0
다사599398,0
다사581431,0
다사568453,0
다사596417,0
다사564423,2
다사617392,0
다사568434,0
다사555449,1
다사572466,0
다사558450,1
다사619374,0
다사564458,0
다사601405,0
다사581407,0
다사589408,0
다사594428,0
다사582415,1
다사593429,0
다사552444,1
다사607383,1
다사582404,0
다사606383,0
다사576448,0
다사610398,0
다사565445,1
다사590421,0
다사565463,0
다사616396,0
다사572453,0
다사552434,0
다사607394,0
다사572447,0
다사571469,0
다사606395,0
다사575409,0
다사565424,3
다사543436,0
다사578414,1
다사549411,0
다사582442,2
다사552428,1
다사588405,0
다사564462,1
다사563432,0
다사551427,1
다사564427,1
다사543427,0
다사621400,0
다사550425,1
다사567463,1
다사575433,0
다사615397,0
다사599415,0
다사575444,0
다사606394,0
다사598388,0
다사570427,1
다사579444,0
다사578447,0
다사544432,1
다사579438,3
다사547428,0
다사545425,0
다사544423,0
다사564430,1
다사593417,1
다사566448,0
다사542420,0
다사578446,0
다사573466,0
다사573468,0
다사559450,1
다사549446,0
다사579423,3
다사545438,0
다사609384,1
다사557443,1
다사548449,1
다사575435,0
다사551442,1
다사612396,2
다사606404,0
다사569428,1
다사542431,0
다사613380,0
다사578399,0
다사549432,3
다사560458,0
다사572403,0
다사563426,3
다사582407,0
다사624394,0
다사547449,1
다사615395,0
다사548452,0
다사557434,0
다사569447,0
다사638401,0
다사548428,0
다사551438,0
다사609396,0
다사555429,0
다사597416,0
다사576439,0
다사621401,0
다사592428,0
다사620405,0
다사637409,0
다사599392,0
다사612412,0
다사630387,0
다사579402,0
다사588413,0
다사626391,0
다사553403,0
다사558414,0
다사614410,0
다사617399,0
다사611369,0
다사603392,0
다사592412,0
다사639395,0
다사600410,0
다사635411,0
다사571419,2
다사630401,0
다사575400,0
다사624412,0
다사570465,0
다사614405,0
다사601408,0
다사604378,0
다사599403,0
다사620391,0
다사563447,0
다사561444,2
다사591411,0
다사554454,0
다사572405,0
다사584408,0
다사547423,0
다사567414,0
다사636410,0
다사541453,0
다사632404,0
다사618405,0
다사616402,0
다사577402,0
다사597394,0
다사562419,0
다사595407,0
다사546417,0
다사618380,0
다사562408,0
다사548418,0
다사563462,0
다사572416,0
다사586414,0
다사605368,0
다사560454,0
다사608395,0
다사567440,0
다사558427,2
다사555453,0
다사630408,0
다사588401,0
다사615389,0
다사590396,0
다사548424,0
다사606403,0
다사579432,0
다사605367,0
다사568414,0
다사633392,0
다사601369,0
다사559452,0
다사568421,1
다사549405,0
다사609376,0
다사556455,0
다사624403,0
다사621412,0
다사627403,0
다사551409,0
다사579406,0
다사572417,0
다사563436,0
다사593390,0
다사623383,0
다사604383,0
다사630413,0
다사541422,0
다사611392,0
다사565450,0
다사600390,0
다사569403,0
다사613370,0
다사613377,0
다사622387,0
다사609410,0
다사565470,0
다사589398,0
다사548456,1
다사613375,0
다사565452,0
다사560409,0
다사609381,0
다사597387,0
다사607369,0
다사554459,0
다사562412,0
다사564445,0
다사549402,0
다사611378,0
다사628409,0
다사627413,0
다사601400,0
다사560467,0
다사557459,0
다사560450,0
다사629402,0
다사623398,0
다사581419,0
다사604393,0
다사619376,0
다사551450,0
다사637405,0
다사628398,0
다사621385,0
다사615386,0
다사580409,0
다사551411,0
다사588411,0
다사586422,0
다사549457,1
다사626384,0
다사591413,0
다사635406,0
다사625399,0
다사598405,0
다사636392,0
다사558466,0
다사576418,0
다사564420,1
다사622397,0
다사573421,2
다사596374,0
다사613399,0
다사562447,0
다사589414,0
다사609391,0
다사557427,0
다사599408,0
다사597383,0
다사623389,0
다사634395,0
다사641397,0
다사618400,0
다사637391,0
다사573405,0
다사595403,0
다사614371,0
다사625407,0
다사560461,0
다사554452,0
다사638407,0
다사571421,1
다사627390,0
다사639399,0
다사562449,0
다사614367,0
다사550410,0
다사614389,0
다사587412,0
다사590395,0
다사594399,0
다사602368,0
다사604382,0
다사638408,0
다사626417,0
다사606393,0
다사634406,0
다사617403,0
다사595383,0
다사582419,0
다사559461,0
다사627405,0
다사597391,0
다사548400,0
다사631412,0
다사573471,0
다사627396,0
다사556452,0
다사558436,0
다사640403,0
다사578406,0
다사619413,0
다사611402,0
다사585436,1
다사623415,0
다사586427,0
다사582423,0
다사595389,0
다사599384,0
다사568412,0
다사614381,0
다사622386,0
다사555463,0
다사620396,0
다사563408,0
다사588419,0
다사560448,0
다사605390,0
다사568409,0
다사562440,0
다사560453,0
다사607372,0
다사589404,0
다사578427,0
다사562416,0
다사627399,0
다사581443,2
다사584438,0
다사581421,0
다사578426,0
다사629406,0
다사636404,0
다사559456,0
다사564465,0
다사557417,0
다사619391,0
다사611407,0
다사604410,0
다사558411,0
다사633411,0
다사610409,0
다사560459,0
다사565415,0
다사567407,0
다사580448,0
다사588403,0
다사618411,0
다사547408,0
다사612380,0
다사635384,0
다사618395,0
다사619396,0
다사574468,0
다사593394,0
다사629403,0
다사567467,0
다사633384,0
다사589425,0
다사571400,0
다사634386,0
다사622389,0
다사558461,0
다사597384,0
다사600373,0
다사579441,1
다사572426,1
다사601390,0
다사608396,0
다사554410,0
다사609380,0
다사546413,0
다사571434,0
다사604390,0
다사603380,0
다사589378,0
다사597373,0
다사570424,1
다사628414,0
다사578425,0
다사631416,0
다사555422,0
다사615409,0
다사574422,2
다사606371,0
다사565473,0
다사565399,0
다사581410,0
다사575423,2
다사604395,0
다사635403,0
다사552463,0
다사566410,0
다사583419,0
다사599419,0
다사600407,0
다사601401,0
다사584417,0
다사607401,0
다사590377,0
다사584405,0
다사623382,0
다사552413,0
다사558465,0
다사577445,0
다사610380,0
다사581422,0
다사617373,0
다사612409,0
다사570407,0
다사630405,0
다사569410,0
다사565417,2
다사612370,0
다사614401,0
다사569409,0
다사573403,0
다사596382,0
다사559415,0
다사640399,0
다사614407,0
다사567401,0
다사601417,0
다사601375,0
다사631399,0
다사632416,0
다사605394,0
다사603375,0
다사555460,0
다사576417,0
다사613409,0
다사617381,0
다사625397,0
다사632413,0
다사571407,0
다사592390,0
다사565442,2
다사572455,1
다사574450,0
다사585425,2
다사578411,0
다사545418,0
다사551448,0
다사605383,0
다사611381,0
다사550403,0
다사548404,0
다사612381,0
다사584415,0
다사601384,0
다사623400,0
다사608411,0
다사564447,0
다사558433,0
다사629418,0
다사552459,0
다사610372,0
다사613404,0
다사578424,2
다사565451,0
다사615385,0
다사568470,0
다사568455,1
다사626414,0
다사614387,0
다사605387,0
다사615403,0
다사583411,0
다사626407,0
다사593380,0
다사588399,1
다사565469,0
다사546402,0
다사597386,0
다사616388,0
다사628403,0
다사565440,0
다사603385,0
다사616368,0
다사563417,0
다사632388,0
다사555454,0
다사600385,0
다사559436,0
다사587414,0
다사620390,0
다사609407,0
다사599387,0
다사569411,0
다사567398,0
다사551413,0
다사630407,0
다사600384,0
다사634413,0
다사620385,0
다사591404,0
다사616400,0
다사552407,0
다사609372,0
다사583413,0
다사591402,0
다사557464,0
다사562448,0
다사549413,0
다사614412,0
다사618369,0
다사623388,0
다사583425,0
다사605378,0
다사628413,0
다사591387,0
다사542439,0
다사595381,0
다사606410,0
다사606402,0
다사567438,0
다사569412,0
다사625396,0
다사591381,0
다사572424,0
다사592380,0
다사638396,0
다사635410,0
다사568468,0
다사598380,0
다사626390,0
다사553464,0
다사627408,0
다사559416,0
다사612399,0
다사625383,0
다사583415,0
다사622384,0
다사561407,0
다사554408,0
다사622393,0
다사591400,0
다사602392,0
다사563443,0
다사559463,0
다사606373,0
다사569421,1
다사613407,0
다사629384,0
다사570413,0
다사635385,0
다사623386,0
다사576423,2
다사634384,0
다사553407,0
다사562439,0
다사593393,0
다사560433,0
다사621398,0
다사546449,1
다사596389,0
다사588425,0
다사611379,0
다사581427,0
다사629413,0
다사564407,0
다사596422,0
다사616405,0
다사618383,0
다사558452,0
다사633386,0
다사574424,0
다사602369,0
다사567416,2
다사594391,0
다사568420,2
다사616369,0
다사578445,0
다사626416,0
다사597389,0
다사591396,0
다사550461,0
다사604409,0
다사630391,0
다사561461,0
다사565416,0
다사610376,0
다사624382,0
다사638402,0
다사629405,0
다사592382,0
다사614373,0
다사619388,0
다사563435,0
다사585416,0
다사597392,0
다사573467,0
다사544412,0
다사558430,0
다사562445,0
다사625389,0
다사560440,2
다사611405,0
다사622415,0
다사621406,0
다사584412,0
다사617397,0
다사564468,0
다사595393,0
다사617368,0
다사600409,0
다사584413,0
다사634402,0
다사548417,0
다사566402,0
다사623407,0
다사620411,0
다사625410,0
다사555407,0
다사589412,0
다사632383,0
다사600375,0
다사642397,0
다사573411,0
다사611375,0
다사595402,0
다사577423,2
다사541427,0
다사580427,0
다사570470,0
다사561408,0
다사542428,0
다사594379,0
다사561452,0
다사551459,0
다사588380,0
다사628399,0
다사623411,0
다사606372,0
다사567443,0
다사578455,2
다사616407,0
다사558435,0
다사566416,2
다사546409,0
다사606386,0
다사634391,0
다사634385,0
다사570408,0
다사556435,0
다사580433,0
다사559433,0
다사615379,0
다사614379,0
다사585424,2
다사602410,0
다사632409,0
다사623410,0
다사578423,2
다사543452,1
다사632393,0
다사635389,0
다사574425,0
다사559466,0
다사596390,0
다사602401,0
다사599396,0
다사637395,0
다사565468,0
다사579422,0
다사609369,0
다사556451,0
다사566453,0
다사590380,0
다사609373,0
다사616401,0
다사567462,0
다사592402,0
다사599380,0
다사596388,0
다사633412,0
다사596400,0
다사602412,0
다사598383,0
다사596401,0
다사603396,0
다사616390,0
다사600395,0
다사600386,0
다사584416,0
다사555406,0
다사571412,0
다사622375,0
다사624389,0
다사635390,0
다사576443,1
다사614384,0
다사556458,3
다사592392,0
다사606367,0
다사564459,0
다사615388,0
다사546411,0
다사629383,0
다사631407,0
다사561441,2
다사597376,0
다사630418,0
다사619371,0
다사630382,0
다사566419,2
다사577420,2
다사582417,0
다사601394,0
다사548425,0
다사565421,1
다사599389,0
다사614386,0
다사613402,0
다사562466,0
다사558437,0
다사542419,0
다사614369,0
다사576424,0
다사631381,0
다사573407,0
다사593396,0
다사642399,0
다사589392,0
다사545411,0
다사562411,0
다사613391,0
다사630411,0
다사605385,0
다사628406,0
다사615384,0
다사583404,0
다사561416,0
다사559410,0
다사581402,0
다사591408,0
다사583423,0
다사570453,0
다사591377,0
다사621388,0
다사564472,0
다사621392,0
다사625403,0
다사615374,0
다사631418,0
다사629414,0
다사553459,0
다사600369,0
다사626392,0
다사585422,0
다사619389,0
다사602367,0
다사593398,0
다사547401,0
다사557411,0
다사570420,2
다사600377,0
다사557412,0
다사618394,0
다사567441,1
다사638400,0
다사620409,0
다사586423,0
다사574426,0
다사556448,1
다사589380,0
다사597401,0
다사558409,0
다사612388,0
다사595395,0
다사591410,0
다사573397,0
다사607395,0
다사579440,0
다사557460,0
다사573426,0
다사567419,2
다사594382,0
다사631385,0
다사553414,0
다사600388,0
다사635408,0
다사628393,0
다사612401,0
다사561453,0
다사590388,0
다사567403,0
다사636396,0
다사591406,0
다사594389,0
다사561418,0
다사552457,0
다사569405,0
다사621384,0
다사599395,0
다사629392,0
다사595386,0
다사552406,0
다사608380,0
다사620379,0
다사560437,0
다사618368,0
다사630389,0
다사570417,2
다사600378,0
다사638409,0
다사571435,0
다사560435,0
다사606384,0
다사573415,0
다사632397,0
다사630412,0
다사614370,0
다사551404,0
다사562417,0
다사546416,0
다사557413,0
다사597397,0
다사619397,0
다사578398,0
다사578402,0
다사597405,0
다사594393,0
다사623381,0
다사550457,0
다사543447,0
다사548453,0
다사631398,0
다사616410,0
다사559417,0
다사604381,0
다사571473,0
다사606380,0
다사615400,0
다사619390,0
다사554421,0
다사578419,0
다사552447,2
다사565465,0
다사612403,0
다사613368,0
다사612372,0
다사572401,0
다사602402,0
다사623376,0
다사563411,0
다사566464,0
다사571418,2
다사545451,1
다사618381,0
다사633405,0
다사641399,0
다사573435,0
다사571397,0
다사607402,0
다사605401,0
다사621380,0
다사606375,0
다사573401,0
다사545412,0
다사561465,0
다사565464,0
다사591391,0
다사580421,0
다사576460,1
다사598403,0
다사601378,0
다사585428,0
다사592395,0
다사611411,0
다사620403,0
다사570473,0
다사574404,0
다사638397,0
다사568407,0
다사572415,0
다사626385,0
다사582425,0
다사568405,0
다사591399,1
다사559412,0
다사621391,0
다사637410,0
다사613388,0
다사620410,0
다사631410,0
다사635396,0
다사577424,0
다사579407,0
다사620370,0
다사599382,0
다사567408,0
다사562437,0
다사595379,0
다사562406,0
다사562461,0
다사549449,0
다사608401,0
다사563434,0
다사569471,0
다사593383,0
다사540453,0
다사543413,0
다사628382,0
다사627414,0
다사623402,0
다사578436,0
다사618386,0
다사593386,0
다사629399,0
다사606385,0
다사560434,0
다사562441,1
다사556436,0
다사571429,0
다사573419,0
다사561412,0
다사563466,0
다사596384,0
다사617390,0
다사595376,0
다사610410,0
다사564408,0
다사574469,0
다사554447,0
다사616379,0
다사604379,0
다사570429,0
다사623401,0
다사561417,0
다사621382,0
다사608400,0
다사624414,0
다사590391,0
다사623403,0
다사561419,0
다사604384,0
다사598373,0
다사602370,0
다사623414,0
다사564401,0
다사599405,0
다사574414,0
다사632391,0
다사561425,1
다사587413,0
다사630400,0
다사589402,0
다사569446,0
다사579421,0
다사574401,0
다사581447,1
다사577441,0
다사558431,0
다사593403,0
다사617404,0
다사586419,0
다사552449,0
다사601371,0
다사636393,0
다사634405,0
다사564440,0
다사624396,0
다사560432,0
다사591395,0
다사590394,0
다사565418,2
다사616385,0
다사559435,0
다사583427,0
다사595374,0
다사618410,0
다사573424,0
다사633406,0
다사605410,0
다사616404,0
다사622398,0
다사579445,0
다사565453,0
다사566397,0
다사549424,0
다사551461,0
다사593397,0
다사552405,0
다사592410,0
다사575463,0
다사557457,0
다사561414,0
다사604371,0
다사603412,0
다사598393,0
다사573409,0
다사603399,0
다사638394,0
다사589413,0
다사564409,0
다사571396,0
다사626393,0
다사587428,0
다사576400,0
다사556463,0
다사598399,0
다사565467,0
다사582413,0
다사628389,0
다사637398,0
다사597398,0
다사629385,0
다사558410,0
다사578422,2
다사542443,0
다사560457,0
다사614377,0
다사587408,0
다사559459,0
다사580449,0
다사606396,0
다사563403,0
다사633390,0
다사627409,0
다사637397,0
다사567397,0
다사613400,0
다사555415,0
다사552455,0
다사594380,0
다사569457,0
다사603410,0
다사622392,0
다사631396,0
다사568419,2
다사586420,0
다사572421,2
다사588428,2
다사558464,0
다사587416,0
다사614378,0
다사571414,0
다사561436,0
다사594381,0
다사601393,0
다사572408,0
다사596425,0
다사604377,0
다사622395,0
다사557436,0
다사640402,0
다사593404,0
다사560436,0
다사573425,0
다사607400,0
다사619405,0
다사629404,0
다사573423,2
다사603369,0
다사568401,0
다사564414,0
다사607379,0
다사554404,0
다사570411,0
다사592383,0
다사625385,0
다사615372,0
다사592398,0
다사544446,0
다사591386,0
다사550402,0
다사634396,0
다사624399,0
다사590411,0
다사616386,0
다사559458,0
다사566407,0
다사572418,2
다사583442,2
다사597406,0
다사554464,0
다사623405,0
다사549416,0
다사549461,0
다사628411,0
다사618407,0
다사567423,3
다사575403,0
다사597388,0
다사625418,0
다사612378,0
다사608403,0
다사604407,0
다사602383,0
다사634388,0
다사556465,0
다사562450,0
다사632399,0
다사571422,1
다사573472,0
다사590381,0
다사597393,0
다사621404,0
다사542440,0
다사590384,0
다사545454,0
다사591417,0
다사564436,0
다사592384,0
다사566451,0
다사615382,0
다사626388,0
다사573470,0
다사614368,0
다사624416,0
다사601370,0
다사623408,0
다사631382,0
다사547402,0
다사603386,0
다사608410,0
다사639394,0
다사593385,0
다사616380,0
다사597385,0
다사603389,0
다사623395,0
다사556466,0
다사625401,0
다사568449,0
다사571405,0
다사569417,2
다사566401,0
다사569464,0
다사560446,0
다사544452,1
다사608405,0
다사591382,0
다사577419,0
다사597374,0
다사563468,0
다사604368,0
다사586415,0
다사606392,0
다사591379,0
다사603382,0
다사575401,0
다사631387,0
다사628404,0
다사590425,0
다사622411,0
다사550448,2
다사591390,0
다사611403,0
다사612394,0
다사558438,0
다사582443,2
다사596387,0
다사631388,0
다사642402,0
다사606401,0
다사633401,0
다사603371,0
다사599394,0
다사601376,0
다사634393,0
다사571401,0
다사561468,0
다사547456,0
다사544414,0
다사547416,0
다사564405,0
다사586421,0
다사556464,0
다사623390,0
다사619385,0
다사547405,0
다사563402,0
다사635391,0
다사581417,0
다사591403,0
다사632398,0
다사607408,0
다사553456,1
다사603409,0
다사638403,0
다사570464,0
다사581423,0
다사586408,0
다사593418,0
다사596402,0
다사613369,0
다사627407,0
다사569414,0
다사566471,0
다사569470,0
다사583426,0
다사597400,0
다사602377,0
다사617407,0
다사553406,0
다사549412,0
다사541418,0
다사570446,0
다사570451,0
다사598408,0
다사567439,0
다사625417,0
다사614385,0
다사631389,0
다사580402,0
다사557426,0
다사600397,0
다사621377,0
다사599409,0
다사598395,0
다사630398,0
다사570409,0
다사601379,0
다사621379,0
다사580422,0
다사568423,1
다사596396,0
다사592379,0
다사632396,0
다사564457,0
다사563470,0
다사600403,0
다사607380,0
다사592404,0
다사567412,0
다사604391,0
다사620393,0
다사578405,0
다사624405,0
다사578408,0
다사611387,0
다사609370,0
다사639398,0
다사566405,0
다사585423,0
다사595406,0
다사555435,0
다사621394,0
다사574467,0
다사586409,0
다사565419,2
다사552445,0
다사614402,0
다사567396,0
다사566422,1
다사579420,0
다사559465,0
다사619408,0
다사555459,3
다사591418,0
다사611391,0
다사642401,0
다사638393,0
다사593382,0
다사596381,0
다사572414,0
다사589393,0
다사565409,0
다사631384,0
다사624391,0
다사557451,1
다사570472,0
다사628386,0
다사579410,0
다사554406,0
다사623392,0
다사605408,0
다사601412,0
다사560413,0
다사571447,0
다사621381,0
다사562415,0
다사638395,0
다사632384,0
다사627404,0
다사588412,0
다사563419,0
다사618378,0
다사624406,0
다사624386,0
다사559411,0
다사586417,0
다사558451,1
다사619411,0
다사576402,0
다사557453,0
다사549454,0
다사555457,0
다사561439,0
다사625413,0
다사577426,0
다사624388,0
다사594376,0
다사620392,0
다사554461,0
다사555405,0
다사578440,0
다사611408,0
다사567406,0
다사629388,0
다사589415,0
다사565471,0
다사605403,0
다사639397,0
다사589379,0
다사547403,0
다사597375,0
다사602380,0
다사628380,0
다사561462,0
다사615398,0
다사603407,0
다사626389,0
다사580434,0
다사604372,0
다사610369,0
다사547452,1
다사604389,0
다사608376,0
다사611371,0
다사581446,1
다사580428,0
다사610392,0
다사631400,0
다사573452,0
다사634390,0
다사590393,0
다사619384,0
다사596375,0
다사609394,0
다사594420,0
다사553421,0
다사587411,0
다사619393,0
다사614400,0
다사547417,0
다사634400,0
다사587426,2
다사613410,0
다사563413,0
다사629409,0
다사560439,0
다사565443,1
다사590399,1
다사594392,0
다사604398,0
다사622407,0
다사626409,0
다사610373,0
다사564451,0
다사562463,0
다사590412,0
다사619381,0
다사633397,0
다사555446,3
다사593409,0
다사553460,0
다사552446,0
다사563450,0
다사617379,0
다사595377,0
다사632414,0
다사566414,0
다사561466,0
다사610402,0
다사547414,0
다사557456,0
다사613376,0
다사604387,0
다사587421,0
다사589426,0
다사549459,0
다사563448,0
다사592391,0
다사633391,0
다사557466,0
다사626412,0
다사574416,0
다사542442,0
다사624410,0
다사623412,0
다사589401,0
다사601410,0
다사611399,0
다사560449,0
다사620375,0
다사614408,0
다사624387,0
다사569408,0
다사596398,0
다사588429,3
다사624385,0
다사629391,0
다사570410,0
다사576459,0
다사574421,2
다사599406,0
다사622377,0
다사588410,0
다사541425,0
다사569413,0
다사572400,0
다사543444,0
다사570418,2
다사625381,0
다사592405,0
다사615383,0
다사562467,0
다사638399,0
다사585426,0
다사580424,2
다사591401,0
다사635392,0
다사635386,0
다사635394,0
다사610368,0
다사596408,0
다사604388,0
다사613396,0
다사585413,0
다사570456,0
다사599369,0
다사636395,0
다사601411,0
다사618393,0
다사603394,0
다사583412,0
다사555414,0
다사615377,0
다사618398,0
다사623391,0
다사553413,0
다사606368,0
