gid,합계
다사507572,0
다사460541,0
다사517597,0
다사515592,0
다사468545,0
다사471541,0
다사509603,0
다사510618,0
다사490598,0
다사513621,0
다사487589,0
다사513598,0
다사510579,0
다사456549,0
다사477611,0
다사474556,0
다사493591,0
다사500610,0
다사473533,0
다사475567,0
다사491542,0
다사518617,0
다사503574,0
다사510582,0
다사486593,0
다사479548,0
다사510598,0
다사484598,0
다사513608,0
다사521615,0
다사471532,0
다사494572,0
다사471546,0
다사470561,0
다사471540,0
다사523603,0
다사476544,0
다사524591,0
다사512567,0
다사470546,0
다사503586,0
다사515609,0
다사504581,0
다사516609,0
다사483602,0
다사504559,0
다사512584,0
다사492605,0
다사504575,0
다사510603,0
다사503573,0
다사497602,0
다사498600,0
다사507598,0
다사473568,0
다사496580,0
다사514615,0
다사471538,0
다사505562,0
다사513587,0
다사513569,0
다사506557,0
다사471554,0
다사462543,0
다사485595,0
다사473578,0
다사504612,0
다사512606,0
다사513580,0
다사500567,0
다사478590,0
다사478585,0
다사505559,0
다사505586,0
다사517588,0
다사514609,0
다사524593,0
다사511586,0
다사494546,0
다사457551,0
다사488599,0
다사511573,0
다사496600,0
다사514617,0
다사505595,0
다사520609,0
다사504561,0
다사498594,0
다사516590,0
다사514611,0
다사463542,0
다사489590,0
다사498596,0
다사474544,0
다사509570,0
다사503579,0
다사509575,0
다사512594,0
다사500557,0
다사501604,0
다사494547,0
다사480593,0
다사473574,0
다사519611,0
다사523599,0
다사497606,0
다사511580,0
다사480608,0
다사517617,0
다사506569,0
다사505614,0
다사521607,0
다사507564,0
다사472535,0
다사510583,0
다사499553,0
다사516603,0
다사507611,0
다사521616,0
다사480599,0
다사500566,0
다사512582,0
다사503603,0
다사461539,0
다사513579,0
다사511565,0
다사499613,0
다사477592,0
다사474570,0
다사489541,2
다사509564,0
다사512587,0
다사506621,0
다사457543,0
다사512599,0
다사509617,0
다사479584,0
다사495605,0
다사471550,0
다사472560,0
다사503595,0
다사490541,2
다사515605,0
다사472571,0
다사511610,0
다사516605,0
다사499611,0
다사520600,0
다사513576,0
다사510592,0
다사482603,0
다사508609,0
다사506558,0
다사524600,0
다사518603,0
다사471566,0
다사492609,0
다사521598,0
다사504591,0
다사499586,0
다사502614,0
다사490563,0
다사480549,0
다사503584,0
다사507593,0
다사524597,0
다사504605,0
다사509585,0
다사516598,0
다사500614,0
다사519618,0
다사507578,0
다사475574,0
다사481595,0
다사484600,0
다사474569,0
다사503610,0
다사507573,0
다사505576,0
다사492604,0
다사479588,0
다사511597,0
다사507591,0
다사459550,0
다사495604,0
다사510589,0
다사518616,0
다사511598,0
다사512574,0
다사511568,0
다사470570,0
다사478588,0
다사502606,0
다사515587,0
다사501558,2
다사521593,0
다사515602,0
다사477537,0
다사478584,0
다사511616,0
다사503565,0
다사512590,0
다사511609,0
다사515597,0
다사478549,0
다사500584,0
다사474574,0
다사520594,0
다사464541,0
다사521608,0
다사515607,0
다사485608,0
다사484607,0
다사510594,0
다사455548,0
다사472553,0
다사523601,0
다사489601,0
다사471552,0
다사506577,0
다사482600,0
다사471572,0
다사473560,0
다사498553,0
다사510584,0
다사522610,0
다사505577,0
다사464537,0
다사514587,0
다사502586,0
다사473570,0
다사513600,0
다사492602,0
다사513577,0
다사504606,0
다사512618,0
다사520617,0
다사518614,0
다사511569,0
다사504573,0
다사508566,0
다사509593,0
다사478587,0
다사503564,0
다사525597,0
다사503567,0
다사519589,0
다사512597,0
다사516592,0
다사463538,0
다사501610,0
다사505593,0
다사469549,0
다사494548,0
다사509612,0
다사497593,0
다사477549,0
다사507568,0
다사477610,0
다사500553,0
다사481593,0
다사517591,0
다사509580,0
다사501554,0
다사498595,0
다사478592,0
다사471561,0
다사475568,0
다사514605,0
다사512576,0
다사514599,0
다사517606,0
다사477594,0
다사506585,0
다사464543,0
다사504608,0
다사512588,0
다사501593,0
다사506562,0
다사517611,0
다사514604,0
다사519609,0
다사519607,0
다사472576,0
다사510608,0
다사517609,0
다사516610,0
다사513575,0
다사513570,0
다사518609,0
다사500607,0
다사515590,0
다사470548,0
다사510573,0
다사513601,0
다사503578,0
다사474568,0
다사504596,0
다사503588,0
다사455547,0
다사475545,0
다사507584,0
다사515573,0
다사508614,0
다사491601,0
다사505594,0
다사515598,0
다사472538,0
다사504564,0
다사509577,0
다사517612,0
다사500593,0
다사518589,0
다사501607,0
다사515595,0
다사524592,0
다사472558,0
다사477609,0
다사458549,0
다사509578,0
다사466540,0
다사516600,0
다사480584,0
다사458550,0
다사480605,0
다사512592,0
다사458542,0
다사522595,0
다사462544,0
다사477569,0
다사472559,0
다사512609,0
다사522607,0
다사478608,0
다사510574,0
다사478568,0
다사510576,0
다사479596,0
다사491604,0
다사504618,0
다사472566,0
다사514581,0
다사497581,0
다사507586,0
다사466536,0
다사509601,0
다사473572,0
다사480596,0
다사475580,0
다사470533,0
다사498602,0
다사471539,0
다사507582,0
다사513585,0
다사499594,0
다사505613,0
다사504585,0
다사525594,0
다사477579,0
다사505596,0
다사469536,0
다사486598,0
다사521595,0
다사526593,0
다사456544,0
다사467536,0
다사513611,0
다사481607,0
다사490569,0
다사496555,0
다사507581,0
다사476581,0
다사513574,0
다사519617,0
다사514573,0
다사523596,0
다사478581,0
다사500591,0
다사482606,0
다사499567,0
다사465540,0
다사513594,0
다사515571,0
다사473543,0
다사515606,0
다사508584,0
다사510611,0
다사514569,0
다사494589,0
다사506563,0
다사496597,0
다사483603,0
다사522596,0
다사505581,0
다사513583,0
다사512583,0
다사511587,0
다사515589,0
다사509595,0
다사506607,0
다사485594,0
다사519612,0
다사469547,0
다사508583,0
다사487598,0
다사514578,0
다사471570,0
다사506609,0
다사485591,0
다사493592,0
다사507576,0
다사494553,0
다사521614,0
다사477593,0
다사504574,0
다사514603,0
다사504588,0
다사509598,0
다사487591,0
다사477581,0
다사496551,0
다사472562,0
다사508572,0
다사523592,0
다사496593,0
다사512568,0
다사513586,0
다사499591,0
다사463545,0
다사498588,0
다사519594,0
다사492589,0
다사520616,0
다사506581,0
다사465541,0
다사509583,0
다사503614,0
다사508578,0
다사522590,0
다사476546,0
다사497603,0
다사493589,0
다사512613,0
다사481605,0
다사508580,0
다사512572,0
다사478593,0
다사478538,0
다사508595,0
다사485593,0
다사481594,0
다사479550,0
다사505556,0
다사470540,0
다사503606,0
다사505611,0
다사520602,0
다사513596,0
다사480602,0
다사507618,0
다사505561,0
다사516617,0
다사503590,0
다사459545,0
다사507610,0
다사506566,0
다사514616,0
다사488538,2
다사499593,0
다사498583,0
다사511576,0
다사479610,0
다사496613,0
다사508582,0
다사494550,0
다사476570,0
다사469548,0
다사467544,0
다사507574,0
다사464545,0
다사508567,0
다사515574,0
다사518613,0
다사476579,0
다사508588,0
다사522601,0
다사511585,0
다사509597,0
다사486555,0
다사502603,0
다사473539,0
다사470536,0
다사486608,0
다사522602,0
다사473566,0
다사497608,0
다사509606,0
다사521592,0
다사517590,0
다사497551,0
다사467542,0
다사518610,0
다사520605,0
다사509567,0
다사508611,0
다사508571,0
다사495612,0
다사504562,0
다사511571,0
다사505564,0
다사504576,0
다사468542,0
다사505612,0
다사506600,0
다사493604,0
다사506587,0
다사511591,0
다사520592,0
다사514607,0
다사511579,0
다사508573,0
다사494602,0
다사502576,0
다사481597,0
다사474612,0
다사473542,0
다사520591,0
다사473552,0
다사514572,0
다사520606,0
다사494604,0
다사501603,0
다사505580,0
다사512598,0
다사470532,0
다사473541,0
다사515588,0
다사513613,0
다사515601,0
다사476582,0
다사472567,0
다사496607,0
다사509619,0
다사508592,0
다사476594,0
다사516599,0
다사525598,0
다사497613,0
다사518599,0
다사513568,0
다사499587,0
다사520598,0
다사522593,0
다사477608,0
다사511578,0
다사473562,1
다사522609,0
다사509600,0
다사510619,0
다사512589,0
다사472536,0
다사501583,0
다사511590,0
다사512615,0
다사513588,0
다사463543,0
다사466542,0
다사503581,0
다사512601,0
다사480594,0
다사518597,0
다사514582,0
다사476569,0
다사509608,0
다사511596,0
다사470567,0
다사508621,0
다사500600,0
다사521600,0
다사509587,0
다사465544,0
다사503604,0
다사495548,0
다사508576,0
다사473569,0
다사491598,0
다사507563,0
다사502604,0
다사474545,0
다사512595,0
다사511567,0
다사470549,0
다사507577,0
다사506617,0
다사514571,0
다사480589,0
다사476583,0
다사473556,0
다사491592,0
다사504595,0
다사508593,0
다사472563,1
다사517603,0
다사479594,0
다사495549,0
다사474566,0
다사500564,0
다사517593,0
다사516618,0
다사503577,0
다사515594,0
다사514620,0
다사481589,0
다사496575,0
다사515604,0
다사465543,0
다사502567,0
다사519598,0
다사483594,0
다사473540,0
다사465537,0
다사482596,0
다사506590,0
다사519595,0
다사510593,0
다사513605,0
다사524598,0
다사525593,0
다사514591,0
다사517616,0
다사503589,0
다사496602,0
다사508563,0
다사465545,0
다사525592,0
다사516613,0
다사510602,0
다사503583,0
다사481542,0
다사520607,0
다사505597,0
다사502593,0
다사513602,0
다사472570,0
다사467534,0
다사478579,0
다사482597,0
다사510565,0
다사516595,0
다사517605,0
다사472561,0
다사515591,0
다사475611,0
다사506586,0
다사471535,0
다사514597,0
다사514568,0
다사466543,0
다사519613,0
다사484601,0
다사486591,0
다사500603,0
다사520588,0
다사517475,0
다사524488,2
다사523494,0
다사525471,0
다사532484,0
다사528474,0
다사529488,0
다사531467,0
다사561483,0
다사527479,0
다사529481,0
다사524491,2
다사551472,0
다사544497,0
다사519476,0
다사553471,0
다사555479,0
다사564486,0
다사543495,0
다사532473,0
다사563477,0
다사519483,1
다사551490,0
다사525475,0
다사521473,0
다사550468,0
다사532481,3
다사514484,0
다사520482,0
다사527489,0
다사529487,0
다사526470,0
다사541501,0
다사536503,0
다사553473,0
다사555473,0
다사563479,0
다사559490,0
다사539467,1
다사529473,0
다사541466,3
다사559482,0
다사524490,2
다사525485,1
다사512486,0
다사530473,0
다사547488,0
다사523498,0
다사558481,0
다사518475,0
다사552482,0
다사549466,0
다사559475,0
다사553472,0
다사547486,0
다사551482,0
다사550494,0
다사531504,0
다사525504,3
다사542466,1
다사552483,0
다사544498,0
다사544493,0
다사523485,0
다사531496,2
다사558479,0
다사533500,2
다사562479,0
다사570487,0
다사528500,0
다사520488,2
다사571489,0
다사548486,0
다사537497,0
다사565486,0
다사549495,0
다사550472,0
다사523487,1
다사552492,0
다사532494,0
다사550493,0
다사510486,0
다사528503,0
다사560483,0
다사553474,0
다사525488,0
다사521497,0
다사555491,0
다사515483,0
다사547465,0
다사535466,3
다사543502,0
다사535494,2
다사566480,0
다사556482,2
다사553486,0
다사570486,0
다사533497,1
다사559474,0
다사553477,0
다사527469,0
다사563478,0
다사551491,0
다사567484,0
다사525499,2
다사526487,0
다사535481,3
다사517478,1
다사534497,2
다사533479,0
다사530506,0
다사553485,0
다사517480,1
다사556483,2
다사521489,2
다사566488,0
다사562481,0
다사549493,0
다사522488,1
다사563485,0
다사527497,2
다사526495,1
다사535503,2
다사530490,0
다사525484,1
다사534504,2
다사535504,2
다사547491,0
다사564487,0
다사529469,0
다사531495,0
다사526484,1
다사555471,0
다사525491,0
다사538466,3
다사518480,1
다사532499,0
다사548490,0
다사543500,0
다사531499,1
다사526490,0
다사523472,0
다사539506,0
다사559484,0
다사571487,0
다사539498,0
다사557471,0
다사517482,1
다사545492,0
다사529506,0
다사538469,0
다사556484,0
다사533482,1
다사559486,0
다사568488,0
다사529498,0
다사561494,0
다사533505,0
다사521487,1
다사557488,0
다사515482,0
다사549485,0
다사536502,0
다사519481,1
다사521474,0
다사551489,0
다사525489,0
다사531470,0
다사537467,1
다사561484,0
다사538505,0
다사527484,0
다사522472,0
다사566482,0
다사568481,0
다사530498,0
다사548483,0
다사556470,0
다사528492,0
다사518476,0
다사522485,1
다사530491,0
다사528471,0
다사536468,1
다사518487,1
다사546488,0
다사535492,0
다사526491,0
다사556478,0
다사526489,0
다사552470,0
다사527499,2
다사538501,0
다사554491,0
다사565479,1
다사516482,0
다사568483,0
다사523473,0
다사557474,0
다사533491,0
다사545496,0
다사531498,1
다사529507,0
다사537502,0
다사535469,0
다사542468,0
다사537506,0
다사551468,0
다사531468,0
다사557478,0
다사531471,0
다사546465,0
다사567480,0
다사526471,0
다사565481,0
다사532493,0
다사526493,0
다사568484,0
다사530484,0
다사561478,0
다사530504,0
다사554492,0
다사551471,0
다사568482,0
다사530468,0
다사530474,0
다사561482,0
다사551484,0
다사567487,0
다사538465,3
다사546466,0
다사560481,0
다사520495,0
다사539500,0
다사539505,0
다사520489,2
다사552473,0
다사531484,0
다사566484,0
다사525502,2
다사527491,0
다사552469,0
다사517479,1
다사534486,0
다사535471,0
다사538500,0
다사560484,0
다사538502,0
다사548467,0
다사529484,0
다사525476,0
다사527494,0
다사554484,2
다사560490,0
다사556474,0
다사533466,0
다사535493,0
다사531494,0
다사547493,0
다사567488,0
다사550480,0
다사560482,0
다사553488,2
다사528485,0
다사532489,0
다사532488,0
다사520490,2
다사535495,0
다사569486,0
다사531493,0
다사532492,0
다사529492,0
다사538498,0
다사546489,1
다사524473,0
다사533471,0
다사569485,0
다사537505,2
다사531500,1
다사527475,0
다사522473,0
다사561492,0
다사561486,0
다사529501,0
다사548495,0
다사561489,0
다사548496,0
다사538497,0
다사569483,0
다사569482,0
다사561477,0
다사535491,0
다사561481,0
다사536486,0
다사552485,0
다사556487,0
다사530469,0
다사555482,2
다사565487,0
다사564488,0
다사520472,0
다사519487,1
다사556471,0
다사543501,0
다사555470,0
다사535501,0
다사552486,0
다사536482,1
다사535468,0
다사522493,0
다사547487,0
다사569489,0
다사549470,0
다사559480,0
다사561491,0
다사554473,0
다사532468,0
다사554469,0
다사530471,0
다사553481,2
다사550471,0
다사546491,0
다사529503,2
다사533469,0
다사558477,0
다사534498,2
다사530472,0
다사523482,0
다사550485,0
다사527476,0
다사542496,0
다사554486,2
다사542502,0
다사566485,0
다사542497,0
다사521472,0
다사530501,1
다사520494,0
다사560476,0
다사544494,0
다사550482,0
다사562486,0
다사528487,0
다사558475,0
다사517488,0
다사523492,2
다사534492,0
다사525490,0
다사527505,1
다사537504,0
다사570484,0
다사529497,1
다사562483,1
다사559476,0
다사521492,0
다사563488,0
다사530493,0
다사530482,1
다사547492,0
다사527490,0
다사555487,0
다사538499,0
다사547485,0
다사526502,2
다사533502,2
다사525493,0
다사529491,0
다사560480,0
다사520475,0
다사551493,0
다사528491,0
다사545497,0
다사530496,1
다사568489,0
다사555483,2
다사549491,0
다사527471,0
다사558476,0
다사539504,0
다사518484,1
다사521493,0
다사530481,0
다사536501,0
다사549486,0
다사563492,0
다사546497,0
다사554482,2
다사544495,0
다사534469,0
다사569484,0
다사541504,0
다사552481,0
다사517476,0
다사555477,0
다사568486,0
다사546487,0
다사567482,0
다사529499,0
다사539495,0
다사541499,0
다사517487,1
다사547495,0
다사529505,0
다사557477,0
다사537503,0
다사527506,0
다사527487,0
다사547496,0
다사532480,3
다사527473,0
다사546494,0
다사521494,0
다사528498,2
다사519489,1
다사549467,0
다사517483,1
다사548497,0
다사554476,0
다사539466,3
다사560479,0
다사531482,1
다사561496,0
다사562477,0
다사550481,0
다사547466,0
다사566479,0
다사550486,0
다사536504,0
다사532470,0
다사536499,0
다사560495,0
다사548485,0
다사558473,0
다사535500,0
다사559478,0
다사564484,0
다사532495,2
다사556472,0
다사523491,2
다사539501,0
다사551477,2
다사518486,1
다사551492,0
다사559473,0
다사533504,2
다사528506,0
다사521496,0
다사528486,0
다사525495,2
다사554475,0
다사541500,0
다사555492,0
다사533503,1
다사549489,0
다사551481,0
다사553483,0
다사534481,3
다사531479,1
다사540503,0
다사526498,2
다사526474,0
다사529485,0
다사532482,1
다사550495,0
다사535482,1
다사540504,0
다사531502,1
다사562491,0
다사550484,0
다사529483,0
다사520474,0
다사529495,0
다사517477,1
다사566487,0
다사554478,2
다사552489,0
다사528488,0
다사535470,0
다사526500,2
다사541495,0
다사535502,2
다사528475,0
다사528489,0
다사557475,0
다사519484,1
다사535484,0
다사531490,0
다사537500,0
다사554488,2
다사557485,0
다사527492,0
다사531481,1
다사529502,1
다사518483,1
다사527503,3
다사522494,0
다사562482,0
다사530470,0
다사562488,0
다사542465,3
다사532500,2
다사534501,2
다사532501,0
다사542501,0
다사560489,0
다사534480,3
다사525503,3
다사529489,0
다사533495,2
다사531483,0
다사524500,0
다사548488,0
다사555476,0
다사529494,0
다사548484,0
다사533484,0
다사536498,0
다사524489,2
다사553487,0
다사533506,0
다사551483,0
다사545494,0
다사542499,0
다사554477,0
다사564480,0
다사534493,0
다사563493,0
다사554470,0
다사531503,2
다사555474,0
다사535498,0
다사549490,0
다사523475,0
다사536497,0
다사541465,2
다사530492,0
다사562480,0
다사537501,0
다사536487,0
다사567486,0
다사535486,0
다사562478,0
다사552480,2
다사532467,0
다사552468,0
다사534499,0
다사524485,1
다사532496,2
다사541467,1
다사560494,0
다사545498,0
다사567481,0
다사555475,0
다사567485,0
다사520487,1
다사557476,0
다사519488,1
다사538506,0
다사558487,0
다사564482,0
다사531486,0
다사523493,0
다사520483,1
다사561487,0
다사528502,2
다사549469,0
다사540465,3
다사517489,2
다사550483,0
다사529470,0
다사552493,0
다사543496,0
다사526492,0
다사528482,0
다사517485,2
다사543497,0
다사531473,0
다사552477,2
다사533472,0
다사547484,0
다사531488,0
다사521490,2
다사561488,0
다사523474,0
다사556473,0
다사520485,1
다사518488,2
다사568487,0
다사523484,0
다사542498,0
다사534484,0
다사548491,0
다사530486,0
다사524474,0
다사548493,0
다사551488,0
다사551470,0
다사557480,0
다사532487,0
다사552472,0
다사567483,0
다사568480,0
다사540501,0
다사528501,0
다사539503,0
다사527496,2
다사530507,0
다사534483,0
다사517484,2
다사527474,0
다사528495,1
다사553493,0
다사528497,2
다사524476,0
다사518474,0
다사544500,0
다사556488,0
다사530489,0
다사557486,0
다사535505,2
다사530485,0
다사528477,0
다사558489,0
다사570485,0
다사532497,2
다사534500,0
다사561490,0
다사548487,0
다사528499,0
다사530487,0
다사535485,0
다사516483,0
다사530495,0
다사526472,0
다사511486,0
다사557481,0
다사514485,0
다사555488,0
다사526488,0
다사535499,0
다사524475,0
다사536469,1
다사552471,0
다사529480,0
다사514482,0
다사512485,0
다사558483,0
다사552484,0
다사551485,0
다사540468,1
다사534496,2
다사538467,1
다사569487,0
다사513486,0
다사541468,0
다사547497,0
다사548465,0
다사531501,2
다사524486,0
다사545495,0
다사546493,0
다사533501,2
다사510485,0
다사521491,2
다사538468,1
다사534505,0
다사558484,1
다사557483,0
다사566483,0
다사570488,0
다사526494,0
다사537498,0
다사532491,0
다사557487,0
다사564481,0
다사529486,0
다사527477,0
다사544499,0
다사539502,0
다사520484,1
다사533496,2
다사561493,0
다사534470,0
다사524487,2
다사547489,0
다사535467,0
다사534482,1
다사541502,0
다사525486,1
다사565480,0
다사560486,0
다사520486,2
다사548489,0
다사549468,0
다사529500,0
다사545493,0
다사530500,1
다사533480,3
다사543499,0
다사515485,0
다사514486,0
다사525492,0
다사518482,1
다사534502,2
다사531474,0
다사530480,0
다사553478,2
다사558482,0
다사569488,0
다사540499,0
다사535487,0
다사520492,0
다사530502,1
다사524484,1
다사528473,0
다사530499,1
다사529504,1
다사556477,0
다사518477,0
다사538503,0
다사513483,0
다사557479,0
다사534495,2
다사554487,0
다사534487,0
다사539468,1
다사540498,0
다사539469,1
다사555486,2
다사516479,1
다사513484,0
다사568485,0
다사563480,0
다사532474,0
다사540497,0
다사552490,0
다사554483,2
다사560488,0
다사531480,1
다사533498,2
다사534503,2
다사554472,0
다사536505,2
다사534494,0
다사519474,0
다사561480,0
다사529496,1
다사537507,0
다사521488,2
다사527500,2
다사532479,0
다사557482,0
다사522492,0
다사523490,2
다사546495,0
다사522486,1
다사531497,2
다사541497,0
다사527485,0
다사526473,0
다사559485,0
다사560487,0
다사553480,2
다사519473,0
다사551487,0
다사558471,0
다사531469,0
다사511485,0
다사525494,2
다사552487,0
다사554490,0
다사561475,0
다사553489,2
다사520473,0
다사544496,0
다사533468,0
다사543498,0
다사561485,0
다사559479,0
다사528504,0
다사516487,0
다사549483,0
다사536500,0
다사534468,0
다사534485,0
다사551467,0
다사547494,0
다사533481,3
다사524493,2
다사522487,2
다사534471,0
다사556479,0
다사533499,2
다사527502,2
다사553482,0
다사523483,1
다사527488,0
다사542467,0
다사533494,0
다사531475,0
다사558485,0
다사550488,0
다사526475,0
다사516485,0
다사530488,0
다사560485,0
다사558488,0
다사535497,0
다사525498,2
다사546492,0
다사557484,0
다사535488,0
다사565490,0
다사552488,0
다사517486,3
다사529479,0
다사529472,0
다사533483,0
다사526504,3
다사523489,2
다사565485,0
다사555481,2
다사523488,1
다사555478,0
다사542500,0
다사532486,0
다사553469,0
다사540467,1
다사527486,0
다사554474,0
다사560493,0
다사540502,0
다사563481,0
다사526485,1
다사530503,1
다사528478,0
다사567489,0
다사540500,0
다사519486,1
다사549487,0
다사534466,0
다사531477,0
다사528490,0
다사527504,1
다사524499,0
다사559481,0
다사538504,0
다사562493,0
다사528484,0
다사571488,0
다사556475,0
다사559483,0
다사570489,0
다사531478,3
다사536485,0
다사559495,0
다사561476,0
다사533492,0
다사555484,2
다사528505,0
다사530479,0
다사528494,0
다사550492,0
다사539497,0
다사547467,0
다사527493,0
다사531492,0
다사554481,2
다사536484,0
다사547490,0
다사533485,0
다사553470,0
다사551469,0
다사571486,0
다사519475,0
다사516484,0
다사528496,2
다사534467,0
다사526501,2
다사528470,0
다사522491,2
다사538507,0
다사526476,0
다사530476,0
다사558478,0
다사549484,0
다사533467,0
다사564479,0
다사546496,0
다사550489,0
다사553490,0
다사550467,0
다사518481,1
다사522474,0
다사551486,0
다사530494,0
다사524498,0
다사543494,0
다사539499,0
다사521484,2
다사556480,0
다사556481,0
다사542495,0
다사561479,0
다사559488,0
다사530497,1
다사550469,0
다사512484,0
다사559487,0
다사526503,1
다사522490,2
다사522489,2
다사518485,1
다사549492,0
다사554489,2
다사521485,1
다사531491,0
다사550491,0
다사550487,0
다사564483,0
다사554480,2
다사529490,0
다사530505,0
다사536483,0
다사555480,2
다사560478,0
다사546490,0
다사540494,0
다사541498,0
다사533493,0
다사560475,0
다사519490,0
다사520491,0
다사517474,0
다사555485,2
다사527498,2
다사553491,0
다사532471,0
다사554485,2
다사563482,0
다사548466,0
다사558472,0
다사565482,0
다사518489,0
다사548492,0
다사537465,3
다사559477,0
다사535483,0
다사537499,0
다사531489,0
다사523486,1
다사560496,0
다사528476,0
다사526505,0
다사531472,0
다사524472,0
다사562492,0
다사549488,0
다사565483,0
다사525487,1
다사548494,0
다사558474,0
다사553492,0
다사565484,1
다사549494,0
다사563484,0
다사550490,0
다사525474,0
다사566481,0
다사563483,0
다사552491,0
다사524492,2
다사556485,0
다사561495,0
다사533470,0
다사528469,0
다사556476,0
다사537466,3
다사515484,0
다사541503,0
다사532469,0
다사553475,0
다사519485,1
다사525500,2
다사558486,0
다사554471,0
다사532483,0
다사566486,0
다사531487,0
다사553484,0
다사527501,2
다사525472,0
다사563487,0
다사560477,0
다사556486,0
다사513485,0
다사534472,0
다사544492,0
다사533486,0
다사526486,0
다사555472,0
다사558480,0
다사537487,0
다사528481,0
다사528459,0
다사522482,1
다사524481,0
다사538496,0
다사548475,0
다사556498,0
다사524463,0
다사572485,0
다사523461,0
다사521466,1
다사523477,0
다사531465,0
다사552462,0
다사516468,0
다사550496,0
다사556491,0
다사559499,0
다사548479,0
다사536470,0
다사535458,0
다사573488,0
다사545474,0
다사553476,0
다사539490,0
다사541453,0
다사528466,0
다사523470,0
다사549475,0
다사524479,0
다사516480,2
다사545453,0
다사542463,0
다사521483,1
다사540485,0
다사513479,0
다사536471,0
다사534476,0
다사523468,0
다사523479,0
다사542472,0
다사542486,0
다사542490,0
다사518466,0
다사559489,0
다사540489,0
다사545504,0
다사544458,0
다사532463,0
다사560474,0
다사514470,0
다사521476,0
다사529464,0
다사541505,0
다사515475,0
다사511481,0
다사541457,0
다사541490,0
다사518471,0
다사542503,0
다사555467,0
다사546470,0
다사535489,0
다사551464,0
다사556492,0
다사521478,0
다사531476,0
다사540493,0
다사545457,0
다사529475,0
다사532506,0
다사546460,0
다사530475,0
다사533478,0
다사573484,0
다사567476,0
다사522471,0
다사521479,1
다사537459,0
다사544475,0
다사521481,1
다사527467,0
다사530467,0
다사544474,0
다사545499,0
다사537494,0
다사539479,3
다사570483,0
다사561472,0
다사524470,0
다사556467,0
다사549479,0
다사547480,0
다사564474,0
다사545480,0
다사520481,1
다사565492,0
다사516475,0
다사529466,0
다사528479,0
다사523469,0
다사540456,0
다사543479,0
다사551496,0
다사546480,0
다사524495,0
다사530508,0
다사538464,0
다사545490,0
다사545462,0
다사529478,0
다사529468,0
다사566490,0
다사547479,0
다사545506,0
다사555499,0
다사562472,0
다사563494,0
다사545481,0
다사532504,0
다사539454,0
다사524466,0
다사557473,0
다사527470,0
다사527468,0
다사516473,0
다사525461,0
다사541474,0
다사536488,0
다사562471,0
다사538477,0
다사526461,0
다사520469,0
다사542475,0
다사553463,0
다사558469,0
다사530459,0
다사532465,0
다사542469,0
다사515470,0
다사565495,2
다사537455,0
다사517468,0
다사543489,0
다사536455,0
다사542489,0
다사533463,0
다사550500,0
다사535460,0
다사540490,0
다사558467,0
다사550466,0
다사539457,0
다사514478,0
다사537460,0
다사543478,0
다사558490,0
다사571485,0
다사540486,0
다사521477,0
다사541494,0
다사553499,0
다사538456,0
다사521486,0
다사542505,0
다사545464,0
다사535459,0
다사552464,0
다사535465,0
다사545459,0
다사548501,0
다사528463,0
다사540470,0
다사525460,0
다사528460,0
다사536474,0
다사536495,0
다사542470,0
다사550479,0
다사546454,0
다사543471,0
다사538486,0
다사553496,0
다사517470,0
다사521469,0
다사562497,2
다사551480,0
다사545477,0
다사563495,2
다사565477,0
다사562474,0
다사546498,0
다사549500,0
다사563496,2
다사542456,0
다사556489,0
다사534459,0
다사549464,0
다사535462,0
다사537475,0
다사545482,0
다사534457,0
다사540463,0
다사563491,0
다사565478,0
다사522476,0
다사565473,0
다사539453,0
다사540483,0
다사550473,0
다사549477,0
다사562473,0
다사536478,0
다사561500,0
다사567479,0
다사522463,0
다사557491,0
다사552463,0
다사549481,0
다사537458,0
다사515477,0
다사546475,0
다사527463,0
다사558501,0
다사543468,0
다사547501,0
다사547472,0
다사559469,0
다사514474,0
다사544459,0
다사542491,0
다사546462,0
다사552498,0
다사548480,0
다사547458,0
다사535477,0
다사559492,0
다사540505,0
다사525466,0
다사547504,0
다사537461,0
다사526463,0
다사539486,0
다사522470,0
다사547478,0
다사530457,0
다사562490,0
다사549499,0
다사514467,0
다사544484,0
다사544502,0
다사540466,1
다사533477,0
다사544460,0
다사539470,0
다사530458,0
다사518472,0
다사534456,0
다사558470,0
다사550497,0
다사540492,0
다사516469,0
다사558494,0
다사537463,0
다사543503,0
다사542464,0
다사563473,0
다사533460,0
다사544486,0
다사532460,0
다사536491,0
다사551497,0
다사553465,0
다사515487,0
다사526477,0
다사554467,0
다사530478,0
다사528483,0
다사544501,0
다사549496,0
다사542473,0
다사557468,0
다사555496,0
다사543474,0
다사562496,0
다사548499,0
다사547502,0
다사549471,0
다사530460,0
다사546463,0
다사528461,0
다사534460,0
다사518490,2
다사548460,0
다사559494,0
다사521464,0
다사521465,1
다사515480,0
다사544487,0
다사545500,0
다사549474,0
다사524483,1
다사522497,0
다사540462,0
다사541454,0
다사545470,0
다사566495,2
다사544473,0
다사548463,0
다사538494,0
다사547482,0
다사548503,0
다사556493,0
다사545469,0
다사563472,0
다사551495,0
다사514465,0
다사556496,0
다사549480,0
다사551462,0
다사512480,0
다사530464,0
다사535455,0
다사533458,0
다사509485,0
다사542494,0
다사552478,0
다사538492,0
다사522468,0
다사544454,0
다사524480,0
다사513468,0
다사546500,0
