"객체id","현황도형 관리번호","도형 대분류코드","도형 중분류코드","도형 소분류코드","도형 속성코드","도형 조서관리 코드","결정고시관리코드","라벨명","시군구코드","도면번호","집행상태코드 심볼","현황도형 생성일시","면적(도형)","길이(도형)"
"39052","11260UQ152PS202203170007","UQS500","UQS510"," ","UQS510","11260URZ202112160012","11260NTC202112160004","일반철도(경춘선)","11260","①","EMA0009","2022-03-17 00:00:00.0","49551.73238729","5203.38819598"
"39053","11260UQ152PS202203170008","UQS200","UQS290"," ","UQS290","11260URZ202112160013","11260NTC202112160004","주차장","11260","①","EMA0009","2022-03-17 00:00:00.0","1215.85130706","136.87335676"
"39054","11260UQ152PS202203170009","UQS200","UQS201"," ","UQS201","11260URZ202112160014","11260NTC202112160004","주차장","11260","②","EMA0009","2022-03-17 00:00:00.0","688.10794415","105.60318006"
"39055","11260UQ152PS202203170010","UQS200","UQS290"," ","UQS290","11260URZ202112160015","11260NTC202112160004","주차장","11260","③","EMA0009","2022-03-17 00:00:00.0","684.46000274","101.45787109"
"39056","11650UQ152PS202203250002","UQS500","UQSA52"," ","UQSA52","11650URZ202203140002","11650NTC202203140005","도시철도(고속터미널역)","11650"," ","EMA0009","2022-03-25 00:00:00.0","6363.61155056","696.10784497"
"39361","11000UQ152PS201912151510","UQS500","UQSA54"," ","UQSA54","11000URZ199705166328","11000NTC199705166956","7호선 환기구","11000"," ","EMA0009","2019-12-15 00:00:00.0","10.99799517","19.24121487"
"39362","11000UQ152PS201912151511","UQS500","UQSA54"," ","UQSA54","11000URZ200712061001","11000NTC200712061655","환기구","11000"," ","EMA0009","2019-12-15 00:00:00.0","866.91611594","143.90597917"
"39363","11000UQ152PS201912151512","UQS500","UQSA54"," ","UQSA54","11000URZ000000001521"," ","환기구","11000"," ","EMA0009","2019-12-15 00:00:00.0","19.49927749","18.12367624"
"39364","11000UQ152PS201912151513","UQS500","UQSA54"," ","UQSA54","11000URZ000000001521"," ","환기구","11000"," ","EMA0009","2019-12-15 00:00:00.0","109.66930226","42.08662088"
"39365","11000UQ152PS201912151514","UQS500","UQSA54"," ","UQSA54","11000URZ000000001521"," ","환기구","11000"," ","EMA0009","2019-12-15 00:00:00.0","358.40428317","92.01954007"
"39366","11000UQ152PS201912151515","UQS500","UQSA54"," ","UQSA54","11000URZ000000001521"," ","환기구","11000"," ","EMA0009","2019-12-15 00:00:00.0","349.65844139","74.78283264"
"39367","11000UQ152PS201912151516","UQS500","UQSA54"," ","UQSA54","11000URZ000000001521"," ","환기구","11000"," ","EMA0009","2019-12-15 00:00:00.0","284.98803015","81.07511969"
"39368","11000UQ152PS201912151517","UQS500","UQSA54"," ","UQSA54","11000URZ000000001521"," ","환기구","11000"," ","EMA0009","2019-12-15 00:00:00.0","66.00556145","39.35386567"
"39369","11000UQ152PS201912151518","UQS500","UQSA54"," ","UQSA54","11000URZ000000001521"," ","환기구","11000"," ","EMA0009","2019-12-15 00:00:00.0","29.89181213","28.10753605"
"39370","11000UQ152PS201912151519","UQS500","UQSA54"," ","UQSA54","11000URZ199303247355","11000NTC199303243684","3호선 본선환기구","11000"," ","EMA0009","2019-12-15 00:00:00.0","248.01248864","64.17247314"
"39371","11620UQ152PS202201140001","UQS500","UQSA52"," ","UQSA52","11620URZ202112160001","11000NTC202112160001","신림역 정차장","11620","⑥","EMA0009","2022-01-14 00:00:00.0","5782.61741523","1087.27117836"
"39372","11620UQ152PS202201140002","UQS500","UQSA52"," ","UQSA52","11620URZ202112160001","11000NTC202112160001","신림역 정차장","11620","⑥","EMA0009","2022-01-14 00:00:00.0","5782.61741523","1087.27117836"
"39373","11200UQ152PS202204270001","UQS200","UQS290"," ","UQS290","11200URZ202202210001","11000NTC202203250008","주차장","11200"," ","EMA0009","2022-04-27 00:00:00.0","421.34203900","81.50671008"
"39374","11590UQ152PS202110190003","UQS500","UQSA52"," ","UQSA52","11590URZ202110140002","11590NTC202110140002","남성정거장(7호선)","11590"," ","EMA0009","2021-10-19 00:00:00.0","5123.44249460","674.09109477"
"39375","11230UQ152PS202112290001","UQS500","UQSA52"," ","UQSA52","11230URZ202112290001","11230NTC202112290001","지하철역사","11230","①","EMA0009","2021-12-29 00:00:00.0","4949.09842506","1102.37165875"
"39376","11650UQ152PS202204220001","UQS500","UQSA52"," ","UQSA52","11650URZ202204190001","11650NTC202204190001","도시철도(지하철2호선 교대역 11번 출구)","11650"," ","EMA0009","2022-04-22 00:00:00.0","5849.67632249","783.98808756"
"39377","11650UQ152PS202111120001","UQS200","UQS290"," ","UQS290","11650URZ202106010002","11650NTC202111110003","주차장","11650","3","EMA0009","2021-11-12 00:00:00.0","2582.13755035","263.14881611"
"39378","11230UQ152PS202112280001","UQS200","UQS210"," ","UQS210","11230URZ202111290002","11230NTC202112210001","주차장","11230"," ","EMA0009","2021-12-28 00:00:00.0","5000.02089171","280.36028893"
"39379","11000UQ152PS201912150300","UQS200","UQS290"," ","UQS290","11000URZ201212063898","11000NTC201212066691","주차장","11000"," ","EMA0009","2019-12-15 00:00:00.0","3980.40945116","338.85391955"
"39380","11000UQ152PS201912150301","UQS200","UQS290"," ","UQS290","11000URZ200904092730","11000NTC200904093164","주차장","11000"," ","EMA0009","2019-12-15 00:00:00.0","3216.36012871","232.69708627"
"39381","11000UQ152PS201912150302","UQS200","UQS290"," ","UQS290","11000URZ200303318467","11000NTC200303314036","기타주차장시설","11000"," ","EMA0009","2019-12-15 00:00:00.0","561.52914295","105.12768301"
"39382","11000UQ152PS201912150303","UQS200","UQS290"," ","UQS290","11000URZ199603072270","11000NTC199603075866","주차장","11000"," ","EMA0009","2019-12-15 00:00:00.0","1670.41993716","354.10331765"
"39383","11000UQ152PS201912150304","UQS200","UQS210"," ","UQS210","11000URZ199701154447","11000NTC199701156647","노외주차장","11000"," ","EMA0009","2019-12-15 00:00:00.0","782.55891308","136.06971587"
"39384","11000UQ152PS201912150305","UQS200","UQS290"," ","UQS290","11000URZ200804178886","11000NTC200804171924","주차장","11000","①","EMA0009","2019-12-15 00:00:00.0","1418.28257426","153.62215608"
"39385","11000UQ152PS201912150397","UQS200","UQS210"," ","UQS210","11000URZ199504030638","11000NTC199504035148","노외주차장","11000"," ","EMA0009","2019-12-15 00:00:00.0","10506.13339440","410.08806922"
"39386","11000UQ152PS201912150398","UQS200","UQS210"," ","UQS210","11000URZ200309059593","11000NTC200309054816","노외주차장","11000"," ","EMA0009","2019-12-15 00:00:00.0","891.59721674","121.78112417"
"39387","11000UQ152PS201912150400","UQS200","UQS290"," ","UQS290","11000URZ000000001521"," ","주차장","11000"," ","EMA0009","2019-12-15 00:00:00.0","421.99639807","88.59708507"
"39388","11000UQ152PS201912150401","UQS200","UQS210"," ","UQS210","11000URZ201704203466","11000NTC201704208087","주차장","11000"," ","EMA0009","2019-12-15 00:00:00.0","208.88804330","57.84216928"
"39389","11000UQ152PS201912150402","UQS200","UQS290"," ","UQS290","11000URZ199512221183","11000NTC199512225691","주차장","11000"," ","EMA0009","2019-12-15 00:00:00.0","325.91377235","73.50939706"
"39390","11000UQ152PS201912150403","UQS200","UQS290"," ","UQS290","11000URZ201701269198","11000NTC201701268003","주차장","11000"," ","EMA0009","2019-12-15 00:00:00.0","1909.13399692","189.09551817"
"39391","11000UQ152PS201912150404","UQS200","UQS290"," ","UQS290","11000URZ201107217523","11000NTC201107216175","주차장","11000"," ","EMA0009","2019-12-15 00:00:00.0","884.18596626","126.24237493"
"39392","11000UQ152PS201912150405","UQS200","UQS210"," ","UQS210","11000URZ200112222953","11000NTC200112221851","노외주차장","11000"," ","EMA0009","2019-12-15 00:00:00.0","455.15558342","86.34362059"
"39393","11000UQ152PS201912150406","UQS200","UQS210"," ","UQS210","11000URZ201609229626","11000NTC201609227879","주차장","11000"," ","EMA0009","2019-12-15 00:00:00.0","230.88177599","60.17418791"
"39394","11000UQ152PS201912150407","UQS200","UQS210"," ","UQS210","11000URZ200309259820","11000NTC200309254899","노외주차장","11000"," ","EMA0009","2019-12-15 00:00:00.0","404.25062842","87.59960907"
"39395","11000UQ152PS201912150225","UQS200","UQS290"," ","UQS290","11000URZ200110121878","11000NTC200110121434","기타주차장시설","11000"," ","EMA0009","2019-12-15 00:00:00.0","1291.14023984","192.94425213"
"39396","11000UQ152PS201912150226","UQS200","UQS210"," ","UQS210","11000URZ201110198883","11000NTC201110196273","주차장","11000","3","EMA0009","2019-12-15 00:00:00.0","1643.13238625","172.96200077"
"39397","11000UQ152PS201912150227","UQS200","UQS290"," ","UQS290","11000URZ200204103930","11000NTC200204102359","기타주차장시설","11000"," ","EMA0009","2019-12-15 00:00:00.0","1041.38589799","128.72622253"
"39398","11000UQ152PS201912150228","UQS200","UQS290"," ","UQS290","11000URZ000000001521"," ","주차장","11000"," ","EMA0009","2019-12-15 00:00:00.0","86.60473427","42.25839641"
"39399","11000UQ152PS201912150230","UQS200","UQS210"," ","UQS210","11000URZ200712244001","11000NTC200712241691","노외주차장","11000"," ","EMA0009","2019-12-15 00:00:00.0","1852.84576059","178.31460166"
"39400","11000UQ152PS201912150231","UQS200","UQS290"," ","UQS290","11000URZ200605110912","11000NTC200605110057","주차장","11000","②","EMA0009","2019-12-15 00:00:00.0","2295.98044099","187.58132554"
"39401","11000UQ152PS201912150232","UQS200","UQS210"," ","UQS210","11000URZ200709058699","11000NTC200709051402","노외주차장","11000","3","EMA0009","2019-12-15 00:00:00.0","768.71703313","146.90352677"
"39402","11000UQ152PS201912150233","UQS200","UQS290"," ","UQS290","11000URZ200304087315","11000NTC200304084071","기타주차장시설","11000"," ","EMA0009","2019-12-15 00:00:00.0","2286.11298322","216.93556942"
"39403","11000UQ152PS201912150234","UQS200","UQS290"," ","UQS290","11000URZ000000001521"," ","주차장","11000"," ","EMA0009","2019-12-15 00:00:00.0","7958.35828240","386.92965391"
"39404","11000UQ152PS201912150235","UQS200","UQS210"," ","UQS210","11000URZ199803306327","11000NTC199803307807","노외주차장","11000"," ","EMA0009","2019-12-15 00:00:00.0","527.32514438","92.51406877"
"39405","11000UQ152PS201912150236","UQS200","UQS210"," ","UQS210","11000URZ201705316545","11000NTC201705318135","주차장","11000","2","EMA0009","2019-12-15 00:00:00.0","2156.11444776","301.52957201"
"39406","11000UQ152PS201912150237","UQS200","UQS210"," ","UQS210","11000URZ200201174542","11000NTC200201171995","노외주차장","11000"," ","EMA0009","2019-12-15 00:00:00.0","1100.92988416","158.82523177"
"39407","11000UQ152PS201912150238","UQS200","UQS290"," ","UQS290","11000URZ201605043147","11000NTC201605047770","주차장","11000"," ","EMA0009","2019-12-15 00:00:00.0","1846.30015314","197.78829227"
"39408","11000UQ152PS201912150919","UQS300","UQS310"," ","UQS310","11000URZ198804015917","11000NTC198804019687","여객자동차터미널","11000"," ","EMA0009","2019-12-15 00:00:00.0","3753.05612893","279.25993153"
"39409","11000UQ152PS201912150920","UQS300","UQS310"," ","UQS310","11000URZ199206095482","11000NTC199206093114","여객자동차터미널","11000"," ","EMA0009","2019-12-15 00:00:00.0","4057.40183849","276.53646442"
"39410","11000UQ152PS201912150921","UQS300","UQS310"," ","UQS310","11000URZ197806125377","11000NTC197806122582","신전운수","11000"," ","EMA0009","2019-12-15 00:00:00.0","1691.12940845","183.18397996"
"39411","11000UQ152PS201912150922","UQS300","UQS310"," ","UQS310","11000URZ197811217081","11000NTC197811212926","대진운수","11000"," ","EMA0009","2019-12-15 00:00:00.0","1638.94202169","184.62817461"
"39412","11000UQ152PS201912150923","UQS300","UQS310"," ","UQS310","11000URZ197908319374","11000NTC197908313392","경성여객","11000"," ","EMA0009","2019-12-15 00:00:00.0","700.48392789","119.74059466"
"39413","11000UQ152PS201912150924","UQS300","UQS310"," ","UQS310","11000URZ198710225063","11000NTC198710229243","여객자동차터미널","11000"," ","EMA0009","2019-12-15 00:00:00.0","2920.18807035","239.36896878"
"39414","11000UQ152PS201912150925","UQS300","UQS310"," ","UQS310","11000URZ197912059791","11000NTC197912053534","여객자동차터미널","11000"," ","EMA0009","2019-12-15 00:00:00.0","2460.35179316","202.23514848"
"39415","11000UQ152PS201912150926","UQS300","UQS310"," ","UQS310","11000URZ199906197339","11000NTC199906198806","여객자동차터미널","11000"," ","EMA0009","2019-12-15 00:00:00.0","3150.46393735","261.43792582"
"39416","11000UQ152PS201912150927","UQS300","UQS310"," ","UQS310","11000URZ197906269138","11000NTC197906263284","여객자동차터미널","11000"," ","EMA0009","2019-12-15 00:00:00.0","3077.17628380","226.91932025"
"39417","11000UQ152PS201912150928","UQS300","UQS310"," ","UQS310","11000URZ198711065169","11000NTC198711069281","여객자동차터미널","11000"," ","EMA0009","2019-12-15 00:00:00.0","6550.88205059","507.53774223"
"39418","11000UQ152PS201912150929","UQS300","UQS310"," ","UQS310","11000URZ198609123574","11000NTC198609128185","여객자동차터미널","11000"," ","EMA0009","2019-12-15 00:00:00.0","1280.69974589","143.53145995"
"39419","11000UQ152PS201912150930","UQS300","UQS310"," ","UQS310","11000URZ197906259079","11000NTC197906253277","여객자동차터미널","11000"," ","EMA0009","2019-12-15 00:00:00.0","2930.50856603","299.89574978"
"39420","11000UQ152PS201912151040","UQS500","UQSA52"," ","UQSA52","11000URZ200303107918","11000NTC200303103908","1호선 제기동정거장","11000"," ","EMA0009","2019-12-15 00:00:00.0","5074.50845698","511.31331223"
"39421","11000UQ152PS201912151041","UQS500","UQSA52"," ","UQSA52","11000URZ199010191310","11000NTC199010191951","2호선 도림천정거장","11000"," ","EMA0009","2019-12-15 00:00:00.0","4448.69714266","432.44782812"
"39422","11000UQ152PS201912150966","UQS500","UQSA52"," ","UQSA52","11000URZ199912228362","11000NTC199912229272","역촌정거장","11000"," ","EMA0009","2019-12-15 00:00:00.0","5435.47809827","836.94931194"
"39423","11000UQ152PS201912150968","UQS500","UQSA52"," ","UQSA52","11000URZ200012199094","11000NTC200012190076","2호선 잠실나루정차장(구:성내역)","11000"," ","EMA0009","2019-12-15 00:00:00.0","3901.41461500","467.18172341"
"39424","11000UQ152PS201912150969","UQS500","UQSA52"," ","UQSA52","11000URZ199705162203","11000NTC199705166956","6호선 연신내정거장","11000"," ","EMA0009","2019-12-15 00:00:00.0","5159.55138174","455.39183323"
"39425","11000UQ152PS201912150970","UQS500","UQSA52"," ","UQSA52","11000URZ199705164392","11000NTC199705166956","6호선 독바위정거장","11000"," ","EMA0009","2019-12-15 00:00:00.0","3479.30251915","428.79344357"
"39426","11000UQ152PS201912150971","UQS500","UQSA52"," ","UQSA52","11000URZ198107302267","11000NTC198107304311","3호선 홍제정거장","11000"," ","EMA0009","2019-12-15 00:00:00.0","4466.69027006","599.48694461"
"39427","11000UQ152PS201912150972","UQS500","UQSA52"," ","UQSA52","11000URZ197909249495","11000NTC197909243432","2호선 이대정거장","11000"," ","EMA0009","2019-12-15 00:00:00.0","4137.01227749","669.83663396"
"39428","11000UQ152PS201912150973","UQS500","UQSA52"," ","UQSA52","11000URZ199006220474","11000NTC199006221711","3호선 도곡정거장","11000"," ","EMA0009","2019-12-15 00:00:00.0","7902.12976349","554.98593905"
"39429","11000UQ152PS201912150975","UQS500","UQS510"," ","UQS510","11000URZ201712043955","11000NTC201712048351","철도","11000","나","EMA0009","2019-12-15 00:00:00.0","148177.72329100","12563.93446100"
"39430","11000UQ152PS201912150976","UQS500","UQSA52"," ","UQSA52","11000URZ199301145523","11000NTC199301143557","3호선 대청정거장","11000"," ","EMA0009","2019-12-15 00:00:00.0","3071.30859840","378.39669124"
"39431","11000UQ152PS201912150978","UQS500","UQSA52"," ","UQSA52","11000URZ199301145929","11000NTC199301143557","3호선 매봉정거장","11000"," ","EMA0009","2019-12-15 00:00:00.0","5454.39609490","726.57028033"
"39432","11000UQ152PS201912150979","UQS500","UQS510"," ","UQS510","11000URZ201807277757","11000NTC201807273054","철도","11000"," ","EMA0009","2019-12-15 00:00:00.0","40119.27129260","3566.99937749"
"39433","11000UQ152PS201912150825","UQS200","UQS210"," ","UQS210","11000URZ200411050724","11000NTC200411057117","노외주차장","11000"," ","EMA0009","2019-12-15 00:00:00.0","13968.25612780","473.00299031"
"39434","11000UQ152PS201912150982","UQS500","UQS520"," ","UQS520","11000URZ201803026751","11000NTC201803029119","철도","11000"," ","EMA0009","2019-12-15 00:00:00.0","39321.45786020","5491.39865177"
"39435","11000UQ152PS201912150983","UQS500","UQS520"," ","UQS520","11000URZ201803026747","11000NTC201803029119","철도","11000","2","EMA0009","2019-12-15 00:00:00.0","6563.16498959","406.90021762"
"39436","11000UQ152PS201912150984","UQS500","UQSA52"," ","UQSA52","11000URZ199804203977","11000NTC199804207888","8호선 강동구청정거장","11000"," ","EMA0009","2019-12-15 00:00:00.0","5279.76616127","569.43668974"
"39437","11000UQ152PS201912150985","UQS500","UQSA53"," ","UQSA53","11000URZ199509300494","11000NTC199509305507","신정차량기지","11000"," ","EMA0009","2019-12-15 00:00:00.0","223463.53368100","2241.26334005"
"39438","11000UQ152PS201912150986","UQS500","UQS520"," ","UQS520","11000URZ199408188811","11000NTC199408184705","7호선 출고선","11000"," ","EMA0009","2019-12-15 00:00:00.0","2097.57140269","578.92334514"
"39439","11000UQ152PS201912150987","UQS500","UQS520"," ","UQS520","11000URZ200708168002","11000NTC200708161363","수서출고선","11000"," ","EMA0009","2019-12-15 00:00:00.0","26645.09853660","4641.71237238"
"39440","11000UQ152PS201912150988","UQS500","UQS520"," ","UQS520","11000URZ000000001521"," ","도시철도","11000"," ","EMA0009","2019-12-15 00:00:00.0","57334.20902430","3896.99158454"
"39441","11000UQ152PS201912150989","UQS500","UQS549"," ","UQS549","11000URZ201012023898","11000NTC201012025670","철도","11000"," ","EMA0009","2019-12-15 00:00:00.0","173.48270685","76.94783119"
"39442","11000UQ152PS201912150990","UQS500","UQSA52"," ","UQSA52","11000URZ199207245078","11000NTC199207243218","5호선 여의나루정거장","11000"," ","EMA0009","2019-12-15 00:00:00.0","11779.44685730","1140.24342405"
"39443","11000UQ152PS201912150992","UQS500","UQSA52"," ","UQSA52","11000URZ199212216382","11000NTC199212213460","7호선 중계정거장","11000"," ","EMA0009","2019-12-15 00:00:00.0","11969.95474250","835.36244623"
"39444","11000UQ152PS201912150993","UQS500","UQSA52"," ","UQSA52","11000URZ200810160422","11000NTC200810162278","9호선 선유도정거장","11000"," ","EMA0009","2019-12-15 00:00:00.0","8145.80013276","721.67381101"
"39445","11000UQ152PS201912150994","UQS500","UQSA52"," ","UQSA52","11000URZ199404077458","11000NTC199404074430","8호선 석촌정거장","11000"," ","EMA0009","2019-12-15 00:00:00.0","7996.29941458","938.63922655"
"39446","11000UQ152PS201912150995","UQS500","UQSA52"," ","UQSA52","11000URZ199404078483","11000NTC199404074430","5호선 목동정거장","11000"," ","EMA0009","2019-12-15 00:00:00.0","6592.17553985","954.90796487"
"39447","11000UQ152PS201912150996","UQS500","UQSA52"," ","UQSA52","11000URZ199411309743","11000NTC199411304902","5호선 길동정거장","11000"," ","EMA0009","2019-12-15 00:00:00.0","4420.72013209","490.03050497"
"39448","11000UQ152PS201912150997","UQS500","UQSA52"," ","UQSA52","11000URZ199607302957","11000NTC199607306255","5호선 영등포구청정거장","11000"," ","EMA0009","2019-12-15 00:00:00.0","7210.74403408","570.03525282"
"39449","11000UQ152PS201912150998","UQS500","UQSA52"," ","UQSA52","11000URZ199611123672","11000NTC199611126482","7호선 상봉정거장","11000"," ","EMA0009","2019-12-15 00:00:00.0","6442.37946212","766.36255586"
"39450","11350UQ152PS202201270001","UQS200","UQS290"," ","UQS290","11350URZ202201270001","11350NTC202201270001","주차장","11350"," ","EMA0009","2022-01-27 00:00:00.0","519.02854150","89.99604024"
"39451","11590UQ152PS202112030001","UQS200","UQS210"," ","UQS210","11590URZ202112030001","11590NTC202112030001","주차장","11590"," ","EMA0009","2021-12-03 00:00:00.0","255.48075590","67.81237490"
"39452","11200UQ152PS202202140001","UQS500","UQSA52"," ","UQSA52","11200URZ202202040001","11200NTC202202040001","도시철도(5호선)(답십리정거장)","11200","①","EMA0009","2022-02-14 00:00:00.0","6804.85611701","892.65542825"
"39453","11740UQ152PS202112070001","UQS200","UQS290"," ","UQS290","11740URZ202111080002","11000NTC202112060003","주차장","11740","2","EMA0009","2021-12-07 00:00:00.0","4478.27527847","285.64071741"
"39454","11230UQ152PS202108050001","UQS500","UQS510"," ","UQS510","11000URZ202108040001","11230NTC202108040002","일반철도","11230"," ","EMA0009","2021-08-05 00:00:00.0","416881.03956545","16150.54953133"
"39455","11560UQ152PS202108250001","UQS200","UQS290"," ","UQS290","11560URZ202107020051","11000NTC202108040001","주차장","11560","3","EMA0009","2021-08-25 00:00:00.0","1094.86748110","136.18820002"
"39456","11410UQ152PS202205200003","UQS200","UQS290"," ","UQS290","11410URZ202203020010","11000NTC202204270002","주차장","11410","6","EMA0009","2022-05-20 00:00:00.0","1498.88636700","163.39062738"
"39457","11410UQ152PS202205200004","UQS200","UQS290"," ","UQS290","11410URZ202203020010","11000NTC202204270002","주차장","11410","6","EMA0009","2022-05-20 00:00:00.0","1498.88636700","163.39062738"
"39458","11410UQ152PS202205200007","UQS200","UQS290"," ","UQS290","11410URZ202203020010","11000NTC202204270002","주차장","11410","6","EMA0009","2022-05-20 00:00:00.0","1498.88636700","163.39062738"
"39459","11410UQ152PS202205200005","UQS200","UQS290"," ","UQS290","11410URZ202203020010","11000NTC202204270002","주차장","11410","6","EMA0009","2022-05-20 00:00:00.0","1498.88636700","163.39062738"
"39460","11530UQ152PS202205260001","UQS200","UQS210"," ","UQS210","11530URZ202201100001","11000NTC202205230002","노외주차장","11530","①","EMA0009","2022-05-26 00:00:00.0","3458.10014098","232.79891211"
"39461","11620UQ152PS202205310001","UQS500","UQS530"," ","UQS530","11620URZ202205110001","11620NTC202205110002","고속철도","11620","④","EMA0009","2022-05-31 00:00:00.0","120.59655003","70.74953576"
"39462","11410UQ152PS202205200008","UQS200","UQS290"," ","UQS290","11410URZ202203020010","11000NTC202204270002","주차장","11410","6","EMA0009","2022-05-20 00:00:00.0","1498.88636700","163.39062738"
"39463","11410UQ152PS202205200006","UQS200","UQS290"," ","UQS290","11410URZ202203020010","11000NTC202204270002","주차장","11410","6","EMA0009","2022-05-20 00:00:00.0","1498.88636700","163.39062738"
"39464","11410UQ152PS202205200001","UQS200","UQS290"," ","UQS290","11410URZ202203020010","11000NTC202204270002","주차장","11410","6","EMA0009","2022-05-20 00:00:00.0","1498.88636700","163.39062738"
"39465","11000UQ152PS201912151608","UQS500","UQS510"," ","UQS510","11000URZ201506116870","11000NTC201506117495","철도","11000"," ","EMA0009","2019-12-15 00:00:00.0","57686.74685300","1563.35672091"
"39466","11000UQ152PS201912151609","UQS500","UQSA52"," ","UQSA52","11000URZ201512177446","11000NTC201512177676","철도","11000","2","EMA0009","2019-12-15 00:00:00.0","4221.50880921","500.37855864"
"39467","11000UQ152PS201912151610","UQS500","UQSA52"," ","UQSA52","11000URZ201605199549","11000NTC201605197782","철도","11000"," ","EMA0009","2019-12-15 00:00:00.0","5633.93055014","661.56226774"
"39468","11000UQ152PS201912151611","UQS500","UQS520"," ","UQS520","11000URZ201601143137","11000NTC201601147701","철도","11000","2","EMA0009","2019-12-15 00:00:00.0","17503.78154100","865.72468063"
"39469","11000UQ152PS201912151537","UQS500","UQS520"," ","UQS520","11000URZ201009306649","11000NTC201009305436","도시철도(지하철9호선 본선)","11000","2-2","EMA0009","2019-12-15 00:00:00.0","8469.29621126","1276.48848810"
"39470","11000UQ152PS201912151538","UQS500","UQSA52"," ","UQSA52","11000URZ201306271792","11000NTC201306276868","철도","11000"," ","EMA0009","2019-12-15 00:00:00.0","7504.67772985","1107.79410264"
"39471","11000UQ152PS201912151539","UQS500","UQSA52"," ","UQSA52","11000URZ201009164292","11000NTC201009165388","철도(5호선)","11000"," ","EMA0009","2019-12-15 00:00:00.0","8809.52960406","834.59117291"
"39472","11000UQ152PS201912151521","UQS500","UQSA54"," ","UQSA54","11000URZ200712061002","11000NTC200712061655","환기구","11000"," ","EMA0009","2019-12-15 00:00:00.0","370.89750799","88.95948725"
"39473","11000UQ152PS201912151522","UQS500","UQSA54"," ","UQSA54","11000URZ199705164346","11000NTC199705166956","환기구","11000"," ","EMA0009","2019-12-15 00:00:00.0","29.52110478","26.91518747"
"39474","11000UQ152PS201912151523","UQS500","UQSA54"," ","UQSA54","11000URZ000000001521"," ","환기구","11000"," ","EMA0009","2019-12-15 00:00:00.0","589.66242569","98.73896603"
"39475","11000UQ152PS201912151524","UQS500","UQSA54"," ","UQSA54","11000URZ000000001521"," ","환기구","11000"," ","EMA0009","2019-12-15 00:00:00.0","501.03947611","90.42164632"
"39476","11000UQ152PS201912151525","UQS500","UQSA54"," ","UQSA54","11000URZ000000001521"," ","환기구","11000"," ","EMA0009","2019-12-15 00:00:00.0","167.51533370","62.70342951"
"39477","11000UQ152PS201912151526","UQS500","UQSA54"," ","UQSA54","11000URZ000000001521"," ","5호선 환기구","11000"," ","EMA0009","2019-12-15 00:00:00.0","46.38639829","45.75415478"
"39478","11000UQ152PS201912151527","UQS500","UQSA54"," ","UQSA54","11000URZ199307315907","11000NTC199307313956","5호선 환기구","11000"," ","EMA0009","2019-12-15 00:00:00.0","222.33377437","64.46462160"
"39479","11000UQ152PS201912151528","UQS500","UQSA54"," ","UQSA54","11000URZ199307317779","11000NTC199307313956","5호선 환기구","11000"," ","EMA0009","2019-12-15 00:00:00.0","341.28698108","83.77105898"
"39480","11000UQ152PS201912151529","UQS500","UQSA54"," ","UQSA54","11000URZ199307315946","11000NTC199307313956","5호선 환기구","11000"," ","EMA0009","2019-12-15 00:00:00.0","187.77059546","59.75825581"
"39481","11000UQ152PS201912151530","UQS500","UQSA54"," ","UQSA54","11000URZ199307317155","11000NTC199307313956","5호선 환기구","11000"," ","EMA0009","2019-12-15 00:00:00.0","169.38003634","56.54209198"
"39482","11000UQ152PS201912151531","UQS500","UQSA54"," ","UQSA54","11000URZ199307316518","11000NTC199307313956","5호선 환기구","11000"," ","EMA0009","2019-12-15 00:00:00.0","195.65622791","58.78582921"
"39483","11000UQ152PS201912151532","UQS500","UQSA54"," ","UQSA54","11000URZ199307315735","11000NTC199307313956","5호선 환기구","11000"," ","EMA0009","2019-12-15 00:00:00.0","33.87758030","30.10741809"
"39484","11000UQ152PS201912151533","UQS500","UQSA54"," ","UQSA54","11000URZ199307316575","11000NTC199307313956","5호선 환기구","11000"," ","EMA0009","2019-12-15 00:00:00.0","247.60169087","73.24054853"
"39485","11000UQ152PS201912151534","UQS500","UQSA54"," ","UQSA54","11000URZ199411309742","11000NTC199411304902","5호선 환기구","11000"," ","EMA0009","2019-12-15 00:00:00.0","109.29892293","66.61853896"
"39486","11000UQ152PS201912151535","UQS500","UQSA52"," ","UQSA52","11000URZ200912030018","11000NTC200912034192","철도(지하철6호선)","11000","①","EMA0009","2019-12-15 00:00:00.0","8838.17043651","853.65211555"
"39487","11000UQ152PS201912151536","UQS500","UQSA52"," ","UQSA52","11000URZ201210044900","11000NTC201210046650","철도(정거장)","11000"," ","EMA0009","2019-12-15 00:00:00.0","10160.71927290","1630.29438213"
"39488","11000UQ152PS201912151395","UQS500","UQSA54"," ","UQSA54","11000URZ199307316689","11000NTC199307313956","5호선 환기구","11000"," ","EMA0009","2019-12-15 00:00:00.0","156.93563296","55.74085933"
"39489","11000UQ152PS201912151396","UQS500","UQSA54"," ","UQSA54","11000URZ199307317159","11000NTC199307313956","5호선 환기구","11000"," ","EMA0009","2019-12-15 00:00:00.0","148.50876280","49.17964144"
"39490","11000UQ152PS201912151397","UQS500","UQSA54"," ","UQSA54","11000URZ199404077611","11000NTC199404074430","8호선 환기구","11000"," ","EMA0009","2019-12-15 00:00:00.0","72.35357310","37.32282433"
