gid,ADM_DR_NM
다사511555,홍제3동
다사492539,홍은2동
다사482543,응암3동
다사479530,북가좌1동
다사512543,홍제2동
다사520510,북아현동
다사492535,홍은2동
다사509509,신촌동
다사525517,충현동
다사501530,연희동
다사522510,북아현동
다사486523,남가좌1동
다사497522,연희동
다사499534,홍은2동
다사526513,충현동
다사526522,교남동
다사485534,남가좌2동
다사496510,신촌동
다사515518,충현동
다사500543,홍은2동
다사477536,북가좌2동
다사487533,남가좌2동
다사501529,연희동
다사507543,홍제1동
다사510518,신촌동
다사488536,남가좌2동
다사491542,응암2동
다사493523,연희동
다사494522,연희동
다사502540,홍제1동
다사513561,홍은1동
다사518514,충현동
다사496533,홍은2동
다사508512,신촌동
다사515537,홍제1동
다사479532,북가좌1동
다사488529,남가좌2동
다사517531,천연동
다사484523,남가좌1동
다사505540,홍제1동
다사483531,남가좌2동
다사528518,충현동
다사509549,홍제3동
다사509556,홍은1동
다사516551,홍제3동
다사503529,연희동
다사511511,신촌동
다사483542,응암3동
다사503539,홍제1동
다사476530,북가좌1동
다사501532,연희동
다사507547,홍제1동
다사476534,북가좌1동
다사511524,신촌동
다사525518,충현동
다사512515,신촌동
다사508544,홍제1동
다사526521,천연동
다사493525,연희동
다사498523,연희동
다사491540,홍은2동
다사498550,홍은2동
다사509553,홍은1동
다사491523,연희동
다사499521,연희동
다사490524,연희동
다사490537,남가좌2동
다사499535,홍은2동
다사480528,북가좌1동
다사499537,홍은2동
다사500547,홍은2동
다사503512,신촌동
다사521526,천연동
다사505511,신촌동
다사500540,홍은2동
다사498530,연희동
다사504546,홍제1동
다사523523,천연동
다사504509,신촌동
다사505530,연희동
다사511525,신촌동
다사514557,홍은1동
다사478538,증산동
다사493534,홍은2동
다사499541,홍은2동
다사506551,홍은1동
다사488523,연희동
다사494534,홍은2동
다사481536,북가좌2동
다사491532,남가좌2동
다사526516,충현동
다사479528,북가좌1동
다사488539,응암3동
다사527521,교남동
다사523519,천연동
다사505547,홍제1동
다사508514,신촌동
다사482530,남가좌1동
다사498511,신촌동
다사502526,연희동
다사479531,북가좌1동
다사511539,홍제1동
다사499552,홍은2동
다사500532,연희동
다사509555,홍은1동
다사499531,연희동
다사510511,신촌동
다사488537,남가좌2동
다사503534,연희동
다사489526,남가좌1동
다사508549,홍은1동
다사506547,홍제1동
다사521521,천연동
다사529518,소공동
다사502543,홍제1동
다사511547,홍제3동
다사514551,홍제3동
다사515520,충현동
다사502512,신촌동
다사520513,북아현동
다사491533,남가좌2동
다사500549,홍은2동
다사501538,홍은2동
다사507509,신촌동
다사512550,홍제3동
다사501550,홍은2동
다사489533,남가좌2동
다사510552,홍은1동
다사514542,홍제2동
다사507548,홍은1동
다사489532,남가좌2동
다사488538,응암3동
다사508546,홍제1동
다사501551,홍은2동
다사509519,신촌동
다사524522,천연동
다사483536,북가좌2동
다사513522,신촌동
다사517517,충현동
다사515557,홍은1동
다사475531,북가좌1동
다사497511,신촌동
다사499511,신촌동
다사514556,홍은1동
다사496520,연희동
다사500539,홍은2동
다사483541,응암3동
다사500542,홍은2동
다사502510,신촌동
다사522520,천연동
다사484528,남가좌1동
다사494541,홍은2동
다사501547,홍은2동
다사496523,연희동
다사493536,홍은2동
다사513560,홍은1동
다사521513,북아현동
다사495515,연희동
다사526517,충현동
다사483532,남가좌2동
다사519519,충현동
다사499517,신촌동
다사509538,홍제1동
다사483525,남가좌1동
다사500536,홍은2동
다사519515,충현동
다사514564,홍은1동
다사474529,북가좌1동
다사473531,북가좌1동
다사483529,남가좌1동
다사488531,남가좌2동
다사511543,홍제1동
다사484541,응암3동
다사509511,신촌동
다사523525,교남동
다사509510,신촌동
다사501539,홍은2동
다사494512,신촌동
다사506540,홍제1동
다사513558,홍은1동
다사515521,충현동
다사518527,천연동
다사486531,남가좌2동
다사495522,연희동
다사508523,신촌동
다사513563,홍은1동
다사483527,남가좌1동
다사498520,연희동
다사517536,홍제2동
다사519518,충현동
다사491541,홍은2동
다사478534,북가좌2동
다사491537,홍은2동
다사491524,연희동
다사507545,홍제1동
다사515536,홍제1동
다사503508,신촌동
다사518510,북아현동
다사500529,연희동
다사501534,연희동
다사510557,홍은1동
다사497520,연희동
다사488530,남가좌2동
다사518520,충현동
다사503509,신촌동
다사512552,홍제3동
다사529517,충현동
다사515514,충현동
다사506549,홍은1동
다사493527,연희동
다사510551,홍은1동
다사500537,홍은2동
다사502529,연희동
다사503537,홍은2동
다사508539,홍제1동
다사511520,신촌동
다사481540,북가좌2동
다사502544,홍제1동
다사520512,북아현동
다사498510,신촌동
다사514558,홍은1동
다사487528,남가좌1동
다사491520,연희동
다사507550,홍은1동
다사501510,신촌동
다사491536,남가좌2동
다사499549,홍은2동
다사504530,연희동
다사517527,천연동
다사522521,천연동
다사528519,교남동
다사506542,홍제1동
다사510520,신촌동
다사502528,연희동
다사513513,충현동
다사524515,충현동
다사503533,연희동
다사516556,홍은1동
다사483533,남가좌2동
다사491539,홍은2동
다사526515,충현동
다사494514,신촌동
다사506513,신촌동
다사495540,홍은2동
다사517552,홍제3동
다사480534,북가좌2동
다사524525,교남동
다사496518,연희동
다사503523,연희동
다사479538,북가좌2동
다사516553,홍제3동
다사517520,충현동
다사506541,홍제1동
다사528514,중림동
다사493542,홍은2동
다사488524,연희동
다사499548,홍은2동
다사509540,홍제1동
다사521523,천연동
다사487522,연희동
다사507510,신촌동
다사510559,홍은1동
다사511550,홍제3동
다사484540,응암3동
다사509547,홍제3동
다사495518,연희동
다사484527,남가좌1동
다사509557,홍은1동
다사483534,북가좌2동
다사497528,연희동
다사510525,신촌동
다사487535,남가좌2동
다사511526,신촌동
다사500521,연희동
다사501526,연희동
다사513559,홍은1동
다사523524,천연동
다사490520,연희동
다사491530,남가좌2동
다사495526,연희동
다사491519,연희동
다사512538,홍제1동
다사512520,신촌동
다사487539,응암3동
다사486529,남가좌1동
다사493538,홍은2동
다사510544,홍제1동
다사515555,홍은1동
다사513545,홍제3동
다사521516,충현동
다사495520,연희동
다사507542,홍제1동
다사499512,신촌동
다사515551,홍제3동
다사499553,응암1동
다사505542,홍제1동
다사521527,천연동
다사522517,충현동
다사484531,남가좌2동
다사486533,남가좌2동
다사498519,연희동
다사479537,북가좌2동
다사488528,남가좌1동
다사485526,남가좌1동
다사519514,충현동
다사515552,홍제3동
다사484533,남가좌2동
다사516548,홍제3동
다사480526,남가좌1동
다사490532,남가좌2동
다사485535,남가좌2동
다사527515,충현동
다사512546,홍제3동
다사480540,북가좌2동
다사481529,남가좌1동
다사496519,연희동
다사481526,남가좌1동
다사512561,홍은1동
다사480541,증산동
다사481525,남가좌1동
다사511557,홍은1동
다사516533,천연동
다사476531,북가좌1동
다사478528,북가좌1동
다사490527,남가좌1동
다사516518,충현동
다사518542,홍제3동
다사514550,홍제3동
다사493521,연희동
다사514541,홍제2동
다사507549,홍은1동
다사520526,천연동
다사485530,남가좌1동
다사510539,홍제1동
다사499536,홍은2동
다사510509,신촌동
다사493529,남가좌2동
다사494521,연희동
다사513550,홍제3동
다사519556,부암동
다사482531,북가좌2동
다사494526,연희동
다사502533,연희동
다사529514,중림동
다사506514,신촌동
다사511551,홍제3동
다사514510,북아현동
다사494537,홍은2동
다사521520,천연동
다사530515,중림동
다사503542,홍제1동
다사482527,남가좌1동
다사520525,천연동
다사508510,신촌동
다사500548,홍은2동
다사506553,홍은1동
다사525523,교남동
다사499524,연희동
다사513553,홍제3동
다사518532,무악동
다사499528,연희동
다사521524,천연동
다사527520,교남동
다사483535,북가좌2동
다사513551,홍제3동
다사511545,홍제3동
다사498542,홍은2동
다사490541,응암2동
다사523518,충현동
다사497543,홍은2동
다사497516,신촌동
다사508542,홍제1동
다사498527,연희동
다사495533,홍은2동
다사495542,홍은2동
다사501512,신촌동
다사485531,남가좌2동
다사487534,남가좌2동
다사497515,신촌동
다사481527,남가좌1동
다사509552,홍은1동
다사494533,홍은2동
다사527514,충현동
다사483524,남가좌1동
다사485524,남가좌1동
다사495519,연희동
다사515540,홍제2동
다사505509,신촌동
다사481531,북가좌1동
다사494516,연희동
다사476528,북가좌1동
다사485527,남가좌1동
다사490531,남가좌2동
다사510555,홍은1동
다사501531,연희동
다사513544,홍제3동
다사501525,연희동
다사503528,연희동
다사483540,응암3동
다사510524,신촌동
다사520515,충현동
다사519511,북아현동
다사498515,신촌동
다사498521,연희동
다사521518,충현동
다사503511,신촌동
다사485533,남가좌2동
다사509546,홍제3동
다사509551,홍은1동
다사511510,신촌동
다사514512,북아현동
다사499543,홍은2동
다사497510,신촌동
다사507512,신촌동
다사527517,충현동
다사501527,연희동
다사477527,북가좌1동
다사482528,남가좌1동
다사488535,남가좌2동
다사523515,충현동
다사506512,신촌동
다사490534,남가좌2동
다사495532,홍은2동
다사480531,북가좌1동
다사484538,북가좌2동
다사498517,신촌동
다사514547,홍제3동
다사488534,남가좌2동
다사502541,홍제1동
다사499547,홍은2동
다사477533,북가좌1동
다사489539,응암3동
다사500533,연희동
다사506543,홍제1동
다사514552,홍제3동
다사512539,홍제1동
다사511523,신촌동
다사499542,홍은2동
다사519555,홍은1동
다사487529,남가좌2동
다사516534,홍제1동
다사497542,홍은2동
다사511552,홍제3동
다사503531,연희동
다사486532,남가좌2동
다사510512,신촌동
다사513562,홍은1동
다사515548,홍제3동
다사524516,충현동
다사489524,연희동
다사524514,충현동
다사484529,남가좌1동
다사493528,연희동
다사491529,남가좌2동
다사505512,신촌동
다사526518,충현동
다사501540,홍제1동
다사509517,신촌동
다사508552,홍은1동
다사494511,신촌동
다사502538,홍제1동
다사487524,남가좌1동
다사488533,남가좌2동
다사501523,연희동
다사517514,충현동
다사502525,연희동
다사515542,홍제2동
다사510540,홍제1동
다사519526,천연동
다사522524,천연동
다사482538,북가좌2동
다사513554,홍제3동
다사501542,홍제1동
다사526520,천연동
다사513552,홍제3동
다사498524,연희동
다사528516,충현동
다사490539,홍은2동
다사508537,홍제1동
다사509523,신촌동
다사522519,천연동
다사525515,충현동
다사514534,홍제1동
다사474532,북가좌1동
다사500535,홍은2동
다사498522,연희동
다사511512,신촌동
다사501511,신촌동
다사523513,충현동
다사485532,남가좌2동
다사500552,홍은2동
다사509550,홍은1동
다사512512,신촌동
다사486530,남가좌1동
다사505516,신촌동
다사482540,북가좌2동
다사497526,연희동
다사521519,천연동
