gid,lon,lat
다사563421,"127.0063156000","37.4775492100"
다사560444,"127.0027853000","37.4982656800"
다사559445,"127.0016480000","37.4991622400"
다사559442,"127.0016660000","37.4964582500"
다사563422,"127.0063097000","37.4784505500"
다사563424,"127.0062978000","37.4802532200"
다사570442,"127.0141098000","37.4965100800"
다사548432,"126.9892836000","37.4873917800"
다사555445,"126.9971229000","37.4991430700"
다사562422,"127.0051787000","37.4784458200"
다사563425,"127.0062919000","37.4811545600"
다사559444,"127.0016540000","37.4982609100"
다사562426,"127.0051549000","37.4820511600"
다사559426,"127.0017618000","37.4820369000"
다사561426,"127.0040239000","37.4820464200"
다사558445,"127.0005167000","37.4991574700"
다사555448,"126.9971047000","37.5018470600"
다사556445,"126.9982542000","37.4991478800"
다사557445,"126.9993854000","37.4991526800"
다사560424,"127.0029048000","37.4802389900"
다사558443,"127.0005287000","37.4973548000"
다사570443,"127.0141040000","37.4974114200"
다사566424,"127.0096908000","37.4802673500"
다사580441,"127.0254281000","37.4956547300"
다사570444,"127.0140981000","37.4983127500"
다사576456,"127.0208167000","37.5091564900"
다사581441,"127.0265593000","37.4956592700"
다사555444,"126.9971289000","37.4982417400"
다사565424,"127.0085598000","37.4802626500"
다사579438,"127.0243140000","37.4929461800"
다사579423,"127.0243997000","37.4794261100"
다사549432,"126.9904147000","37.4873966600"
다사563426,"127.0062859000","37.4820558900"
다사556458,"126.9981757000","37.5108651800"
다사567423,"127.0108277000","37.4793707000"
다사555459,"126.9970382000","37.5117617000"
다사555446,"126.9971168000","37.5000444000"
다사588429,"127.0345451000","37.4848746800"
다사565422,"127.0085716000","37.4784599800"
다사553445,"126.9948603000","37.4991334100"
다사569442,"127.0129785000","37.4965054200"
다사577458,"127.0219366000","37.5109637400"
다사588427,"127.0345563000","37.4830720000"
다사580440,"127.0254338000","37.4947534000"
다사579453,"127.0242282000","37.5064662100"
다사561427,"127.0040179000","37.4829477500"
다사577457,"127.0219424000","37.5100624100"
다사564421,"127.0074466000","37.4775539300"
다사515513,"126.9514227000","37.5602315800"
다사482541,"126.9138623000","37.5852886900"
다사485538,"126.9172811000","37.5826016000"
다사479527,"126.9105640000","37.5726534800"
다사483538,"126.9150160000","37.5825903900"
다사482524,"126.9139824000","37.5699664700"
다사483539,"126.9150090000","37.5834917000"
다사514516,"126.9502706000","37.5629302600"
다사522525,"126.9592700000","37.5710839300"
다사474530,"126.9048806000","37.5753289900"
다사518518,"126.9547865000","37.5647538900"
다사479539,"126.9104788000","37.5834691600"
다사489536,"126.9218252000","37.5808212600"
다사480539,"126.9116113000","37.5834748100"
다사477528,"126.9082921000","37.5735434600"
다사486538,"126.9184136000","37.5826071800"
다사478527,"126.9094317000","37.5726478200"
다사490537,"126.9229508000","37.5817281100"
다사480528,"126.9116893000","37.5735604300"
다사521526,"126.9581311000","37.5719800600"
다사479528,"126.9105569000","37.5735547900"
다사488537,"126.9206857000","37.5817170100"
다사473531,"126.9037410000","37.5762245800"
다사523525,"126.9604024000","37.5710891200"
다사481540,"126.9127368000","37.5843817600"
다사491536,"126.9240902000","37.5808323300"
다사524525,"126.9615347000","37.5710942900"
다사480540,"126.9116042000","37.5843761200"
다사478528,"126.9094245000","37.5735491300"
다사516518,"126.9525219000","37.5647434100"
다사520526,"126.9569987000","37.5719748500"
다사476528,"126.9071597000","37.5735377700"
다사477527,"126.9082993000","37.5726421500"
다사490534,"126.9229716000","37.5790241800"
다사484538,"126.9161486000","37.5825960000"
다사519526,"126.9558663000","37.5719696400"
다사482540,"126.9138694000","37.5843873900"
다사491535,"126.9240972000","37.5799310200"
다사490536,"126.9229577000","37.5808268000"
다사481541,"126.9127297000","37.5852830600"
다사491534,"126.9241041000","37.5790297100"
다사489537,"126.9218182000","37.5817225600"
다사473532,"126.9037338000","37.5771258900"
다사515515,"126.9514095000","37.5620342100"
다사489538,"126.9218113000","37.5826238700"
다사481539,"126.9127439000","37.5834804500"
다사475529,"126.9060202000","37.5744333900"
다사516529,"126.9524494000","37.5746578700"
다사525512,"126.9627513000","37.5593823200"
다사476526,"126.9071740000","37.5717351600"
다사523527,"126.9603894000","37.5728917500"
다사469510,"126.8993632000","37.5572741700"
다사525504,"126.9628030000","37.5521717800"
다사470515,"126.9004593000","37.5617864700"
다사512507,"126.9480660000","37.5548078500"
다사517490,"126.9538384000","37.5395117600"
다사467509,"126.8971062000","37.5563613200"
다사513504,"126.9492180000","37.5521091900"
다사525501,"126.9628224000","37.5494678200"
다사516491,"126.9526999000","37.5404078400"
다사469513,"126.8993415000","37.5599781000"
다사468511,"126.8982238000","37.5581697200"
다사467513,"126.8970771000","37.5599665600"
다사524503,"126.9616774000","37.5512653000"
다사468513,"126.8982093000","37.5599723300"
다사525503,"126.9628095000","37.5512704600"
다사515509,"126.9514491000","37.5566263100"
다사524501,"126.9616904000","37.5494626600"
다사469511,"126.8993560000","37.5581754800"
다사524502,"126.9616839000","37.5503639800"
다사512508,"126.9480593000","37.5557091700"
다사467512,"126.8970844000","37.5590652500"
다사470510,"126.9004954000","37.5572799300"
다사476526,"126.9071740000","37.5717351600"
다사469514,"126.8993343000","37.5608794100"
다사468512,"126.8982166000","37.5590710200"
다사524510,"126.9616320000","37.5575745300"
다사469512,"126.8993488000","37.5590767900"
다사512506,"126.9480726000","37.5539065300"
다사513505,"126.9492114000","37.5530105000"
다사513506,"126.9492047000","37.5539118200"
다사515508,"126.9514557000","37.5557250000"
다사513507,"126.9491981000","37.5548131400"
다사514508,"126.9503236000","37.5557197300"
다사488442,"126.9213478000","37.4960921300"
다사481434,"126.9134856000","37.4888425100"
다사508440,"126.9439859000","37.4943981300"
다사500449,"126.9348750000","37.5024671000"
다사531421,"126.9701248000","37.4773924500"
다사491450,"126.9246862000","37.5033192700"
다사501449,"126.9360064000","37.5024725100"
다사531436,"126.9700293000","37.4909124100"
다사530431,"126.9689300000","37.4864006800"
다사527433,"126.9655239000","37.4881880400"
다사531437,"126.9700229000","37.4918137400"
다사499447,"126.9337573000","37.5006590400"
다사512453,"126.9484245000","37.5061365700"
다사517451,"126.9540946000","37.5043602000"
다사530432,"126.9689236000","37.4873020100"
다사511453,"126.9472931000","37.5061312800"
다사491447,"126.9247069000","37.5006153100"
다사491448,"126.9247000000","37.5015166300"
다사489442,"126.9224790000","37.4960976600"
다사530438,"126.9688853000","37.4927099900"
다사500446,"126.9348954000","37.4997631300"
다사494448,"126.9280939000","37.5015331100"
다사500447,"126.9348886000","37.5006644600"
다사512454,"126.9484179000","37.5070378900"
다사492450,"126.9258175000","37.5033247800"
다사493447,"126.9269695000","37.5006263100"
다사510441,"126.9462416000","37.4953100900"
다사490444,"126.9235964000","37.4979058300"
다사493443,"126.9269971000","37.4970210200"
다사489451,"126.9224165000","37.5042095500"
다사529433,"126.9677861000","37.4881982500"
다사525437,"126.9632358000","37.4917831000"
다사535425,"126.9746233000","37.4810179800"
다사494447,"126.9281008000","37.5006317900"
다사500445,"126.9349022000","37.4988618100"
다사530437,"126.9688917000","37.4918086600"
다사528432,"126.9666614000","37.4872918200"
다사513455,"126.9495427000","37.5079444900"
다사527434,"126.9655175000","37.4890893700"
다사532436,"126.9711604000","37.4909174800"
다사492448,"126.9258313000","37.5015221300"
다사529434,"126.9677797000","37.4890995800"
다사534421,"126.9735176000","37.4774076200"
다사501444,"126.9360403000","37.4979658900"
다사529432,"126.9677925000","37.4872969200"
다사492446,"126.9258451000","37.4997194900"
다사530430,"126.9689364000","37.4854993500"
다사490442,"126.9236103000","37.4961031900"
다사508441,"126.9439792000","37.4952994600"
다사499446,"126.9337641000","37.4997577200"
다사531429,"126.9700738000","37.4846031000"
다사530435,"126.9689045000","37.4900060000"
다사493446,"126.9269764000","37.4997249800"
다사490443,"126.9236033000","37.4970045100"
다사494444,"126.9281214000","37.4979278200"
다사526435,"126.9643799000","37.4899855700"
다사504441,"126.9394543000","37.4952780700"
다사491449,"126.9246931000","37.5024179500"
다사492443,"126.9258658000","37.4970155300"
다사491445,"126.9247207000","37.4988126700"
다사531435,"126.9700356000","37.4900110800"
다사493448,"126.9269626000","37.5015276300"
다사509440,"126.9451171000","37.4944034500"
다사490450,"126.9235548000","37.5033137600"
다사530434,"126.9689109000","37.4891046700"
다사511454,"126.9472865000","37.5070326000"
다사534422,"126.9735113000","37.4783089500"
다사494446,"126.9281077000","37.4997304700"
다사492449,"126.9258244000","37.5024234500"
다사493449,"126.9269557000","37.5024289500"
다사529431,"126.9677989000","37.4863955900"
다사529438,"126.9677541000","37.4927049000"
다사511452,"126.9472998000","37.5052299500"
다사492447,"126.9258382000","37.5006208100"
다사528433,"126.9666550000","37.4881931500"
다사493450,"126.9269489000","37.5033302700"
다사501448,"126.9360132000","37.5015711900"
다사509439,"126.9451237000","37.4935021300"
다사508439,"126.9439925000","37.4934968100"
다사482434,"126.9146167000","37.4888481200"
다사483434,"126.9157478000","37.4888537200"
다사485435,"126.9180031000","37.4897662100"
다사510439,"126.9462549000","37.4935074400"
다사482433,"126.9146237000","37.4879468000"
다사522441,"126.9598163000","37.4953729400"
다사522444,"126.9597969000","37.4980769200"
다사581525,"127.0260805000","37.5713710500"
다사607536,"127.0554637000","37.5814001800"
다사580525,"127.0249481000","37.5713665000"
다사610516,"127.0589677000","37.5633863500"
다사607537,"127.0554583000","37.5823015000"
다사622525,"127.0725086000","37.5715483000"
다사608536,"127.0565963000","37.5814044400"
다사622524,"127.0725137000","37.5706469700"
다사621523,"127.0713865000","37.5697415400"
다사622523,"127.0725189000","37.5697456400"
다사623525,"127.0736410000","37.5715524000"
다사621522,"127.0713917000","37.5688402100"
다사582525,"127.0272128000","37.5713755900"
다사612536,"127.0611264000","37.5814213700"
다사583524,"127.0283509000","37.5704787900"
다사572617,"127.0153511000","37.6542508700"
다사578622,"127.0221241000","37.6587851800"
다사578621,"127.0221299000","37.6578838600"
다사571614,"127.0142351000","37.6515422700"
다사577620,"127.0210020000","37.6569779600"
다사600654,"127.0468905000","37.6877255600"
다사573616,"127.0164906000","37.6533542100"
다사572619,"127.0153394000","37.6560534900"
다사574621,"127.0175951000","37.6578654100"
다사573617,"127.0164848000","37.6542555200"
다사600653,"127.0468960000","37.6868242500"
다사578620,"127.0221357000","37.6569825500"
다사572621,"127.0153277000","37.6578561100"
다사571615,"127.0142292000","37.6524435900"
다사571617,"127.0142175000","37.6542462100"
다사571620,"127.0141999000","37.6569501400"
다사572620,"127.0153335000","37.6569548000"
다사572613,"127.0153746000","37.6506456300"
다사575620,"127.0187346000","37.6569687300"
다사603623,"127.0504616000","37.6597979100"
다사603624,"127.0504562000","37.6606992200"
다사598615,"127.0448370000","37.6525656500"
다사574616,"127.0176242000","37.6533588500"
다사572624,"127.0153101000","37.6605600400"
다사572611,"127.0153863000","37.6488430000"
다사574615,"127.0176301000","37.6524575400"
다사604624,"127.0515899000","37.6607035400"
다사596592,"127.0426968000","37.6318266100"
다사600656,"127.0468796000","37.6895281800"
다사612633,"127.0606121000","37.6688495000"
다사617610,"127.0664021000","37.6481402100"
다사597591,"127.0438356000","37.6309296800"
다사600588,"127.0472519000","37.6282388200"
다사617594,"127.0664859000","37.6337191000"
다사617608,"127.0664125000","37.6463375700"
다사625627,"127.0753833000","37.6634955900"
다사617609,"127.0664073000","37.6472388900"
다사612592,"127.0608298000","37.6318955000"
다사603597,"127.0506028000","37.6363636900"
다사613590,"127.0619737000","37.6300970700"
다사611593,"127.0596911000","37.6327926000"
다사628626,"127.0787898000","37.6626064700"
다사625628,"127.0753782000","37.6643969100"
다사623629,"127.0731054000","37.6652900400"
다사618615,"127.0675095000","37.6526509600"
다사601587,"127.0483906000","37.6273418500"
다사618616,"127.0675043000","37.6535522700"
다사616608,"127.0652790000","37.6463334000"
다사598593,"127.0449579000","37.6327367000"
다사615612,"127.0641244000","37.6499344900"
다사617613,"127.0663863000","37.6508441600"
다사616612,"127.0652580000","37.6499386700"
다사609623,"127.0572640000","37.6598236400"
다사597592,"127.0438301000","37.6318310000"
다사616606,"127.0652895000","37.6445307600"
다사603586,"127.0506625000","37.6264491800"
다사602586,"127.0495293000","37.6264448600"
다사599589,"127.0461132000","37.6291357900"
다사628624,"127.0788000000","37.6608038400"
다사612609,"127.0607396000","37.6472179200"
다사614594,"127.0630858000","37.6337065600"
다사615606,"127.0641560000","37.6445265800"
다사616589,"127.0653788000","37.6292083300"
다사618614,"127.0675147000","37.6517496400"
다사618606,"127.0675565000","37.6445390900"
다사617607,"127.0664178000","37.6454362500"
다사612636,"127.0605962000","37.6715534400"
다사618577,"127.0677080000","37.6184007900"
다사598590,"127.0449744000","37.6300327400"
다사616609,"127.0652737000","37.6472347200"
다사611592,"127.0596965000","37.6318912800"
다사618613,"127.0675199000","37.6508483200"
다사612608,"127.0607449000","37.6463166000"
다사599590,"127.0461077000","37.6300371100"
다사617614,"127.0663811000","37.6517454800"
다사598591,"127.0449689000","37.6309340600"
다사602587,"127.0495239000","37.6273461800"
다사616607,"127.0652843000","37.6454320800"
다사618576,"127.0677132000","37.6174994700"
다사628623,"127.0788050000","37.6599025200"
다사604596,"127.0517416000","37.6354666800"
다사615593,"127.0642244000","37.6328094300"
다사611634,"127.0594729000","37.6697465900"
다사604597,"127.0517362000","37.6363680000"
다사620614,"127.0697819000","37.6517579300"
다사613592,"127.0619631000","37.6318997100"
다사596592,"127.0426968000","37.6318266100"
다사611635,"127.0594676000","37.6706479000"
다사612593,"127.0608245000","37.6327968200"
다사614589,"127.0631122000","37.6291999500"
다사613591,"127.0619684000","37.6309983900"
다사616590,"127.0653735000","37.6301096500"
다사612634,"127.0606068000","37.6697508200"
다사605625,"127.0527183000","37.6616091600"
다사619615,"127.0686431000","37.6526551100"
다사617606,"127.0664230000","37.6445349300"
다사611594,"127.0596858000","37.6336939200"
다사607578,"127.0552384000","37.6192557900"
다사614588,"127.0631175000","37.6282986300"
다사614609,"127.0630067000","37.6472263400"
다사615588,"127.0642508000","37.6283028200"
다사614610,"127.0630014000","37.6481276600"
다사614607,"127.0630172000","37.6454237000"
다사604624,"127.0515899000","37.6607035400"
다사612635,"127.0606015000","37.6706521300"
다사470400,"126.9012878000","37.4581351600"
다사474396,"126.9058389000","37.4545526900"
다사470385,"126.9013955000","37.4446152900"
다사472398,"126.9035634000","37.4563439400"
다사472397,"126.9035705000","37.4554426200"
다사472401,"126.9035419000","37.4590479200"
다사472402,"126.9035347000","37.4599492400"
다사474395,"126.9058460000","37.4536513600"
다사473403,"126.9046583000","37.4608562700"
다사469386,"126.9002579000","37.4455108800"
다사470397,"126.9013093000","37.4554311900"
다사470399,"126.9012949000","37.4572338300"
다사473402,"126.9046654000","37.4599549400"
다사468385,"126.8991346000","37.4446038100"
다사474400,"126.9058104000","37.4581579800"
다사471398,"126.9024328000","37.4563382300"
다사472403,"126.9035276000","37.4608505600"
다사474398,"126.9058246000","37.4563553400"
다사471401,"126.9024112000","37.4590422000"
다사473399,"126.9046869000","37.4572509700"
다사473404,"126.9046511000","37.4617575900"
다사472387,"126.9036421000","37.4464293700"
다사471397,"126.9024399000","37.4554369100"
다사470398,"126.9013021000","37.4563325100"
다사472399,"126.9035562000","37.4572452700"
다사469385,"126.9002651000","37.4446095600"
다사473398,"126.9046940000","37.4563496500"
다사471399,"126.9024256000","37.4572395600"
다사470386,"126.9013883000","37.4455166100"
다사474397,"126.9058318000","37.4554540100"
다사472400,"126.9035491000","37.4581465900"
다사474399,"126.9058175000","37.4572566600"
다사470380,"126.9014314000","37.4401086600"
다사468386,"126.8991274000","37.4455051400"
다사471400,"126.9024184000","37.4581408800"
다사473396,"126.9047083000","37.4545470000"
다사473401,"126.9046726000","37.4590536200"
다사473397,"126.9047012000","37.4554483200"
다사467387,"126.8979897000","37.4464007100"
다사430446,"126.8557059000","37.4993577600"
다사466424,"126.8965913000","37.4797438700"
다사448454,"126.8760088000","37.5066775700"
다사458455,"126.8873152000","37.5076381100"
다사448453,"126.8760163000","37.5057762600"
다사449438,"126.8772599000","37.4922625300"
다사459457,"126.8884319000","37.5094466000"
다사449439,"126.8772524000","37.4931638400"
다사448439,"126.8761213000","37.4931578800"
다사459458,"126.8884246000","37.5103479200"
다사403432,"126.8252753000","37.4865689500"
다사395420,"126.8163254000","37.4757012600"
다사460456,"126.8895707000","37.5085511400"
다사403434,"126.8252591000","37.4883715600"
다사431447,"126.8568294000","37.5002652400"
다사447452,"126.8748924000","37.5048689700"
다사411434,"126.8343079000","37.4884229000"
다사448452,"126.8760238000","37.5048749500"
다사449437,"126.8772674000","37.4913612100"
다사401433,"126.8230051000","37.4874573100"
다사404433,"126.8263983000","37.4874767100"
다사410433,"126.8331848000","37.4875152100"
다사404434,"126.8263902000","37.4883780200"
다사468426,"126.8988388000","37.4815580400"
다사405435,"126.8275132000","37.4892857700"
다사398421,"126.8197099000","37.4766221500"
다사409435,"126.8320377000","37.4893114300"
다사460453,"126.8895927000","37.5058472000"
다사465425,"126.8954530000","37.4806394100"
다사467425,"126.8977150000","37.4806509600"
다사460454,"126.8895854000","37.5067485100"
다사467432,"126.8976644000","37.4869602000"
다사459454,"126.8884540000","37.5067426600"
다사467424,"126.8977223000","37.4797496400"
다사430447,"126.8556982000","37.5002590700"
다사460458,"126.8895560000","37.5103537700"
다사399429,"126.8207756000","37.4838391100"
다사404435,"126.8263821000","37.4892793200"
다사431448,"126.8568217000","37.5011665500"
다사448450,"126.8760388000","37.5030723200"
다사449452,"126.8771551000","37.5048809200"
다사402433,"126.8241362000","37.4874637900"
다사412432,"126.8354550000","37.4866266500"
다사467426,"126.8977078000","37.4815522800"
다사465428,"126.8954312000","37.4833433700"
다사447450,"126.8749074000","37.5030663400"
다사459456,"126.8884393000","37.5085452900"
다사467428,"126.8976933000","37.4833549200"
다사466429,"126.8965550000","37.4842504700"
다사467430,"126.8976788000","37.4851575600"
다사423456,"126.8477086000","37.5083273800"
다사467427,"126.8977006000","37.4824536000"
다사460457,"126.8895634000","37.5094524500"
다사463426,"126.8931838000","37.4815291300"
다사632483,"127.0840430000","37.5337327100"
다사614491,"127.0636282000","37.5408698700"
다사615494,"127.0647444000","37.5435780500"
다사614492,"127.0636229000","37.5417712000"
다사616496,"127.0658659000","37.5453848800"
다사617498,"127.0669875000","37.5471917100"
다사615493,"127.0647496000","37.5426767100"
다사617497,"127.0669927000","37.5462903700"
다사616495,"127.0658711000","37.5444835500"
다사644496,"127.0975620000","37.5454971600"
다사615495,"127.0647391000","37.5444793800"
다사616497,"127.0658607000","37.5462862200"
다사504430,"126.9395284000","37.4853635000"
다사483424,"126.9158180000","37.4798405000"
다사481426,"126.9135419000","37.4816319400"
다사490419,"126.9237695000","37.4753727600"
다사508437,"126.9440059000","37.4916941600"
다사498430,"126.9327419000","37.4853311100"
다사479427,"126.9112728000","37.4825220100"
다사506418,"126.9418710000","37.4745582900"
다사506419,"126.9418643000","37.4754596200"
다사503428,"126.9384108000","37.4835554800"
다사507437,"126.9428747000","37.4916888300"
다사496431,"126.9304729000","37.4862215500"
다사483422,"126.9158320000","37.4780378500"
다사495432,"126.9293350000","37.4871174200"
다사503429,"126.9384040000","37.4844568000"
다사521431,"126.9587502000","37.4863544800"
다사479425,"126.9112870000","37.4807193700"
다사489420,"126.9226316000","37.4762685600"
다사483434,"126.9157478000","37.4888537200"
다사480427,"126.9124039000","37.4825276400"
다사512437,"126.9485306000","37.4917153700"
다사515426,"126.9519965000","37.4818165600"
다사504424,"126.9395688000","37.4799555400"
다사478427,"126.9101418000","37.4825163700"
다사506435,"126.9417570000","37.4898808400"
다사484423,"126.9169560000","37.4789447600"
다사508436,"126.9440126000","37.4907928300"
다사489419,"126.9226386000","37.4753672400"
다사527419,"126.9656138000","37.4755694200"
다사480426,"126.9124109000","37.4816263200"
다사488420,"126.9215007000","37.4762630300"
다사497430,"126.9316109000","37.4853256800"
다사479423,"126.9113011000","37.4789167200"
다사487421,"126.9203628000","37.4771588100"
다사487422,"126.9203559000","37.4780601300"
다사504427,"126.9395486000","37.4826595200"
다사480424,"126.9124250000","37.4798236700"
다사503427,"126.9384175000","37.4826541500"
다사477426,"126.9090179000","37.4816093900"
다사482433,"126.9146237000","37.4879468000"
다사504426,"126.9395553000","37.4817582000"
다사503425,"126.9384310000","37.4808515000"
다사505426,"126.9406863000","37.4817635600"
다사478426,"126.9101489000","37.4816150500"
다사497432,"126.9315972000","37.4871283200"
다사504429,"126.9395351000","37.4844621800"
다사505429,"126.9406662000","37.4844675400"
다사505434,"126.9406326000","37.4889741600"
다사505435,"126.9406258000","37.4898754900"
다사481424,"126.9135560000","37.4798292900"
다사484422,"126.9169630000","37.4780434400"
다사490420,"126.9237626000","37.4762740800"
다사485422,"126.9180939000","37.4780490100"
다사479424,"126.9112940000","37.4798180400"
다사504428,"126.9395418000","37.4835608500"
다사504425,"126.9395620000","37.4808568700"
다사480422,"126.9124391000","37.4780210300"
다사509438,"126.9451304000","37.4926008000"
다사481423,"126.9135631000","37.4789279700"
다사482425,"126.9146800000","37.4807362200"
다사494430,"126.9282176000","37.4853093000"
다사506436,"126.9417503000","37.4907821600"
다사511436,"126.9474061000","37.4908087500"
다사481425,"126.9135490000","37.4807306200"
다사489421,"126.9226247000","37.4771698800"
다사498431,"126.9327351000","37.4862324400"
다사480423,"126.9124321000","37.4789223500"
다사495430,"126.9293487000","37.4853147700"
다사499430,"126.9338730000","37.4853365400"
다사496432,"126.9304661000","37.4871228800"
다사482424,"126.9146870000","37.4798349000"
다사481427,"126.9135349000","37.4825332600"
다사478423,"126.9101701000","37.4789110800"
다사510437,"126.9462682000","37.4917047800"
다사495431,"126.9293419000","37.4862160900"
다사511438,"126.9473928000","37.4926114100"
다사488421,"126.9214938000","37.4771643500"
다사507436,"126.9428814000","37.4907875000"
다사503426,"126.9384243000","37.4817528300"
다사511437,"126.9473994000","37.4917100800"
다사469424,"126.8999842000","37.4797611500"
다사489418,"126.9226455000","37.4744659100"
다사496430,"126.9304798000","37.4853202300"
다사510438,"126.9462616000","37.4926061100"
다사503430,"126.9383973000","37.4853581300"
다사505427,"126.9406796000","37.4826648800"
다사500430,"126.9350041000","37.4853419500"
다사494431,"126.9282108000","37.4862106300"
다사483423,"126.9158250000","37.4789391800"
다사494432,"126.9282039000","37.4871119500"
다사505436,"126.9406191000","37.4907768100"
다사493431,"126.9270797000","37.4862051500"
다사480425,"126.9124180000","37.4807250000"
다사479426,"126.9112799000","37.4816206900"
다사497431,"126.9316040000","37.4862270000"
다사503424,"126.9384378000","37.4799501700"
다사501430,"126.9361351000","37.4853473500"
다사488422,"126.9214868000","37.4780656800"
다사480428,"126.9123968000","37.4834289600"
다사482423,"126.9146940000","37.4789335800"
다사510418,"126.9463946000","37.4745795700"
다사509418,"126.9452637000","37.4745742700"
다사502425,"126.9373000000","37.4808461200"
다사508439,"126.9439925000","37.4934968100"
다사482434,"126.9146167000","37.4888481200"
다사486423,"126.9192179000","37.4789559000"
다사485435,"126.9180031000","37.4897662100"
다사511417,"126.9475322000","37.4736835300"
다사510439,"126.9462549000","37.4935074400"
다사486422,"126.9192249000","37.4780545800"
다사509439,"126.9451237000","37.4935021300"
다사515412,"126.9520887000","37.4691979500"
다사485423,"126.9180870000","37.4789503400"
다사513410,"126.9498402000","37.4673847800"
다사415510,"126.8382275000","37.5569473300"
다사396506,"126.8167500000","37.5532196200"
다사414506,"126.8371273000","37.5533357900"
다사413509,"126.8359712000","37.5560333200"
다사419519,"126.8426848000","37.5650843100"
다사412486,"126.8350233000","37.5352970700"
다사414510,"126.8370954000","37.5569409800"
다사414507,"126.8371193000","37.5542370900"
다사430509,"126.8552173000","37.5561399900"
다사412487,"126.8350153000","37.5361983700"
다사402511,"126.8235017000","37.5577652100"
다사413505,"126.8360032000","37.5524281300"
다사414483,"126.8373108000","37.5326059000"
다사403511,"126.8246338000","37.5577716900"
다사415481,"126.8384585000","37.5308096400"
다사412488,"126.8350073000","37.5370996700"
다사413508,"126.8359792000","37.5551320200"
다사414509,"126.8371034000","37.5560396800"
다사418518,"126.8415605000","37.5641767000"
다사413506,"126.8359952000","37.5533294300"
다사413507,"126.8359872000","37.5542307200"
다사404511,"126.8257659000","37.5577781600"
다사402512,"126.8234935000","37.5586665100"
다사415509,"126.8382355000","37.5560460300"
다사398508,"126.8189977000","37.5550352900"
다사399509,"126.8201216000","37.5559431100"
다사414505,"126.8371353000","37.5524344900"
다사418516,"126.8415763000","37.5623741100"
다사397507,"126.8178738000","37.5541274700"
다사413504,"126.8360112000","37.5515268300"
다사412504,"126.8348792000","37.5515204600"
다사416512,"126.8393437000","37.5587562700"
다사429509,"126.8540852000","37.5561338100"
다사414482,"126.8373188000","37.5317045900"
다사414508,"126.8371114000","37.5551383800"
다사412503,"126.8348872000","37.5506191600"
다사413503,"126.8360192000","37.5506255300"
다사431512,"126.8563262000","37.5588500700"
다사397506,"126.8178820000","37.5532261700"
다사398507,"126.8190059000","37.5541340000"
다사396502,"126.8167829000","37.5496144500"
다사394503,"126.8145106000","37.5505026200"
다사413510,"126.8359632000","37.5569346200"
다사400510,"126.8212456000","37.5568509200"
다사403512,"126.8246257000","37.5586729900"
다사397497,"126.8179560000","37.5451145100"
다사412485,"126.8350313000","37.5343957700"
다사413484,"126.8361711000","37.5335008400"
다사415511,"126.8382195000","37.5578486300"
다사401511,"126.8223695000","37.5577587200"
다사413485,"126.8361631000","37.5344021400"
다사397503,"126.8179067000","37.5505222900"
다사417521,"126.8404044000","37.5668742700"
다사395501,"126.8156591000","37.5487066000"
다사586587,"127.0313920000","37.6272755600"
다사573577,"127.0167183000","37.6182029800"
다사569581,"127.0121624000","37.6217895900"
다사575578,"127.0189787000","37.6191135500"
다사574577,"127.0178514000","37.6182076100"
다사571578,"127.0144463000","37.6190949900"
다사574575,"127.0178631000","37.6164049800"
다사575576,"127.0189903000","37.6173109200"
다사583586,"127.0279980000","37.6263606900"
다사575577,"127.0189845000","37.6182122400"
다사574574,"127.0178689000","37.6155036600"
다사585586,"127.0302645000","37.6263697400"
다사586585,"127.0314034000","37.6254729300"
다사584586,"127.0291313000","37.6263652200"
다사574576,"127.0178573000","37.6173062900"
다사588596,"127.0336078000","37.6353963900"
다사572578,"127.0155794000","37.6190996500"
다사572577,"127.0155852000","37.6181983300"
다사576573,"127.0201408000","37.6146115800"
다사575596,"127.0188742000","37.6353372300"
다사582584,"127.0268762000","37.6245535200"
다사573574,"127.0167358000","37.6154990300"
다사585585,"127.0302702000","37.6254684200"
다사574578,"127.0178456000","37.6191089300"
다사576574,"127.0201350000","37.6155129000"
다사585584,"127.0302758000","37.6245671000"
다사583585,"127.0280037000","37.6254593800"
다사573575,"127.0167300000","37.6164003400"
다사589595,"127.0347468000","37.6344995500"
다사586586,"127.0313977000","37.6263742400"
다사582585,"127.0268705000","37.6254548400"
다사584587,"127.0291256000","37.6272665400"
다사583584,"127.0280094000","37.6245580600"
다사576578,"127.0201118000","37.6191181700"
다사576577,"127.0201176000","37.6182168500"
다사572611,"127.0153863000","37.6488430000"
다사585587,"127.0302588000","37.6272710600"
다사585588,"127.0302531000","37.6281723700"
다사571579,"127.0144404000","37.6199963000"
다사573576,"127.0167242000","37.6173016600"
다사575597,"127.0188683000","37.6362385400"
다사576576,"127.0201234000","37.6173155300"
다사575575,"127.0189961000","37.6164096000"
다사575574,"127.0190019000","37.6155082800"
다사584585,"127.0291369000","37.6254639000"
다사575573,"127.0190078000","37.6146069700"
다사575572,"127.0190136000","37.6137056500"
다사585583,"127.0302815000","37.6236657900"
다사588578,"127.0337092000","37.6191726800"
다사576575,"127.0201292000","37.6164142100"
다사573578,"127.0167125000","37.6191042900"
다사572576,"127.0155911000","37.6172970100"
다사573573,"127.0167417000","37.6145977100"
다사574572,"127.0178805000","37.6137010300"
다사584584,"127.0291426000","37.6245625900"
