gid,lbl,val
다사643560,56.000000,56.000000
다사647551,288.000000,288.000000
다사629554,44.000000,44.000000
다사645566,548.000000,548.000000
다사631573,680.000000,680.000000
다사634534,251.000000,251.000000
다사649556,324.000000,324.000000
다사626569,334.000000,334.000000
다사627555,239.000000,239.000000
다사629545,315.000000,315.000000
다사647561,143.000000,143.000000
다사641561,1621.000000,1621.000000
다사647559,180.000000,180.000000
다사630540,430.000000,430.000000
다사642536,603.000000,603.000000
다사629564,425.000000,425.000000
다사629531,263.000000,263.000000
다사641549,427.000000,427.000000
다사624555,433.000000,433.000000
다사641571,518.000000,518.000000
다사632547,321.000000,321.000000
다사625566,559.000000,559.000000
다사624567,276.000000,276.000000
다사626567,333.000000,333.000000
다사627539,403.000000,403.000000
다사642533,478.000000,478.000000
다사648552,245.000000,245.000000
다사634536,443.000000,443.000000
다사623549,0.000000,0.000000
다사633531,342.000000,342.000000
다사631531,500.000000,500.000000
다사638560,620.000000,620.000000
다사623545,173.000000,173.000000
다사628572,502.000000,502.000000
다사626572,125.000000,125.000000
다사633538,488.000000,488.000000
다사626549,117.000000,117.000000
다사632558,281.000000,281.000000
다사635542,654.000000,654.000000
다사636547,308.000000,308.000000
다사638552,67.000000,67.000000
다사647557,98.000000,98.000000
다사645553,211.000000,211.000000
다사625569,334.000000,334.000000
다사634546,469.000000,469.000000
다사631563,463.000000,463.000000
다사632556,530.000000,530.000000
다사653559,247.000000,247.000000
다사658562,0.000000,0.000000
다사631532,369.000000,369.000000
다사642555,79.000000,79.000000
다사643553,450.000000,450.000000
다사633525,507.000000,507.000000
다사639572,254.000000,254.000000
다사639539,365.000000,365.000000
다사628561,210.000000,210.000000
다사648566,8.000000,8.000000
다사628526,17.000000,17.000000
다사652557,171.000000,171.000000
다사634541,439.000000,439.000000
다사627565,261.000000,261.000000
다사646554,415.000000,415.000000
다사656558,280.000000,280.000000
다사627566,138.000000,138.000000
다사628560,117.000000,117.000000
다사644545,182.000000,182.000000
다사658567,38.000000,38.000000
다사630544,455.000000,455.000000
다사623570,465.000000,465.000000
다사639536,492.000000,492.000000
다사653568,0.000000,0.000000
다사632550,297.000000,297.000000
다사621549,147.000000,147.000000
다사641573,355.000000,355.000000
다사646562,468.000000,468.000000
다사646555,274.000000,274.000000
다사629559,511.000000,511.000000
다사632538,146.000000,146.000000
다사643542,830.000000,830.000000
다사646550,210.000000,210.000000
다사623551,472.000000,472.000000
다사636550,343.000000,343.000000
다사637544,306.000000,306.000000
다사630568,524.000000,524.000000
다사634543,240.000000,240.000000
다사630545,598.000000,598.000000
다사637559,422.000000,422.000000
다사641542,295.000000,295.000000
다사647543,452.000000,452.000000
다사654575,328.000000,328.000000
다사648576,243.000000,243.000000
다사638572,554.000000,554.000000
다사637530,944.000000,944.000000
다사629574,507.000000,507.000000
다사652554,0.000000,0.000000
다사655576,29.000000,29.000000
다사631529,411.000000,411.000000
다사646546,458.000000,458.000000
다사647568,321.000000,321.000000
다사646544,449.000000,449.000000
다사644548,401.000000,401.000000
다사631548,359.000000,359.000000
다사644549,191.000000,191.000000
다사622549,18.000000,18.000000
다사630551,150.000000,150.000000
다사637576,342.000000,342.000000
다사633553,104.000000,104.000000
다사643545,212.000000,212.000000
다사645551,201.000000,201.000000
다사651564,0.000000,0.000000
다사636561,0.000000,0.000000
다사637575,663.000000,663.000000
다사634525,182.000000,182.000000
다사628553,613.000000,613.000000
다사636553,0.000000,0.000000
다사643561,207.000000,207.000000
다사624542,574.000000,574.000000
다사631538,532.000000,532.000000
다사630529,557.000000,557.000000
다사634561,63.000000,63.000000
다사640561,406.000000,406.000000
다사625571,510.000000,510.000000
다사646570,535.000000,535.000000
다사623568,527.000000,527.000000
다사635545,251.000000,251.000000
다사643559,687.000000,687.000000
다사636546,400.000000,400.000000
다사650554,175.000000,175.000000
다사634542,601.000000,601.000000
다사650567,0.000000,0.000000
다사631525,304.000000,304.000000
다사629556,103.000000,103.000000
다사640540,557.000000,557.000000
다사651579,0.000000,0.000000
다사640547,374.000000,374.000000
다사641563,119.000000,119.000000
다사625549,454.000000,454.000000
다사628569,410.000000,410.000000
다사629526,417.000000,417.000000
다사646556,71.000000,71.000000
다사634540,215.000000,215.000000
다사650562,69.000000,69.000000
다사626547,302.000000,302.000000
다사632526,194.000000,194.000000
다사633574,675.000000,675.000000
다사641539,228.000000,228.000000
다사656573,678.000000,678.000000
다사658566,20.000000,20.000000
다사633545,127.000000,127.000000
다사640546,325.000000,325.000000
다사629577,31.000000,31.000000
다사633554,484.000000,484.000000
다사642564,266.000000,266.000000
다사651556,510.000000,510.000000
다사634548,156.000000,156.000000
다사623550,7.000000,7.000000
다사625544,459.000000,459.000000
다사632543,150.000000,150.000000
다사636543,421.000000,421.000000
다사624545,248.000000,248.000000
다사625541,184.000000,184.000000
다사651559,388.000000,388.000000
다사635552,594.000000,594.000000
다사635574,244.000000,244.000000
다사652562,433.000000,433.000000
다사630527,492.000000,492.000000
다사622546,317.000000,317.000000
다사629547,112.000000,112.000000
다사631533,798.000000,798.000000
다사623562,13.000000,13.000000
다사625575,9.000000,9.000000
다사647574,0.000000,0.000000
다사657566,11.000000,11.000000
다사648557,140.000000,140.000000
다사640563,339.000000,339.000000
다사624569,497.000000,497.000000
다사630549,401.000000,401.000000
다사636573,0.000000,0.000000
다사624548,287.000000,287.000000
다사624556,460.000000,460.000000
다사631572,21.000000,21.000000
다사648548,419.000000,419.000000
다사649545,68.000000,68.000000
다사644565,413.000000,413.000000
다사625568,462.000000,462.000000
다사635557,408.000000,408.000000
다사645556,36.000000,36.000000
다사630537,289.000000,289.000000
다사653556,237.000000,237.000000
다사628543,315.000000,315.000000
다사629571,444.000000,444.000000
다사633558,300.000000,300.000000
다사636551,424.000000,424.000000
다사630528,354.000000,354.000000
다사636530,642.000000,642.000000
다사634547,150.000000,150.000000
다사633546,259.000000,259.000000
다사659565,0.000000,0.000000
다사632573,227.000000,227.000000
다사632540,432.000000,432.000000
다사633548,184.000000,184.000000
다사629555,194.000000,194.000000
다사634533,182.000000,182.000000
다사641541,460.000000,460.000000
다사650577,0.000000,0.000000
다사626557,497.000000,497.000000
다사629539,159.000000,159.000000
다사633577,117.000000,117.000000
다사641537,874.000000,874.000000
다사657559,0.000000,0.000000
다사648571,0.000000,0.000000
다사627556,570.000000,570.000000
다사644544,399.000000,399.000000
다사633550,365.000000,365.000000
다사639553,414.000000,414.000000
다사627575,454.000000,454.000000
다사629576,607.000000,607.000000
다사648551,285.000000,285.000000
다사650555,298.000000,298.000000
다사646559,13.000000,13.000000
다사640554,186.000000,186.000000
다사641540,445.000000,445.000000
다사624558,386.000000,386.000000
다사626556,328.000000,328.000000
다사637545,235.000000,235.000000
다사641532,133.000000,133.000000
다사649560,445.000000,445.000000
다사635551,501.000000,501.000000
다사628575,195.000000,195.000000
다사637551,270.000000,270.000000
다사642570,1535.000000,1535.000000
다사626551,15.000000,15.000000
다사637539,414.000000,414.000000
다사636542,376.000000,376.000000
다사640534,296.000000,296.000000
다사644568,1202.000000,1202.000000
다사628576,186.000000,186.000000
다사640542,566.000000,566.000000
다사627547,252.000000,252.000000
다사641533,318.000000,318.000000
다사637543,562.000000,562.000000
다사637529,306.000000,306.000000
다사643548,373.000000,373.000000
다사645554,416.000000,416.000000
다사641555,170.000000,170.000000
다사643565,267.000000,267.000000
다사644554,318.000000,318.000000
다사645565,238.000000,238.000000
다사624544,410.000000,410.000000
다사624561,460.000000,460.000000
다사652559,421.000000,421.000000
다사647548,396.000000,396.000000
다사640544,395.000000,395.000000
다사631539,624.000000,624.000000
다사645562,411.000000,411.000000
다사639554,1327.000000,1327.000000
다사624551,302.000000,302.000000
다사629550,325.000000,325.000000
다사636545,374.000000,374.000000
다사625542,807.000000,807.000000
다사643550,151.000000,151.000000
다사629558,177.000000,177.000000
다사629560,557.000000,557.000000
다사640532,366.000000,366.000000
다사642549,386.000000,386.000000
다사642565,691.000000,691.000000
다사625557,499.000000,499.000000
다사624572,464.000000,464.000000
다사635577,441.000000,441.000000
다사629548,167.000000,167.000000
다사628574,212.000000,212.000000
다사624563,610.000000,610.000000
다사660560,11.000000,11.000000
다사646566,206.000000,206.000000
다사627561,458.000000,458.000000
다사643552,431.000000,431.000000
다사650558,308.000000,308.000000
다사635575,585.000000,585.000000
다사636538,352.000000,352.000000
다사626563,187.000000,187.000000
다사642546,385.000000,385.000000
다사630577,564.000000,564.000000
다사640570,129.000000,129.000000
다사642569,391.000000,391.000000
다사648560,160.000000,160.000000
다사628535,293.000000,293.000000
다사634558,393.000000,393.000000
다사643564,1202.000000,1202.000000
다사626561,438.000000,438.000000
다사643543,129.000000,129.000000
다사645572,114.000000,114.000000
다사652576,733.000000,733.000000
다사633544,401.000000,401.000000
다사641543,282.000000,282.000000
다사652556,287.000000,287.000000
다사630575,406.000000,406.000000
다사643569,237.000000,237.000000
다사626568,361.000000,361.000000
다사638539,403.000000,403.000000
다사639542,520.000000,520.000000
다사638574,805.000000,805.000000
다사646561,113.000000,113.000000
다사647550,317.000000,317.000000
다사651568,8.000000,8.000000
다사631547,352.000000,352.000000
다사650576,0.000000,0.000000
다사655558,350.000000,350.000000
다사635553,17.000000,17.000000
다사639559,427.000000,427.000000
다사625559,0.000000,0.000000
다사629549,355.000000,355.000000
다사638531,505.000000,505.000000
다사629546,276.000000,276.000000
다사634535,161.000000,161.000000
다사638538,478.000000,478.000000
다사646551,89.000000,89.000000
다사634577,36.000000,36.000000
다사639562,175.000000,175.000000
다사641554,355.000000,355.000000
다사625551,384.000000,384.000000
다사628541,321.000000,321.000000
다사631568,27.000000,27.000000
다사633549,428.000000,428.000000
다사626546,335.000000,335.000000
다사633552,417.000000,417.000000
다사645546,416.000000,416.000000
다사631544,472.000000,472.000000
다사636537,129.000000,129.000000
다사626542,414.000000,414.000000
다사638557,316.000000,316.000000
다사633524,10.000000,10.000000
다사643556,217.000000,217.000000
다사627548,357.000000,357.000000
다사644567,399.000000,399.000000
다사651576,0.000000,0.000000
다사652563,13.000000,13.000000
다사635534,191.000000,191.000000
다사637540,504.000000,504.000000
다사649554,276.000000,276.000000
다사627540,377.000000,377.000000
다사642558,538.000000,538.000000
다사630525,211.000000,211.000000
다사640559,307.000000,307.000000
다사630566,158.000000,158.000000
다사642557,20.000000,20.000000
다사639558,442.000000,442.000000
다사640539,582.000000,582.000000
다사648544,318.000000,318.000000
다사647549,417.000000,417.000000
다사645555,241.000000,241.000000
다사646563,315.000000,315.000000
다사636554,0.000000,0.000000
다사627574,190.000000,190.000000
다사648562,740.000000,740.000000
다사627551,321.000000,321.000000
다사631557,496.000000,496.000000
다사633534,511.000000,511.000000
다사632532,466.000000,466.000000
다사639535,186.000000,186.000000
다사642554,534.000000,534.000000
다사623565,321.000000,321.000000
다사627563,461.000000,461.000000
다사628562,101.000000,101.000000
다사628552,143.000000,143.000000
다사641562,539.000000,539.000000
다사646565,342.000000,342.000000
다사623566,255.000000,255.000000
다사640557,612.000000,612.000000
다사645568,445.000000,445.000000
다사635533,608.000000,608.000000
다사629570,503.000000,503.000000
다사635530,429.000000,429.000000
다사639549,491.000000,491.000000
다사631578,667.000000,667.000000
다사635539,383.000000,383.000000
다사641547,379.000000,379.000000
다사648553,606.000000,606.000000
다사642544,458.000000,458.000000
다사626559,13.000000,13.000000
다사637556,454.000000,454.000000
다사629572,681.000000,681.000000
다사630569,429.000000,429.000000
다사629565,342.000000,342.000000
다사648550,405.000000,405.000000
다사626566,317.000000,317.000000
다사646564,216.000000,216.000000
다사644572,123.000000,123.000000
다사637532,429.000000,429.000000
다사622550,46.000000,46.000000
다사636525,47.000000,47.000000
다사641535,461.000000,461.000000
다사642571,748.000000,748.000000
다사637558,254.000000,254.000000
다사654559,539.000000,539.000000
다사646547,113.000000,113.000000
다사641550,218.000000,218.000000
다사647575,9.000000,9.000000
다사642572,972.000000,972.000000
다사630576,471.000000,471.000000
다사639546,448.000000,448.000000
다사643566,1270.000000,1270.000000
다사648554,365.000000,365.000000
다사626544,217.000000,217.000000
다사647554,208.000000,208.000000
다사652560,424.000000,424.000000
다사639574,441.000000,441.000000
다사642551,302.000000,302.000000
다사621554,81.000000,81.000000
다사624547,428.000000,428.000000
다사636535,36.000000,36.000000
다사630530,521.000000,521.000000
다사623569,348.000000,348.000000
다사635525,567.000000,567.000000
다사638556,54.000000,54.000000
다사631549,419.000000,419.000000
다사637557,374.000000,374.000000
다사641538,63.000000,63.000000
다사627549,678.000000,678.000000
다사640572,403.000000,403.000000
다사623574,0.000000,0.000000
다사625547,467.000000,467.000000
다사626539,509.000000,509.000000
다사626541,308.000000,308.000000
다사625550,114.000000,114.000000
다사650578,21.000000,21.000000
다사652577,436.000000,436.000000
다사630533,278.000000,278.000000
다사625564,126.000000,126.000000
다사631555,388.000000,388.000000
다사643537,6.000000,6.000000
다사634529,434.000000,434.000000
다사632527,174.000000,174.000000
다사657575,308.000000,308.000000
다사634530,313.000000,313.000000
다사647553,265.000000,265.000000
다사654571,0.000000,0.000000
다사628556,106.000000,106.000000
다사649547,370.000000,370.000000
다사625563,477.000000,477.000000
다사632553,285.000000,285.000000
다사634557,487.000000,487.000000
다사640560,918.000000,918.000000
다사641545,204.000000,204.000000
다사641565,678.000000,678.000000
다사642567,868.000000,868.000000
다사627571,531.000000,531.000000
다사628559,134.000000,134.000000
다사629542,77.000000,77.000000
다사630547,233.000000,233.000000
다사653576,278.000000,278.000000
다사643571,368.000000,368.000000
다사636549,289.000000,289.000000
다사637574,464.000000,464.000000
다사638542,566.000000,566.000000
다사624557,499.000000,499.000000
다사624552,525.000000,525.000000
다사637537,361.000000,361.000000
다사644569,414.000000,414.000000
다사627567,123.000000,123.000000
다사633528,142.000000,142.000000
다사626575,544.000000,544.000000
다사629538,478.000000,478.000000
다사630557,272.000000,272.000000
다사651575,235.000000,235.000000
다사654558,299.000000,299.000000
다사626553,423.000000,423.000000
다사627558,92.000000,92.000000
다사628549,464.000000,464.000000
다사647556,15.000000,15.000000
다사621551,372.000000,372.000000
다사624541,235.000000,235.000000
다사633543,297.000000,297.000000
다사638553,427.000000,427.000000
다사633527,8.000000,8.000000
다사638540,370.000000,370.000000
다사624553,550.000000,550.000000
다사635555,352.000000,352.000000
다사632548,111.000000,111.000000
다사637533,491.000000,491.000000
다사642576,6.000000,6.000000
다사626573,847.000000,847.000000
다사633551,514.000000,514.000000
다사639543,432.000000,432.000000
다사631527,442.000000,442.000000
다사658573,222.000000,222.000000
다사624565,351.000000,351.000000
다사638554,1261.000000,1261.000000
다사655559,530.000000,530.000000
다사624564,439.000000,439.000000
다사626550,60.000000,60.000000
다사646569,216.000000,216.000000
다사627542,414.000000,414.000000
다사640537,591.000000,591.000000
다사625556,450.000000,450.000000
다사644538,6.000000,6.000000
다사641556,182.000000,182.000000
다사626548,231.000000,231.000000
다사645564,157.000000,157.000000
다사648574,13.000000,13.000000
다사643551,275.000000,275.000000
다사649553,166.000000,166.000000
다사639575,178.000000,178.000000
다사622547,436.000000,436.000000
다사654574,715.000000,715.000000
다사622554,379.000000,379.000000
다사633529,214.000000,214.000000
다사634524,113.000000,113.000000
다사632534,308.000000,308.000000
다사656559,286.000000,286.000000
다사645549,250.000000,250.000000
다사630558,289.000000,289.000000
다사630538,466.000000,466.000000
다사632552,112.000000,112.000000
다사643557,496.000000,496.000000
다사637542,486.000000,486.000000
다사628536,1294.000000,1294.000000
다사644550,398.000000,398.000000
다사625555,390.000000,390.000000
다사638549,462.000000,462.000000
다사649558,164.000000,164.000000
다사630542,214.000000,214.000000
다사650556,330.000000,330.000000
다사628558,118.000000,118.000000
다사635576,115.000000,115.000000
다사631564,387.000000,387.000000
다사638543,329.000000,329.000000
다사631546,435.000000,435.000000
다사643541,87.000000,87.000000
다사630541,467.000000,467.000000
다사640573,378.000000,378.000000
다사622552,313.000000,313.000000
다사649550,235.000000,235.000000
다사632557,459.000000,459.000000
다사642562,1256.000000,1256.000000
다사649555,282.000000,282.000000
다사635538,215.000000,215.000000
다사650569,0.000000,0.000000
다사647544,526.000000,526.000000
다사635547,89.000000,89.000000
다사629553,262.000000,262.000000
다사634574,0.000000,0.000000
다사633573,9.000000,9.000000
다사634526,194.000000,194.000000
다사626538,127.000000,127.000000
다사628544,387.000000,387.000000
다사629543,180.000000,180.000000
다사645558,353.000000,353.000000
다사647555,79.000000,79.000000
다사626562,220.000000,220.000000
다사632530,425.000000,425.000000
다사630526,413.000000,413.000000
다사644558,128.000000,128.000000
다사630555,561.000000,561.000000
다사639545,123.000000,123.000000
다사638551,443.000000,443.000000
다사623547,199.000000,199.000000
다사644560,501.000000,501.000000
다사635540,104.000000,104.000000
다사647545,490.000000,490.000000
다사621548,48.000000,48.000000
다사640538,433.000000,433.000000
다사650553,17.000000,17.000000
다사652572,10.000000,10.000000
다사631575,648.000000,648.000000
다사629569,541.000000,541.000000
다사632531,385.000000,385.000000
다사637552,136.000000,136.000000
다사638532,884.000000,884.000000
다사649566,7.000000,7.000000
다사632578,42.000000,42.000000
다사626540,423.000000,423.000000
다사654560,43.000000,43.000000
다사628570,255.000000,255.000000
다사638533,330.000000,330.000000
다사647569,681.000000,681.000000
다사629551,7.000000,7.000000
다사646567,569.000000,569.000000
다사623555,374.000000,374.000000
다사623546,272.000000,272.000000
다사644566,406.000000,406.000000
다사628546,9.000000,9.000000
다사640533,447.000000,447.000000
다사623544,445.000000,445.000000
다사624568,527.000000,527.000000
다사642573,296.000000,296.000000
다사632545,419.000000,419.000000
다사636574,673.000000,673.000000
다사631530,395.000000,395.000000
다사648561,7.000000,7.000000
다사633556,502.000000,502.000000
다사657574,365.000000,365.000000
다사655557,251.000000,251.000000
다사630565,343.000000,343.000000
다사653575,605.000000,605.000000
다사632576,149.000000,149.000000
다사635554,39.000000,39.000000
다사625573,239.000000,239.000000
다사626558,308.000000,308.000000
다사641534,862.000000,862.000000
다사647542,234.000000,234.000000
다사627557,280.000000,280.000000
다사642532,24.000000,24.000000
다사627560,330.000000,330.000000
다사641552,444.000000,444.000000
다사629575,227.000000,227.000000
다사640555,12.000000,12.000000
다사660561,12.000000,12.000000
다사627573,440.000000,440.000000
다사629527,800.000000,800.000000
다사650557,30.000000,30.000000
다사632560,829.000000,829.000000
다사629561,242.000000,242.000000
다사631528,295.000000,295.000000
다사644536,169.000000,169.000000
다사649557,12.000000,12.000000
다사638545,95.000000,95.000000
다사639555,414.000000,414.000000
다사654573,305.000000,305.000000
다사628554,384.000000,384.000000
다사629573,339.000000,339.000000
다사626571,141.000000,141.000000
다사633539,448.000000,448.000000
다사652574,440.000000,440.000000
다사625572,296.000000,296.000000
다사641559,806.000000,806.000000
다사635528,182.000000,182.000000
다사642543,456.000000,456.000000
다사629540,238.000000,238.000000
다사639573,405.000000,405.000000
다사633575,914.000000,914.000000
다사625570,254.000000,254.000000
다사628573,150.000000,150.000000
다사654576,0.000000,0.000000
다사632564,95.000000,95.000000
다사632555,203.000000,203.000000
다사647577,0.000000,0.000000
다사625560,452.000000,452.000000
다사644556,42.000000,42.000000
다사627576,180.000000,180.000000
다사632536,326.000000,326.000000
다사636559,527.000000,527.000000
다사653560,223.000000,223.000000
다사650561,49.000000,49.000000
다사631550,410.000000,410.000000
다사643567,633.000000,633.000000
다사622551,383.000000,383.000000
다사625565,124.000000,124.000000
다사638544,377.000000,377.000000
다사627553,491.000000,491.000000
다사636540,307.000000,307.000000
다사648556,138.000000,138.000000
다사626555,294.000000,294.000000
다사636524,94.000000,94.000000
다사640551,242.000000,242.000000
다사637546,454.000000,454.000000
다사639551,85.000000,85.000000
다사644559,520.000000,520.000000
다사654557,36.000000,36.000000
다사633560,342.000000,342.000000
다사630550,480.000000,480.000000
다사646557,397.000000,397.000000
다사643549,58.000000,58.000000
다사638546,380.000000,380.000000
다사639548,528.000000,528.000000
다사646542,171.000000,171.000000
다사641566,374.000000,374.000000
다사630553,1673.000000,1673.000000
다사632525,204.000000,204.000000
다사654562,0.000000,0.000000
다사635531,472.000000,472.000000
다사648563,256.000000,256.000000
다사634538,319.000000,319.000000
다사645563,394.000000,394.000000
다사639544,296.000000,296.000000
다사628567,457.000000,457.000000
다사638547,543.000000,543.000000
다사651557,92.000000,92.000000
다사637560,567.000000,567.000000
다사642561,472.000000,472.000000
다사622548,140.000000,140.000000
다사628528,0.000000,0.000000
다사632541,139.000000,139.000000
다사623543,57.000000,57.000000
다사624546,531.000000,531.000000
다사625552,345.000000,345.000000
다사628527,292.000000,292.000000
다사635543,416.000000,416.000000
다사628564,216.000000,216.000000
다사644576,0.000000,0.000000
다사655573,230.000000,230.000000
다사626543,284.000000,284.000000
다사628538,224.000000,224.000000
다사649577,24.000000,24.000000
다사640571,306.000000,306.000000
다사649561,217.000000,217.000000
다사631537,803.000000,803.000000
다사635548,428.000000,428.000000
다사652561,266.000000,266.000000
다사647576,83.000000,83.000000
다사641536,242.000000,242.000000
다사648549,403.000000,403.000000
다사630564,441.000000,441.000000
다사630572,248.000000,248.000000
다사632575,480.000000,480.000000
다사640550,285.000000,285.000000
다사632542,382.000000,382.000000
다사632528,67.000000,67.000000
다사637549,302.000000,302.000000
다사645561,723.000000,723.000000
다사628550,377.000000,377.000000
다사638559,865.000000,865.000000
다사627568,107.000000,107.000000
다사641548,252.000000,252.000000
다사625558,352.000000,352.000000
다사627546,135.000000,135.000000
다사627552,280.000000,280.000000
다사630559,207.000000,207.000000
다사631536,418.000000,418.000000
다사640531,79.000000,79.000000
다사633530,435.000000,435.000000
다사644557,271.000000,271.000000
다사628547,353.000000,353.000000
다사652568,25.000000,25.000000
다사643544,274.000000,274.000000
다사650550,10.000000,10.000000
다사625546,323.000000,323.000000
다사634545,476.000000,476.000000
다사621553,323.000000,323.000000
다사639540,551.000000,551.000000
다사643563,22.000000,22.000000
다사643572,192.000000,192.000000
다사646553,425.000000,425.000000
다사647563,546.000000,546.000000
다사636576,183.000000,183.000000
다사640541,454.000000,454.000000
다사632539,183.000000,183.000000
다사634532,223.000000,223.000000
다사642534,130.000000,130.000000
다사645548,369.000000,369.000000
다사647567,335.000000,335.000000
다사623572,507.000000,507.000000
다사628555,500.000000,500.000000
다사646558,473.000000,473.000000
다사629530,387.000000,387.000000
다사634528,216.000000,216.000000
다사633559,120.000000,120.000000
다사624554,370.000000,370.000000
다사621552,277.000000,277.000000
다사635546,177.000000,177.000000
다사651555,417.000000,417.000000
다사631545,449.000000,449.000000
다사639533,339.000000,339.000000
다사640575,455.000000,455.000000
다사651574,247.000000,247.000000
다사652569,28.000000,28.000000
다사624559,17.000000,17.000000
다사630563,318.000000,318.000000
다사626574,396.000000,396.000000
다사639534,379.000000,379.000000
다사639541,502.000000,502.000000
다사631576,314.000000,314.000000
다사631562,285.000000,285.000000
다사632544,441.000000,441.000000
다사644562,263.000000,263.000000
다사632554,49.000000,49.000000
다사644542,153.000000,153.000000
다사648545,456.000000,456.000000
다사641553,854.000000,854.000000
다사647564,0.000000,0.000000
다사651554,324.000000,324.000000
다사630561,40.000000,40.000000
다사634575,870.000000,870.000000
다사642574,248.000000,248.000000
다사652555,210.000000,210.000000
다사636560,350.000000,350.000000
다사645557,427.000000,427.000000
다사653558,407.000000,407.000000
다사627562,323.000000,323.000000
다사640543,472.000000,472.000000
다사628525,0.000000,0.000000
다사642553,420.000000,420.000000
다사648559,425.000000,425.000000
다사640558,437.000000,437.000000
다사649546,301.000000,301.000000
다사628557,82.000000,82.000000
다사623552,565.000000,565.000000
다사640535,57.000000,57.000000
다사621550,98.000000,98.000000
다사633526,104.000000,104.000000
다사634551,358.000000,358.000000
다사637536,413.000000,413.000000
다사646552,45.000000,45.000000
다사643547,348.000000,348.000000
다사636558,582.000000,582.000000
다사645547,235.000000,235.000000
다사645552,420.000000,420.000000
다사631559,409.000000,409.000000
다사627554,467.000000,467.000000
다사646560,836.000000,836.000000
다사636533,488.000000,488.000000
다사652575,340.000000,340.000000
다사624574,311.000000,311.000000
다사641544,289.000000,289.000000
다사627541,254.000000,254.000000
다사642541,260.000000,260.000000
다사631541,603.000000,603.000000
다사634554,316.000000,316.000000
다사624562,492.000000,492.000000
다사631554,1020.000000,1020.000000
다사646549,457.000000,457.000000
다사632563,338.000000,338.000000
다사645536,0.000000,0.000000
다사653561,144.000000,144.000000
다사637538,425.000000,425.000000
다사645560,1003.000000,1003.000000
다사626554,298.000000,298.000000
다사630532,732.000000,732.000000
다사634578,310.000000,310.000000
다사629562,308.000000,308.000000
다사633533,335.000000,335.000000
다사641551,276.000000,276.000000
다사638535,160.000000,160.000000
다사626570,214.000000,214.000000
다사630552,0.000000,0.000000
다사640545,237.000000,237.000000
다사636555,145.000000,145.000000
다사656572,666.000000,666.000000
다사625548,607.000000,607.000000
다사633555,419.000000,419.000000
다사629537,434.000000,434.000000
다사635524,138.000000,138.000000
다사645550,479.000000,479.000000
다사630570,968.000000,968.000000
다사635544,62.000000,62.000000
다사647558,278.000000,278.000000
다사639550,498.000000,498.000000
다사643555,243.000000,243.000000
다사626545,611.000000,611.000000
다사637548,552.000000,552.000000
다사651569,0.000000,0.000000
다사625567,377.000000,377.000000
다사627559,273.000000,273.000000
다사632574,256.000000,256.000000
다사640556,0.000000,0.000000
다사647560,532.000000,532.000000
다사643562,260.000000,260.000000
다사632529,286.000000,286.000000
다사625554,297.000000,297.000000
다사641558,687.000000,687.000000
다사628566,420.000000,420.000000
다사633537,423.000000,423.000000
다사638536,552.000000,552.000000
다사648570,0.000000,0.000000
다사636539,239.000000,239.000000
다사627538,428.000000,428.000000
다사644551,264.000000,264.000000
다사636532,333.000000,333.000000
다사639531,339.000000,339.000000
다사640536,371.000000,371.000000
다사631553,1105.000000,1105.000000
다사641570,868.000000,868.000000
다사626565,282.000000,282.000000
다사626560,98.000000,98.000000
다사634556,508.000000,508.000000
다사647565,0.000000,0.000000
다사628563,280.000000,280.000000
다사629544,138.000000,138.000000
다사645559,775.000000,775.000000
다사647547,539.000000,539.000000
다사624549,130.000000,130.000000
다사639532,373.000000,373.000000
다사644539,0.000000,0.000000
다사638548,448.000000,448.000000
다사623564,158.000000,158.000000
다사652571,0.000000,0.000000
다사657558,13.000000,13.000000
다사629552,57.000000,57.000000
다사633557,482.000000,482.000000
다사653571,0.000000,0.000000
다사655572,212.000000,212.000000
다사629529,712.000000,712.000000
다사630536,826.000000,826.000000
다사631551,216.000000,216.000000
다사628551,13.000000,13.000000
다사648542,60.000000,60.000000
다사634539,280.000000,280.000000
다사636548,383.000000,383.000000
다사639557,468.000000,468.000000
다사625543,519.000000,519.000000
다사641567,506.000000,506.000000
다사645544,256.000000,256.000000
다사627545,384.000000,384.000000
다사628540,375.000000,375.000000
다사641572,608.000000,608.000000
다사644543,323.000000,323.000000
다사649548,268.000000,268.000000
다사623554,551.000000,551.000000
다사642545,231.000000,231.000000
다사636556,693.000000,693.000000
다사639563,322.000000,322.000000
다사625562,394.000000,394.000000
다사630560,323.000000,323.000000
다사651558,419.000000,419.000000
다사623573,522.000000,522.000000
다사628529,617.000000,617.000000
다사657573,323.000000,323.000000
다사635549,47.000000,47.000000
다사643554,423.000000,423.000000
다사634555,464.000000,464.000000
다사648543,316.000000,316.000000
다사635559,251.000000,251.000000
다사643536,693.000000,693.000000
다사642550,276.000000,276.000000
다사637570,0.000000,0.000000
다사643535,21.000000,21.000000
다사644547,212.000000,212.000000
다사646574,17.000000,17.000000
다사637535,197.000000,197.000000
다사638575,306.000000,306.000000
다사640548,360.000000,360.000000
다사642542,151.000000,151.000000
다사644555,120.000000,120.000000
다사626564,391.000000,391.000000
다사636557,304.000000,304.000000
다사629525,366.000000,366.000000
다사633547,436.000000,436.000000
다사630546,477.000000,477.000000
다사632551,312.000000,312.000000
다사642540,33.000000,33.000000
다사629566,403.000000,403.000000
다사647572,17.000000,17.000000
