gid,lon,lat
다사640542,127.0928084000,37.5869429900
다사627547,127.0780587000,37.5913979200
다사641533,127.0939851000,37.5788349100
다사637543,127.0894055000,37.5878325500
다사637529,127.0894748000,37.5752139200
다사643548,127.0961771000,37.5923626500
다사645554,127.0984134000,37.5977783600
다사641555,127.0938773000,37.5986641800
다사643565,127.0960942000,37.6076852400
다사644554,127.0972806000,37.5977745000
다사645565,127.0983601000,37.6076929800
다사624544,127.0746760000,37.5886817400
다사624561,127.0745888000,37.6040043000
다사652559,127.1063193000,37.6023117200
다사647548,127.1007079000,37.5923780700
다사640544,127.0927985000,37.5887456600
다사631539,127.0826298000,37.5842034000
다사645562,127.0983747000,37.6049889900
다사639554,127.0916166000,37.5977550400
다사624551,127.0746401000,37.5949910400
다사629550,127.0803089000,37.5941099900
다사636545,127.0882629000,37.5896312700
다사625542,127.0758189000,37.5868831600
다사643550,127.0961673000,37.5941653100
다사629558,127.0802684000,37.6013206100
다사629560,127.0802583000,37.6031232600
다사640532,127.0928575000,37.5779296800
다사642549,127.0950395000,37.5932601000
다사642565,127.0949613000,37.6076813600
다사625557,127.0757421000,37.6004030800
다사624572,127.0745323000,37.6139188800
다사635577,127.0869708000,37.6184697800
다사629548,127.0803190000,37.5923073300
다사628574,127.0790543000,37.6157377800
다사624563,127.0745785000,37.6058069500
다사660560,127.1153776000,37.6032429400
다사646566,127.0994882000,37.6085981500
다사627561,127.0779874000,37.6040165100
다사643552,127.0961576000,37.5959679700
다사650558,127.1040583000,37.6014028100
다사635575,127.0869808000,37.6166671300
다사636538,127.0882977000,37.5833219600
다사626563,127.0768443000,37.6058151000
다사642546,127.0950541000,37.5905561100
다사630577,127.0813053000,37.6184498200
다사640570,127.0926708000,37.6121802000
다사642569,127.0949417000,37.6112866700
다사648560,127.1017830000,37.6031978500
다사628535,127.0792523000,37.5805860200
다사634558,127.0859327000,37.6013406100
다사643564,127.0960991000,37.6067839100
다사626561,127.0768545000,37.6040124500
다사643543,127.0962014000,37.5878560000
다사645572,127.0983262000,37.6140022700
다사652576,127.1062385000,37.6176343100
다사633544,127.0848699000,37.5887180400
다사641543,127.0939361000,37.5878482300
다사652556,127.1063335000,37.5996077300
다사630575,127.0813154000,37.6166471700
다사643569,127.0960747000,37.6112905500
다사626568,127.0768188000,37.6103217300
다사638539,127.0905579000,37.5842311700
다사639542,127.0916757000,37.5869390800
다사638574,127.0903850000,37.6157776600
다사646561,127.0995124000,37.6040915100
다사647550,127.1006983000,37.5941807300
다사651568,127.1051435000,37.6104199000
다사631547,127.0825895000,37.5914140300
다사650576,127.1039723000,37.6176267200
다사655558,127.1097226000,37.6014216800
다사635553,127.0870904000,37.5968379400
다사639559,127.0915920000,37.6022616800
다사625559,127.0757319000,37.6022057300
다사629549,127.0803140000,37.5932086600
다사638531,127.0905974000,37.5770205200
다사629546,127.0803292000,37.5905046700
다사634535,127.0860475000,37.5806100400
다사638538,127.0905628000,37.5833298400
다사646551,127.0995607000,37.5950782200
다사634577,127.0858377000,37.6184658100
다사639562,127.0915772000,37.6049656600
다사641554,127.0938822000,37.5977628500
다사625551,127.0757728000,37.5949951100
다사628541,127.0792218000,37.5859940000
다사631568,127.0824837000,37.6103419100
다사633549,127.0848449000,37.5932246800
다사626546,127.0769311000,37.5904925400
다사633552,127.0848299000,37.5959286700
다사645546,127.0984522000,37.5905677200
다사631544,127.0826046000,37.5887100500
다사636537,127.0883027000,37.5824206300
다사626542,127.0769515000,37.5868872300
다사638557,127.0904690000,37.6004551000
다사633524,127.0849700000,37.5706914200
다사643556,127.0961381000,37.5995732900
다사627548,127.0780536000,37.5922992500
다사644567,127.0972175000,37.6094917700
다사651576,127.1051054000,37.6176305200
다사652563,127.1063003000,37.6059170400
다사635534,127.0871850000,37.5797126800
다사637540,127.0894204000,37.5851285600
다사649554,127.1029446000,37.5977936900
다사627540,127.0780943000,37.5850886200
다사642558,127.0949955000,37.6013720600
다사630525,127.0815678000,37.5715807600
다사640559,127.0927249000,37.6022655900
다사630566,127.0813609000,37.6085352400
다사642557,127.0950004000,37.6004707300
다사639558,127.0915969000,37.6013603500
다사640539,127.0928231000,37.5842390000
다사648544,127.1018598000,37.5887765700
다사647549,127.1007031000,37.5932794000
다사645555,127.0984086000,37.5986796900
다사646563,127.0995027000,37.6058941700
다사636554,127.0882182000,37.5977432300
다사627574,127.0779212000,37.6157337300
다사648562,127.1017734000,37.6050005100
다사627551,127.0780383000,37.5950032400
다사631557,127.0825391000,37.6004273100
다사633534,127.0849200000,37.5797047400
다사632532,127.0837975000,37.5778980900
다사639535,127.0917102000,37.5806297700
다사642554,127.0950150000,37.5977667500
다사623565,127.0734353000,37.6076055200
다사627563,127.0779772000,37.6058191600
다사628562,127.0791152000,37.6049218800
다사628552,127.0791660000,37.5959086100
다사641562,127.0938430000,37.6049734800
다사646565,127.0994931000,37.6076968300
다사623566,127.0734301000,37.6085068400
다사640557,127.0927347000,37.6004629400
다사645568,127.0983456000,37.6103969600
다사635533,127.0871900000,37.5788113500
다사629570,127.0802076000,37.6121365200
다사635530,127.0872049000,37.5761073500
다사639549,127.0916413000,37.5932483900
다사631578,127.0824333000,37.6193551600
다사635539,127.0871601000,37.5842193300
다사641547,127.0939165000,37.5914535500
다사648553,127.1018166000,37.5968885400
다사642544,127.0950639000,37.5887534500
다사626559,127.0768648000,37.6022098000
다사637556,127.0893411000,37.5995498300
다사629572,127.0801975000,37.6139391700
다사630569,127.0813457000,37.6112392200
다사629565,127.0802330000,37.6076298900
다사648550,127.1018310000,37.5941845500
다사626566,127.0768290000,37.6085190800
다사646564,127.0994979000,37.6067955000
다사644572,127.0971932000,37.6139984100
다사637532,127.0894600000,37.5779179200
다사622550,127.0723797000,37.5940815200
다사636525,127.0883622000,37.5716046500
다사641535,127.0939753000,37.5806375800
다사642571,127.0949319000,37.6130893200
다사637558,127.0893312000,37.6013524900
다사654559,127.1085850000,37.6023192600
다사646547,127.0995800000,37.5914729000
다사641550,127.0939018000,37.5941575400
다사647575,127.1005778000,37.6167139400
다사642572,127.0949271000,37.6139906500
다사630576,127.0813103000,37.6175484900
다사639546,127.0916560000,37.5905444000
다사643566,127.0960894000,37.6085865700
다사648554,127.1018118000,37.5977898700
다사626544,127.0769413000,37.5886898800
다사647554,127.1006790000,37.5977860500
다사652560,127.1063145000,37.6032130500
다사639574,127.0915181000,37.6157815800
다사642551,127.0950297000,37.5950627600
다사621554,127.0712263000,37.5976827200
다사624547,127.0746606000,37.5913857300
다사636535,127.0883126000,37.5806179600
다사630530,127.0815426000,37.5760874200
다사623569,127.0734147000,37.6112108200
다사635525,127.0872298000,37.5716006900
다사638556,127.0904740000,37.5995537700
다사631549,127.0825794000,37.5932166900
다사637557,127.0893362000,37.6004511600
다사641538,127.0939606000,37.5833415700
다사627549,127.0780485000,37.5932005800
다사640572,127.0926610000,37.6139828500
다사623574,127.0733889000,37.6157174400
다사625547,127.0757933000,37.5913898000
다사626539,127.0769668000,37.5841832400
다사626541,127.0769566000,37.5859859000
다사625550,127.0757779000,37.5940937900
다사650578,127.1039627000,37.6194293800
다사652577,127.1062338000,37.6185356400
다사630533,127.0815274000,37.5787914100
다사625564,127.0757063000,37.6067123600
다사631555,127.0825492000,37.5986246600
다사643537,127.0962306000,37.5824480100
다사634529,127.0860774000,37.5752020600
다사632527,127.0838226000,37.5733914300
다사657575,127.1119087000,37.6167517500
다사634530,127.0860725000,37.5761033900
다사647553,127.1006838000,37.5968847200
다사654571,127.1085283000,37.6131352100
다사628556,127.0791457000,37.5995139200
다사649547,127.1029782000,37.5914843800
다사625563,127.0757114000,37.6058110300
다사632553,127.0836921000,37.5968260000
다사634557,127.0859377000,37.6004392900
다사640560,127.0927200000,37.6031669200
다사641545,127.0939263000,37.5896508900
다사641565,127.0938283000,37.6076774700
다사642567,127.0949515000,37.6094840100
다사627571,127.0779365000,37.6130297600
다사628559,127.0791305000,37.6022179000
다사629542,127.0803494000,37.5868993600
다사630547,127.0814568000,37.5914100200
다사653576,127.1073716000,37.6176380800
다사643571,127.0960650000,37.6130932100
다사636549,127.0882431000,37.5932365900
다사637574,127.0892519000,37.6157737200
다사638542,127.0905431000,37.5869351600
다사624557,127.0746093000,37.6003990000
다사624552,127.0746349000,37.5958923700
다사637537,127.0894352000,37.5824245700
다사644569,127.0972077000,37.6112944200
다사627567,127.0779569000,37.6094244600
다사633528,127.0849500000,37.5742967500
다사626575,127.0767830000,37.6166310000
다사629538,127.0803696000,37.5832940400
다사630557,127.0814063000,37.6004233000
다사651575,127.1051102000,37.6167291900
다사654558,127.1085897000,37.6014179300
다사626553,127.0768954000,37.5968018400
다사627558,127.0780027000,37.6013125300
다사628549,127.0791812000,37.5932046200
다사647556,127.1006694000,37.5995887100
다사621551,127.0712418000,37.5949787400
다사624541,127.0746914000,37.5859777600
다사633543,127.0848749000,37.5878167100
다사638553,127.0904888000,37.5968497800
다사633527,127.0849550000,37.5733954200
다사638540,127.0905530000,37.5851325000
다사624553,127.0746298000,37.5967936900
다사635555,127.0870805000,37.5986406000
다사632548,127.0837172000,37.5923193600
다사637533,127.0894550000,37.5788192500
다사642576,127.0949075000,37.6175959500
다사626573,127.0767933000,37.6148283500
다사633551,127.0848349000,37.5950273400
다사639543,127.0916708000,37.5878404100
다사631527,127.0826901000,37.5733874300
다사658573,127.1130511000,37.6149528100
다사624565,127.0745682000,37.6076096100
다사638554,127.0904838000,37.5977511100
다사655559,127.1097179000,37.6023230100
다사624564,127.0745734000,37.6067082800
다사626550,127.0769107000,37.5940978500
다사646569,127.0994737000,37.6113021400
다사627542,127.0780841000,37.5868912800
다사640537,127.0928329000,37.5824363400
다사625556,127.0757472000,37.5995017500
다사644538,127.0973583000,37.5833532100
다사641556,127.0938724000,37.5995655100
다사626548,127.0769209000,37.5922952000
다사645564,127.0983650000,37.6067916500
다사648574,127.1017157000,37.6158164400
다사643551,127.0961624000,37.5950666400
다사649553,127.1029494000,37.5968923600
다사639575,127.0915131000,37.6166829100
다사622547,127.0723952000,37.5913775400
다사654574,127.1085142000,37.6158391900
다사622554,127.0723591000,37.5976868300
다사633529,127.0849450000,37.5751980800
다사634524,127.0861024000,37.5706954000
다사632534,127.0837874000,37.5797007500
다사656559,127.1108508000,37.6023267500
다사645549,127.0984376000,37.5932717100
다사630558,127.0814013000,37.6013246300
다사630538,127.0815022000,37.5832980600
다사632552,127.0836971000,37.5959246800
다사643557,127.0961332000,37.6004746200
다사637542,127.0894105000,37.5869312200
다사628536,127.0792472000,37.5814873500
다사644550,127.0973001000,37.5941691800
다사625555,127.0757524000,37.5986004200
다사638549,127.0905085000,37.5932444700
다사649558,127.1029255000,37.6013990100
다사630542,127.0814820000,37.5869033800
다사650556,127.1040679000,37.5996001600
다사628558,127.0791356000,37.6013165700
다사635576,127.0869758000,37.6175684600
다사631564,127.0825039000,37.6067366000
다사638543,127.0905382000,37.5878364900
다사631546,127.0825945000,37.5905127100
다사643541,127.0962111000,37.5860533400
다사630541,127.0814871000,37.5860020500
다사640573,127.0926561000,37.6148841700
다사622552,127.0723694000,37.5958841800
다사649550,127.1029638000,37.5941883700
다사632557,127.0836720000,37.6004313200
다사642562,127.0949759000,37.6049773800
다사649555,127.1029398000,37.5986950200
다사635538,127.0871651000,37.5833180000
다사650569,127.1040058000,37.6113174300
다사647544,127.1007272000,37.5887727400
다사635547,127.0871203000,37.5914299700
다사629553,127.0802937000,37.5968139700
다사634574,127.0858527000,37.6157618400
다사633573,127.0847247000,37.6148565300
다사634526,127.0860924000,37.5724980600
다사626538,127.0769719000,37.5832819100
다사628544,127.0792066000,37.5886979800
다사629543,127.0803443000,37.5878006900
다사645558,127.0983940000,37.6013836800
다사647555,127.1006742000,37.5986873800
다사626562,127.0768494000,37.6049137700
다사632530,127.0838075000,37.5760954200
다사630526,127.0815627000,37.5724820900
다사644558,127.0972612000,37.6013798200
다사630555,127.0814164000,37.5986206500
다사639545,127.0916610000,37.5896430700
다사638551,127.0904987000,37.5950471300
다사623547,127.0735279000,37.5913816400
다사644560,127.0972515000,37.6031824700
다사635540,127.0871552000,37.5851206600
다사647545,127.1007224000,37.5896740700
다사621548,127.0712573000,37.5922747600
다사640538,127.0928280000,37.5833376700
다사650553,127.1040822000,37.5968961600
다사652572,127.1062575000,37.6140290000
다사631575,127.0824485000,37.6166511800
다사629569,127.0802127000,37.6112351900
다사632531,127.0838025000,37.5769967600
다사637552,127.0893609000,37.5959445200
다사638532,127.0905925000,37.5779218500
다사649566,127.1028871000,37.6086096400
다사632578,127.0835665000,37.6193591600
다사626540,127.0769617000,37.5850845700
다사654560,127.1085803000,37.6032205900
다사628570,127.0790746000,37.6121324800
다사638533,127.0905875000,37.5788231800
다사647569,127.1006067000,37.6113059800
다사629551,127.0803038000,37.5950113100
다사646567,127.0994834000,37.6094994800
다사623555,127.0734867000,37.5985922600
다사623546,127.0735330000,37.5904803100
다사644566,127.0972223000,37.6085904400
다사628546,127.0791965000,37.5905006400
다사640533,127.0928525000,37.5788310100
다사623544,127.0735433000,37.5886776600
다사624568,127.0745528000,37.6103135800
다사642573,127.0949222000,37.6148919800
다사632545,127.0837322000,37.5896153800
다사636574,127.0881189000,37.6157697700
다사631530,127.0826750000,37.5760914300
다사648561,127.1017782000,37.6040991800
다사633556,127.0848098000,37.5995339800
다사657574,127.1119134000,37.6158504200
다사655557,127.1097273000,37.6005203500
다사630565,127.0813659000,37.6076339100
다사653575,127.1073764000,37.6167367600
다사632576,127.0835765000,37.6175565100
다사635554,127.0870854000,37.5977392700
다사625573,127.0756602000,37.6148242800
다사626558,127.0768699000,37.6013084700
다사641534,127.0939802000,37.5797362500
다사647542,127.1007368000,37.5869700800
다사627557,127.0780078000,37.6004112000
다사642532,127.0951225000,37.5779374700
다사627560,127.0779925000,37.6031151800
다사641552,127.0938920000,37.5959602000
다사629575,127.0801823000,37.6166431400
다사640555,127.0927445000,37.5986602800
다사660561,127.1153730000,37.6041442700
다사627573,127.0779263000,37.6148324100
다사629527,127.0804253000,37.5733794000
다사650557,127.1040631000,37.6005014800
다사632560,127.0836569000,37.6031353000
다사629561,127.0802532000,37.6040245900
다사631528,127.0826851000,37.5742887600
다사644536,127.0973680000,37.5815505500
다사649557,127.1029303000,37.6004976800
다사638545,127.0905283000,37.5896391500
다사639555,127.0916117000,37.5986563700
다사654573,127.1085189000,37.6149378700
다사628554,127.0791559000,37.5977112600
다사629573,127.0801924000,37.6148404900
다사626571,127.0768035000,37.6130257000
다사633539,127.0848949000,37.5842113900
다사652574,127.1062480000,37.6158316500
다사625572,127.0756653000,37.6139229600
다사641559,127.0938577000,37.6022695000
다사635528,127.0872149000,37.5743046900
다사642543,127.0950688000,37.5878521200
다사629540,127.0803595000,37.5850967000
다사639573,127.0915230000,37.6148802600
다사633575,127.0847146000,37.6166591800
다사625570,127.0756756000,37.6121203100
다사628573,127.0790594000,37.6148364600
다사654576,127.1085047000,37.6176418500
다사632564,127.0836368000,37.6067406000
다사632555,127.0836820000,37.5986286600
다사647577,127.1005682000,37.6185165900
다사625560,127.0757268000,37.6031070600
다사644556,127.0972709000,37.5995771600
다사627576,127.0779110000,37.6175363800
다사632536,127.0837774000,37.5815034100
다사636559,127.0881934000,37.6022498700
다사653560,127.1074474000,37.6032168300
다사650561,127.1040440000,37.6041068000
다사631550,127.0825744000,37.5941180200
다사643567,127.0960845000,37.6094879000
다사622551,127.0723746000,37.5949828500
다사625565,127.0757012000,37.6076136800
다사638544,127.0905332000,37.5887378200
다사627553,127.0780282000,37.5968058900
다사636540,127.0882878000,37.5851246200
다사648556,127.1018022000,37.5995925300
다사626555,127.0768852000,37.5986044900
다사636524,127.0883672000,37.5707033200
다사640551,127.0927642000,37.5950549600
다사637546,127.0893907000,37.5905365400
다사639551,127.0916314000,37.5950510500
다사644559,127.0972563000,37.6022811400
다사654557,127.1085945000,37.6005166000
다사633560,127.0847898000,37.6031392900
다사630550,127.0814417000,37.5941140100
다사646557,127.0995317000,37.6004862000
다사643549,127.0961722000,37.5932639800
다사638546,127.0905233000,37.5905404800
다사639548,127.0916462000,37.5923470600
다사646542,127.0996042000,37.5869662400
다사641566,127.0938234000,37.6085787900
다사630553,127.0814265000,37.5968179900
다사632525,127.0838326000,37.5715887700
다사654562,127.1085709000,37.6050232500
다사635531,127.0871999000,37.5770086800
다사648563,127.1017686000,37.6059018400
다사634538,127.0860325000,37.5833140400
다사645563,127.0983698000,37.6058903200
다사639544,127.0916659000,37.5887417400
다사628567,127.0790899000,37.6094285100
다사638547,127.0905184000,37.5914418100
다사651557,127.1051959000,37.6005052800
다사637560,127.0893213000,37.6031551400
다사642561,127.0949808000,37.6040760500
다사622548,127.0723900000,37.5922788700
다사628528,127.0792878000,37.5742767100
다사632541,127.0837523000,37.5860100600
다사623543,127.0735485000,37.5877763300
다사624546,127.0746657000,37.5904844000
다사625552,127.0757677000,37.5958964400
다사628527,127.0792928000,37.5733753700
다사635543,127.0871402000,37.5878246500
다사628564,127.0791051000,37.6067245300
다사644576,127.0971737000,37.6176037100
다사655573,127.1096520000,37.6149416200
다사626543,127.0769464000,37.5877885600
다사628538,127.0792371000,37.5832900100
다사649577,127.1028344000,37.6185242400
다사640571,127.0926659000,37.6130815200
다사649561,127.1029111000,37.6041030000
다사631537,127.0826398000,37.5824007400
다사635548,127.0871153000,37.5923313000
다사652561,127.1063098000,37.6041143800
다사647576,127.1005730000,37.6176152700
다사641536,127.0939704000,37.5815389100
다사648549,127.1018358000,37.5932832200
다사630564,127.0813710000,37.6067325900
다사630572,127.0813305000,37.6139431900
다사632575,127.0835815000,37.6166551900
다사640550,127.0927691000,37.5941536300
다사632542,127.0837473000,37.5869113900
다사632528,127.0838175000,37.5742927600
다사637549,127.0893758000,37.5932405300
다사645561,127.0983795000,37.6040876600
다사628550,127.0791762000,37.5941059500
다사638559,127.0904591000,37.6022577500
다사627568,127.0779518000,37.6103257900
다사641548,127.0939116000,37.5923548800
다사625558,127.0757370000,37.6013044000
다사627546,127.0780638000,37.5904966000
다사627552,127.0780332000,37.5959045600
다사630559,127.0813962000,37.6022259600
다사631536,127.0826449000,37.5814994100
다사640531,127.0928624000,37.5770283500
다사633530,127.0849400000,37.5760994100
다사644557,127.0972661000,37.6004784900
다사628547,127.0791914000,37.5914019700
다사652568,127.1062765000,37.6104236900
다사643544,127.0961965000,37.5887573300
다사650550,127.1040965000,37.5941921700
다사625546,127.0757984000,37.5904884800
다사634545,127.0859976000,37.5896233400
다사621553,127.0712315000,37.5967814000
다사639540,127.0916856000,37.5851364200
다사643563,127.0961040000,37.6058825900
다사643572,127.0960601000,37.6139945300
다사646553,127.0995511000,37.5968808800
다사647563,127.1006357000,37.6058980100
다사636576,127.0881089000,37.6175724200
다사640541,127.0928133000,37.5860416600
