,동,등록 자동차 수
306,월곡1동,15
307,월곡2동,25
308,위례동,61
309,은천동,20
310,을지로동,6
311,응봉동,12
312,응암1동,31
313,응암2동,30
314,응암3동,15
315,이문1동,17
316,이문2동,14
317,이촌1동,52
318,이촌2동,14
319,이태원1동,48
320,이태원2동,10
321,이화동,18
322,인수동,36
323,인헌동,17
324,일원1동,22
325,일원2동,60
326,일원본동,39
327,자양1동,42
328,자양2동,15
329,자양3동,30
330,자양4동,6
331,잠실2동,74
332,잠실3동,54
333,잠실4동,56
334,잠실6동,62
335,잠실7동,8
336,잠실본동,28
337,잠원동,30
338,장안1동,34
339,장안2동,27
340,장위1동,14
341,장위2동,9
342,장위3동,20
343,장지동,34
344,장충동,21
345,전농1동,30
346,전농2동,14
347,정릉1동,89
348,정릉2동,24
349,정릉3동,12
350,정릉4동,18
351,제기동,17
352,조원동,13
353,종로1·2·3·4가동,53
354,종로5·6가동,6
355,종암동,41
356,중계1동,19
357,중계2·3동,26
358,중계4동,26
359,중계본동,22
360,중곡1동,18
361,중곡2동,8
362,중곡3동,9
363,중곡4동,18
364,중림동,28
365,중앙동,13
366,중화1동,18
367,중화2동,12
368,증산동,17
369,진관동,134
370,창1동,43
371,창2동,21
372,창3동,13
373,창4동,28
374,창5동,28
375,창신1동,2
376,창신2동,6
377,창신3동,4
378,천연동,13
379,천호1동,26
380,천호2동,27
381,천호3동,28
382,청구동,12
383,청담동,101
384,청량리동,19
385,청룡동,68
386,청림동,13
387,청운효자동,28
388,청파동,13
389,충현동,36
390,평창동,41
391,풍납1동,20
392,풍납2동,32
393,필동,20
394,하계1동,22
395,하계2동,8
396,한강로동,65
397,한남동,66
398,합정동,28
399,항동,19
400,행당1동,62
401,행당2동,18
402,행운동,23
403,혜화동,16
404,홍은1동,20
405,홍은2동,41
406,홍제1동,24
407,홍제2동,7
408,홍제3동,8
409,화곡1동,42
410,화곡2동,10
411,화곡3동,16
412,화곡4동,15
413,화곡6동,20
414,화곡8동,27
415,화곡본동,21
416,화양동,20
417,황학동,14
418,회기동,7
419,회현동,140
420,효창동,10
421,후암동,24
422,휘경1동,5
423,휘경2동,23
424,흑석동,39
