,동별,연료별,등록 자동차 수
49,서울특별시 강북구 수유2동,전기,1
50,서울특별시 강북구 수유3동,전기,15
51,서울특별시 강북구 우이동,전기,5
52,서울특별시 강북구 인수동,전기,7
53,서울특별시 강서구 가양1동,전기,88
54,서울특별시 강서구 가양2동,전기,5
55,서울특별시 강서구 가양3동,전기,6
56,서울특별시 강서구 공항동,전기,22
57,서울특별시 강서구 등촌1동,전기,15
58,서울특별시 강서구 등촌2동,전기,4
59,서울특별시 강서구 등촌3동,전기,3
60,서울특별시 강서구 발산1동,전기,14
61,서울특별시 강서구 방화1동,전기,15
62,서울특별시 강서구 방화2동,전기,10
63,서울특별시 강서구 방화3동,전기,9
64,서울특별시 강서구 염창동,전기,11
65,서울특별시 강서구 우장산동,전기,10
66,서울특별시 강서구 화곡1동,전기,16
67,서울특별시 강서구 화곡2동,전기,1
68,서울특별시 강서구 화곡3동,전기,5
69,서울특별시 강서구 화곡4동,전기,5
70,서울특별시 강서구 화곡6동,전기,7
71,서울특별시 강서구 화곡8동,전기,22
72,서울특별시 강서구 화곡본동,전기,6
73,서울특별시 관악구 낙성대동,전기,4
74,서울특별시 관악구 난곡동,전기,6
75,서울특별시 관악구 난향동,전기,5
76,서울특별시 관악구 남현동,전기,5
77,서울특별시 관악구 대학동,전기,9
78,서울특별시 관악구 미성동,전기,4
79,서울특별시 관악구 보라매동,전기,4
80,서울특별시 관악구 삼성동,전기,4
81,서울특별시 관악구 서림동,전기,4
82,서울특별시 관악구 서원동,전기,5
83,서울특별시 관악구 성현동,전기,6
84,서울특별시 관악구 신림동,전기,6
85,서울특별시 관악구 신사동,전기,8
86,서울특별시 관악구 신원동,전기,2
87,서울특별시 관악구 은천동,전기,4
88,서울특별시 관악구 인헌동,전기,8
89,서울특별시 관악구 조원동,전기,3
90,서울특별시 관악구 중앙동,전기,6
91,서울특별시 관악구 청룡동,전기,46
92,서울특별시 관악구 청림동,전기,3
93,서울특별시 관악구 행운동,전기,7
94,서울특별시 광진구 광장동,전기,17
95,서울특별시 광진구 구의1동,전기,9
96,서울특별시 광진구 구의2동,전기,11
97,서울특별시 광진구 구의3동,전기,10
98,서울특별시 광진구 군자동,전기,3
99,서울특별시 광진구 능동,전기,5
100,서울특별시 광진구 자양1동,전기,24
101,서울특별시 광진구 자양2동,전기,6
102,서울특별시 광진구 자양3동,전기,10
103,서울특별시 광진구 자양4동,전기,2
104,서울특별시 광진구 중곡1동,전기,6
105,서울특별시 광진구 중곡2동,전기,2
106,서울특별시 광진구 중곡3동,전기,3
107,서울특별시 광진구 중곡4동,전기,7
108,서울특별시 광진구 화양동,전기,8
109,서울특별시 구로구 가리봉동,전기,1
110,서울특별시 구로구 개봉1동,전기,14
111,서울특별시 구로구 개봉2동,전기,6
112,서울특별시 구로구 개봉3동,전기,4
113,서울특별시 구로구 고척1동,전기,8
114,서울특별시 구로구 고척2동,전기,7
115,서울특별시 구로구 구로1동,전기,47
116,서울특별시 구로구 구로2동,전기,27
117,서울특별시 구로구 구로3동,전기,7
118,서울특별시 구로구 구로4동,전기,3
119,서울특별시 구로구 구로5동,전기,15
120,서울특별시 구로구 수궁동,전기,7
121,서울특별시 구로구 신도림동,전기,10
122,서울특별시 구로구 오류1동,전기,8
123,서울특별시 구로구 오류2동,전기,7
124,서울특별시 금천구 가산동,전기,58
125,서울특별시 금천구 독산1동,전기,17
126,서울특별시 금천구 독산2동,전기,4
127,서울특별시 금천구 독산3동,전기,4
128,서울특별시 금천구 독산4동,전기,1
129,서울특별시 금천구 시흥1동,전기,23
130,서울특별시 금천구 시흥2동,전기,12
131,서울특별시 금천구 시흥3동,전기,7
132,서울특별시 금천구 시흥4동,전기,5
133,서울특별시 금천구 시흥5동,전기,3
134,서울특별시 노원구 공릉1동,전기,9
135,서울특별시 노원구 공릉2동,전기,15
136,서울특별시 노원구 상계10동,전기,5
137,서울특별시 노원구 상계1동,전기,22
138,서울특별시 노원구 상계2동,전기,13
139,서울특별시 노원구 상계3.4동,전기,7
140,서울특별시 노원구 상계5동,전기,10
141,서울특별시 노원구 상계6.7동,전기,13
142,서울특별시 노원구 상계8동,전기,6
143,서울특별시 노원구 상계9동,전기,3
144,서울특별시 노원구 월계1동,전기,6
145,서울특별시 노원구 월계2동,전기,8
146,서울특별시 노원구 월계3동,전기,4
147,서울특별시 노원구 중계1동,전기,8
148,서울특별시 노원구 중계2.3동,전기,11
149,서울특별시 노원구 중계4동,전기,8
150,서울특별시 노원구 중계본동,전기,4
151,서울특별시 노원구 하계1동,전기,12
152,서울특별시 도봉구 도봉1동,전기,2
153,서울특별시 도봉구 도봉2동,전기,9
154,서울특별시 도봉구 방학1동,전기,35
155,서울특별시 도봉구 방학2동,전기,3
156,서울특별시 도봉구 방학3동,전기,8
157,서울특별시 도봉구 쌍문1동,전기,16
158,서울특별시 도봉구 쌍문2동,전기,4
159,서울특별시 도봉구 쌍문3동,전기,2
160,서울특별시 도봉구 쌍문4동,전기,6
161,서울특별시 도봉구 창1동,전기,6
162,서울특별시 도봉구 창2동,전기,9
163,서울특별시 도봉구 창3동,전기,3
164,서울특별시 도봉구 창4동,전기,11
165,서울특별시 도봉구 창5동,전기,7
166,서울특별시 동대문구 답십리1동,전기,12
167,서울특별시 동대문구 답십리2동,전기,8
168,서울특별시 동대문구 용신동,전기,27
169,서울특별시 동대문구 이문1동,전기,2
170,서울특별시 동대문구 이문2동,전기,6
171,서울특별시 동대문구 장안1동,전기,15
172,서울특별시 동대문구 장안2동,전기,2
173,서울특별시 동대문구 전농1동,전기,6
174,서울특별시 동대문구 전농2동,전기,7
175,서울특별시 동대문구 제기동,전기,5
176,서울특별시 동대문구 청량리동,전기,6
177,서울특별시 동대문구 회기동,전기,2
178,서울특별시 동대문구 휘경1동,전기,3
179,서울특별시 동대문구 휘경2동,전기,5
180,서울특별시 동작구 노량진1동,전기,19
181,서울특별시 동작구 노량진2동,전기,11
182,서울특별시 동작구 대방동,전기,12
183,서울특별시 동작구 사당1동,전기,11
184,서울특별시 동작구 사당2동,전기,7
185,서울특별시 동작구 사당3동,전기,9
186,서울특별시 동작구 사당4동,전기,5
187,서울특별시 동작구 사당5동,전기,11
188,서울특별시 동작구 상도1동,전기,17
189,서울특별시 동작구 상도2동,전기,10
190,서울특별시 동작구 상도3동,전기,10
191,서울특별시 동작구 상도4동,전기,7
192,서울특별시 동작구 신대방1동,전기,6
193,서울특별시 동작구 신대방2동,전기,14
194,서울특별시 동작구 흑석동,전기,8
195,서울특별시 마포구 공덕동,전기,29
196,서울특별시 마포구 대흥동,전기,4
197,서울특별시 마포구 도화동,전기,14
198,서울특별시 마포구 망원1동,전기,3
199,서울특별시 마포구 망원2동,전기,9
200,서울특별시 마포구 상암동,전기,31
201,서울특별시 마포구 서강동,전기,14
202,서울특별시 마포구 서교동,전기,13
203,서울특별시 마포구 성산1동,전기,19
204,서울특별시 마포구 성산2동,전기,22
205,서울특별시 마포구 신수동,전기,10
206,서울특별시 마포구 아현동,전기,10
207,서울특별시 마포구 연남동,전기,9
208,서울특별시 마포구 염리동,전기,5
209,서울특별시 마포구 용강동,전기,13
210,서울특별시 마포구 합정동,전기,11
211,서울특별시 서대문구 남가좌1동,전기,3
212,서울특별시 서대문구 남가좌2동,전기,4
213,서울특별시 서대문구 북가좌1동,전기,17
214,서울특별시 서대문구 북가좌2동,전기,7
215,서울특별시 서대문구 북아현동,전기,6
216,서울특별시 서대문구 신촌동,전기,5
217,서울특별시 서대문구 연희동,전기,37
218,서울특별시 서대문구 천연동,전기,4
219,서울특별시 서대문구 충현동,전기,12
220,서울특별시 서대문구 홍은1동,전기,6
221,서울특별시 서대문구 홍은2동,전기,9
222,서울특별시 서대문구 홍제1동,전기,10
223,서울특별시 서대문구 홍제2동,전기,3
224,서울특별시 서대문구 홍제3동,전기,5
225,서울특별시 서초구 내곡동,전기,16
226,서울특별시 서초구 반포1동,전기,19
227,서울특별시 서초구 반포2동,전기,55
228,서울특별시 서초구 반포3동,전기,6
229,서울특별시 서초구 반포4동,전기,14
230,서울특별시 서초구 반포본동,전기,10
231,서울특별시 서초구 방배1동,전기,9
232,서울특별시 서초구 방배2동,전기,14
233,서울특별시 서초구 방배3동,전기,12
234,서울특별시 서초구 방배4동,전기,20
235,서울특별시 서초구 방배본동,전기,10
236,서울특별시 서초구 서초1동,전기,189
237,서울특별시 서초구 서초2동,전기,18
238,서울특별시 서초구 서초3동,전기,17
239,서울특별시 서초구 서초4동,전기,15
240,서울특별시 서초구 양재1동,전기,145
241,서울특별시 서초구 양재2동,전기,60
242,서울특별시 서초구 잠원동,전기,9
243,서울특별시 성동구 금호1가동,전기,8
244,서울특별시 성동구 금호2.3가동,전기,10
245,서울특별시 성동구 금호4가동,전기,9
246,서울특별시 성동구 마장동,전기,29
247,서울특별시 성동구 사근동,전기,8
248,서울특별시 성동구 성수1가1동,전기,215
249,서울특별시 성동구 성수1가2동,전기,62
250,서울특별시 성동구 성수2가1동,전기,9
251,서울특별시 성동구 성수2가3동,전기,10
252,서울특별시 성동구 송정동,전기,8
253,서울특별시 성동구 옥수동,전기,14
254,서울특별시 성동구 왕십리2동,전기,2
255,서울특별시 성동구 왕십리도선동,전기,15
256,서울특별시 성동구 용답동,전기,4
257,서울특별시 성동구 응봉동,전기,1
258,서울특별시 성동구 행당1동,전기,33
259,서울특별시 성동구 행당2동,전기,4
260,서울특별시 성북구 길음1동,전기,14
261,서울특별시 성북구 길음2동,전기,10
262,서울특별시 성북구 돈암2동,전기,14
263,서울특별시 성북구 동선동,전기,6
264,서울특별시 성북구 보문동,전기,5
265,서울특별시 성북구 삼선동,전기,27
266,서울특별시 성북구 석관동,전기,4
267,서울특별시 성북구 성북동,전기,14
268,서울특별시 성북구 안암동,전기,2
269,서울특별시 성북구 월곡1동,전기,6
270,서울특별시 성북구 월곡2동,전기,3
271,서울특별시 성북구 장위1동,전기,5
272,서울특별시 성북구 장위2동,전기,3
273,서울특별시 성북구 장위3동,전기,1
274,서울특별시 성북구 정릉1동,전기,27
275,서울특별시 성북구 정릉2동,전기,7
276,서울특별시 성북구 정릉3동,전기,5
277,서울특별시 성북구 정릉4동,전기,7
278,서울특별시 성북구 종암동,전기,14
279,서울특별시 송파구 가락1동,전기,8
280,서울특별시 송파구 가락2동,전기,9
281,서울특별시 송파구 가락본동,전기,10
282,서울특별시 송파구 거여1동,전기,2
283,서울특별시 송파구 거여2동,전기,7
284,서울특별시 송파구 마천1동,전기,13
285,서울특별시 송파구 마천2동,전기,3
286,서울특별시 송파구 문정1동,전기,14
287,서울특별시 송파구 문정2동,전기,17
288,서울특별시 송파구 방이1동,전기,16
289,서울특별시 송파구 방이2동,전기,6
290,서울특별시 송파구 삼전동,전기,11
291,서울특별시 송파구 석촌동,전기,16
292,서울특별시 송파구 송파1동,전기,8
293,서울특별시 송파구 송파2동,전기,6
294,서울특별시 송파구 오금동,전기,16
295,서울특별시 송파구 오륜동,전기,7
296,서울특별시 송파구 위례동,전기,32
297,서울특별시 송파구 잠실2동,전기,24
298,서울특별시 송파구 잠실3동,전기,14
299,서울특별시 송파구 잠실4동,전기,26
300,서울특별시 송파구 잠실6동,전기,32
301,서울특별시 송파구 잠실7동,전기,3
302,서울특별시 송파구 잠실본동,전기,9
303,서울특별시 송파구 장지동,전기,16
304,서울특별시 송파구 풍납1동,전기,7
305,서울특별시 송파구 풍납2동,전기,11
306,서울특별시 양천구 목1동,전기,16
307,서울특별시 양천구 목2동,전기,15
308,서울특별시 양천구 목3동,전기,4
309,서울특별시 양천구 목4동,전기,8
310,서울특별시 양천구 목5동,전기,23
311,서울특별시 양천구 신월1동,전기,16
312,서울특별시 양천구 신월2동,전기,3
313,서울특별시 양천구 신월3동,전기,4
314,서울특별시 양천구 신월4동,전기,3
315,서울특별시 양천구 신월5동,전기,3
316,서울특별시 양천구 신월6동,전기,14
317,서울특별시 양천구 신월7동,전기,7
318,서울특별시 양천구 신정1동,전기,12
319,서울특별시 양천구 신정2동,전기,16
320,서울특별시 양천구 신정3동,전기,11
321,서울특별시 양천구 신정4동,전기,7
322,서울특별시 양천구 신정6동,전기,31
323,서울특별시 양천구 신정7동,전기,6
324,서울특별시 영등포구 당산1동,전기,42
325,서울특별시 영등포구 당산2동,전기,20
326,서울특별시 영등포구 대림1동,전기,2
327,서울특별시 영등포구 대림2동,전기,2
328,서울특별시 영등포구 대림3동,전기,4
329,서울특별시 영등포구 도림동,전기,6
330,서울특별시 영등포구 문래동,전기,7
331,서울특별시 영등포구 신길1동,전기,2
332,서울특별시 영등포구 신길3동,전기,2
333,서울특별시 영등포구 신길4동,전기,1
334,서울특별시 영등포구 신길5동,전기,3
335,서울특별시 영등포구 신길6동,전기,3
336,서울특별시 영등포구 신길7동,전기,9
337,서울특별시 영등포구 양평1동,전기,15
338,서울특별시 영등포구 양평2동,전기,10
339,서울특별시 영등포구 여의동,전기,508
340,서울특별시 영등포구 영등포동,전기,20
341,서울특별시 영등포구 영등포본동,전기,2
342,서울특별시 용산구 남영동,전기,7
343,서울특별시 용산구 보광동,전기,2
344,서울특별시 용산구 서빙고동,전기,3
345,서울특별시 용산구 용문동,전기,2
346,서울특별시 용산구 용산2가동,전기,3
347,서울특별시 용산구 원효로1동,전기,14
348,서울특별시 용산구 원효로2동,전기,51
349,서울특별시 용산구 이촌1동,전기,11
350,서울특별시 용산구 이촌2동,전기,7
351,서울특별시 용산구 이태원1동,전기,34
352,서울특별시 용산구 이태원2동,전기,5
353,서울특별시 용산구 청파동,전기,6
354,서울특별시 용산구 한강로동,전기,22
355,서울특별시 용산구 한남동,전기,22
356,서울특별시 용산구 효창동,전기,1
357,서울특별시 용산구 후암동,전기,10
358,서울특별시 은평구 갈현1동,전기,10
359,서울특별시 은평구 갈현2동,전기,6
360,서울특별시 은평구 구산동,전기,10
361,서울특별시 은평구 녹번동,전기,33
362,서울특별시 은평구 대조동,전기,4
363,서울특별시 은평구 불광1동,전기,6
364,서울특별시 은평구 불광2동,전기,5
365,서울특별시 은평구 수색동,전기,5
366,서울특별시 은평구 신사1동,전기,8
367,서울특별시 은평구 신사2동,전기,5
368,서울특별시 은평구 역촌동,전기,9
369,서울특별시 은평구 응암1동,전기,6
370,서울특별시 은평구 응암2동,전기,9
371,서울특별시 은평구 응암3동,전기,5
372,서울특별시 은평구 증산동,전기,7
373,서울특별시 은평구 진관동,전기,36
374,서울특별시 종로구 가회동,전기,5
375,서울특별시 종로구 교남동,전기,4
376,서울특별시 종로구 무악동,전기,2
377,서울특별시 종로구 부암동,전기,7
378,서울특별시 종로구 사직동,전기,15
379,서울특별시 종로구 삼청동,전기,6
380,서울특별시 종로구 숭인1동,전기,1
381,서울특별시 종로구 이화동,전기,4
382,서울특별시 종로구 종로1.2.3.4가동,전기,35
383,서울특별시 종로구 종로5.6가동,전기,4
384,서울특별시 종로구 창신1동,전기,2
385,서울특별시 종로구 창신2동,전기,1
386,서울특별시 종로구 창신3동,전기,3
387,서울특별시 종로구 청운효자동,전기,13
388,서울특별시 종로구 평창동,전기,29
389,서울특별시 종로구 혜화동,전기,2
390,서울특별시 중구 광희동,전기,20
391,서울특별시 중구 다산동,전기,5
392,서울특별시 중구 동화동,전기,4
393,서울특별시 중구 명동,전기,75
394,서울특별시 중구 소공동,전기,15
395,서울특별시 중구 신당5동,전기,3
396,서울특별시 중구 신당동,전기,10
397,서울특별시 중구 약수동,전기,5
398,서울특별시 중구 을지로동,전기,1
399,서울특별시 중구 장충동,전기,16
400,서울특별시 중구 중림동,전기,14
401,서울특별시 중구 청구동,전기,6
402,서울특별시 중구 필동,전기,10
403,서울특별시 중구 황학동,전기,3
404,서울특별시 중구 회현동,전기,23
405,서울특별시 중랑구 망우3동,전기,3
406,서울특별시 중랑구 망우본동,전기,11
407,서울특별시 중랑구 면목2동,전기,6
408,서울특별시 중랑구 면목3.8동,전기,2
409,서울특별시 중랑구 면목4동,전기,1
410,서울특별시 중랑구 면목7동,전기,3
411,서울특별시 중랑구 면목본동,전기,6
412,서울특별시 중랑구 묵1동,전기,12
413,서울특별시 중랑구 묵2동,전기,5
414,서울특별시 중랑구 상봉1동,전기,11
415,서울특별시 중랑구 상봉2동,전기,8
416,서울특별시 중랑구 신내1동,전기,26
417,서울특별시 중랑구 신내2동,전기,22
418,서울특별시 중랑구 중화1동,전기,7
419,서울특별시 중랑구 중화2동,전기,5
