,동별,연료별,등록 자동차 수
78,서울특별시 관악구 보라매동,전기,13
79,서울특별시 관악구 삼성동,전기,5
80,서울특별시 관악구 서림동,전기,9
81,서울특별시 관악구 서원동,전기,9
82,서울특별시 관악구 성현동,전기,13
83,서울특별시 관악구 신림동,전기,11
84,서울특별시 관악구 신사동,전기,12
85,서울특별시 관악구 신원동,전기,4
86,서울특별시 관악구 은천동,전기,9
87,서울특별시 관악구 인헌동,전기,8
88,서울특별시 관악구 조원동,전기,5
89,서울특별시 관악구 중앙동,전기,10
90,서울특별시 관악구 청룡동,전기,58
91,서울특별시 관악구 청림동,전기,6
92,서울특별시 관악구 행운동,전기,10
93,서울특별시 광진구 광장동,전기,26
94,서울특별시 광진구 구의1동,전기,11
95,서울특별시 광진구 구의2동,전기,19
96,서울특별시 광진구 구의3동,전기,13
97,서울특별시 광진구 군자동,전기,5
98,서울특별시 광진구 능동,전기,7
99,서울특별시 광진구 자양1동,전기,31
100,서울특별시 광진구 자양2동,전기,12
101,서울특별시 광진구 자양3동,전기,21
102,서울특별시 광진구 자양4동,전기,4
103,서울특별시 광진구 중곡1동,전기,11
104,서울특별시 광진구 중곡2동,전기,4
105,서울특별시 광진구 중곡3동,전기,4
106,서울특별시 광진구 중곡4동,전기,8
107,서울특별시 광진구 화양동,전기,15
108,서울특별시 구로구 가리봉동,전기,3
109,서울특별시 구로구 개봉1동,전기,18
110,서울특별시 구로구 개봉2동,전기,13
111,서울특별시 구로구 개봉3동,전기,2
112,서울특별시 구로구 고척1동,전기,20
113,서울특별시 구로구 고척2동,전기,13
114,서울특별시 구로구 구로1동,전기,57
115,서울특별시 구로구 구로2동,전기,33
116,서울특별시 구로구 구로3동,전기,22
117,서울특별시 구로구 구로4동,전기,5
118,서울특별시 구로구 구로5동,전기,15
119,서울특별시 구로구 수궁동,전기,11
120,서울특별시 구로구 신도림동,전기,21
121,서울특별시 구로구 오류1동,전기,11
122,서울특별시 구로구 오류2동,전기,23
123,서울특별시 금천구 가산동,전기,200
124,서울특별시 금천구 독산1동,전기,36
125,서울특별시 금천구 독산2동,전기,5
126,서울특별시 금천구 독산3동,전기,8
127,서울특별시 금천구 독산4동,전기,5
128,서울특별시 금천구 시흥1동,전기,33
129,서울특별시 금천구 시흥2동,전기,18
130,서울특별시 금천구 시흥3동,전기,9
131,서울특별시 금천구 시흥4동,전기,10
132,서울특별시 금천구 시흥5동,전기,6
133,서울특별시 노원구 공릉1동,전기,21
134,서울특별시 노원구 공릉2동,전기,22
135,서울특별시 노원구 상계10동,전기,8
136,서울특별시 노원구 상계1동,전기,36
137,서울특별시 노원구 상계2동,전기,16
138,서울특별시 노원구 상계3.4동,전기,10
139,서울특별시 노원구 상계5동,전기,11
140,서울특별시 노원구 상계6.7동,전기,22
141,서울특별시 노원구 상계8동,전기,8
142,서울특별시 노원구 상계9동,전기,7
143,서울특별시 노원구 월계1동,전기,9
144,서울특별시 노원구 월계2동,전기,12
145,서울특별시 노원구 월계3동,전기,11
146,서울특별시 노원구 중계1동,전기,9
147,서울특별시 노원구 중계2.3동,전기,16
148,서울특별시 노원구 중계4동,전기,18
149,서울특별시 노원구 중계본동,전기,11
150,서울특별시 노원구 하계1동,전기,12
151,서울특별시 노원구 하계2동,전기,4
152,서울특별시 도봉구 도봉1동,전기,10
153,서울특별시 도봉구 도봉2동,전기,14
154,서울특별시 도봉구 방학1동,전기,44
155,서울특별시 도봉구 방학2동,전기,9
156,서울특별시 도봉구 방학3동,전기,11
157,서울특별시 도봉구 쌍문1동,전기,22
158,서울특별시 도봉구 쌍문2동,전기,7
159,서울특별시 도봉구 쌍문3동,전기,3
160,서울특별시 도봉구 쌍문4동,전기,9
161,서울특별시 도봉구 창1동,전기,22
162,서울특별시 도봉구 창2동,전기,13
163,서울특별시 도봉구 창3동,전기,7
164,서울특별시 도봉구 창4동,전기,19
165,서울특별시 도봉구 창5동,전기,11
166,서울특별시 동대문구 답십리1동,전기,24
167,서울특별시 동대문구 답십리2동,전기,19
168,서울특별시 동대문구 용신동,전기,32
169,서울특별시 동대문구 이문1동,전기,12
170,서울특별시 동대문구 이문2동,전기,13
171,서울특별시 동대문구 장안1동,전기,25
172,서울특별시 동대문구 장안2동,전기,9
173,서울특별시 동대문구 전농1동,전기,20
174,서울특별시 동대문구 전농2동,전기,7
175,서울특별시 동대문구 제기동,전기,7
176,서울특별시 동대문구 청량리동,전기,12
177,서울특별시 동대문구 회기동,전기,2
178,서울특별시 동대문구 휘경1동,전기,4
179,서울특별시 동대문구 휘경2동,전기,9
180,서울특별시 동작구 노량진1동,전기,32
181,서울특별시 동작구 노량진2동,전기,12
182,서울특별시 동작구 대방동,전기,16
183,서울특별시 동작구 사당1동,전기,14
184,서울특별시 동작구 사당2동,전기,25
185,서울특별시 동작구 사당3동,전기,20
186,서울특별시 동작구 사당4동,전기,9
187,서울특별시 동작구 사당5동,전기,15
188,서울특별시 동작구 상도1동,전기,26
189,서울특별시 동작구 상도2동,전기,17
190,서울특별시 동작구 상도3동,전기,13
191,서울특별시 동작구 상도4동,전기,12
192,서울특별시 동작구 신대방1동,전기,15
193,서울특별시 동작구 신대방2동,전기,25
194,서울특별시 동작구 흑석동,전기,14
195,서울특별시 마포구 공덕동,전기,44
196,서울특별시 마포구 대흥동,전기,7
197,서울특별시 마포구 도화동,전기,25
198,서울특별시 마포구 망원1동,전기,11
199,서울특별시 마포구 망원2동,전기,16
200,서울특별시 마포구 상암동,전기,59
201,서울특별시 마포구 서강동,전기,22
202,서울특별시 마포구 서교동,전기,26
203,서울특별시 마포구 성산1동,전기,23
204,서울특별시 마포구 성산2동,전기,33
205,서울특별시 마포구 신수동,전기,21
206,서울특별시 마포구 아현동,전기,21
207,서울특별시 마포구 연남동,전기,14
208,서울특별시 마포구 염리동,전기,9
209,서울특별시 마포구 용강동,전기,18
210,서울특별시 마포구 합정동,전기,18
211,서울특별시 서대문구 남가좌1동,전기,10
212,서울특별시 서대문구 남가좌2동,전기,11
213,서울특별시 서대문구 북가좌1동,전기,21
214,서울특별시 서대문구 북가좌2동,전기,13
215,서울특별시 서대문구 북아현동,전기,11
216,서울특별시 서대문구 신촌동,전기,8
217,서울특별시 서대문구 연희동,전기,54
218,서울특별시 서대문구 천연동,전기,8
219,서울특별시 서대문구 충현동,전기,23
220,서울특별시 서대문구 홍은1동,전기,9
221,서울특별시 서대문구 홍은2동,전기,27
222,서울특별시 서대문구 홍제1동,전기,15
223,서울특별시 서대문구 홍제2동,전기,4
224,서울특별시 서대문구 홍제3동,전기,5
225,서울특별시 서초구 내곡동,전기,26
226,서울특별시 서초구 반포1동,전기,43
227,서울특별시 서초구 반포2동,전기,68
228,서울특별시 서초구 반포3동,전기,21
229,서울특별시 서초구 반포4동,전기,21
230,서울특별시 서초구 반포본동,전기,47
231,서울특별시 서초구 방배1동,전기,32
232,서울특별시 서초구 방배2동,전기,17
233,서울특별시 서초구 방배3동,전기,20
234,서울특별시 서초구 방배4동,전기,23
235,서울특별시 서초구 방배본동,전기,23
236,서울특별시 서초구 서초1동,전기,418
237,서울특별시 서초구 서초2동,전기,23
238,서울특별시 서초구 서초3동,전기,35
239,서울특별시 서초구 서초4동,전기,35
240,서울특별시 서초구 양재1동,전기,208
241,서울특별시 서초구 양재2동,전기,66
242,서울특별시 서초구 잠원동,전기,26
243,서울특별시 성동구 금호1가동,전기,11
244,서울특별시 성동구 금호2.3가동,전기,20
245,서울특별시 성동구 금호4가동,전기,16
246,서울특별시 성동구 마장동,전기,46
247,서울특별시 성동구 사근동,전기,11
248,서울특별시 성동구 성수1가1동,전기,235
249,서울특별시 성동구 성수1가2동,전기,65
250,서울특별시 성동구 성수2가1동,전기,26
251,서울특별시 성동구 성수2가3동,전기,14
252,서울특별시 성동구 송정동,전기,8
253,서울특별시 성동구 옥수동,전기,31
254,서울특별시 성동구 왕십리2동,전기,3
255,서울특별시 성동구 왕십리도선동,전기,16
256,서울특별시 성동구 용답동,전기,19
257,서울특별시 성동구 응봉동,전기,3
258,서울특별시 성동구 행당1동,전기,40
259,서울특별시 성동구 행당2동,전기,14
260,서울특별시 성북구 길음1동,전기,33
261,서울특별시 성북구 길음2동,전기,15
262,서울특별시 성북구 돈암1동,전기,7
263,서울특별시 성북구 돈암2동,전기,28
264,서울특별시 성북구 동선동,전기,5
265,서울특별시 성북구 보문동,전기,15
266,서울특별시 성북구 삼선동,전기,33
267,서울특별시 성북구 석관동,전기,10
268,서울특별시 성북구 성북동,전기,18
269,서울특별시 성북구 안암동,전기,6
270,서울특별시 성북구 월곡1동,전기,7
271,서울특별시 성북구 월곡2동,전기,13
272,서울특별시 성북구 장위1동,전기,8
273,서울특별시 성북구 장위2동,전기,6
274,서울특별시 성북구 장위3동,전기,4
275,서울특별시 성북구 정릉1동,전기,49
276,서울특별시 성북구 정릉2동,전기,19
277,서울특별시 성북구 정릉3동,전기,7
278,서울특별시 성북구 정릉4동,전기,34
279,서울특별시 성북구 종암동,전기,17
280,서울특별시 송파구 가락1동,전기,55
281,서울특별시 송파구 가락2동,전기,20
282,서울특별시 송파구 가락본동,전기,19
283,서울특별시 송파구 거여1동,전기,7
284,서울특별시 송파구 거여2동,전기,8
285,서울특별시 송파구 마천1동,전기,21
286,서울특별시 송파구 마천2동,전기,7
287,서울특별시 송파구 문정1동,전기,26
288,서울특별시 송파구 문정2동,전기,36
289,서울특별시 송파구 방이1동,전기,25
290,서울특별시 송파구 방이2동,전기,12
291,서울특별시 송파구 삼전동,전기,26
292,서울특별시 송파구 석촌동,전기,27
293,서울특별시 송파구 송파1동,전기,17
294,서울특별시 송파구 송파2동,전기,13
295,서울특별시 송파구 오금동,전기,19
296,서울특별시 송파구 오륜동,전기,19
297,서울특별시 송파구 위례동,전기,40
298,서울특별시 송파구 잠실2동,전기,46
299,서울특별시 송파구 잠실3동,전기,30
300,서울특별시 송파구 잠실4동,전기,32
301,서울특별시 송파구 잠실6동,전기,42
302,서울특별시 송파구 잠실7동,전기,4
303,서울특별시 송파구 잠실본동,전기,14
304,서울특별시 송파구 장지동,전기,18
305,서울특별시 송파구 풍납1동,전기,14
306,서울특별시 송파구 풍납2동,전기,20
307,서울특별시 양천구 목1동,전기,28
308,서울특별시 양천구 목2동,전기,17
309,서울특별시 양천구 목3동,전기,10
310,서울특별시 양천구 목4동,전기,13
311,서울특별시 양천구 목5동,전기,36
312,서울특별시 양천구 신월1동,전기,22
313,서울특별시 양천구 신월2동,전기,3
314,서울특별시 양천구 신월3동,전기,10
315,서울특별시 양천구 신월4동,전기,9
316,서울특별시 양천구 신월5동,전기,4
317,서울특별시 양천구 신월6동,전기,16
318,서울특별시 양천구 신월7동,전기,17
319,서울특별시 양천구 신정1동,전기,39
320,서울특별시 양천구 신정2동,전기,32
321,서울특별시 양천구 신정3동,전기,19
322,서울특별시 양천구 신정4동,전기,16
323,서울특별시 양천구 신정6동,전기,43
324,서울특별시 양천구 신정7동,전기,9
325,서울특별시 영등포구 당산1동,전기,50
326,서울특별시 영등포구 당산2동,전기,25
327,서울특별시 영등포구 대림1동,전기,8
328,서울특별시 영등포구 대림2동,전기,5
329,서울특별시 영등포구 대림3동,전기,6
330,서울특별시 영등포구 도림동,전기,9
331,서울특별시 영등포구 문래동,전기,17
332,서울특별시 영등포구 신길1동,전기,12
333,서울특별시 영등포구 신길3동,전기,5
334,서울특별시 영등포구 신길4동,전기,2
335,서울특별시 영등포구 신길5동,전기,5
336,서울특별시 영등포구 신길6동,전기,5
337,서울특별시 영등포구 신길7동,전기,16
338,서울특별시 영등포구 양평1동,전기,13
339,서울특별시 영등포구 양평2동,전기,36
340,서울특별시 영등포구 여의동,전기,1106
341,서울특별시 영등포구 영등포동,전기,36
342,서울특별시 영등포구 영등포본동,전기,6
343,서울특별시 용산구 남영동,전기,10
344,서울특별시 용산구 보광동,전기,11
345,서울특별시 용산구 서빙고동,전기,12
346,서울특별시 용산구 용문동,전기,9
347,서울특별시 용산구 용산2가동,전기,2
348,서울특별시 용산구 원효로1동,전기,21
349,서울특별시 용산구 원효로2동,전기,58
350,서울특별시 용산구 이촌1동,전기,29
351,서울특별시 용산구 이촌2동,전기,11
352,서울특별시 용산구 이태원1동,전기,43
353,서울특별시 용산구 이태원2동,전기,6
354,서울특별시 용산구 청파동,전기,11
355,서울특별시 용산구 한강로동,전기,44
356,서울특별시 용산구 한남동,전기,39
357,서울특별시 용산구 효창동,전기,6
358,서울특별시 용산구 후암동,전기,14
359,서울특별시 은평구 갈현1동,전기,8
360,서울특별시 은평구 갈현2동,전기,7
361,서울특별시 은평구 구산동,전기,13
362,서울특별시 은평구 녹번동,전기,43
363,서울특별시 은평구 대조동,전기,5
364,서울특별시 은평구 불광1동,전기,11
365,서울특별시 은평구 불광2동,전기,7
366,서울특별시 은평구 수색동,전기,7
367,서울특별시 은평구 신사1동,전기,17
368,서울특별시 은평구 신사2동,전기,11
369,서울특별시 은평구 역촌동,전기,13
370,서울특별시 은평구 응암1동,전기,6
371,서울특별시 은평구 응암2동,전기,16
372,서울특별시 은평구 응암3동,전기,8
373,서울특별시 은평구 증산동,전기,7
374,서울특별시 은평구 진관동,전기,81
375,서울특별시 종로구 가회동,전기,8
376,서울특별시 종로구 교남동,전기,8
377,서울특별시 종로구 무악동,전기,7
378,서울특별시 종로구 부암동,전기,10
379,서울특별시 종로구 사직동,전기,26
380,서울특별시 종로구 삼청동,전기,5
381,서울특별시 종로구 숭인1동,전기,1
382,서울특별시 종로구 이화동,전기,7
383,서울특별시 종로구 종로1.2.3.4가동,전기,41
384,서울특별시 종로구 종로5.6가동,전기,3
385,서울특별시 종로구 창신1동,전기,2
386,서울특별시 종로구 창신2동,전기,2
387,서울특별시 종로구 창신3동,전기,3
388,서울특별시 종로구 청운효자동,전기,20
389,서울특별시 종로구 평창동,전기,38
390,서울특별시 종로구 혜화동,전기,8
391,서울특별시 중구 광희동,전기,21
392,서울특별시 중구 다산동,전기,12
393,서울특별시 중구 동화동,전기,6
394,서울특별시 중구 명동,전기,112
395,서울특별시 중구 소공동,전기,43
396,서울특별시 중구 신당5동,전기,4
397,서울특별시 중구 신당동,전기,19
398,서울특별시 중구 약수동,전기,7
399,서울특별시 중구 을지로동,전기,2
400,서울특별시 중구 장충동,전기,18
401,서울특별시 중구 중림동,전기,19
402,서울특별시 중구 청구동,전기,8
403,서울특별시 중구 필동,전기,13
404,서울특별시 중구 황학동,전기,5
405,서울특별시 중구 회현동,전기,47
406,서울특별시 중랑구 망우3동,전기,10
407,서울특별시 중랑구 망우본동,전기,17
408,서울특별시 중랑구 면목2동,전기,14
409,서울특별시 중랑구 면목3.8동,전기,4
410,서울특별시 중랑구 면목4동,전기,5
411,서울특별시 중랑구 면목5동,전기,6
412,서울특별시 중랑구 면목7동,전기,10
413,서울특별시 중랑구 면목본동,전기,8
414,서울특별시 중랑구 묵1동,전기,22
415,서울특별시 중랑구 묵2동,전기,4
416,서울특별시 중랑구 상봉1동,전기,16
417,서울특별시 중랑구 상봉2동,전기,8
418,서울특별시 중랑구 신내1동,전기,46
419,서울특별시 중랑구 신내2동,전기,28
420,서울특별시 중랑구 중화1동,전기,8
421,서울특별시 중랑구 중화2동,전기,6
